time,tollgate_id,direction,time_window,volume,day,hour,minute,week,weekend,am_pm,volume_anterior,volume_anterior_2,avg_vol_dia_semana,desvio_padrao,media_volume_hora_dia,desvio_padrao_hora_dia,min_volume_hora_dia,max_volume_hora_dia,mediana_volume_hora_dia,date,media_volume_weekday,min_volume_weekday,max_volume_weekday,desvio_padrao_weekday,mediana_volume_weekday,min_volume_dia_am_pm,max_volume_dia_am_pm,mediana_volume_dia_am_pm,media_volume_dia_am_pm,desvio_padrao_am_pm,window_n
2016-09-19 01:00:00,2,0,"[01:00:00,01:20:00)",1,19,1,0,0,0,1,2.0,0.0,1.5,0.7071067811865476,1.5,0.7071067811865476,1,2,1.5,2016-09-19,1.0,1,1,1.0,1.0,1,129,63.0,58.92727272727273,37.227953727280514,3
2016-09-19 01:00:00,3,0,"[01:00:00,01:20:00)",17,19,1,0,0,0,1,16.0,16.0,19.666666666666668,2.8047578623950167,18.0,4.2895221179054435,11,23,17.5,2016-09-19,17.0,17,17,17.0,17.0,7,174,57.5,66.98717948717949,55.576434693493,3
2016-09-19 01:00:00,3,1,"[01:00:00,01:20:00)",4,19,1,0,0,0,1,93.0,112.0,8.5,3.9370039370059056,5.5,2.0736441353327724,4,9,4.5,2016-09-19,4.0,4,4,4.0,4.0,1,181,63.0,58.72727272727273,49.66642315001903,3
2016-09-19 01:20:00,1,0,"[01:20:00,01:40:00)",14,19,1,20,0,0,1,10.0,9.0,7.5,4.5934736311423405,10.0,3.1622776601683795,6,14,10.0,2016-09-19,14.0,14,14,14.0,14.0,1,59,15.5,24.67948717948718,17.655795258982423,4
2016-09-19 01:20:00,1,1,"[01:20:00,01:40:00)",14,19,1,20,0,0,1,4.0,31.0,8.333333333333334,4.88535225614967,7.666666666666667,4.033195589934446,4,14,6.5,2016-09-19,14.0,14,14,14.0,14.0,4,151,66.0,60.80769230769231,42.61304528394595,4
2016-09-19 01:20:00,3,0,"[01:20:00,01:40:00)",17,19,1,20,0,0,1,17.0,16.0,19.33333333333333,4.589843860815601,18.0,4.2895221179054435,11,23,17.5,2016-09-19,17.0,17,17,17.0,17.0,7,174,57.5,66.98717948717949,55.576434693493,4
2016-09-19 01:20:00,3,1,"[01:20:00,01:40:00)",5,19,1,20,0,0,1,4.0,93.0,6.166666666666668,3.8686776379877745,5.5,2.0736441353327724,4,9,4.5,2016-09-19,5.0,5,5,5.0,5.0,1,181,63.0,58.72727272727273,49.66642315001903,4
2016-09-19 01:40:00,1,0,"[01:40:00,02:00:00)",10,19,1,40,0,0,1,14.0,10.0,7.833333333333332,1.834847859269718,10.0,3.1622776601683795,6,14,10.0,2016-09-19,10.0,10,10,10.0,10.0,1,59,15.5,24.67948717948718,17.655795258982423,5
2016-09-19 01:40:00,1,1,"[01:40:00,02:00:00)",7,19,1,40,0,0,1,14.0,4.0,6.333333333333332,3.0767948691238205,7.666666666666667,4.033195589934446,4,14,6.5,2016-09-19,7.0,7,7,7.0,7.0,4,151,66.0,60.80769230769231,42.61304528394595,5
2016-09-19 01:40:00,2,0,"[01:40:00,02:00:00)",2,19,1,40,0,0,1,1.0,2.0,1.5,0.7071067811865476,1.5,0.7071067811865476,1,2,1.5,2016-09-19,2.0,2,2,2.0,2.0,1,129,63.0,58.92727272727273,37.227953727280514,5
2016-09-19 01:40:00,3,0,"[01:40:00,02:00:00)",11,19,1,40,0,0,1,17.0,17.0,13.166666666666664,2.9268868558020253,18.0,4.2895221179054435,11,23,17.5,2016-09-19,11.0,11,11,11.0,11.0,7,174,57.5,66.98717948717949,55.576434693493,5
2016-09-19 01:40:00,3,1,"[01:40:00,02:00:00)",4,19,1,40,0,0,1,5.0,4.0,4.833333333333333,2.857738033247041,5.5,2.0736441353327724,4,9,4.5,2016-09-19,4.0,4,4,4.0,4.0,1,181,63.0,58.72727272727273,49.66642315001903,5
2016-09-19 02:00:00,1,0,"[02:00:00,02:20:00)",7,19,2,0,0,0,1,10.0,14.0,6.333333333333332,1.6329931618554518,7.833333333333333,1.7224014243685084,6,10,7.0,2016-09-19,7.0,7,7,7.0,7.0,1,59,15.5,24.67948717948718,17.655795258982423,6
2016-09-19 02:00:00,1,1,"[02:00:00,02:20:00)",7,19,2,0,0,0,1,7.0,14.0,5.833333333333332,1.4719601443879744,9.166666666666666,2.316606713852541,7,13,9.0,2016-09-19,7.0,7,7,7.0,7.0,4,151,66.0,60.80769230769231,42.61304528394595,6
2016-09-19 02:00:00,3,0,"[02:00:00,02:20:00)",11,19,2,0,0,0,1,11.0,17.0,10.666666666666666,1.5055453054181618,14.166666666666666,3.125166662222459,11,18,13.0,2016-09-19,11.0,11,11,11.0,11.0,7,174,57.5,66.98717948717949,55.576434693493,6
2016-09-19 02:00:00,3,1,"[02:00:00,02:20:00)",5,19,2,0,0,0,1,4.0,5.0,5.0,2.449489742783178,6.2,3.8340579025361627,4,13,5.0,2016-09-19,5.0,5,5,5.0,5.0,1,181,63.0,58.72727272727273,49.66642315001903,6
2016-09-19 02:20:00,1,0,"[02:20:00,02:40:00)",10,19,2,20,0,0,1,7.0,10.0,7.0,2.7568097504180438,7.833333333333333,1.7224014243685084,6,10,7.0,2016-09-19,10.0,10,10,10.0,10.0,1,59,15.5,24.67948717948718,17.655795258982423,7
2016-09-19 02:20:00,1,1,"[02:20:00,02:40:00)",7,19,2,20,0,0,1,7.0,7.0,6.333333333333332,1.9663841605003496,9.166666666666666,2.316606713852541,7,13,9.0,2016-09-19,7.0,7,7,7.0,7.0,4,151,66.0,60.80769230769231,42.61304528394595,7
2016-09-19 02:20:00,3,0,"[02:20:00,02:40:00)",14,19,2,20,0,0,1,11.0,11.0,12.333333333333336,1.6329931618554518,14.166666666666666,3.125166662222459,11,18,13.0,2016-09-19,14.0,14,14,14.0,14.0,7,174,57.5,66.98717948717949,55.576434693493,7
2016-09-19 02:20:00,3,1,"[02:20:00,02:40:00)",4,19,2,20,0,0,1,5.0,4.0,3.8333333333333335,0.7527726527090809,6.2,3.8340579025361627,4,13,5.0,2016-09-19,4.0,4,4,4.0,4.0,1,181,63.0,58.72727272727273,49.66642315001903,7
2016-09-19 02:40:00,1,0,"[02:40:00,03:00:00)",6,19,2,40,0,0,1,10.0,7.0,7.333333333333332,2.7325202042558927,7.833333333333333,1.7224014243685084,6,10,7.0,2016-09-19,6.0,6,6,6.0,6.0,1,59,15.5,24.67948717948718,17.655795258982423,8
2016-09-19 02:40:00,1,1,"[02:40:00,03:00:00)",10,19,2,40,0,0,1,7.0,7.0,6.5,3.0822070014844885,9.166666666666666,2.316606713852541,7,13,9.0,2016-09-19,10.0,10,10,10.0,10.0,4,151,66.0,60.80769230769231,42.61304528394595,8
2016-09-19 02:40:00,3,0,"[02:40:00,03:00:00)",18,19,2,40,0,0,1,14.0,11.0,15.833333333333336,3.710345895825168,14.166666666666666,3.125166662222459,11,18,13.0,2016-09-19,18.0,18,18,18.0,18.0,7,174,57.5,66.98717948717949,55.576434693493,8
2016-09-19 03:00:00,1,0,"[03:00:00,03:20:00)",9,19,3,0,0,0,1,6.0,10.0,6.833333333333332,2.0412414523193148,6.333333333333333,2.3380903889000244,4,9,6.0,2016-09-19,9.0,9,9,9.0,9.0,1,59,15.5,24.67948717948718,17.655795258982423,9
2016-09-19 03:00:00,1,1,"[03:00:00,03:20:00)",10,19,3,0,0,0,1,10.0,7.0,7.5,2.8809720581775866,13.666666666666666,4.273952113286562,8,20,14.0,2016-09-19,10.0,10,10,10.0,10.0,4,151,66.0,60.80769230769231,42.61304528394595,9
2016-09-19 03:00:00,3,0,"[03:00:00,03:20:00)",10,19,3,0,0,0,1,18.0,14.0,14.666666666666664,3.32665998663324,10.5,1.8708286933869707,9,14,10.0,2016-09-19,10.0,10,10,10.0,10.0,7,174,57.5,66.98717948717949,55.576434693493,9
2016-09-19 03:00:00,3,1,"[03:00:00,03:20:00)",5,19,3,0,0,0,1,4.0,5.0,5.0,1.6733200530681511,4.666666666666667,3.141125063837266,1,10,4.0,2016-09-19,5.0,5,5,5.0,5.0,1,181,63.0,58.72727272727273,49.66642315001903,9
2016-09-19 03:20:00,1,0,"[03:20:00,03:40:00)",4,19,3,20,0,0,1,9.0,6.0,7.166666666666668,3.1251666622224588,6.333333333333333,2.3380903889000244,4,9,6.0,2016-09-19,4.0,4,4,4.0,4.0,1,59,15.5,24.67948717948718,17.655795258982423,10
2016-09-19 03:20:00,1,1,"[03:20:00,03:40:00)",14,19,3,20,0,0,1,10.0,10.0,10.666666666666666,3.5023801430836534,13.666666666666666,4.273952113286562,8,20,14.0,2016-09-19,14.0,14,14,14.0,14.0,4,151,66.0,60.80769230769231,42.61304528394595,10
2016-09-19 03:20:00,3,0,"[03:20:00,03:40:00)",10,19,3,20,0,0,1,10.0,18.0,11.833333333333336,2.639444385977221,10.5,1.8708286933869707,9,14,10.0,2016-09-19,10.0,10,10,10.0,10.0,7,174,57.5,66.98717948717949,55.576434693493,10
2016-09-19 03:20:00,3,1,"[03:20:00,03:40:00)",3,19,3,20,0,0,1,5.0,4.0,4.6,3.286335345030997,4.666666666666667,3.141125063837266,1,10,4.0,2016-09-19,3.0,3,3,3.0,3.0,1,181,63.0,58.72727272727273,49.66642315001903,10
2016-09-19 03:40:00,1,0,"[03:40:00,04:00:00)",9,19,3,40,0,0,1,4.0,9.0,8.333333333333334,2.6583202716502514,6.333333333333333,2.3380903889000244,4,9,6.0,2016-09-19,9.0,9,9,9.0,9.0,1,59,15.5,24.67948717948718,17.655795258982423,11
2016-09-19 03:40:00,1,1,"[03:40:00,04:00:00)",20,19,3,40,0,0,1,14.0,10.0,17.833333333333332,3.8686776379877745,13.666666666666666,4.273952113286562,8,20,14.0,2016-09-19,20.0,20,20,20.0,20.0,4,151,66.0,60.80769230769231,42.61304528394595,11
2016-09-19 03:40:00,3,0,"[03:40:00,04:00:00)",9,19,3,40,0,0,1,10.0,10.0,10.0,3.898717737923585,10.5,1.8708286933869707,9,14,10.0,2016-09-19,9.0,9,9,9.0,9.0,7,174,57.5,66.98717948717949,55.576434693493,11
2016-09-19 03:40:00,3,1,"[03:40:00,04:00:00)",10,19,3,40,0,0,1,3.0,5.0,5.333333333333333,2.943920288775949,4.666666666666667,3.141125063837266,1,10,4.0,2016-09-19,10.0,10,10,10.0,10.0,1,181,63.0,58.72727272727273,49.66642315001903,11
2016-09-19 04:00:00,1,0,"[04:00:00,04:20:00)",10,19,4,0,0,0,1,9.0,4.0,10.333333333333334,5.08592829940284,10.5,3.5071355833500366,6,15,11.0,2016-09-19,10.0,10,10,10.0,10.0,1,59,15.5,24.67948717948718,17.655795258982423,12
2016-09-19 04:00:00,1,1,"[04:00:00,04:20:00)",18,19,4,0,0,0,1,20.0,14.0,13.833333333333336,3.3115957885386114,17.333333333333332,3.983298465677241,12,23,17.5,2016-09-19,18.0,18,18,18.0,18.0,4,151,66.0,60.80769230769231,42.61304528394595,12
2016-09-19 04:00:00,3,0,"[04:00:00,04:20:00)",11,19,4,0,0,0,1,9.0,10.0,14.166666666666664,3.763863263545405,10.166666666666666,2.786873995477131,7,15,10.0,2016-09-19,11.0,11,11,11.0,11.0,7,174,57.5,66.98717948717949,55.576434693493,12
2016-09-19 04:00:00,3,1,"[04:00:00,04:20:00)",4,19,4,0,0,0,1,10.0,3.0,4.666666666666667,1.5055453054181618,4.833333333333333,1.4719601443879746,3,7,4.5,2016-09-19,4.0,4,4,4.0,4.0,1,181,63.0,58.72727272727273,49.66642315001903,12
2016-09-19 04:20:00,1,0,"[04:20:00,04:40:00)",13,19,4,20,0,0,1,10.0,9.0,13.5,1.3784048752090219,10.5,3.5071355833500366,6,15,11.0,2016-09-19,13.0,13,13,13.0,13.0,1,59,15.5,24.67948717948718,17.655795258982423,13
2016-09-19 04:20:00,1,1,"[04:20:00,04:40:00)",17,19,4,20,0,0,1,18.0,20.0,18.0,4.33589667773576,17.333333333333332,3.983298465677241,12,23,17.5,2016-09-19,17.0,17,17,17.0,17.0,4,151,66.0,60.80769230769231,42.61304528394595,13
2016-09-19 04:20:00,3,0,"[04:20:00,04:40:00)",8,19,4,20,0,0,1,11.0,9.0,11.333333333333336,3.7237973450050514,10.166666666666666,2.786873995477131,7,15,10.0,2016-09-19,8.0,8,8,8.0,8.0,7,174,57.5,66.98717948717949,55.576434693493,13
2016-09-19 04:20:00,3,1,"[04:20:00,04:40:00)",7,19,4,20,0,0,1,4.0,10.0,6.833333333333332,1.8348478592697175,4.833333333333333,1.4719601443879746,3,7,4.5,2016-09-19,7.0,7,7,7.0,7.0,1,181,63.0,58.72727272727273,49.66642315001903,13
2016-09-19 04:40:00,1,0,"[04:40:00,05:00:00)",12,19,4,40,0,0,1,13.0,10.0,12.333333333333336,3.32665998663324,10.5,3.5071355833500366,6,15,11.0,2016-09-19,12.0,12,12,12.0,12.0,1,59,15.5,24.67948717948718,17.655795258982423,14
2016-09-19 04:40:00,1,1,"[04:40:00,05:00:00)",23,19,4,40,0,0,1,17.0,18.0,22.0,5.176871642217914,17.333333333333332,3.983298465677241,12,23,17.5,2016-09-19,23.0,23,23,23.0,23.0,4,151,66.0,60.80769230769231,42.61304528394595,14
2016-09-19 04:40:00,3,0,"[04:40:00,05:00:00)",10,19,4,40,0,0,1,8.0,11.0,13.0,3.1622776601683795,10.166666666666666,2.786873995477131,7,15,10.0,2016-09-19,10.0,10,10,10.0,10.0,7,174,57.5,66.98717948717949,55.576434693493,14
2016-09-19 04:40:00,3,1,"[04:40:00,05:00:00)",3,19,4,40,0,0,1,7.0,4.0,7.166666666666668,2.3166067138525404,4.833333333333333,1.4719601443879746,3,7,4.5,2016-09-19,3.0,3,3,3.0,3.0,1,181,63.0,58.72727272727273,49.66642315001903,14
2016-09-19 05:00:00,1,0,"[05:00:00,05:20:00)",2,19,5,0,0,0,1,12.0,13.0,7.166666666666668,9.389710680668848,5.833333333333333,4.622409184253019,1,13,5.5,2016-09-19,2.0,2,2,2.0,2.0,1,59,15.5,24.67948717948718,17.655795258982423,15
2016-09-19 05:00:00,1,1,"[05:00:00,05:20:00)",28,19,5,0,0,0,1,23.0,17.0,25.0,3.741657386773941,30.666666666666668,4.676180777800048,24,36,31.0,2016-09-19,28.0,28,28,28.0,28.0,4,151,66.0,60.80769230769231,42.61304528394595,15
2016-09-19 05:00:00,2,0,"[05:00:00,05:20:00)",14,19,5,0,0,0,1,2.0,1.0,13.2,3.4205262752974135,16.666666666666668,3.3266599866332403,12,21,17.0,2016-09-19,14.0,14,14,14.0,14.0,1,129,63.0,58.92727272727273,37.227953727280514,15
2016-09-19 05:00:00,3,0,"[05:00:00,05:20:00)",9,19,5,0,0,0,1,10.0,8.0,11.833333333333336,2.2286019533929045,17.5,7.422937423958254,9,27,16.5,2016-09-19,9.0,9,9,9.0,9.0,7,174,57.5,66.98717948717949,55.576434693493,15
2016-09-19 05:00:00,3,1,"[05:00:00,05:20:00)",11,19,5,0,0,0,1,3.0,7.0,9.333333333333334,3.559026084010437,10.5,1.9748417658131499,7,13,11.0,2016-09-19,11.0,11,11,11.0,11.0,1,181,63.0,58.72727272727273,49.66642315001903,15
2016-09-19 05:20:00,1,0,"[05:20:00,05:40:00)",8,19,5,20,0,0,1,2.0,12.0,7.166666666666668,6.0470378423379065,5.833333333333333,4.622409184253019,1,13,5.5,2016-09-19,8.0,8,8,8.0,8.0,1,59,15.5,24.67948717948718,17.655795258982423,16
2016-09-19 05:20:00,1,1,"[05:20:00,05:40:00)",24,19,5,20,0,0,1,28.0,23.0,29.16666666666667,9.662642840686324,30.666666666666668,4.676180777800048,24,36,31.0,2016-09-19,24.0,24,24,24.0,24.0,4,151,66.0,60.80769230769231,42.61304528394595,16
2016-09-19 05:20:00,2,0,"[05:20:00,05:40:00)",12,19,5,20,0,0,1,14.0,2.0,14.333333333333336,7.25718035235908,16.666666666666668,3.3266599866332403,12,21,17.0,2016-09-19,12.0,12,12,12.0,12.0,1,129,63.0,58.92727272727273,37.227953727280514,16
2016-09-19 05:20:00,3,0,"[05:20:00,05:40:00)",14,19,5,20,0,0,1,9.0,10.0,14.333333333333336,1.6329931618554518,17.5,7.422937423958254,9,27,16.5,2016-09-19,14.0,14,14,14.0,14.0,7,174,57.5,66.98717948717949,55.576434693493,16
2016-09-19 05:20:00,3,1,"[05:20:00,05:40:00)",7,19,5,20,0,0,1,11.0,3.0,8.666666666666666,4.1311822359545785,10.5,1.9748417658131499,7,13,11.0,2016-09-19,7.0,7,7,7.0,7.0,1,181,63.0,58.72727272727273,49.66642315001903,16
2016-09-19 05:40:00,1,0,"[05:40:00,06:00:00)",13,19,5,40,0,0,1,8.0,2.0,13.833333333333336,12.089940722214758,5.833333333333333,4.622409184253019,1,13,5.5,2016-09-19,13.0,13,13,13.0,13.0,1,59,15.5,24.67948717948718,17.655795258982423,17
2016-09-19 05:40:00,1,1,"[05:40:00,06:00:00)",34,19,5,40,0,0,1,24.0,28.0,34.166666666666664,11.68617416722285,30.666666666666668,4.676180777800048,24,36,31.0,2016-09-19,34.0,34,34,34.0,34.0,4,151,66.0,60.80769230769231,42.61304528394595,17
2016-09-19 05:40:00,2,0,"[05:40:00,06:00:00)",21,19,5,40,0,0,1,12.0,14.0,22.0,10.917875251164944,16.666666666666668,3.3266599866332403,12,21,17.0,2016-09-19,21.0,21,21,21.0,21.0,1,129,63.0,58.92727272727273,37.227953727280514,17
2016-09-19 05:40:00,3,0,"[05:40:00,06:00:00)",27,19,5,40,0,0,1,14.0,9.0,25.16666666666667,5.115336417740934,17.5,7.422937423958254,9,27,16.5,2016-09-19,27.0,27,27,27.0,27.0,7,174,57.5,66.98717948717949,55.576434693493,17
2016-09-19 05:40:00,3,1,"[05:40:00,06:00:00)",13,19,5,40,0,0,1,7.0,11.0,10.333333333333334,4.366539438350084,10.5,1.9748417658131499,7,13,11.0,2016-09-19,13.0,13,13,13.0,13.0,1,181,63.0,58.72727272727273,49.66642315001903,17
2016-09-19 06:00:00,1,0,"[06:00:00,06:20:00)",8,19,6,0,0,0,1,13.0,8.0,16.5,9.137833441248533,16.333333333333332,8.310635755865292,8,32,14.5,2016-09-19,8.0,8,8,8.0,8.0,1,59,15.5,24.67948717948718,17.655795258982423,18
2016-09-19 06:00:00,1,1,"[06:00:00,06:20:00)",39,19,6,0,0,0,1,34.0,24.0,32.333333333333336,10.092901796146966,50.166666666666664,15.432649372893387,28,72,52.5,2016-09-19,39.0,39,39,39.0,39.0,4,151,66.0,60.80769230769231,42.61304528394595,18
2016-09-19 06:00:00,2,0,"[06:00:00,06:20:00)",30,19,6,0,0,0,1,21.0,12.0,27.2,3.3466401061363023,36.833333333333336,8.183316361150087,26,47,36.5,2016-09-19,30.0,30,30,30.0,30.0,1,129,63.0,58.92727272727273,37.227953727280514,18
2016-09-19 06:00:00,3,0,"[06:00:00,06:20:00)",39,19,6,0,0,0,1,27.0,14.0,37.16666666666666,6.306081720582652,54.0,19.390719429665317,24,75,57.5,2016-09-19,39.0,39,39,39.0,39.0,7,174,57.5,66.98717948717949,55.576434693493,18
2016-09-19 06:00:00,3,1,"[06:00:00,06:20:00)",30,19,6,0,0,0,1,13.0,7.0,21.5,9.544631999192005,37.166666666666664,15.791347841988241,21,65,34.0,2016-09-19,30.0,30,30,30.0,30.0,1,181,63.0,58.72727272727273,49.66642315001903,18
2016-09-19 06:20:00,1,0,"[06:20:00,06:40:00)",13,19,6,20,0,0,1,8.0,13.0,26.33333333333333,21.777664398797832,16.333333333333332,8.310635755865292,8,32,14.5,2016-09-19,13.0,13,13,13.0,13.0,1,59,15.5,24.67948717948718,17.655795258982423,19
2016-09-19 06:20:00,1,1,"[06:20:00,06:40:00)",57,19,6,20,0,0,1,39.0,34.0,53.33333333333334,18.726095873584185,50.166666666666664,15.432649372893387,28,72,52.5,2016-09-19,57.0,57,57,57.0,57.0,4,151,66.0,60.80769230769231,42.61304528394595,19
2016-09-19 06:20:00,2,0,"[06:20:00,06:40:00)",36,19,6,20,0,0,1,30.0,21.0,33.0,14.696938456699069,36.833333333333336,8.183316361150087,26,47,36.5,2016-09-19,36.0,36,36,36.0,36.0,1,129,63.0,58.92727272727273,37.227953727280514,19
2016-09-19 06:20:00,3,0,"[06:20:00,06:40:00)",58,19,6,20,0,0,1,39.0,27.0,59.33333333333334,4.501851470969102,54.0,19.390719429665317,24,75,57.5,2016-09-19,58.0,58,58,58.0,58.0,7,174,57.5,66.98717948717949,55.576434693493,19
2016-09-19 06:20:00,3,1,"[06:20:00,06:40:00)",38,19,6,20,0,0,1,30.0,13.0,37.333333333333336,10.366613075960087,37.166666666666664,15.791347841988241,21,65,34.0,2016-09-19,38.0,38,38,38.0,38.0,1,181,63.0,58.72727272727273,49.66642315001903,19
2016-09-19 06:40:00,1,0,"[06:40:00,07:00:00)",32,19,6,40,0,0,1,13.0,8.0,34.5,21.39859808492136,16.333333333333332,8.310635755865292,8,32,14.5,2016-09-19,32.0,32,32,32.0,32.0,1,59,15.5,24.67948717948718,17.655795258982423,20
2016-09-19 06:40:00,1,1,"[06:40:00,07:00:00)",72,19,6,40,0,0,1,57.0,39.0,58.33333333333334,19.26309078696009,50.166666666666664,15.432649372893387,28,72,52.5,2016-09-19,72.0,72,72,72.0,72.0,4,151,66.0,60.80769230769231,42.61304528394595,20
2016-09-19 06:40:00,2,0,"[06:40:00,07:00:00)",37,19,6,40,0,0,1,36.0,30.0,44.16666666666666,23.69317763970605,36.833333333333336,8.183316361150087,26,47,36.5,2016-09-19,37.0,37,37,37.0,37.0,1,129,63.0,58.92727272727273,37.227953727280514,20
2016-09-19 06:40:00,3,0,"[06:40:00,07:00:00)",71,19,6,40,0,0,1,58.0,39.0,81.66666666666667,18.129166187849528,54.0,19.390719429665317,24,75,57.5,2016-09-19,71.0,71,71,71.0,71.0,7,174,57.5,66.98717948717949,55.576434693493,20
2016-09-19 06:40:00,3,1,"[06:40:00,07:00:00)",65,19,6,40,0,0,1,38.0,30.0,50.0,18.275666882497067,37.166666666666664,15.791347841988241,21,65,34.0,2016-09-19,65.0,65,65,65.0,65.0,1,181,63.0,58.72727272727273,49.66642315001903,20
2016-09-19 07:00:00,1,0,"[07:00:00,07:20:00)",39,19,7,0,0,0,1,32.0,13.0,48.0,21.54065922853801,35.666666666666664,7.840068026915752,22,43,38.5,2016-09-19,39.0,39,39,39.0,39.0,1,59,15.5,24.67948717948718,17.655795258982423,21
2016-09-19 07:00:00,1,1,"[07:00:00,07:20:00)",70,19,7,0,0,0,1,72.0,57.0,71.66666666666667,29.87083304273028,89.83333333333333,19.97414996105383,67,118,90.5,2016-09-19,70.0,70,70,70.0,70.0,4,151,66.0,60.80769230769231,42.61304528394595,21
2016-09-19 07:00:00,2,0,"[07:00:00,07:20:00)",84,19,7,0,0,0,1,37.0,36.0,74.33333333333333,35.3817278643464,90.33333333333333,7.737355275975551,80,99,91.0,2016-09-19,84.0,84,84,84.0,84.0,1,129,63.0,58.92727272727273,37.227953727280514,21
