time,volume,direction,tollgate_id,time_window,date,week,weekend,hour,minute,day,am_pm,volume_anterior,volume_anterior_2,media_volume_hora_dia,desvio_padrao_hora_dia,min_volume_hora_dia,max_volume_hora_dia,mediana_volume_hora_dia,min_volume_dia_am_pm,max_volume_dia_am_pm,mediana_volume_dia_am_pm,media_volume_dia_am_pm,desvio_padrao_am_pm,media_volume_weekday,min_volume_weekday,max_volume_weekday,desvio_padrao_weekday,mediana_volume_weekday
2016-09-19 03:20:00,4,0,1,"[03:20:00,03:40:00)",2016-09-19,1,0,3,20,19,1,9.0,6.0,6.333333333333333,2.3380903889000244,4,9,6.0,1,59,13.0,23.13888888888889,17.407546975544548,4.0,4,4,4.0,4.0
2016-09-19 03:40:00,9,0,1,"[03:40:00,04:00:00)",2016-09-19,1,0,3,40,19,1,4.0,9.0,6.333333333333333,2.3380903889000244,4,9,6.0,1,59,13.0,23.13888888888889,17.407546975544548,9.0,9,9,9.0,9.0
2016-09-19 04:00:00,10,0,1,"[04:00:00,04:20:00)",2016-09-19,1,0,4,0,19,1,9.0,4.0,10.5,3.5071355833500366,6,15,11.0,1,59,13.0,23.13888888888889,17.407546975544548,10.0,10,10,10.0,10.0
2016-09-19 04:20:00,13,0,1,"[04:20:00,04:40:00)",2016-09-19,1,0,4,20,19,1,10.0,9.0,10.5,3.5071355833500366,6,15,11.0,1,59,13.0,23.13888888888889,17.407546975544548,13.0,13,13,13.0,13.0
2016-09-19 04:40:00,12,0,1,"[04:40:00,05:00:00)",2016-09-19,1,0,4,40,19,1,13.0,10.0,10.5,3.5071355833500366,6,15,11.0,1,59,13.0,23.13888888888889,17.407546975544548,12.0,12,12,12.0,12.0
2016-09-19 05:00:00,2,0,1,"[05:00:00,05:20:00)",2016-09-19,1,0,5,0,19,1,12.0,13.0,5.833333333333333,4.622409184253019,1,13,5.5,1,59,13.0,23.13888888888889,17.407546975544548,2.0,2,2,2.0,2.0
2016-09-19 05:20:00,8,0,1,"[05:20:00,05:40:00)",2016-09-19,1,0,5,20,19,1,2.0,12.0,5.833333333333333,4.622409184253019,1,13,5.5,1,59,13.0,23.13888888888889,17.407546975544548,8.0,8,8,8.0,8.0
2016-09-19 05:40:00,13,0,1,"[05:40:00,06:00:00)",2016-09-19,1,0,5,40,19,1,8.0,2.0,5.833333333333333,4.622409184253019,1,13,5.5,1,59,13.0,23.13888888888889,17.407546975544548,13.0,13,13,13.0,13.0
2016-09-19 06:00:00,8,0,1,"[06:00:00,06:20:00)",2016-09-19,1,0,6,0,19,1,13.0,8.0,16.333333333333332,8.310635755865292,8,32,14.5,1,59,13.0,23.13888888888889,17.407546975544548,8.0,8,8,8.0,8.0
2016-09-19 06:20:00,13,0,1,"[06:20:00,06:40:00)",2016-09-19,1,0,6,20,19,1,8.0,13.0,16.333333333333332,8.310635755865292,8,32,14.5,1,59,13.0,23.13888888888889,17.407546975544548,13.0,13,13,13.0,13.0
2016-09-19 06:40:00,32,0,1,"[06:40:00,07:00:00)",2016-09-19,1,0,6,40,19,1,13.0,8.0,16.333333333333332,8.310635755865292,8,32,14.5,1,59,13.0,23.13888888888889,17.407546975544548,32.0,32,32,32.0,32.0
2016-09-19 07:00:00,39,0,1,"[07:00:00,07:20:00)",2016-09-19,1,0,7,0,19,1,32.0,13.0,35.666666666666664,7.840068026915752,22,43,38.5,1,59,13.0,23.13888888888889,17.407546975544548,39.0,39,39,39.0,39.0
2016-09-19 07:20:00,31,0,1,"[07:20:00,07:40:00)",2016-09-19,1,0,7,20,19,1,39.0,32.0,35.666666666666664,7.840068026915752,22,43,38.5,1,59,13.0,23.13888888888889,17.407546975544548,31.0,31,31,31.0,31.0
2016-09-19 07:40:00,43,0,1,"[07:40:00,08:00:00)",2016-09-19,1,0,7,40,19,1,31.0,39.0,35.666666666666664,7.840068026915752,22,43,38.5,1,59,13.0,23.13888888888889,17.407546975544548,43.0,43,43,43.0,43.0
2016-09-19 08:00:00,46,0,1,"[08:00:00,08:20:00)",2016-09-19,1,0,8,0,19,1,43.0,31.0,48.5,4.969909455915671,41,56,49.0,1,59,13.0,23.13888888888889,17.407546975544548,46.0,46,46,46.0,46.0
2016-09-19 08:20:00,56,0,1,"[08:20:00,08:40:00)",2016-09-19,1,0,8,20,19,1,46.0,43.0,48.5,4.969909455915671,41,56,49.0,1,59,13.0,23.13888888888889,17.407546975544548,56.0,56,56,56.0,56.0
2016-09-19 08:40:00,41,0,1,"[08:40:00,09:00:00)",2016-09-19,1,0,8,40,19,1,56.0,46.0,48.5,4.969909455915671,41,56,49.0,1,59,13.0,23.13888888888889,17.407546975544548,41.0,41,41,41.0,41.0
2016-09-19 09:00:00,50,0,1,"[09:00:00,09:20:00)",2016-09-19,1,0,9,0,19,1,41.0,56.0,47.0,7.37563556583431,38,59,46.5,1,59,13.0,23.13888888888889,17.407546975544548,50.0,50,50,50.0,50.0
2016-09-19 09:20:00,49,0,1,"[09:20:00,09:40:00)",2016-09-19,1,0,9,20,19,1,50.0,41.0,47.0,7.37563556583431,38,59,46.5,1,59,13.0,23.13888888888889,17.407546975544548,49.0,49,49,49.0,49.0
2016-09-19 09:40:00,44,0,1,"[09:40:00,10:00:00)",2016-09-19,1,0,9,40,19,1,49.0,50.0,47.0,7.37563556583431,38,59,46.5,1,59,13.0,23.13888888888889,17.407546975544548,44.0,44,44,44.0,44.0
2016-09-19 10:00:00,44,0,1,"[10:00:00,10:20:00)",2016-09-19,1,0,10,0,19,1,44.0,49.0,43.666666666666664,4.926120853842977,37,52,44.0,1,59,13.0,23.13888888888889,17.407546975544548,44.0,44,44,44.0,44.0
2016-09-19 10:20:00,44,0,1,"[10:20:00,10:40:00)",2016-09-19,1,0,10,20,19,1,44.0,44.0,43.666666666666664,4.926120853842977,37,52,44.0,1,59,13.0,23.13888888888889,17.407546975544548,44.0,44,44,44.0,44.0
2016-09-19 10:40:00,44,0,1,"[10:40:00,11:00:00)",2016-09-19,1,0,10,40,19,1,44.0,44.0,43.666666666666664,4.926120853842977,37,52,44.0,1,59,13.0,23.13888888888889,17.407546975544548,44.0,44,44,44.0,44.0
2016-09-19 11:00:00,39,0,1,"[11:00:00,11:20:00)",2016-09-19,1,0,11,0,19,1,44.0,44.0,36.166666666666664,3.544949458972112,30,39,37.5,1,59,13.0,23.13888888888889,17.407546975544548,39.0,39,39,39.0,39.0
2016-09-19 11:20:00,30,0,1,"[11:20:00,11:40:00)",2016-09-19,1,0,11,20,19,1,39.0,44.0,36.166666666666664,3.544949458972112,30,39,37.5,1,59,13.0,23.13888888888889,17.407546975544548,30.0,30,30,30.0,30.0
2016-09-19 11:40:00,34,0,1,"[11:40:00,12:00:00)",2016-09-19,1,0,11,40,19,1,30.0,39.0,36.166666666666664,3.544949458972112,30,39,37.5,1,59,13.0,23.13888888888889,17.407546975544548,34.0,34,34,34.0,34.0
2016-09-19 12:00:00,45,0,1,"[12:00:00,12:20:00)",2016-09-19,1,0,12,0,19,0,34.0,30.0,43.166666666666664,7.305249254246338,32,53,44.5,1,61,29.0,29.01388888888889,16.36940899546223,45.0,45,45,45.0,45.0
2016-09-19 12:20:00,44,0,1,"[12:20:00,12:40:00)",2016-09-19,1,0,12,20,19,0,45.0,34.0,43.166666666666664,7.305249254246338,32,53,44.5,1,61,29.0,29.01388888888889,16.36940899546223,44.0,44,44,44.0,44.0
2016-09-19 12:40:00,53,0,1,"[12:40:00,13:00:00)",2016-09-19,1,0,12,40,19,0,44.0,45.0,43.166666666666664,7.305249254246338,32,53,44.5,1,61,29.0,29.01388888888889,16.36940899546223,53.0,53,53,53.0,53.0
2016-09-19 13:00:00,57,0,1,"[13:00:00,13:20:00)",2016-09-19,1,0,13,0,19,0,53.0,44.0,48.166666666666664,10.206207261596575,37,61,48.0,1,61,29.0,29.01388888888889,16.36940899546223,57.0,57,57,57.0,57.0
2016-09-19 13:20:00,61,0,1,"[13:20:00,13:40:00)",2016-09-19,1,0,13,20,19,0,57.0,53.0,48.166666666666664,10.206207261596575,37,61,48.0,1,61,29.0,29.01388888888889,16.36940899546223,61.0,61,61,61.0,61.0
2016-09-19 13:40:00,53,0,1,"[13:40:00,14:00:00)",2016-09-19,1,0,13,40,19,0,61.0,57.0,48.166666666666664,10.206207261596575,37,61,48.0,1,61,29.0,29.01388888888889,16.36940899546223,53.0,53,53,53.0,53.0
2016-09-19 14:00:00,55,0,1,"[14:00:00,14:20:00)",2016-09-19,1,0,14,0,19,0,53.0,61.0,45.833333333333336,8.424171571535487,34,55,47.5,1,61,29.0,29.01388888888889,16.36940899546223,55.0,55,55,55.0,55.0
2016-09-19 14:20:00,52,0,1,"[14:20:00,14:40:00)",2016-09-19,1,0,14,20,19,0,55.0,53.0,45.833333333333336,8.424171571535487,34,55,47.5,1,61,29.0,29.01388888888889,16.36940899546223,52.0,52,52,52.0,52.0
2016-09-19 14:40:00,52,0,1,"[14:40:00,15:00:00)",2016-09-19,1,0,14,40,19,0,52.0,55.0,45.833333333333336,8.424171571535487,34,55,47.5,1,61,29.0,29.01388888888889,16.36940899546223,52.0,52,52,52.0,52.0
2016-09-19 15:00:00,48,0,1,"[15:00:00,15:20:00)",2016-09-19,1,0,15,0,19,0,52.0,52.0,45.333333333333336,8.091147425839347,34,57,45.5,1,61,29.0,29.01388888888889,16.36940899546223,48.0,48,48,48.0,48.0
2016-09-19 15:20:00,57,0,1,"[15:20:00,15:40:00)",2016-09-19,1,0,15,20,19,0,48.0,52.0,45.333333333333336,8.091147425839347,34,57,45.5,1,61,29.0,29.01388888888889,16.36940899546223,57.0,57,57,57.0,57.0
2016-09-19 15:40:00,43,0,1,"[15:40:00,16:00:00)",2016-09-19,1,0,15,40,19,0,57.0,48.0,45.333333333333336,8.091147425839347,34,57,45.5,1,61,29.0,29.01388888888889,16.36940899546223,43.0,43,43,43.0,43.0
2016-09-19 16:00:00,42,0,1,"[16:00:00,16:20:00)",2016-09-19,1,0,16,0,19,0,43.0,57.0,43.0,6.752777206453652,36,55,41.0,1,61,29.0,29.01388888888889,16.36940899546223,42.0,42,42,42.0,42.0
2016-09-19 16:20:00,46,0,1,"[16:20:00,16:40:00)",2016-09-19,1,0,16,20,19,0,42.0,43.0,43.0,6.752777206453652,36,55,41.0,1,61,29.0,29.01388888888889,16.36940899546223,46.0,46,46,46.0,46.0
2016-09-19 16:40:00,55,0,1,"[16:40:00,17:00:00)",2016-09-19,1,0,16,40,19,0,46.0,42.0,43.0,6.752777206453652,36,55,41.0,1,61,29.0,29.01388888888889,16.36940899546223,55.0,55,55,55.0,55.0
2016-09-19 17:00:00,36,0,1,"[17:00:00,17:20:00)",2016-09-19,1,0,17,0,19,0,55.0,46.0,31.5,4.370354676682431,24,36,33.0,1,61,29.0,29.01388888888889,16.36940899546223,36.0,36,36,36.0,36.0
2016-09-19 17:20:00,34,0,1,"[17:20:00,17:40:00)",2016-09-19,1,0,17,20,19,0,36.0,55.0,31.5,4.370354676682431,24,36,33.0,1,61,29.0,29.01388888888889,16.36940899546223,34.0,34,34,34.0,34.0
2016-09-19 17:40:00,24,0,1,"[17:40:00,18:00:00)",2016-09-19,1,0,17,40,19,0,34.0,36.0,31.5,4.370354676682431,24,36,33.0,1,61,29.0,29.01388888888889,16.36940899546223,24.0,24,24,24.0,24.0
2016-09-19 18:00:00,29,0,1,"[18:00:00,18:20:00)",2016-09-19,1,0,18,0,19,0,24.0,34.0,25.166666666666668,5.382068994974579,18,31,27.0,1,61,29.0,29.01388888888889,16.36940899546223,29.0,29,29,29.0,29.0
2016-09-19 18:20:00,27,0,1,"[18:20:00,18:40:00)",2016-09-19,1,0,18,20,19,0,29.0,24.0,25.166666666666668,5.382068994974579,18,31,27.0,1,61,29.0,29.01388888888889,16.36940899546223,27.0,27,27,27.0,27.0
2016-09-19 18:40:00,18,0,1,"[18:40:00,19:00:00)",2016-09-19,1,0,18,40,19,0,27.0,29.0,25.166666666666668,5.382068994974579,18,31,27.0,1,61,29.0,29.01388888888889,16.36940899546223,18.0,18,18,18.0,18.0
2016-09-19 19:00:00,13,0,1,"[19:00:00,19:20:00)",2016-09-19,1,0,19,0,19,0,18.0,27.0,22.5,4.9295030175464944,13,27,24.0,1,61,29.0,29.01388888888889,16.36940899546223,13.0,13,13,13.0,13.0
2016-09-19 19:20:00,22,0,1,"[19:20:00,19:40:00)",2016-09-19,1,0,19,20,19,0,13.0,18.0,22.5,4.9295030175464944,13,27,24.0,1,61,29.0,29.01388888888889,16.36940899546223,22.0,22,22,22.0,22.0
2016-09-19 19:40:00,27,0,1,"[19:40:00,20:00:00)",2016-09-19,1,0,19,40,19,0,22.0,13.0,22.5,4.9295030175464944,13,27,24.0,1,61,29.0,29.01388888888889,16.36940899546223,27.0,27,27,27.0,27.0
2016-09-19 20:00:00,17,0,1,"[20:00:00,20:20:00)",2016-09-19,1,0,20,0,19,0,27.0,22.0,15.0,1.8973665961010275,13,17,15.0,1,61,29.0,29.01388888888889,16.36940899546223,17.0,17,17,17.0,17.0
2016-09-19 20:20:00,16,0,1,"[20:20:00,20:40:00)",2016-09-19,1,0,20,20,19,0,17.0,27.0,15.0,1.8973665961010275,13,17,15.0,1,61,29.0,29.01388888888889,16.36940899546223,16.0,16,16,16.0,16.0
2016-09-19 20:40:00,17,0,1,"[20:40:00,21:00:00)",2016-09-19,1,0,20,40,19,0,16.0,17.0,15.0,1.8973665961010275,13,17,15.0,1,61,29.0,29.01388888888889,16.36940899546223,17.0,17,17,17.0,17.0
2016-09-19 21:00:00,17,0,1,"[21:00:00,21:20:00)",2016-09-19,1,0,21,0,19,0,17.0,16.0,15.0,5.692099788303083,5,22,16.5,1,61,29.0,29.01388888888889,16.36940899546223,17.0,17,17,17.0,17.0
2016-09-19 21:20:00,22,0,1,"[21:20:00,21:40:00)",2016-09-19,1,0,21,20,19,0,17.0,17.0,15.0,5.692099788303083,5,22,16.5,1,61,29.0,29.01388888888889,16.36940899546223,22.0,22,22,22.0,22.0
2016-09-19 21:40:00,5,0,1,"[21:40:00,22:00:00)",2016-09-19,1,0,21,40,19,0,22.0,17.0,15.0,5.692099788303083,5,22,16.5,1,61,29.0,29.01388888888889,16.36940899546223,5.0,5,5,5.0,5.0
2016-09-19 22:00:00,4,0,1,"[22:00:00,22:20:00)",2016-09-19,1,0,22,0,19,0,5.0,22.0,6.333333333333333,3.204163957519444,3,11,5.5,1,61,29.0,29.01388888888889,16.36940899546223,4.0,4,4,4.0,4.0
2016-09-19 22:20:00,9,0,1,"[22:20:00,22:40:00)",2016-09-19,1,0,22,20,19,0,4.0,5.0,6.333333333333333,3.204163957519444,3,11,5.5,1,61,29.0,29.01388888888889,16.36940899546223,9.0,9,9,9.0,9.0
2016-09-19 22:40:00,3,0,1,"[22:40:00,23:00:00)",2016-09-19,1,0,22,40,19,0,9.0,4.0,6.333333333333333,3.204163957519444,3,11,5.5,1,61,29.0,29.01388888888889,16.36940899546223,3.0,3,3,3.0,3.0
2016-09-19 23:00:00,1,0,1,"[23:00:00,23:20:00)",2016-09-19,1,0,23,0,19,0,3.0,9.0,7.166666666666667,5.913261931173577,1,18,6.5,1,61,29.0,29.01388888888889,16.36940899546223,1.0,1,1,1.0,1.0
2016-09-19 23:20:00,7,0,1,"[23:20:00,23:40:00)",2016-09-19,1,0,23,20,19,0,1.0,3.0,7.166666666666667,5.913261931173577,1,18,6.5,1,61,29.0,29.01388888888889,16.36940899546223,7.0,7,7,7.0,7.0
2016-09-19 23:40:00,6,0,1,"[23:40:00,00:00:00)",2016-09-19,1,0,23,40,19,0,7.0,1.0,7.166666666666667,5.913261931173577,1,18,6.5,1,61,29.0,29.01388888888889,16.36940899546223,6.0,6,6,6.0,6.0
2016-09-20 00:00:00,14,0,1,"[00:00:00,00:20:00)",2016-09-20,2,0,0,0,20,1,6.0,7.0,9.5,3.6193922141707713,6,14,9.0,1,68,13.5,24.791666666666668,20.337253335675307,14.0,14,14,14.0,14.0
2016-09-20 00:20:00,13,0,1,"[00:20:00,00:40:00)",2016-09-20,2,0,0,20,20,1,14.0,6.0,9.5,3.6193922141707713,6,14,9.0,1,68,13.5,24.791666666666668,20.337253335675307,13.0,13,13,13.0,13.0
2016-09-20 00:40:00,7,0,1,"[00:40:00,01:00:00)",2016-09-20,2,0,0,40,20,1,13.0,14.0,9.5,3.6193922141707713,6,14,9.0,1,68,13.5,24.791666666666668,20.337253335675307,7.0,7,7,7.0,7.0
2016-09-20 01:00:00,6,0,1,"[01:00:00,01:20:00)",2016-09-20,2,0,1,0,20,1,7.0,13.0,6.833333333333333,2.228601953392904,5,11,6.5,1,68,13.5,24.791666666666668,20.337253335675307,6.0,6,6,6.0,6.0
2016-09-20 01:20:00,5,0,1,"[01:20:00,01:40:00)",2016-09-20,2,0,1,20,20,1,6.0,7.0,6.833333333333333,2.228601953392904,5,11,6.5,1,68,13.5,24.791666666666668,20.337253335675307,5.0,5,5,5.0,5.0
2016-09-20 01:40:00,5,0,1,"[01:40:00,02:00:00)",2016-09-20,2,0,1,40,20,1,5.0,6.0,6.833333333333333,2.228601953392904,5,11,6.5,1,68,13.5,24.791666666666668,20.337253335675307,5.0,5,5,5.0,5.0
2016-09-20 02:00:00,6,0,1,"[02:00:00,02:20:00)",2016-09-20,2,0,2,0,20,1,5.0,5.0,7.166666666666667,2.136976056643281,4,10,7.0,1,68,13.5,24.791666666666668,20.337253335675307,6.0,6,6,6.0,6.0
2016-09-20 02:20:00,9,0,1,"[02:20:00,02:40:00)",2016-09-20,2,0,2,20,20,1,6.0,5.0,7.166666666666667,2.136976056643281,4,10,7.0,1,68,13.5,24.791666666666668,20.337253335675307,9.0,9,9,9.0,9.0
2016-09-20 02:40:00,7,0,1,"[02:40:00,03:00:00)",2016-09-20,2,0,2,40,20,1,9.0,6.0,7.166666666666667,2.136976056643281,4,10,7.0,1,68,13.5,24.791666666666668,20.337253335675307,7.0,7,7,7.0,7.0
2016-09-20 03:00:00,10,0,1,"[03:00:00,03:20:00)",2016-09-20,2,0,3,0,20,1,7.0,9.0,7.833333333333333,1.9407902170679516,5,10,7.5,1,68,13.5,24.791666666666668,20.337253335675307,10.0,10,10,10.0,10.0
2016-09-20 03:20:00,8,0,1,"[03:20:00,03:40:00)",2016-09-20,2,0,3,20,20,1,10.0,7.0,7.833333333333333,1.9407902170679516,5,10,7.5,1,68,13.5,24.791666666666668,20.337253335675307,8.0,8,8,8.0,8.0
2016-09-20 03:40:00,5,0,1,"[03:40:00,04:00:00)",2016-09-20,2,0,3,40,20,1,8.0,10.0,7.833333333333333,1.9407902170679516,5,10,7.5,1,68,13.5,24.791666666666668,20.337253335675307,5.0,5,5,5.0,5.0
2016-09-20 04:00:00,11,0,1,"[04:00:00,04:20:00)",2016-09-20,2,0,4,0,20,1,5.0,8.0,10.0,3.687817782917155,5,15,9.5,1,68,13.5,24.791666666666668,20.337253335675307,11.0,11,11,11.0,11.0
2016-09-20 04:20:00,8,0,1,"[04:20:00,04:40:00)",2016-09-20,2,0,4,20,20,1,11.0,5.0,10.0,3.687817782917155,5,15,9.5,1,68,13.5,24.791666666666668,20.337253335675307,8.0,8,8,8.0,8.0
2016-09-20 04:40:00,15,0,1,"[04:40:00,05:00:00)",2016-09-20,2,0,4,40,20,1,8.0,11.0,10.0,3.687817782917155,5,15,9.5,1,68,13.5,24.791666666666668,20.337253335675307,15.0,15,15,15.0,15.0
2016-09-20 05:00:00,9,0,1,"[05:00:00,05:20:00)",2016-09-20,2,0,5,0,20,1,15.0,8.0,5.833333333333333,3.65604522218567,1,10,6.0,1,68,13.5,24.791666666666668,20.337253335675307,9.0,9,9,9.0,9.0
2016-09-20 05:20:00,4,0,1,"[05:20:00,05:40:00)",2016-09-20,2,0,5,20,20,1,9.0,15.0,5.833333333333333,3.65604522218567,1,10,6.0,1,68,13.5,24.791666666666668,20.337253335675307,4.0,4,4,4.0,4.0
2016-09-20 05:40:00,10,0,1,"[05:40:00,06:00:00)",2016-09-20,2,0,5,40,20,1,4.0,9.0,5.833333333333333,3.65604522218567,1,10,6.0,1,68,13.5,24.791666666666668,20.337253335675307,10.0,10,10,10.0,10.0
2016-09-20 06:00:00,13,0,1,"[06:00:00,06:20:00)",2016-09-20,2,0,6,0,20,1,10.0,4.0,18.166666666666668,7.467708260682569,8,29,18.0,1,68,13.5,24.791666666666668,20.337253335675307,13.0,13,13,13.0,13.0
2016-09-20 06:20:00,20,0,1,"[06:20:00,06:40:00)",2016-09-20,2,0,6,20,20,1,13.0,10.0,18.166666666666668,7.467708260682569,8,29,18.0,1,68,13.5,24.791666666666668,20.337253335675307,20.0,20,20,20.0,20.0
2016-09-20 06:40:00,29,0,1,"[06:40:00,07:00:00)",2016-09-20,2,0,6,40,20,1,20.0,13.0,18.166666666666668,7.467708260682569,8,29,18.0,1,68,13.5,24.791666666666668,20.337253335675307,29.0,29,29,29.0,29.0
2016-09-20 07:00:00,38,0,1,"[07:00:00,07:20:00)",2016-09-20,2,0,7,0,20,1,29.0,20.0,31.833333333333332,5.776388721914987,22,38,32.0,1,68,13.5,24.791666666666668,20.337253335675307,38.0,38,38,38.0,38.0
2016-09-20 07:20:00,30,0,1,"[07:20:00,07:40:00)",2016-09-20,2,0,7,20,20,1,38.0,29.0,31.833333333333332,5.776388721914987,22,38,32.0,1,68,13.5,24.791666666666668,20.337253335675307,30.0,30,30,30.0,30.0
2016-09-20 07:40:00,31,0,1,"[07:40:00,08:00:00)",2016-09-20,2,0,7,40,20,1,30.0,38.0,31.833333333333332,5.776388721914987,22,38,32.0,1,68,13.5,24.791666666666668,20.337253335675307,31.0,31,31,31.0,31.0
2016-09-20 08:00:00,53,0,1,"[08:00:00,08:20:00)",2016-09-20,2,0,8,0,20,1,31.0,30.0,51.5,5.753259945457011,45,62,50.0,1,68,13.5,24.791666666666668,20.337253335675307,53.0,53,53,53.0,53.0
2016-09-20 08:20:00,50,0,1,"[08:20:00,08:40:00)",2016-09-20,2,0,8,20,20,1,53.0,31.0,51.5,5.753259945457011,45,62,50.0,1,68,13.5,24.791666666666668,20.337253335675307,50.0,50,50,50.0,50.0
2016-09-20 08:40:00,45,0,1,"[08:40:00,09:00:00)",2016-09-20,2,0,8,40,20,1,50.0,53.0,51.5,5.753259945457011,45,62,50.0,1,68,13.5,24.791666666666668,20.337253335675307,45.0,45,45,45.0,45.0
2016-09-20 09:00:00,51,0,1,"[09:00:00,09:20:00)",2016-09-20,2,0,9,0,20,1,45.0,50.0,51.666666666666664,10.670832519848986,38,68,50.5,1,68,13.5,24.791666666666668,20.337253335675307,51.0,51,51,51.0,51.0
2016-09-20 09:20:00,68,0,1,"[09:20:00,09:40:00)",2016-09-20,2,0,9,20,20,1,51.0,45.0,51.666666666666664,10.670832519848986,38,68,50.5,1,68,13.5,24.791666666666668,20.337253335675307,68.0,68,68,68.0,68.0
2016-09-20 09:40:00,59,0,1,"[09:40:00,10:00:00)",2016-09-20,2,0,9,40,20,1,68.0,51.0,51.666666666666664,10.670832519848986,38,68,50.5,1,68,13.5,24.791666666666668,20.337253335675307,59.0,59,59,59.0,59.0
2016-09-20 10:00:00,56,0,1,"[10:00:00,10:20:00)",2016-09-20,2,0,10,0,20,1,59.0,68.0,50.833333333333336,10.245324136730211,38,63,51.0,1,68,13.5,24.791666666666668,20.337253335675307,56.0,56,56,56.0,56.0
2016-09-20 10:20:00,60,0,1,"[10:20:00,10:40:00)",2016-09-20,2,0,10,20,20,1,56.0,59.0,50.833333333333336,10.245324136730211,38,63,51.0,1,68,13.5,24.791666666666668,20.337253335675307,60.0,60,60,60.0,60.0
2016-09-20 10:40:00,63,0,1,"[10:40:00,11:00:00)",2016-09-20,2,0,10,40,20,1,60.0,56.0,50.833333333333336,10.245324136730211,38,63,51.0,1,68,13.5,24.791666666666668,20.337253335675307,63.0,63,63,63.0,63.0
2016-09-20 11:00:00,57,0,1,"[11:00:00,11:20:00)",2016-09-20,2,0,11,0,20,1,63.0,60.0,46.333333333333336,13.923601066773877,25,64,47.0,1,68,13.5,24.791666666666668,20.337253335675307,57.0,57,57,57.0,57.0
2016-09-20 11:20:00,64,0,1,"[11:20:00,11:40:00)",2016-09-20,2,0,11,20,20,1,57.0,63.0,46.333333333333336,13.923601066773877,25,64,47.0,1,68,13.5,24.791666666666668,20.337253335675307,64.0,64,64,64.0,64.0
2016-09-20 11:40:00,50,0,1,"[11:40:00,12:00:00)",2016-09-20,2,0,11,40,20,1,64.0,57.0,46.333333333333336,13.923601066773877,25,64,47.0,1,68,13.5,24.791666666666668,20.337253335675307,50.0,50,50,50.0,50.0
2016-09-20 12:00:00,53,0,1,"[12:00:00,12:20:00)",2016-09-20,2,0,12,0,20,0,50.0,64.0,52.166666666666664,14.811031924436145,33,75,50.0,7,98,33.0,35.708333333333336,21.938735118314117,53.0,53,53,53.0,53.0
