time_start,volume,direction,tollgate_id,time_window,date,weekday,weekend,hour,minute,day,am_pm,volume_anterior,volume_anterior_2,media_volume,desvio_padrao
2016-09-19 08:00:00,46,0,1,"[08:00:00,08:20:00)",2016-09-19,1,0,8,0,19,1,43.0,31.0,48.2,1.6431676725154978
2016-09-19 08:20:00,56,0,1,"[08:20:00,08:40:00)",2016-09-19,1,0,8,20,19,1,46.0,43.0,49.0,4.898979485566356
2016-09-19 08:40:00,41,0,1,"[08:40:00,09:00:00)",2016-09-19,1,0,8,40,19,1,56.0,46.0,49.8,6.906518659932804
2016-09-19 09:00:00,50,0,1,"[09:00:00,09:20:00)",2016-09-19,1,0,9,0,19,1,41.0,56.0,48.8,3.5637059362410923
2016-09-19 09:20:00,49,0,1,"[09:20:00,09:40:00)",2016-09-19,1,0,9,20,19,1,50.0,41.0,49.4,3.847076812334269
2016-09-19 09:40:00,44,0,1,"[09:40:00,10:00:00)",2016-09-19,1,0,9,40,19,1,49.0,50.0,49.4,6.87749954561976
2016-09-19 10:00:00,44,0,1,"[10:00:00,10:20:00)",2016-09-19,1,0,10,0,19,1,44.0,49.0,43.4,4.8270073544588685
2016-09-19 10:20:00,44,0,1,"[10:20:00,10:40:00)",2016-09-19,1,0,10,20,19,1,44.0,44.0,46.2,8.31865373723417
2016-09-19 10:40:00,44,0,1,"[10:40:00,11:00:00)",2016-09-19,1,0,10,40,19,1,44.0,44.0,37.2,5.9329587896765315
2016-09-19 11:00:00,39,0,1,"[11:00:00,11:20:00)",2016-09-19,1,0,11,0,19,1,44.0,44.0,35.0,3.8078865529319548
2016-09-19 11:20:00,30,0,1,"[11:20:00,11:40:00)",2016-09-19,1,0,11,20,19,1,39.0,44.0,36.0,9.246621004453464
2016-09-19 11:40:00,34,0,1,"[11:40:00,12:00:00)",2016-09-19,1,0,11,40,19,1,30.0,39.0,34.6,11.717508267545622
2016-09-19 12:00:00,45,0,1,"[12:00:00,12:20:00)",2016-09-19,1,0,12,0,19,0,34.0,30.0,42.0,6.123724356957944
2016-09-19 12:20:00,44,0,1,"[12:20:00,12:40:00)",2016-09-19,1,0,12,20,19,0,45.0,34.0,38.6,7.368853370776216
2016-09-19 12:40:00,53,0,1,"[12:40:00,13:00:00)",2016-09-19,1,0,12,40,19,0,44.0,45.0,43.4,7.469939758793239
2016-09-19 13:00:00,57,0,1,"[13:00:00,13:20:00)",2016-09-19,1,0,13,0,19,0,53.0,44.0,47.6,9.262828941527529
2016-09-19 13:20:00,61,0,1,"[13:20:00,13:40:00)",2016-09-19,1,0,13,20,19,0,57.0,53.0,50.0,6.999999999999999
2016-09-19 13:40:00,53,0,1,"[13:40:00,14:00:00)",2016-09-19,1,0,13,40,19,0,61.0,57.0,49.4,6.877499545619759
2016-09-19 14:00:00,55,0,1,"[14:00:00,14:20:00)",2016-09-19,1,0,14,0,19,0,53.0,61.0,44.0,8.06225774829855
2016-09-19 14:20:00,52,0,1,"[14:20:00,14:40:00)",2016-09-19,1,0,14,20,19,0,55.0,53.0,44.4,8.988882021697693
2016-09-19 14:40:00,52,0,1,"[14:40:00,15:00:00)",2016-09-19,1,0,14,40,19,0,52.0,55.0,52.4,6.8044103344816005
2016-09-19 15:00:00,48,0,1,"[15:00:00,15:20:00)",2016-09-19,1,0,15,0,19,0,52.0,52.0,44.6,6.693280212272604
2016-09-19 15:20:00,57,0,1,"[15:20:00,15:40:00)",2016-09-19,1,0,15,20,19,0,48.0,52.0,47.6,7.6681158050723255
2016-09-19 15:40:00,43,0,1,"[15:40:00,16:00:00)",2016-09-19,1,0,15,40,19,0,57.0,48.0,40.6,11.104053313993049
2016-09-19 16:00:00,42,0,1,"[16:00:00,16:20:00)",2016-09-19,1,0,16,0,19,0,43.0,57.0,48.0,8.860022573334676
2016-09-19 16:20:00,46,0,1,"[16:20:00,16:40:00)",2016-09-19,1,0,16,20,19,0,42.0,43.0,50.6,5.272570530585627
2016-09-19 16:40:00,55,0,1,"[16:40:00,17:00:00)",2016-09-19,1,0,16,40,19,0,46.0,42.0,43.0,9.746794344808963
2016-09-19 17:00:00,36,0,1,"[17:00:00,17:20:00)",2016-09-19,1,0,17,0,19,0,55.0,46.0,39.8,5.890670590009256
2016-09-19 17:20:00,34,0,1,"[17:20:00,17:40:00)",2016-09-19,1,0,17,20,19,0,36.0,55.0,34.2,7.62889244910426
2016-09-19 17:40:00,24,0,1,"[17:40:00,18:00:00)",2016-09-19,1,0,17,40,19,0,34.0,36.0,24.8,5.540758070878027
2016-09-19 18:00:00,29,0,1,"[18:00:00,18:20:00)",2016-09-19,1,0,18,0,19,0,24.0,34.0,23.8,7.19027120489902
2016-09-19 18:20:00,27,0,1,"[18:20:00,18:40:00)",2016-09-19,1,0,18,20,19,0,29.0,24.0,23.8,4.024922359499622
2016-09-19 18:40:00,18,0,1,"[18:40:00,19:00:00)",2016-09-19,1,0,18,40,19,0,27.0,29.0,19.4,6.6558245169174945
2016-09-19 19:00:00,13,0,1,"[19:00:00,19:20:00)",2016-09-19,1,0,19,0,19,0,18.0,27.0,22.2,8.167006795638168
2016-09-19 19:20:00,22,0,1,"[19:20:00,19:40:00)",2016-09-19,1,0,19,20,19,0,13.0,18.0,17.8,3.420526275297414
2016-09-19 19:40:00,27,0,1,"[19:40:00,20:00:00)",2016-09-19,1,0,19,40,19,0,22.0,13.0,18.8,6.3796551630946325
2016-09-19 20:00:00,17,0,1,"[20:00:00,20:20:00)",2016-09-19,1,0,20,0,19,0,27.0,22.0,16.0,3.1622776601683795
2016-09-19 20:20:00,16,0,1,"[20:20:00,20:40:00)",2016-09-19,1,0,20,20,19,0,17.0,27.0,18.2,1.6431676725154984
2016-09-19 20:40:00,17,0,1,"[20:40:00,21:00:00)",2016-09-19,1,0,20,40,19,0,16.0,17.0,18.8,3.0331501776206204
2016-09-19 21:00:00,17,0,1,"[21:00:00,21:20:00)",2016-09-19,1,0,21,0,19,0,17.0,16.0,17.8,2.949576240750525
2016-09-19 21:20:00,22,0,1,"[21:20:00,21:40:00)",2016-09-19,1,0,21,20,19,0,17.0,17.0,14.8,5.718391382198319
2016-09-19 21:40:00,5,0,1,"[21:40:00,22:00:00)",2016-09-19,1,0,21,40,19,0,22.0,17.0,12.6,5.176871642217914
2016-09-19 22:00:00,4,0,1,"[22:00:00,22:20:00)",2016-09-19,1,0,22,0,19,0,5.0,22.0,8.2,3.492849839314596
2016-09-19 22:20:00,9,0,1,"[22:20:00,22:40:00)",2016-09-19,1,0,22,20,19,0,4.0,5.0,10.6,1.140175425099138
2016-09-19 22:40:00,3,0,1,"[22:40:00,23:00:00)",2016-09-19,1,0,22,40,19,0,9.0,4.0,4.8,1.4832396974191326
2016-09-19 23:00:00,1,0,1,"[23:00:00,23:20:00)",2016-09-19,1,0,23,0,19,0,3.0,9.0,5.0,4.69041575982343
2016-09-19 23:20:00,7,0,1,"[23:20:00,23:40:00)",2016-09-19,1,0,23,20,19,0,1.0,3.0,6.2,0.8366600265340756
2016-09-19 23:40:00,6,0,1,"[23:40:00,00:00:00)",2016-09-19,1,0,23,40,19,0,7.0,1.0,3.6,1.6733200530681511
2016-09-20 00:00:00,14,0,1,"[00:00:00,00:20:00)",2016-09-20,2,0,0,0,20,1,6.0,7.0,12.25,1.2583057392117913
2016-09-20 00:20:00,13,0,1,"[00:20:00,00:40:00)",2016-09-20,2,0,0,20,20,1,14.0,6.0,13.0,6.164414002968976
2016-09-20 00:40:00,7,0,1,"[00:40:00,01:00:00)",2016-09-20,2,0,0,40,20,1,13.0,14.0,8.5,1.2909944487358054
2016-09-20 01:00:00,6,0,1,"[01:00:00,01:20:00)",2016-09-20,2,0,1,0,20,1,7.0,13.0,7.0,2.70801280154532
2016-09-20 01:20:00,5,0,1,"[01:20:00,01:40:00)",2016-09-20,2,0,1,20,20,1,6.0,7.0,8.25,2.5
2016-09-20 01:40:00,5,0,1,"[01:40:00,02:00:00)",2016-09-20,2,0,1,40,20,1,5.0,6.0,5.75,1.707825127659933
2016-09-20 02:00:00,6,0,1,"[02:00:00,02:20:00)",2016-09-20,2,0,2,0,20,1,5.0,5.0,6.0,2.160246899469287
2016-09-20 02:20:00,9,0,1,"[02:20:00,02:40:00)",2016-09-20,2,0,2,20,20,1,6.0,5.0,7.5,3.696845502136472
2016-09-20 02:40:00,7,0,1,"[02:40:00,03:00:00)",2016-09-20,2,0,2,40,20,1,9.0,6.0,6.75,0.9574271077563381
2016-09-20 03:00:00,10,0,1,"[03:00:00,03:20:00)",2016-09-20,2,0,3,0,20,1,7.0,9.0,8.25,1.7078251276599332
2016-09-20 03:20:00,8,0,1,"[03:20:00,03:40:00)",2016-09-20,2,0,3,20,20,1,10.0,7.0,7.0,1.4142135623730951
2016-09-20 03:40:00,5,0,1,"[03:40:00,04:00:00)",2016-09-20,2,0,3,40,20,1,8.0,10.0,5.25,1.707825127659933
2016-09-20 04:00:00,11,0,1,"[04:00:00,04:20:00)",2016-09-20,2,0,4,0,20,1,5.0,8.0,11.75,3.304037933599835
2016-09-20 04:20:00,8,0,1,"[04:20:00,04:40:00)",2016-09-20,2,0,4,20,20,1,11.0,5.0,11.75,2.9860788111948193
2016-09-20 04:40:00,15,0,1,"[04:40:00,05:00:00)",2016-09-20,2,0,4,40,20,1,8.0,11.0,12.0,4.966554808583781
2016-09-20 05:00:00,9,0,1,"[05:00:00,05:20:00)",2016-09-20,2,0,5,0,20,1,15.0,8.0,7.0,1.4142135623730951
2016-09-20 05:20:00,4,0,1,"[05:20:00,05:40:00)",2016-09-20,2,0,5,20,20,1,9.0,15.0,5.25,3.947573094109004
2016-09-20 05:40:00,10,0,1,"[05:40:00,06:00:00)",2016-09-20,2,0,5,40,20,1,4.0,9.0,7.5,2.9999999999999996
2016-09-20 06:00:00,13,0,1,"[06:00:00,06:20:00)",2016-09-20,2,0,6,0,20,1,10.0,4.0,11.75,1.8929694486000912
2016-09-20 06:20:00,20,0,1,"[06:20:00,06:40:00)",2016-09-20,2,0,6,20,20,1,13.0,10.0,20.75,3.774917217635375
2016-09-20 06:40:00,29,0,1,"[06:40:00,07:00:00)",2016-09-20,2,0,6,40,20,1,20.0,13.0,25.75,7.7190241179396075
2016-09-20 07:00:00,38,0,1,"[07:00:00,07:20:00)",2016-09-20,2,0,7,0,20,1,29.0,20.0,38.75,12.038133853162902
2016-09-20 07:20:00,30,0,1,"[07:20:00,07:40:00)",2016-09-20,2,0,7,20,20,1,38.0,29.0,37.0,10.132456102380443
2016-09-20 07:40:00,31,0,1,"[07:40:00,08:00:00)",2016-09-20,2,0,7,40,20,1,30.0,38.0,42.75,9.032349269892817
2016-09-20 08:00:00,53,0,1,"[08:00:00,08:20:00)",2016-09-20,2,0,8,0,20,1,31.0,30.0,53.0,4.96655480858378
2016-09-20 08:20:00,50,0,1,"[08:20:00,08:40:00)",2016-09-20,2,0,8,20,20,1,53.0,31.0,46.25,4.112987559751022
2016-09-20 08:40:00,45,0,1,"[08:40:00,09:00:00)",2016-09-20,2,0,8,40,20,1,50.0,53.0,49.5,10.3440804327886
2016-09-20 09:00:00,51,0,1,"[09:00:00,09:20:00)",2016-09-20,2,0,9,0,20,1,45.0,50.0,53.75,7.182153808805081
2016-09-20 09:20:00,68,0,1,"[09:20:00,09:40:00)",2016-09-20,2,0,9,20,20,1,51.0,45.0,54.75,14.0089257261219
2016-09-20 09:40:00,59,0,1,"[09:40:00,10:00:00)",2016-09-20,2,0,9,40,20,1,68.0,51.0,48.5,7.047458170621992
2016-09-20 10:00:00,56,0,1,"[10:00:00,10:20:00)",2016-09-20,2,0,10,0,20,1,59.0,68.0,45.25,9.287087810503355
2016-09-20 10:20:00,60,0,1,"[10:20:00,10:40:00)",2016-09-20,2,0,10,20,20,1,56.0,59.0,46.5,10.344080432788601
2016-09-20 10:40:00,63,0,1,"[10:40:00,11:00:00)",2016-09-20,2,0,10,40,20,1,60.0,56.0,51.0,11.74734012447073
2016-09-20 11:00:00,57,0,1,"[11:00:00,11:20:00)",2016-09-20,2,0,11,0,20,1,63.0,60.0,41.0,11.195237082497776
2016-09-20 11:20:00,64,0,1,"[11:20:00,11:40:00)",2016-09-20,2,0,11,20,20,1,57.0,63.0,47.25,11.898879499067691
2016-09-20 11:40:00,50,0,1,"[11:40:00,12:00:00)",2016-09-20,2,0,11,40,20,1,64.0,57.0,40.0,9.966610925150702
2016-09-20 12:00:00,53,0,1,"[12:00:00,12:20:00)",2016-09-20,2,0,12,0,20,0,50.0,64.0,40.75,8.99536917900909
2016-09-20 12:20:00,62,0,1,"[12:20:00,12:40:00)",2016-09-20,2,0,12,20,20,0,53.0,50.0,49.0,9.018499505645789
2016-09-20 12:40:00,75,0,1,"[12:40:00,13:00:00)",2016-09-20,2,0,12,40,20,0,62.0,53.0,52.0,16.3707055437449
2016-09-20 13:00:00,98,0,1,"[13:00:00,13:20:00)",2016-09-20,2,0,13,0,20,0,75.0,62.0,58.25,28.01636426566921
2016-09-20 13:20:00,82,0,1,"[13:20:00,13:40:00)",2016-09-20,2,0,13,20,20,0,98.0,75.0,54.0,19.94993734326
2016-09-20 13:40:00,84,0,1,"[13:40:00,14:00:00)",2016-09-20,2,0,13,40,20,0,82.0,98.0,64.25,26.76284738214527
2016-09-20 14:00:00,81,0,1,"[14:00:00,14:20:00)",2016-09-20,2,0,14,0,20,0,84.0,82.0,54.25,19.015344680897407
2016-09-20 14:20:00,90,0,1,"[14:20:00,14:40:00)",2016-09-20,2,0,14,20,20,0,81.0,84.0,54.75,23.725864929790582
2016-09-20 14:40:00,67,0,1,"[14:40:00,15:00:00)",2016-09-20,2,0,14,40,20,0,90.0,81.0,51.0,12.027745701779143
2016-09-20 15:00:00,71,0,1,"[15:00:00,15:20:00)",2016-09-20,2,0,15,0,20,0,67.0,90.0,51.25,14.244882121894399
2016-09-20 15:20:00,64,0,1,"[15:20:00,15:40:00)",2016-09-20,2,0,15,20,20,0,71.0,67.0,51.5,11.387127235025815
2016-09-20 15:40:00,73,0,1,"[15:40:00,16:00:00)",2016-09-20,2,0,15,40,20,0,64.0,71.0,47.75,17.23127002477376
2016-09-20 16:00:00,48,0,1,"[16:00:00,16:20:00)",2016-09-20,2,0,16,0,20,0,73.0,64.0,53.75,4.645786621588784
2016-09-20 16:20:00,57,0,1,"[16:20:00,16:40:00)",2016-09-20,2,0,16,20,20,0,48.0,73.0,50.0,5.999999999999999
2016-09-20 16:40:00,48,0,1,"[16:40:00,17:00:00)",2016-09-20,2,0,16,40,20,0,57.0,48.0,47.75,4.5
2016-09-20 17:00:00,38,0,1,"[17:00:00,17:20:00)",2016-09-20,2,0,17,0,20,0,48.0,57.0,42.25,6.551081335677848
2016-09-20 17:20:00,42,0,1,"[17:20:00,17:40:00)",2016-09-20,2,0,17,20,20,0,38.0,48.0,47.75,20.303940504246953
2016-09-20 17:40:00,38,0,1,"[17:40:00,18:00:00)",2016-09-20,2,0,17,40,20,0,42.0,38.0,32.5,10.785793124908956
2016-09-20 18:00:00,26,0,1,"[18:00:00,18:20:00)",2016-09-20,2,0,18,0,20,0,38.0,42.0,27.5,1.7320508075688774
2016-09-20 18:20:00,29,0,1,"[18:20:00,18:40:00)",2016-09-20,2,0,18,20,20,0,26.0,38.0,25.75,6.601767440112787
2016-09-20 18:40:00,20,0,1,"[18:40:00,19:00:00)",2016-09-20,2,0,18,40,20,0,29.0,26.0,18.0,5.715476066494082
2016-09-20 19:00:00,17,0,1,"[19:00:00,19:20:00)",2016-09-20,2,0,19,0,20,0,20.0,29.0,26.5,9.678154093971983
2016-09-20 19:20:00,29,0,1,"[19:20:00,19:40:00)",2016-09-20,2,0,19,20,20,0,17.0,20.0,29.5,5.259911279353167
2016-09-20 19:40:00,21,0,1,"[19:40:00,20:00:00)",2016-09-20,2,0,19,40,20,0,29.0,17.0,29.5,17.175564037317667
2016-09-20 20:00:00,12,0,1,"[20:00:00,20:20:00)",2016-09-20,2,0,20,0,20,0,21.0,29.0,22.5,16.822603841260722
2016-09-20 20:20:00,16,0,1,"[20:20:00,20:40:00)",2016-09-20,2,0,20,20,20,0,12.0,21.0,26.25,16.560495161679196
2016-09-20 20:40:00,16,0,1,"[20:40:00,21:00:00)",2016-09-20,2,0,20,40,20,0,16.0,12.0,22.75,14.314910641239317
2016-09-20 21:00:00,17,0,1,"[21:00:00,21:20:00)",2016-09-20,2,0,21,0,20,0,16.0,16.0,22.0,8.12403840463596
2016-09-20 21:20:00,29,0,1,"[21:20:00,21:40:00)",2016-09-20,2,0,21,20,20,0,17.0,16.0,22.0,14.46835627614047
2016-09-20 21:40:00,37,0,1,"[21:40:00,22:00:00)",2016-09-20,2,0,21,40,20,0,29.0,17.0,20.5,13.478377746103819
2016-09-20 22:00:00,30,0,1,"[22:00:00,22:20:00)",2016-09-20,2,0,22,0,20,0,37.0,29.0,17.0,12.909944487358056
2016-09-20 22:20:00,17,0,1,"[22:20:00,22:40:00)",2016-09-20,2,0,22,20,20,0,30.0,37.0,13.0,6.782329983125268
2016-09-20 22:40:00,19,0,1,"[22:40:00,23:00:00)",2016-09-20,2,0,22,40,20,0,17.0,30.0,12.75,5.678908345800274
2016-09-20 23:00:00,20,0,1,"[23:00:00,23:20:00)",2016-09-20,2,0,23,0,20,0,19.0,17.0,12.0,6.164414002968977
2016-09-20 23:20:00,7,0,1,"[23:20:00,23:40:00)",2016-09-20,2,0,23,20,20,0,20.0,19.0,6.5,1.7320508075688772
2016-09-20 23:40:00,11,0,1,"[23:40:00,00:00:00)",2016-09-20,2,0,23,40,20,0,7.0,20.0,5.75,4.112987559751022
2016-09-21 00:00:00,12,0,1,"[00:00:00,00:20:00)",2016-09-21,3,0,0,0,21,1,11.0,7.0,9.25,2.217355782608345
2016-09-21 00:20:00,6,0,1,"[00:20:00,00:40:00)",2016-09-21,3,0,0,20,21,1,12.0,11.0,7.25,2.6299556396765835
2016-09-21 00:40:00,7,0,1,"[00:40:00,01:00:00)",2016-09-21,3,0,0,40,21,1,6.0,12.0,11.0,3.7416573867739413
2016-09-21 01:00:00,7,0,1,"[01:00:00,01:20:00)",2016-09-21,3,0,1,0,21,1,7.0,6.0,7.75,1.707825127659933
2016-09-21 01:20:00,4,0,1,"[01:20:00,01:40:00)",2016-09-21,3,0,1,20,21,1,7.0,7.0,8.25,3.774917217635375
2016-09-21 01:40:00,6,0,1,"[01:40:00,02:00:00)",2016-09-21,3,0,1,40,21,1,4.0,7.0,6.25,0.9574271077563381
2016-09-21 02:00:00,6,0,1,"[02:00:00,02:20:00)",2016-09-21,3,0,2,0,21,1,6.0,4.0,6.5,1.2909944487358058
2016-09-21 02:20:00,10,0,1,"[02:20:00,02:40:00)",2016-09-21,3,0,2,20,21,1,6.0,6.0,6.75,2.5
2016-09-21 02:40:00,6,0,1,"[02:40:00,03:00:00)",2016-09-21,3,0,2,40,21,1,10.0,6.0,8.75,1.892969448600091
2016-09-21 03:00:00,5,0,1,"[03:00:00,03:20:00)",2016-09-21,3,0,3,0,21,1,6.0,10.0,6.0,2.160246899469287
2016-09-21 03:20:00,6,0,1,"[03:20:00,03:40:00)",2016-09-21,3,0,3,20,21,1,5.0,6.0,8.25,2.629955639676583
2016-09-21 03:40:00,10,0,1,"[03:40:00,04:00:00)",2016-09-21,3,0,3,40,21,1,6.0,5.0,9.75,3.4034296427770228
2016-09-21 04:00:00,16,0,1,"[04:00:00,04:20:00)",2016-09-21,3,0,4,0,21,1,10.0,6.0,10.25,3.947573094109004
2016-09-21 04:20:00,14,0,1,"[04:20:00,04:40:00)",2016-09-21,3,0,4,20,21,1,16.0,10.0,8.5,3.696845502136473
2016-09-21 04:40:00,11,0,1,"[04:40:00,05:00:00)",2016-09-21,3,0,4,40,21,1,14.0,16.0,12.5,2.3804761428476167
2016-09-21 05:00:00,10,0,1,"[05:00:00,05:20:00)",2016-09-21,3,0,5,0,21,1,11.0,14.0,9.0,9.486832980505138
2016-09-21 05:20:00,14,0,1,"[05:20:00,05:40:00)",2016-09-21,3,0,5,20,21,1,10.0,11.0,11.75,8.180260794538684
2016-09-21 05:40:00,28,0,1,"[05:40:00,06:00:00)",2016-09-21,3,0,5,40,21,1,14.0,10.0,15.25,10.242883708539635
2016-09-21 06:00:00,36,0,1,"[06:00:00,06:20:00)",2016-09-21,3,0,6,0,21,1,28.0,14.0,22.0,12.961481396815719
2016-09-21 06:20:00,41,0,1,"[06:20:00,06:40:00)",2016-09-21,3,0,6,20,21,1,36.0,28.0,30.75,16.78044496827582
2016-09-21 06:40:00,75,0,1,"[06:40:00,07:00:00)",2016-09-21,3,0,6,40,21,1,41.0,36.0,39.5,28.45464226917405
2016-09-21 07:00:00,78,0,1,"[07:00:00,07:20:00)",2016-09-21,3,0,7,0,21,1,75.0,41.0,54.5,35.10460558578223
2016-09-21 07:20:00,84,0,1,"[07:20:00,07:40:00)",2016-09-21,3,0,7,20,21,1,78.0,75.0,55.75,27.524231748285608
2016-09-21 07:40:00,95,0,1,"[07:40:00,08:00:00)",2016-09-21,3,0,7,40,21,1,84.0,78.0,70.5,33.689761055846034
2016-09-21 08:00:00,122,0,1,"[08:00:00,08:20:00)",2016-09-21,3,0,8,0,21,1,95.0,84.0,85.75,45.404662022014136
2016-09-21 08:20:00,126,0,1,"[08:20:00,08:40:00)",2016-09-21,3,0,8,20,21,1,122.0,95.0,91.75,46.147408739097514
2016-09-21 08:40:00,77,0,1,"[08:40:00,09:00:00)",2016-09-21,3,0,8,40,21,1,126.0,122.0,71.5,24.63736998950984
2016-09-21 09:00:00,49,0,1,"[09:00:00,09:20:00)",2016-09-21,3,0,9,0,21,1,77.0,126.0,61.5,33.13105290609803
2016-09-21 09:20:00,55,0,1,"[09:20:00,09:40:00)",2016-09-21,3,0,9,20,21,1,49.0,77.0,66.25,37.214468512484046
2016-09-21 09:40:00,53,0,1,"[09:40:00,10:00:00)",2016-09-21,3,0,9,40,21,1,55.0,49.0,70.5,44.94811824018146
2016-09-21 10:00:00,36,0,1,"[10:00:00,10:20:00)",2016-09-21,3,0,10,0,21,1,53.0,55.0,61.0,32.69046751985457
2016-09-21 10:20:00,57,0,1,"[10:20:00,10:40:00)",2016-09-21,3,0,10,20,21,1,36.0,53.0,57.5,22.173557826083453
2016-09-21 10:40:00,37,0,1,"[10:40:00,11:00:00)",2016-09-21,3,0,10,40,21,1,57.0,36.0,55.0,36.669696844488186
2016-09-21 11:00:00,32,0,1,"[11:00:00,11:20:00)",2016-09-21,3,0,11,0,21,1,37.0,57.0,47.5,27.086281890777602
2016-09-21 11:20:00,27,0,1,"[11:20:00,11:40:00)",2016-09-21,3,0,11,20,21,1,32.0,37.0,49.25,28.453177912727664
2016-09-21 11:40:00,32,0,1,"[11:40:00,12:00:00)",2016-09-21,3,0,11,40,21,1,27.0,32.0,46.75,21.06141812256082
2016-09-21 12:00:00,45,0,1,"[12:00:00,12:20:00)",2016-09-21,3,0,12,0,21,0,32.0,27.0,51.75,24.185050478894325
2016-09-21 12:20:00,42,0,1,"[12:20:00,12:40:00)",2016-09-21,3,0,12,20,21,0,45.0,32.0,52.5,25.11971337416094
2016-09-21 12:40:00,38,0,1,"[12:40:00,13:00:00)",2016-09-21,3,0,12,40,21,0,42.0,45.0,56.25,30.793668180325646
2016-09-21 13:00:00,44,0,1,"[13:00:00,13:20:00)",2016-09-21,3,0,13,0,21,0,38.0,42.0,57.75,30.987900864692335
2016-09-21 13:20:00,41,0,1,"[13:20:00,13:40:00)",2016-09-21,3,0,13,20,21,0,44.0,38.0,57.75,28.906458332582588
2016-09-21 13:40:00,51,0,1,"[13:40:00,14:00:00)",2016-09-21,3,0,13,40,21,0,41.0,44.0,58.5,25.21243079646758
2016-09-21 14:00:00,53,0,1,"[14:00:00,14:20:00)",2016-09-21,3,0,14,0,21,0,51.0,41.0,61.0,28.331372481167705
2016-09-21 14:20:00,43,0,1,"[14:20:00,14:40:00)",2016-09-21,3,0,14,20,21,0,53.0,51.0,58.5,34.76108935769035
2016-09-21 14:40:00,54,0,1,"[14:40:00,15:00:00)",2016-09-21,3,0,14,40,21,0,43.0,53.0,58.25,21.5
