time_start,volume,direction,tollgate_id,time_window,date,weekday,weekend,hour,day,am_pm
2016-09-20 02:10:00,9,0,1,"[02:10:00,02:30:00)",2016-09-20,2,0,2,20,1
2016-09-20 02:30:00,7,0,1,"[02:30:00,02:50:00)",2016-09-20,2,0,2,20,1
2016-09-20 02:50:00,8,0,1,"[02:50:00,03:10:00)",2016-09-20,2,0,2,20,1
2016-09-20 03:10:00,8,0,1,"[03:10:00,03:30:00)",2016-09-20,2,0,3,20,1
2016-09-20 03:30:00,6,0,1,"[03:30:00,03:50:00)",2016-09-20,2,0,3,20,1
2016-09-20 03:50:00,10,0,1,"[03:50:00,04:10:00)",2016-09-20,2,0,3,20,1
2016-09-20 04:10:00,9,0,1,"[04:10:00,04:30:00)",2016-09-20,2,0,4,20,1
2016-09-20 04:30:00,8,0,1,"[04:30:00,04:50:00)",2016-09-20,2,0,4,20,1
2016-09-20 04:50:00,18,0,1,"[04:50:00,05:10:00)",2016-09-20,2,0,4,20,1
2016-09-20 05:10:00,4,0,1,"[05:10:00,05:30:00)",2016-09-20,2,0,5,20,1
2016-09-20 05:30:00,7,0,1,"[05:30:00,05:50:00)",2016-09-20,2,0,5,20,1
2016-09-20 05:50:00,11,0,1,"[05:50:00,06:10:00)",2016-09-20,2,0,5,20,1
2016-09-20 06:10:00,17,0,1,"[06:10:00,06:30:00)",2016-09-20,2,0,6,20,1
2016-09-20 06:30:00,18,0,1,"[06:30:00,06:50:00)",2016-09-20,2,0,6,20,1
2016-09-20 06:50:00,36,0,1,"[06:50:00,07:10:00)",2016-09-20,2,0,6,20,1
2016-09-20 07:10:00,35,0,1,"[07:10:00,07:30:00)",2016-09-20,2,0,7,20,1
2016-09-20 07:30:00,32,0,1,"[07:30:00,07:50:00)",2016-09-20,2,0,7,20,1
2016-09-20 07:50:00,48,0,1,"[07:50:00,08:10:00)",2016-09-20,2,0,7,20,1
2016-09-20 08:10:00,43,0,1,"[08:10:00,08:30:00)",2016-09-20,2,0,8,20,1
2016-09-20 08:30:00,50,0,1,"[08:30:00,08:50:00)",2016-09-20,2,0,8,20,1
2016-09-20 08:50:00,56,0,1,"[08:50:00,09:10:00)",2016-09-20,2,0,8,20,1
2016-09-20 09:10:00,55,0,1,"[09:10:00,09:30:00)",2016-09-20,2,0,9,20,1
2016-09-20 09:30:00,68,0,1,"[09:30:00,09:50:00)",2016-09-20,2,0,9,20,1
2016-09-20 09:50:00,52,0,1,"[09:50:00,10:10:00)",2016-09-20,2,0,9,20,1
2016-09-20 10:10:00,67,0,1,"[10:10:00,10:30:00)",2016-09-20,2,0,10,20,1
2016-09-20 10:30:00,44,0,1,"[10:30:00,10:50:00)",2016-09-20,2,0,10,20,1
2016-09-20 10:50:00,72,0,1,"[10:50:00,11:10:00)",2016-09-20,2,0,10,20,1
2016-09-20 11:10:00,56,0,1,"[11:10:00,11:30:00)",2016-09-20,2,0,11,20,1
2016-09-20 11:30:00,55,0,1,"[11:30:00,11:50:00)",2016-09-20,2,0,11,20,1
2016-09-20 11:50:00,49,0,1,"[11:50:00,12:10:00)",2016-09-20,2,0,11,20,1
2016-09-20 12:10:00,58,0,1,"[12:10:00,12:30:00)",2016-09-20,2,0,12,20,0
2016-09-20 12:30:00,70,0,1,"[12:30:00,12:50:00)",2016-09-20,2,0,12,20,0
2016-09-20 12:50:00,88,0,1,"[12:50:00,13:10:00)",2016-09-20,2,0,12,20,0
2016-09-20 13:10:00,95,0,1,"[13:10:00,13:30:00)",2016-09-20,2,0,13,20,0
2016-09-20 13:30:00,78,0,1,"[13:30:00,13:50:00)",2016-09-20,2,0,13,20,0
2016-09-20 13:50:00,79,0,1,"[13:50:00,14:10:00)",2016-09-20,2,0,13,20,0
2016-09-20 14:10:00,87,0,1,"[14:10:00,14:30:00)",2016-09-20,2,0,14,20,0
2016-09-20 14:30:00,82,0,1,"[14:30:00,14:50:00)",2016-09-20,2,0,14,20,0
2016-09-20 14:50:00,65,0,1,"[14:50:00,15:10:00)",2016-09-20,2,0,14,20,0
2016-09-20 15:10:00,72,0,1,"[15:10:00,15:30:00)",2016-09-20,2,0,15,20,0
2016-09-20 15:30:00,66,0,1,"[15:30:00,15:50:00)",2016-09-20,2,0,15,20,0
2016-09-20 15:50:00,70,0,1,"[15:50:00,16:10:00)",2016-09-20,2,0,15,20,0
2016-09-20 16:10:00,45,0,1,"[16:10:00,16:30:00)",2016-09-20,2,0,16,20,0
2016-09-20 16:30:00,52,0,1,"[16:30:00,16:50:00)",2016-09-20,2,0,16,20,0
2016-09-20 16:50:00,41,0,1,"[16:50:00,17:10:00)",2016-09-20,2,0,16,20,0
2016-09-20 17:10:00,38,0,1,"[17:10:00,17:30:00)",2016-09-20,2,0,17,20,0
2016-09-20 17:30:00,45,0,1,"[17:30:00,17:50:00)",2016-09-20,2,0,17,20,0
2016-09-20 17:50:00,34,0,1,"[17:50:00,18:10:00)",2016-09-20,2,0,17,20,0
2016-09-20 18:10:00,28,0,1,"[18:10:00,18:30:00)",2016-09-20,2,0,18,20,0
2016-09-20 18:30:00,22,0,1,"[18:30:00,18:50:00)",2016-09-20,2,0,18,20,0
2016-09-20 18:50:00,20,0,1,"[18:50:00,19:10:00)",2016-09-20,2,0,18,20,0
2016-09-20 19:10:00,22,0,1,"[19:10:00,19:30:00)",2016-09-20,2,0,19,20,0
2016-09-20 19:30:00,21,0,1,"[19:30:00,19:50:00)",2016-09-20,2,0,19,20,0
2016-09-20 19:50:00,16,0,1,"[19:50:00,20:10:00)",2016-09-20,2,0,19,20,0
2016-09-20 20:10:00,16,0,1,"[20:10:00,20:30:00)",2016-09-20,2,0,20,20,0
2016-09-20 20:30:00,19,0,1,"[20:30:00,20:50:00)",2016-09-20,2,0,20,20,0
2016-09-20 20:50:00,17,0,1,"[20:50:00,21:10:00)",2016-09-20,2,0,20,20,0
2016-09-20 21:10:00,20,0,1,"[21:10:00,21:30:00)",2016-09-20,2,0,21,20,0
2016-09-20 21:30:00,32,0,1,"[21:30:00,21:50:00)",2016-09-20,2,0,21,20,0
2016-09-20 21:50:00,38,0,1,"[21:50:00,22:10:00)",2016-09-20,2,0,21,20,0
2016-09-20 22:10:00,22,0,1,"[22:10:00,22:30:00)",2016-09-20,2,0,22,20,0
2016-09-20 22:30:00,16,0,1,"[22:30:00,22:50:00)",2016-09-20,2,0,22,20,0
2016-09-20 22:50:00,23,0,1,"[22:50:00,23:10:00)",2016-09-20,2,0,22,20,0
2016-09-20 23:10:00,13,0,1,"[23:10:00,23:30:00)",2016-09-20,2,0,23,20,0
2016-09-20 23:30:00,3,0,1,"[23:30:00,23:50:00)",2016-09-20,2,0,23,20,0
2016-09-20 23:50:00,17,0,1,"[23:50:00,00:00:00)",2016-09-20,2,0,23,20,0
2016-09-21 00:10:00,7,0,1,"[00:10:00,00:30:00)",2016-09-21,3,0,0,21,1
2016-09-21 00:30:00,8,0,1,"[00:30:00,00:50:00)",2016-09-21,3,0,0,21,1
2016-09-21 00:50:00,6,0,1,"[00:50:00,01:10:00)",2016-09-21,3,0,0,21,1
2016-09-21 01:10:00,5,0,1,"[01:10:00,01:30:00)",2016-09-21,3,0,1,21,1
2016-09-21 01:30:00,5,0,1,"[01:30:00,01:50:00)",2016-09-21,3,0,1,21,1
2016-09-21 01:50:00,6,0,1,"[01:50:00,02:10:00)",2016-09-21,3,0,1,21,1
2016-09-21 02:10:00,8,0,1,"[02:10:00,02:30:00)",2016-09-21,3,0,2,21,1
2016-09-21 02:30:00,8,0,1,"[02:30:00,02:50:00)",2016-09-21,3,0,2,21,1
2016-09-21 02:50:00,5,0,1,"[02:50:00,03:10:00)",2016-09-21,3,0,2,21,1
2016-09-21 03:10:00,7,0,1,"[03:10:00,03:30:00)",2016-09-21,3,0,3,21,1
2016-09-21 03:30:00,6,0,1,"[03:30:00,03:50:00)",2016-09-21,3,0,3,21,1
2016-09-21 03:50:00,15,0,1,"[03:50:00,04:10:00)",2016-09-21,3,0,3,21,1
2016-09-21 04:10:00,12,0,1,"[04:10:00,04:30:00)",2016-09-21,3,0,4,21,1
2016-09-21 04:30:00,14,0,1,"[04:30:00,04:50:00)",2016-09-21,3,0,4,21,1
2016-09-21 04:50:00,12,0,1,"[04:50:00,05:10:00)",2016-09-21,3,0,4,21,1
2016-09-21 05:10:00,10,0,1,"[05:10:00,05:30:00)",2016-09-21,3,0,5,21,1
2016-09-21 05:30:00,24,0,1,"[05:30:00,05:50:00)",2016-09-21,3,0,5,21,1
2016-09-21 05:50:00,31,0,1,"[05:50:00,06:10:00)",2016-09-21,3,0,5,21,1
2016-09-21 06:10:00,37,0,1,"[06:10:00,06:30:00)",2016-09-21,3,0,6,21,1
2016-09-21 06:30:00,60,0,1,"[06:30:00,06:50:00)",2016-09-21,3,0,6,21,1
2016-09-21 06:50:00,61,0,1,"[06:50:00,07:10:00)",2016-09-21,3,0,6,21,1
2016-09-21 07:10:00,91,0,1,"[07:10:00,07:30:00)",2016-09-21,3,0,7,21,1
2016-09-21 07:30:00,92,0,1,"[07:30:00,07:50:00)",2016-09-21,3,0,7,21,1
2016-09-21 07:50:00,112,0,1,"[07:50:00,08:10:00)",2016-09-21,3,0,7,21,1
2016-09-21 08:10:00,117,0,1,"[08:10:00,08:30:00)",2016-09-21,3,0,8,21,1
2016-09-21 08:30:00,117,0,1,"[08:30:00,08:50:00)",2016-09-21,3,0,8,21,1
2016-09-21 08:50:00,56,0,1,"[08:50:00,09:10:00)",2016-09-21,3,0,8,21,1
2016-09-21 09:10:00,52,0,1,"[09:10:00,09:30:00)",2016-09-21,3,0,9,21,1
2016-09-21 09:30:00,58,0,1,"[09:30:00,09:50:00)",2016-09-21,3,0,9,21,1
2016-09-21 09:50:00,43,0,1,"[09:50:00,10:10:00)",2016-09-21,3,0,9,21,1
2016-09-21 10:10:00,30,0,1,"[10:10:00,10:30:00)",2016-09-21,3,0,10,21,1
2016-09-21 10:30:00,64,0,1,"[10:30:00,10:50:00)",2016-09-21,3,0,10,21,1
2016-09-21 10:50:00,29,0,1,"[10:50:00,11:10:00)",2016-09-21,3,0,10,21,1
2016-09-21 11:10:00,30,0,1,"[11:10:00,11:30:00)",2016-09-21,3,0,11,21,1
2016-09-21 11:30:00,26,0,1,"[11:30:00,11:50:00)",2016-09-21,3,0,11,21,1
2016-09-21 11:50:00,42,0,1,"[11:50:00,12:10:00)",2016-09-21,3,0,11,21,1
2016-09-21 12:10:00,39,0,1,"[12:10:00,12:30:00)",2016-09-21,3,0,12,21,0
2016-09-21 12:30:00,41,0,1,"[12:30:00,12:50:00)",2016-09-21,3,0,12,21,0
2016-09-21 12:50:00,42,0,1,"[12:50:00,13:10:00)",2016-09-21,3,0,12,21,0
2016-09-21 13:10:00,47,0,1,"[13:10:00,13:30:00)",2016-09-21,3,0,13,21,0
2016-09-21 13:30:00,45,0,1,"[13:30:00,13:50:00)",2016-09-21,3,0,13,21,0
2016-09-21 13:50:00,54,0,1,"[13:50:00,14:10:00)",2016-09-21,3,0,13,21,0
2016-09-21 14:10:00,49,0,1,"[14:10:00,14:30:00)",2016-09-21,3,0,14,21,0
2016-09-21 14:30:00,43,0,1,"[14:30:00,14:50:00)",2016-09-21,3,0,14,21,0
2016-09-21 14:50:00,56,0,1,"[14:50:00,15:10:00)",2016-09-21,3,0,14,21,0
2016-09-21 15:10:00,50,0,1,"[15:10:00,15:30:00)",2016-09-21,3,0,15,21,0
2016-09-21 15:30:00,39,0,1,"[15:30:00,15:50:00)",2016-09-21,3,0,15,21,0
2016-09-21 15:50:00,47,0,1,"[15:50:00,16:10:00)",2016-09-21,3,0,15,21,0
2016-09-21 16:10:00,47,0,1,"[16:10:00,16:30:00)",2016-09-21,3,0,16,21,0
2016-09-21 16:30:00,45,0,1,"[16:30:00,16:50:00)",2016-09-21,3,0,16,21,0
2016-09-21 16:50:00,47,0,1,"[16:50:00,17:10:00)",2016-09-21,3,0,16,21,0
2016-09-21 17:10:00,41,0,1,"[17:10:00,17:30:00)",2016-09-21,3,0,17,21,0
2016-09-21 17:30:00,27,0,1,"[17:30:00,17:50:00)",2016-09-21,3,0,17,21,0
2016-09-21 17:50:00,17,0,1,"[17:50:00,18:10:00)",2016-09-21,3,0,17,21,0
2016-09-21 18:10:00,26,0,1,"[18:10:00,18:30:00)",2016-09-21,3,0,18,21,0
2016-09-21 18:30:00,20,0,1,"[18:30:00,18:50:00)",2016-09-21,3,0,18,21,0
2016-09-21 18:50:00,19,0,1,"[18:50:00,19:10:00)",2016-09-21,3,0,18,21,0
2016-09-21 19:10:00,19,0,1,"[19:10:00,19:30:00)",2016-09-21,3,0,19,21,0
2016-09-21 19:30:00,23,0,1,"[19:30:00,19:50:00)",2016-09-21,3,0,19,21,0
2016-09-21 19:50:00,25,0,1,"[19:50:00,20:10:00)",2016-09-21,3,0,19,21,0
2016-09-21 20:10:00,13,0,1,"[20:10:00,20:30:00)",2016-09-21,3,0,20,21,0
2016-09-21 20:30:00,26,0,1,"[20:30:00,20:50:00)",2016-09-21,3,0,20,21,0
2016-09-21 20:50:00,21,0,1,"[20:50:00,21:10:00)",2016-09-21,3,0,20,21,0
2016-09-21 21:10:00,13,0,1,"[21:10:00,21:30:00)",2016-09-21,3,0,21,21,0
2016-09-21 21:30:00,18,0,1,"[21:30:00,21:50:00)",2016-09-21,3,0,21,21,0
2016-09-21 21:50:00,9,0,1,"[21:50:00,22:10:00)",2016-09-21,3,0,21,21,0
2016-09-21 22:10:00,11,0,1,"[22:10:00,22:30:00)",2016-09-21,3,0,22,21,0
2016-09-21 22:30:00,9,0,1,"[22:30:00,22:50:00)",2016-09-21,3,0,22,21,0
2016-09-21 22:50:00,8,0,1,"[22:50:00,23:10:00)",2016-09-21,3,0,22,21,0
2016-09-21 23:10:00,19,0,1,"[23:10:00,23:30:00)",2016-09-21,3,0,23,21,0
2016-09-21 23:30:00,14,0,1,"[23:30:00,23:50:00)",2016-09-21,3,0,23,21,0
2016-09-21 23:50:00,16,0,1,"[23:50:00,00:00:00)",2016-09-21,3,0,23,21,0
2016-09-22 00:10:00,12,0,1,"[00:10:00,00:30:00)",2016-09-22,4,0,0,22,1
2016-09-22 00:30:00,10,0,1,"[00:30:00,00:50:00)",2016-09-22,4,0,0,22,1
2016-09-22 00:50:00,10,0,1,"[00:50:00,01:10:00)",2016-09-22,4,0,0,22,1
2016-09-22 01:10:00,9,0,1,"[01:10:00,01:30:00)",2016-09-22,4,0,1,22,1
2016-09-22 01:30:00,10,0,1,"[01:30:00,01:50:00)",2016-09-22,4,0,1,22,1
2016-09-22 01:50:00,7,0,1,"[01:50:00,02:10:00)",2016-09-22,4,0,1,22,1
2016-09-22 02:10:00,9,0,1,"[02:10:00,02:30:00)",2016-09-22,4,0,2,22,1
2016-09-22 02:30:00,7,0,1,"[02:30:00,02:50:00)",2016-09-22,4,0,2,22,1
2016-09-22 02:50:00,7,0,1,"[02:50:00,03:10:00)",2016-09-22,4,0,2,22,1
2016-09-22 03:10:00,9,0,1,"[03:10:00,03:30:00)",2016-09-22,4,0,3,22,1
2016-09-22 03:30:00,8,0,1,"[03:30:00,03:50:00)",2016-09-22,4,0,3,22,1
2016-09-22 03:50:00,3,0,1,"[03:50:00,04:10:00)",2016-09-22,4,0,3,22,1
2016-09-22 04:10:00,9,0,1,"[04:10:00,04:30:00)",2016-09-22,4,0,4,22,1
2016-09-22 04:30:00,9,0,1,"[04:30:00,04:50:00)",2016-09-22,4,0,4,22,1
2016-09-22 04:50:00,9,0,1,"[04:50:00,05:10:00)",2016-09-22,4,0,4,22,1
2016-09-22 05:10:00,3,0,1,"[05:10:00,05:30:00)",2016-09-22,4,0,5,22,1
2016-09-22 05:30:00,2,0,1,"[05:30:00,05:50:00)",2016-09-22,4,0,5,22,1
2016-09-22 05:50:00,3,0,1,"[05:50:00,06:10:00)",2016-09-22,4,0,5,22,1
2016-09-22 06:10:00,8,0,1,"[06:10:00,06:30:00)",2016-09-22,4,0,6,22,1
2016-09-22 06:30:00,26,0,1,"[06:30:00,06:50:00)",2016-09-22,4,0,6,22,1
2016-09-22 06:50:00,31,0,1,"[06:50:00,07:10:00)",2016-09-22,4,0,6,22,1
2016-09-22 07:10:00,32,0,1,"[07:10:00,07:30:00)",2016-09-22,4,0,7,22,1
2016-09-22 07:30:00,43,0,1,"[07:30:00,07:50:00)",2016-09-22,4,0,7,22,1
2016-09-22 07:50:00,39,0,1,"[07:50:00,08:10:00)",2016-09-22,4,0,7,22,1
2016-09-22 08:10:00,54,0,1,"[08:10:00,08:30:00)",2016-09-22,4,0,8,22,1
2016-09-22 08:30:00,54,0,1,"[08:30:00,08:50:00)",2016-09-22,4,0,8,22,1
2016-09-22 08:50:00,43,0,1,"[08:50:00,09:10:00)",2016-09-22,4,0,8,22,1
2016-09-22 09:10:00,49,0,1,"[09:10:00,09:30:00)",2016-09-22,4,0,9,22,1
2016-09-22 09:30:00,49,0,1,"[09:30:00,09:50:00)",2016-09-22,4,0,9,22,1
2016-09-22 09:50:00,63,0,1,"[09:50:00,10:10:00)",2016-09-22,4,0,9,22,1
2016-09-22 10:10:00,48,0,1,"[10:10:00,10:30:00)",2016-09-22,4,0,10,22,1
2016-09-22 10:30:00,46,0,1,"[10:30:00,10:50:00)",2016-09-22,4,0,10,22,1
2016-09-22 10:50:00,32,0,1,"[10:50:00,11:10:00)",2016-09-22,4,0,10,22,1
2016-09-22 11:10:00,33,0,1,"[11:10:00,11:30:00)",2016-09-22,4,0,11,22,1
2016-09-22 11:30:00,39,0,1,"[11:30:00,11:50:00)",2016-09-22,4,0,11,22,1
2016-09-22 11:50:00,43,0,1,"[11:50:00,12:10:00)",2016-09-22,4,0,11,22,1
2016-09-22 12:10:00,36,0,1,"[12:10:00,12:30:00)",2016-09-22,4,0,12,22,0
2016-09-22 12:30:00,43,0,1,"[12:30:00,12:50:00)",2016-09-22,4,0,12,22,0
2016-09-22 12:50:00,42,0,1,"[12:50:00,13:10:00)",2016-09-22,4,0,12,22,0
2016-09-22 13:10:00,57,0,1,"[13:10:00,13:30:00)",2016-09-22,4,0,13,22,0
2016-09-22 13:30:00,58,0,1,"[13:30:00,13:50:00)",2016-09-22,4,0,13,22,0
2016-09-22 13:50:00,46,0,1,"[13:50:00,14:10:00)",2016-09-22,4,0,13,22,0
2016-09-22 14:10:00,57,0,1,"[14:10:00,14:30:00)",2016-09-22,4,0,14,22,0
2016-09-22 14:30:00,25,0,1,"[14:30:00,14:50:00)",2016-09-22,4,0,14,22,0
2016-09-22 14:50:00,54,0,1,"[14:50:00,15:10:00)",2016-09-22,4,0,14,22,0
2016-09-22 15:10:00,54,0,1,"[15:10:00,15:30:00)",2016-09-22,4,0,15,22,0
2016-09-22 15:30:00,57,0,1,"[15:30:00,15:50:00)",2016-09-22,4,0,15,22,0
2016-09-22 15:50:00,59,0,1,"[15:50:00,16:10:00)",2016-09-22,4,0,15,22,0
2016-09-22 16:10:00,47,0,1,"[16:10:00,16:30:00)",2016-09-22,4,0,16,22,0
2016-09-22 16:30:00,45,0,1,"[16:30:00,16:50:00)",2016-09-22,4,0,16,22,0
2016-09-22 16:50:00,43,0,1,"[16:50:00,17:10:00)",2016-09-22,4,0,16,22,0
2016-09-22 17:10:00,27,0,1,"[17:10:00,17:30:00)",2016-09-22,4,0,17,22,0
2016-09-22 17:30:00,35,0,1,"[17:30:00,17:50:00)",2016-09-22,4,0,17,22,0
2016-09-22 17:50:00,34,0,1,"[17:50:00,18:10:00)",2016-09-22,4,0,17,22,0
2016-09-22 18:10:00,17,0,1,"[18:10:00,18:30:00)",2016-09-22,4,0,18,22,0
2016-09-22 18:30:00,27,0,1,"[18:30:00,18:50:00)",2016-09-22,4,0,18,22,0
