time_start,volume,direction,tollgate_id,time_window,date,weekday,weekend,hour,minute,day,am_pm
2016-09-19 23:00:00,1,0,1,"[23:00:00,23:20:00)",2016-09-19,1,0,23,0,19,0
2016-09-19 23:20:00,7,0,1,"[23:20:00,23:40:00)",2016-09-19,1,0,23,20,19,0
2016-09-19 23:40:00,6,0,1,"[23:40:00,00:00:00)",2016-09-19,1,0,23,40,19,0
2016-09-20 00:00:00,14,0,1,"[00:00:00,00:20:00)",2016-09-20,2,0,0,0,20,1
2016-09-20 00:20:00,13,0,1,"[00:20:00,00:40:00)",2016-09-20,2,0,0,20,20,1
2016-09-20 00:40:00,7,0,1,"[00:40:00,01:00:00)",2016-09-20,2,0,0,40,20,1
2016-09-20 01:00:00,6,0,1,"[01:00:00,01:20:00)",2016-09-20,2,0,1,0,20,1
2016-09-20 01:20:00,5,0,1,"[01:20:00,01:40:00)",2016-09-20,2,0,1,20,20,1
2016-09-20 01:40:00,5,0,1,"[01:40:00,02:00:00)",2016-09-20,2,0,1,40,20,1
2016-09-20 02:00:00,6,0,1,"[02:00:00,02:20:00)",2016-09-20,2,0,2,0,20,1
2016-09-20 02:20:00,9,0,1,"[02:20:00,02:40:00)",2016-09-20,2,0,2,20,20,1
2016-09-20 02:40:00,7,0,1,"[02:40:00,03:00:00)",2016-09-20,2,0,2,40,20,1
2016-09-20 03:00:00,10,0,1,"[03:00:00,03:20:00)",2016-09-20,2,0,3,0,20,1
2016-09-20 03:20:00,8,0,1,"[03:20:00,03:40:00)",2016-09-20,2,0,3,20,20,1
2016-09-20 03:40:00,5,0,1,"[03:40:00,04:00:00)",2016-09-20,2,0,3,40,20,1
2016-09-20 04:00:00,11,0,1,"[04:00:00,04:20:00)",2016-09-20,2,0,4,0,20,1
2016-09-20 04:20:00,8,0,1,"[04:20:00,04:40:00)",2016-09-20,2,0,4,20,20,1
2016-09-20 04:40:00,15,0,1,"[04:40:00,05:00:00)",2016-09-20,2,0,4,40,20,1
2016-09-20 05:00:00,9,0,1,"[05:00:00,05:20:00)",2016-09-20,2,0,5,0,20,1
2016-09-20 05:20:00,4,0,1,"[05:20:00,05:40:00)",2016-09-20,2,0,5,20,20,1
2016-09-20 05:40:00,10,0,1,"[05:40:00,06:00:00)",2016-09-20,2,0,5,40,20,1
2016-09-20 06:00:00,13,0,1,"[06:00:00,06:20:00)",2016-09-20,2,0,6,0,20,1
2016-09-20 06:20:00,20,0,1,"[06:20:00,06:40:00)",2016-09-20,2,0,6,20,20,1
2016-09-20 06:40:00,29,0,1,"[06:40:00,07:00:00)",2016-09-20,2,0,6,40,20,1
2016-09-20 07:00:00,38,0,1,"[07:00:00,07:20:00)",2016-09-20,2,0,7,0,20,1
2016-09-20 07:20:00,30,0,1,"[07:20:00,07:40:00)",2016-09-20,2,0,7,20,20,1
2016-09-20 07:40:00,31,0,1,"[07:40:00,08:00:00)",2016-09-20,2,0,7,40,20,1
2016-09-20 08:00:00,53,0,1,"[08:00:00,08:20:00)",2016-09-20,2,0,8,0,20,1
2016-09-20 08:20:00,50,0,1,"[08:20:00,08:40:00)",2016-09-20,2,0,8,20,20,1
2016-09-20 08:40:00,45,0,1,"[08:40:00,09:00:00)",2016-09-20,2,0,8,40,20,1
2016-09-20 09:00:00,51,0,1,"[09:00:00,09:20:00)",2016-09-20,2,0,9,0,20,1
2016-09-20 09:20:00,68,0,1,"[09:20:00,09:40:00)",2016-09-20,2,0,9,20,20,1
2016-09-20 09:40:00,59,0,1,"[09:40:00,10:00:00)",2016-09-20,2,0,9,40,20,1
2016-09-20 10:00:00,56,0,1,"[10:00:00,10:20:00)",2016-09-20,2,0,10,0,20,1
2016-09-20 10:20:00,60,0,1,"[10:20:00,10:40:00)",2016-09-20,2,0,10,20,20,1
2016-09-20 10:40:00,63,0,1,"[10:40:00,11:00:00)",2016-09-20,2,0,10,40,20,1
2016-09-20 11:00:00,57,0,1,"[11:00:00,11:20:00)",2016-09-20,2,0,11,0,20,1
2016-09-20 11:20:00,64,0,1,"[11:20:00,11:40:00)",2016-09-20,2,0,11,20,20,1
2016-09-20 11:40:00,50,0,1,"[11:40:00,12:00:00)",2016-09-20,2,0,11,40,20,1
2016-09-20 12:00:00,53,0,1,"[12:00:00,12:20:00)",2016-09-20,2,0,12,0,20,0
2016-09-20 12:20:00,62,0,1,"[12:20:00,12:40:00)",2016-09-20,2,0,12,20,20,0
2016-09-20 12:40:00,75,0,1,"[12:40:00,13:00:00)",2016-09-20,2,0,12,40,20,0
2016-09-20 13:00:00,98,0,1,"[13:00:00,13:20:00)",2016-09-20,2,0,13,0,20,0
2016-09-20 13:20:00,82,0,1,"[13:20:00,13:40:00)",2016-09-20,2,0,13,20,20,0
2016-09-20 13:40:00,84,0,1,"[13:40:00,14:00:00)",2016-09-20,2,0,13,40,20,0
2016-09-20 14:00:00,81,0,1,"[14:00:00,14:20:00)",2016-09-20,2,0,14,0,20,0
2016-09-20 14:20:00,90,0,1,"[14:20:00,14:40:00)",2016-09-20,2,0,14,20,20,0
2016-09-20 14:40:00,67,0,1,"[14:40:00,15:00:00)",2016-09-20,2,0,14,40,20,0
2016-09-20 15:00:00,71,0,1,"[15:00:00,15:20:00)",2016-09-20,2,0,15,0,20,0
2016-09-20 15:20:00,64,0,1,"[15:20:00,15:40:00)",2016-09-20,2,0,15,20,20,0
2016-09-20 15:40:00,73,0,1,"[15:40:00,16:00:00)",2016-09-20,2,0,15,40,20,0
2016-09-20 16:00:00,48,0,1,"[16:00:00,16:20:00)",2016-09-20,2,0,16,0,20,0
2016-09-20 16:20:00,57,0,1,"[16:20:00,16:40:00)",2016-09-20,2,0,16,20,20,0
2016-09-20 16:40:00,48,0,1,"[16:40:00,17:00:00)",2016-09-20,2,0,16,40,20,0
2016-09-20 17:00:00,38,0,1,"[17:00:00,17:20:00)",2016-09-20,2,0,17,0,20,0
2016-09-20 17:20:00,42,0,1,"[17:20:00,17:40:00)",2016-09-20,2,0,17,20,20,0
2016-09-20 17:40:00,38,0,1,"[17:40:00,18:00:00)",2016-09-20,2,0,17,40,20,0
2016-09-20 18:00:00,26,0,1,"[18:00:00,18:20:00)",2016-09-20,2,0,18,0,20,0
2016-09-20 18:20:00,29,0,1,"[18:20:00,18:40:00)",2016-09-20,2,0,18,20,20,0
2016-09-20 18:40:00,20,0,1,"[18:40:00,19:00:00)",2016-09-20,2,0,18,40,20,0
2016-09-20 19:00:00,17,0,1,"[19:00:00,19:20:00)",2016-09-20,2,0,19,0,20,0
2016-09-20 19:20:00,29,0,1,"[19:20:00,19:40:00)",2016-09-20,2,0,19,20,20,0
2016-09-20 19:40:00,21,0,1,"[19:40:00,20:00:00)",2016-09-20,2,0,19,40,20,0
2016-09-20 20:00:00,12,0,1,"[20:00:00,20:20:00)",2016-09-20,2,0,20,0,20,0
2016-09-20 20:20:00,16,0,1,"[20:20:00,20:40:00)",2016-09-20,2,0,20,20,20,0
2016-09-20 20:40:00,16,0,1,"[20:40:00,21:00:00)",2016-09-20,2,0,20,40,20,0
2016-09-20 21:00:00,17,0,1,"[21:00:00,21:20:00)",2016-09-20,2,0,21,0,20,0
2016-09-20 21:20:00,29,0,1,"[21:20:00,21:40:00)",2016-09-20,2,0,21,20,20,0
2016-09-20 21:40:00,37,0,1,"[21:40:00,22:00:00)",2016-09-20,2,0,21,40,20,0
2016-09-20 22:00:00,30,0,1,"[22:00:00,22:20:00)",2016-09-20,2,0,22,0,20,0
2016-09-20 22:20:00,17,0,1,"[22:20:00,22:40:00)",2016-09-20,2,0,22,20,20,0
2016-09-20 22:40:00,19,0,1,"[22:40:00,23:00:00)",2016-09-20,2,0,22,40,20,0
2016-09-20 23:00:00,20,0,1,"[23:00:00,23:20:00)",2016-09-20,2,0,23,0,20,0
2016-09-20 23:20:00,7,0,1,"[23:20:00,23:40:00)",2016-09-20,2,0,23,20,20,0
2016-09-20 23:40:00,11,0,1,"[23:40:00,00:00:00)",2016-09-20,2,0,23,40,20,0
2016-09-21 00:00:00,12,0,1,"[00:00:00,00:20:00)",2016-09-21,3,0,0,0,21,1
2016-09-21 00:20:00,6,0,1,"[00:20:00,00:40:00)",2016-09-21,3,0,0,20,21,1
2016-09-21 00:40:00,7,0,1,"[00:40:00,01:00:00)",2016-09-21,3,0,0,40,21,1
2016-09-21 01:00:00,7,0,1,"[01:00:00,01:20:00)",2016-09-21,3,0,1,0,21,1
2016-09-21 01:20:00,4,0,1,"[01:20:00,01:40:00)",2016-09-21,3,0,1,20,21,1
2016-09-21 01:40:00,6,0,1,"[01:40:00,02:00:00)",2016-09-21,3,0,1,40,21,1
2016-09-21 02:00:00,6,0,1,"[02:00:00,02:20:00)",2016-09-21,3,0,2,0,21,1
2016-09-21 02:20:00,10,0,1,"[02:20:00,02:40:00)",2016-09-21,3,0,2,20,21,1
2016-09-21 02:40:00,6,0,1,"[02:40:00,03:00:00)",2016-09-21,3,0,2,40,21,1
2016-09-21 03:00:00,5,0,1,"[03:00:00,03:20:00)",2016-09-21,3,0,3,0,21,1
2016-09-21 03:20:00,6,0,1,"[03:20:00,03:40:00)",2016-09-21,3,0,3,20,21,1
2016-09-21 03:40:00,10,0,1,"[03:40:00,04:00:00)",2016-09-21,3,0,3,40,21,1
2016-09-21 04:00:00,16,0,1,"[04:00:00,04:20:00)",2016-09-21,3,0,4,0,21,1
2016-09-21 04:20:00,14,0,1,"[04:20:00,04:40:00)",2016-09-21,3,0,4,20,21,1
2016-09-21 04:40:00,11,0,1,"[04:40:00,05:00:00)",2016-09-21,3,0,4,40,21,1
2016-09-21 05:00:00,10,0,1,"[05:00:00,05:20:00)",2016-09-21,3,0,5,0,21,1
2016-09-21 05:20:00,14,0,1,"[05:20:00,05:40:00)",2016-09-21,3,0,5,20,21,1
2016-09-21 05:40:00,28,0,1,"[05:40:00,06:00:00)",2016-09-21,3,0,5,40,21,1
2016-09-21 06:00:00,36,0,1,"[06:00:00,06:20:00)",2016-09-21,3,0,6,0,21,1
2016-09-21 06:20:00,41,0,1,"[06:20:00,06:40:00)",2016-09-21,3,0,6,20,21,1
2016-09-21 06:40:00,75,0,1,"[06:40:00,07:00:00)",2016-09-21,3,0,6,40,21,1
2016-09-21 07:00:00,78,0,1,"[07:00:00,07:20:00)",2016-09-21,3,0,7,0,21,1
2016-09-21 07:20:00,84,0,1,"[07:20:00,07:40:00)",2016-09-21,3,0,7,20,21,1
2016-09-21 07:40:00,95,0,1,"[07:40:00,08:00:00)",2016-09-21,3,0,7,40,21,1
2016-09-21 08:00:00,122,0,1,"[08:00:00,08:20:00)",2016-09-21,3,0,8,0,21,1
2016-09-21 08:20:00,126,0,1,"[08:20:00,08:40:00)",2016-09-21,3,0,8,20,21,1
2016-09-21 08:40:00,77,0,1,"[08:40:00,09:00:00)",2016-09-21,3,0,8,40,21,1
2016-09-21 09:00:00,49,0,1,"[09:00:00,09:20:00)",2016-09-21,3,0,9,0,21,1
2016-09-21 09:20:00,55,0,1,"[09:20:00,09:40:00)",2016-09-21,3,0,9,20,21,1
2016-09-21 09:40:00,53,0,1,"[09:40:00,10:00:00)",2016-09-21,3,0,9,40,21,1
2016-09-21 10:00:00,36,0,1,"[10:00:00,10:20:00)",2016-09-21,3,0,10,0,21,1
2016-09-21 10:20:00,57,0,1,"[10:20:00,10:40:00)",2016-09-21,3,0,10,20,21,1
2016-09-21 10:40:00,37,0,1,"[10:40:00,11:00:00)",2016-09-21,3,0,10,40,21,1
2016-09-21 11:00:00,32,0,1,"[11:00:00,11:20:00)",2016-09-21,3,0,11,0,21,1
2016-09-21 11:20:00,27,0,1,"[11:20:00,11:40:00)",2016-09-21,3,0,11,20,21,1
2016-09-21 11:40:00,32,0,1,"[11:40:00,12:00:00)",2016-09-21,3,0,11,40,21,1
2016-09-21 12:00:00,45,0,1,"[12:00:00,12:20:00)",2016-09-21,3,0,12,0,21,0
2016-09-21 12:20:00,42,0,1,"[12:20:00,12:40:00)",2016-09-21,3,0,12,20,21,0
2016-09-21 12:40:00,38,0,1,"[12:40:00,13:00:00)",2016-09-21,3,0,12,40,21,0
2016-09-21 13:00:00,44,0,1,"[13:00:00,13:20:00)",2016-09-21,3,0,13,0,21,0
2016-09-21 13:20:00,41,0,1,"[13:20:00,13:40:00)",2016-09-21,3,0,13,20,21,0
2016-09-21 13:40:00,51,0,1,"[13:40:00,14:00:00)",2016-09-21,3,0,13,40,21,0
2016-09-21 14:00:00,53,0,1,"[14:00:00,14:20:00)",2016-09-21,3,0,14,0,21,0
2016-09-21 14:20:00,43,0,1,"[14:20:00,14:40:00)",2016-09-21,3,0,14,20,21,0
2016-09-21 14:40:00,54,0,1,"[14:40:00,15:00:00)",2016-09-21,3,0,14,40,21,0
2016-09-21 15:00:00,48,0,1,"[15:00:00,15:20:00)",2016-09-21,3,0,15,0,21,0
2016-09-21 15:20:00,46,0,1,"[15:20:00,15:40:00)",2016-09-21,3,0,15,20,21,0
2016-09-21 15:40:00,49,0,1,"[15:40:00,16:00:00)",2016-09-21,3,0,15,40,21,0
2016-09-21 16:00:00,46,0,1,"[16:00:00,16:20:00)",2016-09-21,3,0,16,0,21,0
2016-09-21 16:20:00,45,0,1,"[16:20:00,16:40:00)",2016-09-21,3,0,16,20,21,0
2016-09-21 16:40:00,46,0,1,"[16:40:00,17:00:00)",2016-09-21,3,0,16,40,21,0
2016-09-21 17:00:00,47,0,1,"[17:00:00,17:20:00)",2016-09-21,3,0,17,0,21,0
2016-09-21 17:20:00,35,0,1,"[17:20:00,17:40:00)",2016-09-21,3,0,17,20,21,0
2016-09-21 17:40:00,20,0,1,"[17:40:00,18:00:00)",2016-09-21,3,0,17,40,21,0
2016-09-21 18:00:00,20,0,1,"[18:00:00,18:20:00)",2016-09-21,3,0,18,0,21,0
2016-09-21 18:20:00,20,0,1,"[18:20:00,18:40:00)",2016-09-21,3,0,18,20,21,0
2016-09-21 18:40:00,24,0,1,"[18:40:00,19:00:00)",2016-09-21,3,0,18,40,21,0
2016-09-21 19:00:00,19,0,1,"[19:00:00,19:20:00)",2016-09-21,3,0,19,0,21,0
2016-09-21 19:20:00,19,0,1,"[19:20:00,19:40:00)",2016-09-21,3,0,19,20,21,0
2016-09-21 19:40:00,25,0,1,"[19:40:00,20:00:00)",2016-09-21,3,0,19,40,21,0
2016-09-21 20:00:00,20,0,1,"[20:00:00,20:20:00)",2016-09-21,3,0,20,0,21,0
2016-09-21 20:20:00,15,0,1,"[20:20:00,20:40:00)",2016-09-21,3,0,20,20,21,0
2016-09-21 20:40:00,30,0,1,"[20:40:00,21:00:00)",2016-09-21,3,0,20,40,21,0
2016-09-21 21:00:00,13,0,1,"[21:00:00,21:20:00)",2016-09-21,3,0,21,0,21,0
2016-09-21 21:20:00,18,0,1,"[21:20:00,21:40:00)",2016-09-21,3,0,21,20,21,0
2016-09-21 21:40:00,11,0,1,"[21:40:00,22:00:00)",2016-09-21,3,0,21,40,21,0
2016-09-21 22:00:00,11,0,1,"[22:00:00,22:20:00)",2016-09-21,3,0,22,0,21,0
2016-09-21 22:20:00,8,0,1,"[22:20:00,22:40:00)",2016-09-21,3,0,22,20,21,0
2016-09-21 22:40:00,7,0,1,"[22:40:00,23:00:00)",2016-09-21,3,0,22,40,21,0
2016-09-21 23:00:00,19,0,1,"[23:00:00,23:20:00)",2016-09-21,3,0,23,0,21,0
2016-09-21 23:20:00,13,0,1,"[23:20:00,23:40:00)",2016-09-21,3,0,23,20,21,0
2016-09-21 23:40:00,16,0,1,"[23:40:00,00:00:00)",2016-09-21,3,0,23,40,21,0
2016-09-22 00:00:00,17,0,1,"[00:00:00,00:20:00)",2016-09-22,4,0,0,0,22,1
2016-09-22 00:20:00,5,0,1,"[00:20:00,00:40:00)",2016-09-22,4,0,0,20,22,1
2016-09-22 00:40:00,16,0,1,"[00:40:00,01:00:00)",2016-09-22,4,0,0,40,22,1
2016-09-22 01:00:00,6,0,1,"[01:00:00,01:20:00)",2016-09-22,4,0,1,0,22,1
2016-09-22 01:20:00,9,0,1,"[01:20:00,01:40:00)",2016-09-22,4,0,1,20,22,1
2016-09-22 01:40:00,12,0,1,"[01:40:00,02:00:00)",2016-09-22,4,0,1,40,22,1
2016-09-22 02:00:00,4,0,1,"[02:00:00,02:20:00)",2016-09-22,4,0,2,0,22,1
2016-09-22 02:20:00,8,0,1,"[02:20:00,02:40:00)",2016-09-22,4,0,2,20,22,1
2016-09-22 02:40:00,10,0,1,"[02:40:00,03:00:00)",2016-09-22,4,0,2,40,22,1
2016-09-22 03:00:00,7,0,1,"[03:00:00,03:20:00)",2016-09-22,4,0,3,0,22,1
2016-09-22 03:20:00,8,0,1,"[03:20:00,03:40:00)",2016-09-22,4,0,3,20,22,1
2016-09-22 03:40:00,6,0,1,"[03:40:00,04:00:00)",2016-09-22,4,0,3,40,22,1
2016-09-22 04:00:00,4,0,1,"[04:00:00,04:20:00)",2016-09-22,4,0,4,0,22,1
2016-09-22 04:20:00,10,0,1,"[04:20:00,04:40:00)",2016-09-22,4,0,4,20,22,1
2016-09-22 04:40:00,11,0,1,"[04:40:00,05:00:00)",2016-09-22,4,0,4,40,22,1
2016-09-22 05:00:00,5,0,1,"[05:00:00,05:20:00)",2016-09-22,4,0,5,0,22,1
2016-09-22 05:20:00,2,0,1,"[05:20:00,05:40:00)",2016-09-22,4,0,5,20,22,1
2016-09-22 05:40:00,3,0,1,"[05:40:00,06:00:00)",2016-09-22,4,0,5,40,22,1
2016-09-22 06:00:00,6,0,1,"[06:00:00,06:20:00)",2016-09-22,4,0,6,0,22,1
2016-09-22 06:20:00,10,0,1,"[06:20:00,06:40:00)",2016-09-22,4,0,6,20,22,1
2016-09-22 06:40:00,36,0,1,"[06:40:00,07:00:00)",2016-09-22,4,0,6,40,22,1
2016-09-22 07:00:00,28,0,1,"[07:00:00,07:20:00)",2016-09-22,4,0,7,0,22,1
2016-09-22 07:20:00,40,0,1,"[07:20:00,07:40:00)",2016-09-22,4,0,7,20,22,1
2016-09-22 07:40:00,34,0,1,"[07:40:00,08:00:00)",2016-09-22,4,0,7,40,22,1
2016-09-22 08:00:00,50,0,1,"[08:00:00,08:20:00)",2016-09-22,4,0,8,0,22,1
2016-09-22 08:20:00,58,0,1,"[08:20:00,08:40:00)",2016-09-22,4,0,8,20,22,1
2016-09-22 08:40:00,51,0,1,"[08:40:00,09:00:00)",2016-09-22,4,0,8,40,22,1
2016-09-22 09:00:00,43,0,1,"[09:00:00,09:20:00)",2016-09-22,4,0,9,0,22,1
2016-09-22 09:20:00,52,0,1,"[09:20:00,09:40:00)",2016-09-22,4,0,9,20,22,1
2016-09-22 09:40:00,59,0,1,"[09:40:00,10:00:00)",2016-09-22,4,0,9,40,22,1
2016-09-22 10:00:00,47,0,1,"[10:00:00,10:20:00)",2016-09-22,4,0,10,0,22,1
2016-09-22 10:20:00,49,0,1,"[10:20:00,10:40:00)",2016-09-22,4,0,10,20,22,1
2016-09-22 10:40:00,43,0,1,"[10:40:00,11:00:00)",2016-09-22,4,0,10,40,22,1
2016-09-22 11:00:00,27,0,1,"[11:00:00,11:20:00)",2016-09-22,4,0,11,0,22,1
2016-09-22 11:20:00,35,0,1,"[11:20:00,11:40:00)",2016-09-22,4,0,11,20,22,1
2016-09-22 11:40:00,49,0,1,"[11:40:00,12:00:00)",2016-09-22,4,0,11,40,22,1
2016-09-22 12:00:00,34,0,1,"[12:00:00,12:20:00)",2016-09-22,4,0,12,0,22,0
2016-09-22 12:20:00,43,0,1,"[12:20:00,12:40:00)",2016-09-22,4,0,12,20,22,0
2016-09-22 12:40:00,41,0,1,"[12:40:00,13:00:00)",2016-09-22,4,0,12,40,22,0
2016-09-22 13:00:00,46,0,1,"[13:00:00,13:20:00)",2016-09-22,4,0,13,0,22,0
2016-09-22 13:20:00,64,0,1,"[13:20:00,13:40:00)",2016-09-22,4,0,13,20,22,0
2016-09-22 13:40:00,41,0,1,"[13:40:00,14:00:00)",2016-09-22,4,0,13,40,22,0
2016-09-22 14:00:00,58,0,1,"[14:00:00,14:20:00)",2016-09-22,4,0,14,0,22,0
2016-09-22 14:20:00,41,0,1,"[14:20:00,14:40:00)",2016-09-22,4,0,14,20,22,0
2016-09-22 14:40:00,33,0,1,"[14:40:00,15:00:00)",2016-09-22,4,0,14,40,22,0
2016-09-22 15:00:00,61,0,1,"[15:00:00,15:20:00)",2016-09-22,4,0,15,0,22,0
