time_start,volume,direction,tollgate_id,time_window,date,weekday,weekend,hour,day,am_pm,volume_anterior,volume_anterior_2,media_volume,desvio_padrao
2016-09-19 15:30:00,51,0,1,"[15:30:00,15:50:00)",2016-09-19,1,0,15,19,0,42.0,57.0,47.8,6.1400325732034995
2016-09-19 15:50:00,44,0,1,"[15:50:00,16:10:00)",2016-09-19,1,0,15,19,0,51.0,42.0,43.6,4.979959839195494
2016-09-19 16:10:00,46,0,1,"[16:10:00,16:30:00)",2016-09-19,1,0,16,19,0,44.0,51.0,51.2,10.709808588392232
2016-09-19 16:30:00,41,0,1,"[16:30:00,16:50:00)",2016-09-19,1,0,16,19,0,46.0,44.0,47.0,5.431390245600108
2016-09-19 16:50:00,49,0,1,"[16:50:00,17:10:00)",2016-09-19,1,0,16,19,0,41.0,46.0,40.0,8.396427811873332
2016-09-19 17:10:00,37,0,1,"[17:10:00,17:30:00)",2016-09-19,1,0,17,19,0,49.0,41.0,36.4,5.366563145999495
2016-09-19 17:30:00,29,0,1,"[17:30:00,17:50:00)",2016-09-19,1,0,17,19,0,37.0,49.0,30.0,7.106335201775948
2016-09-19 17:50:00,27,0,1,"[17:50:00,18:10:00)",2016-09-19,1,0,17,19,0,29.0,37.0,24.0,9.9498743710662
2016-09-19 18:10:00,31,0,1,"[18:10:00,18:30:00)",2016-09-19,1,0,18,19,0,27.0,29.0,24.0,7.106335201775948
2016-09-19 18:30:00,23,0,1,"[18:30:00,18:50:00)",2016-09-19,1,0,18,19,0,31.0,27.0,22.4,3.974921382870358
2016-09-19 18:50:00,17,0,1,"[18:50:00,19:10:00)",2016-09-19,1,0,18,19,0,23.0,31.0,21.8,5.449770637375485
2016-09-19 19:10:00,13,0,1,"[19:10:00,19:30:00)",2016-09-19,1,0,19,19,0,17.0,23.0,17.4,3.209361307176242
2016-09-19 19:30:00,29,0,1,"[19:30:00,19:50:00)",2016-09-19,1,0,19,19,0,13.0,17.0,20.4,5.727128425310541
2016-09-19 19:50:00,19,0,1,"[19:50:00,20:10:00)",2016-09-19,1,0,19,19,0,29.0,13.0,17.2,5.974947698515862
2016-09-19 20:10:00,21,0,1,"[20:10:00,20:30:00)",2016-09-19,1,0,20,19,0,19.0,29.0,16.6,5.594640292279746
2016-09-19 20:30:00,11,0,1,"[20:30:00,20:50:00)",2016-09-19,1,0,20,19,0,21.0,19.0,18.8,5.630275304103699
2016-09-19 20:50:00,20,0,1,"[20:50:00,21:10:00)",2016-09-19,1,0,20,19,0,11.0,21.0,17.6,3.286335345030997
2016-09-19 21:10:00,16,0,1,"[21:10:00,21:30:00)",2016-09-19,1,0,21,19,0,20.0,11.0,16.4,2.5099800796022267
2016-09-19 21:30:00,16,0,1,"[21:30:00,21:50:00)",2016-09-19,1,0,21,19,0,16.0,20.0,14.8,1.0954451150103324
2016-09-19 21:50:00,4,0,1,"[21:50:00,22:10:00)",2016-09-19,1,0,21,19,0,16.0,16.0,10.8,4.43846820423443
2016-09-19 22:10:00,3,0,1,"[22:10:00,22:30:00)",2016-09-19,1,0,22,19,0,4.0,16.0,7.0,2.9154759474226504
2016-09-19 22:30:00,10,0,1,"[22:30:00,22:50:00)",2016-09-19,1,0,22,19,0,3.0,4.0,8.4,1.8165902124584952
2016-09-19 22:50:00,0,0,1,"[22:50:00,23:10:00)",2016-09-19,1,0,22,19,0,10.0,3.0,5.6,4.8270073544588685
2016-09-19 23:10:00,2,0,1,"[23:10:00,23:30:00)",2016-09-19,1,0,23,19,0,0.0,10.0,4.4,3.5777087639996634
2016-09-19 23:30:00,10,0,1,"[23:30:00,23:50:00)",2016-09-19,1,0,23,19,0,2.0,0.0,5.4,2.8809720581775866
2016-09-19 23:50:00,11,0,1,"[23:50:00,00:00:00)",2016-09-19,1,0,23,19,0,10.0,2.0,8.25,2.217355782608345
2016-09-20 00:10:00,11,0,1,"[00:10:00,00:30:00)",2016-09-20,2,0,0,20,1,11.0,10.0,11.75,4.9916597106239795
2016-09-20 00:30:00,10,0,1,"[00:30:00,00:50:00)",2016-09-20,2,0,0,20,1,11.0,11.0,12.5,4.43471156521669
2016-09-20 00:50:00,7,0,1,"[00:50:00,01:10:00)",2016-09-20,2,0,0,20,1,10.0,11.0,6.5,2.886751345948129
2016-09-20 01:10:00,6,0,1,"[01:10:00,01:30:00)",2016-09-20,2,0,1,20,1,7.0,10.0,7.75,3.304037933599835
2016-09-20 01:30:00,3,0,1,"[01:30:00,01:50:00)",2016-09-20,2,0,1,20,1,6.0,7.0,7.25,3.095695936834452
2016-09-20 01:50:00,7,0,1,"[01:50:00,02:10:00)",2016-09-20,2,0,1,20,1,3.0,6.0,5.25,1.2583057392117916
2016-09-20 02:10:00,9,0,1,"[02:10:00,02:30:00)",2016-09-20,2,0,2,20,1,7.0,3.0,7.25,1.2583057392117918
2016-09-20 02:30:00,7,0,1,"[02:30:00,02:50:00)",2016-09-20,2,0,2,20,1,9.0,7.0,7.25,1.2583057392117916
2016-09-20 02:50:00,8,0,1,"[02:50:00,03:10:00)",2016-09-20,2,0,2,20,1,7.0,9.0,8.25,2.362907813126304
2016-09-20 03:10:00,8,0,1,"[03:10:00,03:30:00)",2016-09-20,2,0,3,20,1,8.0,7.0,7.25,2.217355782608345
2016-09-20 03:30:00,6,0,1,"[03:30:00,03:50:00)",2016-09-20,2,0,3,20,1,8.0,8.0,5.5,1.2909944487358056
2016-09-20 03:50:00,10,0,1,"[03:50:00,04:10:00)",2016-09-20,2,0,3,20,1,6.0,8.0,9.75,3.304037933599835
2016-09-20 04:10:00,9,0,1,"[04:10:00,04:30:00)",2016-09-20,2,0,4,20,1,10.0,6.0,8.75,1.2583057392117918
2016-09-20 04:30:00,8,0,1,"[04:30:00,04:50:00)",2016-09-20,2,0,4,20,1,9.0,10.0,11.75,2.8722813232690143
2016-09-20 04:50:00,18,0,1,"[04:50:00,05:10:00)",2016-09-20,2,0,4,20,1,8.0,9.0,11.5,6.3508529610858835
2016-09-20 05:10:00,4,0,1,"[05:10:00,05:30:00)",2016-09-20,2,0,5,20,1,18.0,8.0,5.5,1.2909944487358056
2016-09-20 05:30:00,7,0,1,"[05:30:00,05:50:00)",2016-09-20,2,0,5,20,1,4.0,18.0,7.5,4.654746681256314
2016-09-20 05:50:00,11,0,1,"[05:50:00,06:10:00)",2016-09-20,2,0,5,20,1,7.0,4.0,8.0,2.1602468994692865
2016-09-20 06:10:00,17,0,1,"[06:10:00,06:30:00)",2016-09-20,2,0,6,20,1,11.0,7.0,15.0,2.160246899469287
2016-09-20 06:30:00,18,0,1,"[06:30:00,06:50:00)",2016-09-20,2,0,6,20,1,17.0,11.0,22.5,6.137317546507322
2016-09-20 06:50:00,36,0,1,"[06:50:00,07:10:00)",2016-09-20,2,0,6,20,1,18.0,17.0,28.5,6.244997998398399
2016-09-20 07:10:00,35,0,1,"[07:10:00,07:30:00)",2016-09-20,2,0,7,20,1,36.0,18.0,42.0,16.062378404209014
2016-09-20 07:30:00,32,0,1,"[07:30:00,07:50:00)",2016-09-20,2,0,7,20,1,35.0,36.0,42.25,9.322910847297997
2016-09-20 07:50:00,48,0,1,"[07:50:00,08:10:00)",2016-09-20,2,0,7,20,1,32.0,35.0,47.75,4.645786621588784
2016-09-20 08:10:00,43,0,1,"[08:10:00,08:30:00)",2016-09-20,2,0,8,20,1,48.0,32.0,46.0,4.69041575982343
2016-09-20 08:30:00,50,0,1,"[08:30:00,08:50:00)",2016-09-20,2,0,8,20,1,43.0,48.0,52.0,3.366501646120693
2016-09-20 08:50:00,56,0,1,"[08:50:00,09:10:00)",2016-09-20,2,0,8,20,1,50.0,43.0,52.5,9.291573243177568
2016-09-20 09:10:00,55,0,1,"[09:10:00,09:30:00)",2016-09-20,2,0,9,20,1,56.0,50.0,51.0,5.228129047119374
2016-09-20 09:30:00,68,0,1,"[09:30:00,09:50:00)",2016-09-20,2,0,9,20,1,55.0,56.0,54.75,15.0858653491715
2016-09-20 09:50:00,52,0,1,"[09:50:00,10:10:00)",2016-09-20,2,0,9,20,1,68.0,55.0,45.75,6.448514040717701
2016-09-20 10:10:00,67,0,1,"[10:10:00,10:30:00)",2016-09-20,2,0,10,20,1,52.0,68.0,46.75,14.174507634012077
2016-09-20 10:30:00,44,0,1,"[10:30:00,10:50:00)",2016-09-20,2,0,10,20,1,67.0,52.0,46.25,9.535023160258536
2016-09-20 10:50:00,72,0,1,"[10:50:00,11:10:00)",2016-09-20,2,0,10,20,1,44.0,67.0,50.25,14.773286702694158
2016-09-20 11:10:00,56,0,1,"[11:10:00,11:30:00)",2016-09-20,2,0,11,20,1,72.0,44.0,40.5,10.661457061146317
2016-09-20 11:30:00,55,0,1,"[11:30:00,11:50:00)",2016-09-20,2,0,11,20,1,56.0,72.0,45.75,6.800735254367722
2016-09-20 11:50:00,49,0,1,"[11:50:00,12:10:00)",2016-09-20,2,0,11,20,1,55.0,56.0,38.75,8.73212459828649
2016-09-20 12:10:00,58,0,1,"[12:10:00,12:30:00)",2016-09-20,2,0,12,20,0,49.0,55.0,41.0,11.747340124470732
2016-09-20 12:30:00,70,0,1,"[12:30:00,12:50:00)",2016-09-20,2,0,12,20,0,58.0,49.0,52.25,12.284814474246922
2016-09-20 12:50:00,88,0,1,"[12:50:00,13:10:00)",2016-09-20,2,0,12,20,0,70.0,58.0,59.0,19.493588689617926
2016-09-20 13:10:00,95,0,1,"[13:10:00,13:30:00)",2016-09-20,2,0,13,20,0,88.0,70.0,57.5,26.185237571323782
2016-09-20 13:30:00,78,0,1,"[13:30:00,13:50:00)",2016-09-20,2,0,13,20,0,95.0,88.0,57.0,19.44222209522358
2016-09-20 13:50:00,79,0,1,"[13:50:00,14:10:00)",2016-09-20,2,0,13,20,0,78.0,95.0,57.25,23.641418457162562
2016-09-20 14:10:00,87,0,1,"[14:10:00,14:30:00)",2016-09-20,2,0,14,20,0,79.0,78.0,52.5,23.4022790912908
2016-09-20 14:30:00,82,0,1,"[14:30:00,14:50:00)",2016-09-20,2,0,14,20,0,87.0,79.0,55.0,18.2208671582886
2016-09-20 14:50:00,65,0,1,"[14:50:00,15:10:00)",2016-09-20,2,0,14,20,0,82.0,87.0,56.0,13.21615173439934
2016-09-20 15:10:00,72,0,1,"[15:10:00,15:30:00)",2016-09-20,2,0,15,20,0,65.0,82.0,47.25,16.560495161679196
2016-09-20 15:30:00,66,0,1,"[15:30:00,15:50:00)",2016-09-20,2,0,15,20,0,72.0,65.0,49.25,14.314910641239317
2016-09-20 15:50:00,70,0,1,"[15:50:00,16:10:00)",2016-09-20,2,0,15,20,0,66.0,72.0,55.75,10.210288928331067
2016-09-20 16:10:00,45,0,1,"[16:10:00,16:30:00)",2016-09-20,2,0,16,20,0,70.0,66.0,50.0,9.41629792788369
2016-09-20 16:30:00,52,0,1,"[16:30:00,16:50:00)",2016-09-20,2,0,16,20,0,45.0,70.0,50.25,5.852349955359813
2016-09-20 16:50:00,41,0,1,"[16:50:00,17:10:00)",2016-09-20,2,0,16,20,0,52.0,45.0,42.25,5.5
2016-09-20 17:10:00,38,0,1,"[17:10:00,17:30:00)",2016-09-20,2,0,17,20,0,41.0,52.0,42.5,6.454972243679028
2016-09-20 17:30:00,45,0,1,"[17:30:00,17:50:00)",2016-09-20,2,0,17,20,0,38.0,41.0,43.75,23.34345018772218
2016-09-20 17:50:00,34,0,1,"[17:50:00,18:10:00)",2016-09-20,2,0,17,20,0,45.0,38.0,28.0,4.898979485566356
2016-09-20 18:10:00,28,0,1,"[18:10:00,18:30:00)",2016-09-20,2,0,18,20,0,34.0,45.0,26.25,1.707825127659933
2016-09-20 18:30:00,22,0,1,"[18:30:00,18:50:00)",2016-09-20,2,0,18,20,0,28.0,34.0,22.25,6.849574196011505
2016-09-20 18:50:00,20,0,1,"[18:50:00,19:10:00)",2016-09-20,2,0,18,20,0,22.0,28.0,22.25,2.8722813232690143
2016-09-20 19:10:00,22,0,1,"[19:10:00,19:30:00)",2016-09-20,2,0,19,20,0,20.0,22.0,28.75,12.893796958227625
2016-09-20 19:30:00,21,0,1,"[19:30:00,19:50:00)",2016-09-20,2,0,19,20,0,22.0,20.0,27.0,7.615773105863909
2016-09-20 19:50:00,16,0,1,"[19:50:00,20:10:00)",2016-09-20,2,0,19,20,0,21.0,22.0,29.75,22.485180304665857
2016-09-20 20:10:00,16,0,1,"[20:10:00,20:30:00)",2016-09-20,2,0,20,20,0,16.0,21.0,22.5,13.820274961085254
2016-09-20 20:30:00,19,0,1,"[20:30:00,20:50:00)",2016-09-20,2,0,20,20,0,16.0,16.0,25.5,15.716233645501712
2016-09-20 20:50:00,17,0,1,"[20:50:00,21:10:00)",2016-09-20,2,0,20,20,0,19.0,16.0,19.75,8.920949127381757
2016-09-20 21:10:00,20,0,1,"[21:10:00,21:30:00)",2016-09-20,2,0,21,20,0,17.0,19.0,24.75,11.528949070347508
2016-09-20 21:30:00,32,0,1,"[21:30:00,21:50:00)",2016-09-20,2,0,21,20,0,20.0,17.0,19.75,12.473304828045105
2016-09-20 21:50:00,38,0,1,"[21:50:00,22:10:00)",2016-09-20,2,0,21,20,0,32.0,20.0,19.75,15.01943185787443
2016-09-20 22:10:00,22,0,1,"[22:10:00,22:30:00)",2016-09-20,2,0,22,20,0,38.0,32.0,16.25,9.776672917374976
2016-09-20 22:30:00,16,0,1,"[22:30:00,22:50:00)",2016-09-20,2,0,22,20,0,22.0,38.0,9.5,6.454972243679028
2016-09-20 22:50:00,23,0,1,"[22:50:00,23:10:00)",2016-09-20,2,0,22,20,0,16.0,22.0,13.0,6.97614984548545
2016-09-20 23:10:00,13,0,1,"[23:10:00,23:30:00)",2016-09-20,2,0,23,20,0,23.0,16.0,11.25,4.349329450233296
2016-09-20 23:30:00,3,0,1,"[23:30:00,23:50:00)",2016-09-20,2,0,23,20,0,13.0,23.0,4.25,2.5
2016-09-20 23:50:00,17,0,1,"[23:50:00,00:00:00)",2016-09-20,2,0,23,20,0,3.0,13.0,8.5,6.855654600401044
2016-09-21 00:10:00,7,0,1,"[00:10:00,00:30:00)",2016-09-21,3,0,0,21,1,17.0,3.0,8.25,2.5
2016-09-21 00:30:00,8,0,1,"[00:30:00,00:50:00)",2016-09-21,3,0,0,21,1,7.0,17.0,9.75,2.362907813126304
2016-09-21 00:50:00,6,0,1,"[00:50:00,01:10:00)",2016-09-21,3,0,0,21,1,8.0,7.0,8.75,2.6299556396765835
2016-09-21 01:10:00,5,0,1,"[01:10:00,01:30:00)",2016-09-21,3,0,1,21,1,6.0,8.0,8.0,3.559026084010437
2016-09-21 01:30:00,5,0,1,"[01:30:00,01:50:00)",2016-09-21,3,0,1,21,1,5.0,6.0,6.75,1.707825127659933
2016-09-21 01:50:00,6,0,1,"[01:50:00,02:10:00)",2016-09-21,3,0,1,21,1,5.0,5.0,6.75,2.5
2016-09-21 02:10:00,8,0,1,"[02:10:00,02:30:00)",2016-09-21,3,0,2,21,1,6.0,5.0,7.25,0.9574271077563381
2016-09-21 02:30:00,8,0,1,"[02:30:00,02:50:00)",2016-09-21,3,0,2,21,1,8.0,6.0,6.75,1.5
2016-09-21 02:50:00,5,0,1,"[02:50:00,03:10:00)",2016-09-21,3,0,2,21,1,8.0,8.0,7.75,3.774917217635375
2016-09-21 03:10:00,7,0,1,"[03:10:00,03:30:00)",2016-09-21,3,0,3,21,1,5.0,8.0,7.0,0.8164965809277259
2016-09-21 03:30:00,6,0,1,"[03:30:00,03:50:00)",2016-09-21,3,0,3,21,1,7.0,5.0,9.75,4.349329450233296
2016-09-21 03:50:00,15,0,1,"[03:50:00,04:10:00)",2016-09-21,3,0,3,21,1,6.0,7.0,10.0,4.242640687119286
2016-09-21 04:10:00,12,0,1,"[04:10:00,04:30:00)",2016-09-21,3,0,4,21,1,15.0,6.0,8.25,2.8722813232690143
2016-09-21 04:30:00,14,0,1,"[04:30:00,04:50:00)",2016-09-21,3,0,4,21,1,12.0,15.0,9.75,3.095695936834452
2016-09-21 04:50:00,12,0,1,"[04:50:00,05:10:00)",2016-09-21,3,0,4,21,1,14.0,12.0,12.25,5.560275772537426
2016-09-21 05:10:00,10,0,1,"[05:10:00,05:30:00)",2016-09-21,3,0,5,21,1,12.0,14.0,9.25,7.804912982645398
2016-09-21 05:30:00,24,0,1,"[05:30:00,05:50:00)",2016-09-21,3,0,5,21,1,10.0,12.0,15.25,10.812801055539063
2016-09-21 05:50:00,31,0,1,"[05:50:00,06:10:00)",2016-09-21,3,0,5,21,1,24.0,10.0,17.75,12.093386622447824
2016-09-21 06:10:00,37,0,1,"[06:10:00,06:30:00)",2016-09-21,3,0,6,21,1,31.0,24.0,24.5,13.30413469565007
2016-09-21 06:30:00,60,0,1,"[06:30:00,06:50:00)",2016-09-21,3,0,6,21,1,37.0,31.0,35.75,23.641418457162562
2016-09-21 06:50:00,61,0,1,"[06:50:00,07:10:00)",2016-09-21,3,0,6,21,1,60.0,37.0,41.5,19.739976359323904
2016-09-21 07:10:00,91,0,1,"[07:10:00,07:30:00)",2016-09-21,3,0,7,21,1,61.0,60.0,59.5,39.98749804626441
2016-09-21 07:30:00,92,0,1,"[07:30:00,07:50:00)",2016-09-21,3,0,7,21,1,91.0,61.0,63.0,30.133038346638727
2016-09-21 07:50:00,112,0,1,"[07:50:00,08:10:00)",2016-09-21,3,0,7,21,1,92.0,91.0,81.25,37.8714932369982
2016-09-21 08:10:00,117,0,1,"[08:10:00,08:30:00)",2016-09-21,3,0,8,21,1,112.0,92.0,83.5,44.710177812216315
2016-09-21 08:30:00,117,0,1,"[08:30:00,08:50:00)",2016-09-21,3,0,8,21,1,117.0,112.0,91.75,39.59271818571356
2016-09-21 08:50:00,56,0,1,"[08:50:00,09:10:00)",2016-09-21,3,0,8,21,1,117.0,117.0,62.0,27.940412786261174
2016-09-21 09:10:00,52,0,1,"[09:10:00,09:30:00)",2016-09-21,3,0,9,21,1,56.0,117.0,65.0,35.4964786985977
2016-09-21 09:30:00,58,0,1,"[09:30:00,09:50:00)",2016-09-21,3,0,9,21,1,52.0,56.0,69.0,36.34097778908359
2016-09-21 09:50:00,43,0,1,"[09:50:00,10:10:00)",2016-09-21,3,0,9,21,1,58.0,52.0,63.0,41.125823193382196
2016-09-21 10:10:00,30,0,1,"[10:10:00,10:30:00)",2016-09-21,3,0,10,21,1,43.0,58.0,54.5,27.03701166919155
2016-09-21 10:30:00,64,0,1,"[10:30:00,10:50:00)",2016-09-21,3,0,10,21,1,30.0,43.0,61.75,31.244999599935987
2016-09-21 10:50:00,29,0,1,"[10:50:00,11:10:00)",2016-09-21,3,0,10,21,1,64.0,30.0,53.0,36.25833237569906
2016-09-21 11:10:00,30,0,1,"[11:10:00,11:30:00)",2016-09-21,3,0,11,21,1,29.0,64.0,47.75,21.468969855739857
2016-09-21 11:30:00,26,0,1,"[11:30:00,11:50:00)",2016-09-21,3,0,11,21,1,30.0,29.0,43.25,24.12985702402731
2016-09-21 11:50:00,42,0,1,"[11:50:00,12:10:00)",2016-09-21,3,0,11,21,1,26.0,30.0,50.5,22.47220505424423
2016-09-21 12:10:00,39,0,1,"[12:10:00,12:30:00)",2016-09-21,3,0,12,21,0,42.0,26.0,53.5,29.28594657283023
2016-09-21 12:30:00,41,0,1,"[12:30:00,12:50:00)",2016-09-21,3,0,12,21,0,39.0,42.0,55.25,25.223996511258875
2016-09-21 12:50:00,42,0,1,"[12:50:00,13:10:00)",2016-09-21,3,0,12,21,0,41.0,39.0,56.0,28.751811537130433
2016-09-21 13:10:00,47,0,1,"[13:10:00,13:30:00)",2016-09-21,3,0,13,21,0,42.0,41.0,57.25,33.52983745859798
2016-09-21 13:30:00,45,0,1,"[13:30:00,13:50:00)",2016-09-21,3,0,13,21,0,47.0,42.0,60.0,28.011902232205983
2016-09-21 13:50:00,54,0,1,"[13:50:00,14:10:00)",2016-09-21,3,0,13,21,0,45.0,47.0,61.5,27.63451947595012
2016-09-21 14:10:00,49,0,1,"[14:10:00,14:30:00)",2016-09-21,3,0,14,21,0,54.0,45.0,59.0,27.760883751542686
2016-09-21 14:30:00,43,0,1,"[14:30:00,14:50:00)",2016-09-21,3,0,14,21,0,49.0,54.0,54.0,28.225284173355398
2016-09-21 14:50:00,56,0,1,"[14:50:00,15:10:00)",2016-09-21,3,0,14,21,0,43.0,49.0,62.5,23.28805129961142
2016-09-21 15:10:00,50,0,1,"[15:10:00,15:30:00)",2016-09-21,3,0,15,21,0,56.0,43.0,51.75,27.366341857593365
2016-09-21 15:30:00,39,0,1,"[15:30:00,15:50:00)",2016-09-21,3,0,15,21,0,50.0,56.0,59.75,29.522590220597742
2016-09-21 15:50:00,47,0,1,"[15:50:00,16:10:00)",2016-09-21,3,0,15,21,0,39.0,50.0,57.5,20.663978319771825
2016-09-21 16:10:00,47,0,1,"[16:10:00,16:30:00)",2016-09-21,3,0,16,21,0,47.0,39.0,57.5,33.28162656281491
2016-09-21 16:30:00,45,0,1,"[16:30:00,16:50:00)",2016-09-21,3,0,16,21,0,47.0,47.0,49.75,12.632629707758133
2016-09-21 16:50:00,47,0,1,"[16:50:00,17:10:00)",2016-09-21,3,0,16,21,0,45.0,47.0,37.0,8.981462390204987
