tollgate_id,time_window,direction,volume,time,date,hour,miniute
1,2016-09-19 17:35:00,0,31,2016-09-19 17:35:00,2016-09-19,17,35
1,2016-09-19 17:55:00,0,26,2016-09-19 17:55:00,2016-09-19,17,55
1,2016-09-19 18:15:00,0,29,2016-09-19 18:15:00,2016-09-19,18,15
1,2016-09-19 18:35:00,0,21,2016-09-19 18:35:00,2016-09-19,18,35
1,2016-09-19 18:55:00,0,16,2016-09-19 18:55:00,2016-09-19,18,55
1,2016-09-19 19:15:00,0,13,2016-09-19 19:15:00,2016-09-19,19,15
1,2016-09-19 19:35:00,0,33,2016-09-19 19:35:00,2016-09-19,19,35
1,2016-09-19 19:55:00,0,19,2016-09-19 19:55:00,2016-09-19,19,55
1,2016-09-19 20:15:00,0,15,2016-09-19 20:15:00,2016-09-19,20,15
1,2016-09-19 20:35:00,0,16,2016-09-19 20:35:00,2016-09-19,20,35
1,2016-09-19 20:55:00,0,18,2016-09-19 20:55:00,2016-09-19,20,55
1,2016-09-19 21:15:00,0,17,2016-09-19 21:15:00,2016-09-19,21,15
1,2016-09-19 21:35:00,0,12,2016-09-19 21:35:00,2016-09-19,21,35
1,2016-09-19 21:55:00,0,4,2016-09-19 21:55:00,2016-09-19,21,55
1,2016-09-19 22:15:00,0,7,2016-09-19 22:15:00,2016-09-19,22,15
1,2016-09-19 22:35:00,0,5,2016-09-19 22:35:00,2016-09-19,22,35
1,2016-09-19 22:55:00,0,0,2016-09-19 22:55:00,2016-09-19,22,55
1,2016-09-19 23:15:00,0,6,2016-09-19 23:15:00,2016-09-19,23,15
1,2016-09-19 23:35:00,0,7,2016-09-19 23:35:00,2016-09-19,23,35
1,2016-09-19 23:55:00,0,12,2016-09-19 23:55:00,2016-09-19,23,55
1,2016-09-20 00:15:00,0,12,2016-09-20 00:15:00,2016-09-20,0,15
1,2016-09-20 00:35:00,0,9,2016-09-20 00:35:00,2016-09-20,0,35
1,2016-09-20 00:55:00,0,6,2016-09-20 00:55:00,2016-09-20,0,55
1,2016-09-20 01:15:00,0,6,2016-09-20 01:15:00,2016-09-20,1,15
1,2016-09-20 01:35:00,0,2,2016-09-20 01:35:00,2016-09-20,1,35
1,2016-09-20 01:55:00,0,7,2016-09-20 01:55:00,2016-09-20,1,55
1,2016-09-20 02:15:00,0,10,2016-09-20 02:15:00,2016-09-20,2,15
1,2016-09-20 02:35:00,0,8,2016-09-20 02:35:00,2016-09-20,2,35
1,2016-09-20 02:55:00,0,8,2016-09-20 02:55:00,2016-09-20,2,55
1,2016-09-20 03:15:00,0,7,2016-09-20 03:15:00,2016-09-20,3,15
1,2016-09-20 03:35:00,0,6,2016-09-20 03:35:00,2016-09-20,3,35
1,2016-09-20 03:55:00,0,13,2016-09-20 03:55:00,2016-09-20,3,55
1,2016-09-20 04:15:00,0,6,2016-09-20 04:15:00,2016-09-20,4,15
1,2016-09-20 04:35:00,0,11,2016-09-20 04:35:00,2016-09-20,4,35
1,2016-09-20 04:55:00,0,15,2016-09-20 04:55:00,2016-09-20,4,55
1,2016-09-20 05:15:00,0,3,2016-09-20 05:15:00,2016-09-20,5,15
1,2016-09-20 05:35:00,0,11,2016-09-20 05:35:00,2016-09-20,5,35
1,2016-09-20 05:55:00,0,9,2016-09-20 05:55:00,2016-09-20,5,55
1,2016-09-20 06:15:00,0,22,2016-09-20 06:15:00,2016-09-20,6,15
1,2016-09-20 06:35:00,0,25,2016-09-20 06:35:00,2016-09-20,6,35
1,2016-09-20 06:55:00,0,32,2016-09-20 06:55:00,2016-09-20,6,55
1,2016-09-20 07:15:00,0,34,2016-09-20 07:15:00,2016-09-20,7,15
1,2016-09-20 07:35:00,0,34,2016-09-20 07:35:00,2016-09-20,7,35
1,2016-09-20 07:55:00,0,48,2016-09-20 07:55:00,2016-09-20,7,55
1,2016-09-20 08:15:00,0,50,2016-09-20 08:15:00,2016-09-20,8,15
1,2016-09-20 08:35:00,0,48,2016-09-20 08:35:00,2016-09-20,8,35
1,2016-09-20 08:55:00,0,52,2016-09-20 08:55:00,2016-09-20,8,55
1,2016-09-20 09:15:00,0,57,2016-09-20 09:15:00,2016-09-20,9,15
1,2016-09-20 09:35:00,0,65,2016-09-20 09:35:00,2016-09-20,9,35
1,2016-09-20 09:55:00,0,54,2016-09-20 09:55:00,2016-09-20,9,55
1,2016-09-20 10:15:00,0,63,2016-09-20 10:15:00,2016-09-20,10,15
1,2016-09-20 10:35:00,0,55,2016-09-20 10:35:00,2016-09-20,10,35
1,2016-09-20 10:55:00,0,61,2016-09-20 10:55:00,2016-09-20,10,55
1,2016-09-20 11:15:00,0,68,2016-09-20 11:15:00,2016-09-20,11,15
1,2016-09-20 11:35:00,0,47,2016-09-20 11:35:00,2016-09-20,11,35
1,2016-09-20 11:55:00,0,52,2016-09-20 11:55:00,2016-09-20,11,55
1,2016-09-20 12:15:00,0,58,2016-09-20 12:15:00,2016-09-20,12,15
1,2016-09-20 12:35:00,0,75,2016-09-20 12:35:00,2016-09-20,12,35
1,2016-09-20 12:55:00,0,92,2016-09-20 12:55:00,2016-09-20,12,55
1,2016-09-20 13:15:00,0,87,2016-09-20 13:15:00,2016-09-20,13,15
1,2016-09-20 13:35:00,0,87,2016-09-20 13:35:00,2016-09-20,13,35
1,2016-09-20 13:55:00,0,76,2016-09-20 13:55:00,2016-09-20,13,55
1,2016-09-20 14:15:00,0,85,2016-09-20 14:15:00,2016-09-20,14,15
1,2016-09-20 14:35:00,0,78,2016-09-20 14:35:00,2016-09-20,14,35
1,2016-09-20 14:55:00,0,68,2016-09-20 14:55:00,2016-09-20,14,55
1,2016-09-20 15:15:00,0,65,2016-09-20 15:15:00,2016-09-20,15,15
1,2016-09-20 15:35:00,0,77,2016-09-20 15:35:00,2016-09-20,15,35
1,2016-09-20 15:55:00,0,52,2016-09-20 15:55:00,2016-09-20,15,55
1,2016-09-20 16:15:00,0,49,2016-09-20 16:15:00,2016-09-20,16,15
1,2016-09-20 16:35:00,0,54,2016-09-20 16:35:00,2016-09-20,16,35
1,2016-09-20 16:55:00,0,42,2016-09-20 16:55:00,2016-09-20,16,55
1,2016-09-20 17:15:00,0,36,2016-09-20 17:15:00,2016-09-20,17,15
1,2016-09-20 17:35:00,0,46,2016-09-20 17:35:00,2016-09-20,17,35
1,2016-09-20 17:55:00,0,29,2016-09-20 17:55:00,2016-09-20,17,55
1,2016-09-20 18:15:00,0,28,2016-09-20 18:15:00,2016-09-20,18,15
1,2016-09-20 18:35:00,0,20,2016-09-20 18:35:00,2016-09-20,18,35
1,2016-09-20 18:55:00,0,16,2016-09-20 18:55:00,2016-09-20,18,55
1,2016-09-20 19:15:00,0,28,2016-09-20 19:15:00,2016-09-20,19,15
1,2016-09-20 19:35:00,0,21,2016-09-20 19:35:00,2016-09-20,19,35
1,2016-09-20 19:55:00,0,12,2016-09-20 19:55:00,2016-09-20,19,55
1,2016-09-20 20:15:00,0,16,2016-09-20 20:15:00,2016-09-20,20,15
1,2016-09-20 20:35:00,0,19,2016-09-20 20:35:00,2016-09-20,20,35
1,2016-09-20 20:55:00,0,16,2016-09-20 20:55:00,2016-09-20,20,55
1,2016-09-20 21:15:00,0,28,2016-09-20 21:15:00,2016-09-20,21,15
1,2016-09-20 21:35:00,0,33,2016-09-20 21:35:00,2016-09-20,21,35
1,2016-09-20 21:55:00,0,31,2016-09-20 21:55:00,2016-09-20,21,55
1,2016-09-20 22:15:00,0,21,2016-09-20 22:15:00,2016-09-20,22,15
1,2016-09-20 22:35:00,0,17,2016-09-20 22:35:00,2016-09-20,22,35
1,2016-09-20 22:55:00,0,23,2016-09-20 22:55:00,2016-09-20,22,55
1,2016-09-20 23:15:00,0,10,2016-09-20 23:15:00,2016-09-20,23,15
1,2016-09-20 23:35:00,0,8,2016-09-20 23:35:00,2016-09-20,23,35
1,2016-09-20 23:55:00,0,13,2016-09-20 23:55:00,2016-09-20,23,55
1,2016-09-21 00:15:00,0,5,2016-09-21 00:15:00,2016-09-21,0,15
1,2016-09-21 00:35:00,0,10,2016-09-21 00:35:00,2016-09-21,0,35
1,2016-09-21 00:55:00,0,6,2016-09-21 00:55:00,2016-09-21,0,55
1,2016-09-21 01:15:00,0,3,2016-09-21 01:15:00,2016-09-21,1,15
1,2016-09-21 01:35:00,0,7,2016-09-21 01:35:00,2016-09-21,1,35
1,2016-09-21 01:55:00,0,6,2016-09-21 01:55:00,2016-09-21,1,55
1,2016-09-21 02:15:00,0,7,2016-09-21 02:15:00,2016-09-21,2,15
1,2016-09-21 02:35:00,0,10,2016-09-21 02:35:00,2016-09-21,2,35
1,2016-09-21 02:55:00,0,3,2016-09-21 02:55:00,2016-09-21,2,55
1,2016-09-21 03:15:00,0,7,2016-09-21 03:15:00,2016-09-21,3,15
1,2016-09-21 03:35:00,0,10,2016-09-21 03:35:00,2016-09-21,3,35
1,2016-09-21 03:55:00,0,15,2016-09-21 03:55:00,2016-09-21,3,55
1,2016-09-21 04:15:00,0,11,2016-09-21 04:15:00,2016-09-21,4,15
1,2016-09-21 04:35:00,0,13,2016-09-21 04:35:00,2016-09-21,4,35
1,2016-09-21 04:55:00,0,11,2016-09-21 04:55:00,2016-09-21,4,55
1,2016-09-21 05:15:00,0,13,2016-09-21 05:15:00,2016-09-21,5,15
1,2016-09-21 05:35:00,0,22,2016-09-21 05:35:00,2016-09-21,5,35
1,2016-09-21 05:55:00,0,39,2016-09-21 05:55:00,2016-09-21,5,55
1,2016-09-21 06:15:00,0,37,2016-09-21 06:15:00,2016-09-21,6,15
1,2016-09-21 06:35:00,0,67,2016-09-21 06:35:00,2016-09-21,6,35
1,2016-09-21 06:55:00,0,64,2016-09-21 06:55:00,2016-09-21,6,55
1,2016-09-21 07:15:00,0,96,2016-09-21 07:15:00,2016-09-21,7,15
1,2016-09-21 07:35:00,0,89,2016-09-21 07:35:00,2016-09-21,7,35
1,2016-09-21 07:55:00,0,114,2016-09-21 07:55:00,2016-09-21,7,55
1,2016-09-21 08:15:00,0,123,2016-09-21 08:15:00,2016-09-21,8,15
1,2016-09-21 08:35:00,0,100,2016-09-21 08:35:00,2016-09-21,8,35
1,2016-09-21 08:55:00,0,51,2016-09-21 08:55:00,2016-09-21,8,55
1,2016-09-21 09:15:00,0,56,2016-09-21 09:15:00,2016-09-21,9,15
1,2016-09-21 09:35:00,0,55,2016-09-21 09:35:00,2016-09-21,9,35
1,2016-09-21 09:55:00,0,40,2016-09-21 09:55:00,2016-09-21,9,55
1,2016-09-21 10:15:00,0,40,2016-09-21 10:15:00,2016-09-21,10,15
1,2016-09-21 10:35:00,0,53,2016-09-21 10:35:00,2016-09-21,10,35
1,2016-09-21 10:55:00,0,34,2016-09-21 10:55:00,2016-09-21,10,55
1,2016-09-21 11:15:00,0,24,2016-09-21 11:15:00,2016-09-21,11,15
1,2016-09-21 11:35:00,0,31,2016-09-21 11:35:00,2016-09-21,11,35
1,2016-09-21 11:55:00,0,41,2016-09-21 11:55:00,2016-09-21,11,55
1,2016-09-21 12:15:00,0,41,2016-09-21 12:15:00,2016-09-21,12,15
1,2016-09-21 12:35:00,0,42,2016-09-21 12:35:00,2016-09-21,12,35
1,2016-09-21 12:55:00,0,44,2016-09-21 12:55:00,2016-09-21,12,55
1,2016-09-21 13:15:00,0,40,2016-09-21 13:15:00,2016-09-21,13,15
1,2016-09-21 13:35:00,0,49,2016-09-21 13:35:00,2016-09-21,13,35
1,2016-09-21 13:55:00,0,55,2016-09-21 13:55:00,2016-09-21,13,55
1,2016-09-21 14:15:00,0,43,2016-09-21 14:15:00,2016-09-21,14,15
1,2016-09-21 14:35:00,0,51,2016-09-21 14:35:00,2016-09-21,14,35
1,2016-09-21 14:55:00,0,54,2016-09-21 14:55:00,2016-09-21,14,55
1,2016-09-21 15:15:00,0,45,2016-09-21 15:15:00,2016-09-21,15,15
1,2016-09-21 15:35:00,0,43,2016-09-21 15:35:00,2016-09-21,15,35
1,2016-09-21 15:55:00,0,45,2016-09-21 15:55:00,2016-09-21,15,55
1,2016-09-21 16:15:00,0,47,2016-09-21 16:15:00,2016-09-21,16,15
1,2016-09-21 16:35:00,0,46,2016-09-21 16:35:00,2016-09-21,16,35
1,2016-09-21 16:55:00,0,47,2016-09-21 16:55:00,2016-09-21,16,55
1,2016-09-21 17:15:00,0,43,2016-09-21 17:15:00,2016-09-21,17,15
1,2016-09-21 17:35:00,0,20,2016-09-21 17:35:00,2016-09-21,17,35
1,2016-09-21 17:55:00,0,21,2016-09-21 17:55:00,2016-09-21,17,55
1,2016-09-21 18:15:00,0,22,2016-09-21 18:15:00,2016-09-21,18,15
1,2016-09-21 18:35:00,0,21,2016-09-21 18:35:00,2016-09-21,18,35
1,2016-09-21 18:55:00,0,17,2016-09-21 18:55:00,2016-09-21,18,55
1,2016-09-21 19:15:00,0,18,2016-09-21 19:15:00,2016-09-21,19,15
1,2016-09-21 19:35:00,0,27,2016-09-21 19:35:00,2016-09-21,19,35
1,2016-09-21 19:55:00,0,25,2016-09-21 19:55:00,2016-09-21,19,55
1,2016-09-21 20:15:00,0,12,2016-09-21 20:15:00,2016-09-21,20,15
1,2016-09-21 20:35:00,0,27,2016-09-21 20:35:00,2016-09-21,20,35
1,2016-09-21 20:55:00,0,15,2016-09-21 20:55:00,2016-09-21,20,55
1,2016-09-21 21:15:00,0,14,2016-09-21 21:15:00,2016-09-21,21,15
1,2016-09-21 21:35:00,0,19,2016-09-21 21:35:00,2016-09-21,21,35
1,2016-09-21 21:55:00,0,9,2016-09-21 21:55:00,2016-09-21,21,55
1,2016-09-21 22:15:00,0,11,2016-09-21 22:15:00,2016-09-21,22,15
1,2016-09-21 22:35:00,0,7,2016-09-21 22:35:00,2016-09-21,22,35
1,2016-09-21 22:55:00,0,9,2016-09-21 22:55:00,2016-09-21,22,55
1,2016-09-21 23:15:00,0,20,2016-09-21 23:15:00,2016-09-21,23,15
1,2016-09-21 23:35:00,0,15,2016-09-21 23:35:00,2016-09-21,23,35
1,2016-09-21 23:55:00,0,16,2016-09-21 23:55:00,2016-09-21,23,55
1,2016-09-22 00:15:00,0,9,2016-09-22 00:15:00,2016-09-22,0,15
1,2016-09-22 00:35:00,0,12,2016-09-22 00:35:00,2016-09-22,0,35
1,2016-09-22 00:55:00,0,10,2016-09-22 00:55:00,2016-09-22,0,55
1,2016-09-22 01:15:00,0,9,2016-09-22 01:15:00,2016-09-22,1,15
1,2016-09-22 01:35:00,0,12,2016-09-22 01:35:00,2016-09-22,1,35
1,2016-09-22 01:55:00,0,4,2016-09-22 01:55:00,2016-09-22,1,55
1,2016-09-22 02:15:00,0,8,2016-09-22 02:15:00,2016-09-22,2,15
1,2016-09-22 02:35:00,0,7,2016-09-22 02:35:00,2016-09-22,2,35
1,2016-09-22 02:55:00,0,8,2016-09-22 02:55:00,2016-09-22,2,55
1,2016-09-22 03:15:00,0,10,2016-09-22 03:15:00,2016-09-22,3,15
1,2016-09-22 03:35:00,0,6,2016-09-22 03:35:00,2016-09-22,3,35
1,2016-09-22 03:55:00,0,2,2016-09-22 03:55:00,2016-09-22,3,55
1,2016-09-22 04:15:00,0,11,2016-09-22 04:15:00,2016-09-22,4,15
1,2016-09-22 04:35:00,0,13,2016-09-22 04:35:00,2016-09-22,4,35
1,2016-09-22 04:55:00,0,4,2016-09-22 04:55:00,2016-09-22,4,55
1,2016-09-22 05:15:00,0,2,2016-09-22 05:15:00,2016-09-22,5,15
1,2016-09-22 05:35:00,0,4,2016-09-22 05:35:00,2016-09-22,5,35
1,2016-09-22 05:55:00,0,1,2016-09-22 05:55:00,2016-09-22,5,55
1,2016-09-22 06:15:00,0,13,2016-09-22 06:15:00,2016-09-22,6,15
1,2016-09-22 06:35:00,0,27,2016-09-22 06:35:00,2016-09-22,6,35
1,2016-09-22 06:55:00,0,31,2016-09-22 06:55:00,2016-09-22,6,55
1,2016-09-22 07:15:00,0,37,2016-09-22 07:15:00,2016-09-22,7,15
1,2016-09-22 07:35:00,0,39,2016-09-22 07:35:00,2016-09-22,7,35
1,2016-09-22 07:55:00,0,44,2016-09-22 07:55:00,2016-09-22,7,55
1,2016-09-22 08:15:00,0,59,2016-09-22 08:15:00,2016-09-22,8,15
1,2016-09-22 08:35:00,0,51,2016-09-22 08:35:00,2016-09-22,8,35
1,2016-09-22 08:55:00,0,44,2016-09-22 08:55:00,2016-09-22,8,55
1,2016-09-22 09:15:00,0,49,2016-09-22 09:15:00,2016-09-22,9,15
1,2016-09-22 09:35:00,0,56,2016-09-22 09:35:00,2016-09-22,9,35
1,2016-09-22 09:55:00,0,59,2016-09-22 09:55:00,2016-09-22,9,55
1,2016-09-22 10:15:00,0,42,2016-09-22 10:15:00,2016-09-22,10,15
1,2016-09-22 10:35:00,0,47,2016-09-22 10:35:00,2016-09-22,10,35
1,2016-09-22 10:55:00,0,27,2016-09-22 10:55:00,2016-09-22,10,55
1,2016-09-22 11:15:00,0,38,2016-09-22 11:15:00,2016-09-22,11,15
1,2016-09-22 11:35:00,0,42,2016-09-22 11:35:00,2016-09-22,11,35
1,2016-09-22 11:55:00,0,33,2016-09-22 11:55:00,2016-09-22,11,55
1,2016-09-22 12:15:00,0,45,2016-09-22 12:15:00,2016-09-22,12,15
1,2016-09-22 12:35:00,0,38,2016-09-22 12:35:00,2016-09-22,12,35
1,2016-09-22 12:55:00,0,47,2016-09-22 12:55:00,2016-09-22,12,55
1,2016-09-22 13:15:00,0,58,2016-09-22 13:15:00,2016-09-22,13,15
1,2016-09-22 13:35:00,0,54,2016-09-22 13:35:00,2016-09-22,13,35
1,2016-09-22 13:55:00,0,47,2016-09-22 13:55:00,2016-09-22,13,55
1,2016-09-22 14:15:00,0,50,2016-09-22 14:15:00,2016-09-22,14,15
1,2016-09-22 14:35:00,0,31,2016-09-22 14:35:00,2016-09-22,14,35
1,2016-09-22 14:55:00,0,54,2016-09-22 14:55:00,2016-09-22,14,55
1,2016-09-22 15:15:00,0,48,2016-09-22 15:15:00,2016-09-22,15,15
1,2016-09-22 15:35:00,0,61,2016-09-22 15:35:00,2016-09-22,15,35
1,2016-09-22 15:55:00,0,62,2016-09-22 15:55:00,2016-09-22,15,55
1,2016-09-22 16:15:00,0,49,2016-09-22 16:15:00,2016-09-22,16,15
1,2016-09-22 16:35:00,0,42,2016-09-22 16:35:00,2016-09-22,16,35
1,2016-09-22 16:55:00,0,36,2016-09-22 16:55:00,2016-09-22,16,55
1,2016-09-22 17:15:00,0,33,2016-09-22 17:15:00,2016-09-22,17,15
1,2016-09-22 17:35:00,0,36,2016-09-22 17:35:00,2016-09-22,17,35
1,2016-09-22 17:55:00,0,26,2016-09-22 17:55:00,2016-09-22,17,55
1,2016-09-22 18:15:00,0,17,2016-09-22 18:15:00,2016-09-22,18,15
1,2016-09-22 18:35:00,0,27,2016-09-22 18:35:00,2016-09-22,18,35
1,2016-09-22 18:55:00,0,31,2016-09-22 18:55:00,2016-09-22,18,55
1,2016-09-22 19:15:00,0,20,2016-09-22 19:15:00,2016-09-22,19,15
1,2016-09-22 19:35:00,0,32,2016-09-22 19:35:00,2016-09-22,19,35
1,2016-09-22 19:55:00,0,26,2016-09-22 19:55:00,2016-09-22,19,55
1,2016-09-22 20:15:00,0,15,2016-09-22 20:15:00,2016-09-22,20,15
1,2016-09-22 20:35:00,0,15,2016-09-22 20:35:00,2016-09-22,20,35
1,2016-09-22 20:55:00,0,20,2016-09-22 20:55:00,2016-09-22,20,55
1,2016-09-22 21:15:00,0,20,2016-09-22 21:15:00,2016-09-22,21,15
1,2016-09-22 21:35:00,0,17,2016-09-22 21:35:00,2016-09-22,21,35
1,2016-09-22 21:55:00,0,13,2016-09-22 21:55:00,2016-09-22,21,55
1,2016-09-22 22:15:00,0,4,2016-09-22 22:15:00,2016-09-22,22,15
1,2016-09-22 22:35:00,0,9,2016-09-22 22:35:00,2016-09-22,22,35
1,2016-09-22 22:55:00,0,4,2016-09-22 22:55:00,2016-09-22,22,55
1,2016-09-22 23:15:00,0,6,2016-09-22 23:15:00,2016-09-22,23,15
1,2016-09-22 23:35:00,0,5,2016-09-22 23:35:00,2016-09-22,23,35
1,2016-09-22 23:55:00,0,8,2016-09-22 23:55:00,2016-09-22,23,55
1,2016-09-23 00:15:00,0,11,2016-09-23 00:15:00,2016-09-23,0,15
1,2016-09-23 00:35:00,0,10,2016-09-23 00:35:00,2016-09-23,0,35
1,2016-09-23 00:55:00,0,5,2016-09-23 00:55:00,2016-09-23,0,55
1,2016-09-23 01:15:00,0,9,2016-09-23 01:15:00,2016-09-23,1,15
1,2016-09-23 01:35:00,0,5,2016-09-23 01:35:00,2016-09-23,1,35
1,2016-09-23 01:55:00,0,5,2016-09-23 01:55:00,2016-09-23,1,55
1,2016-09-23 02:15:00,0,5,2016-09-23 02:15:00,2016-09-23,2,15
1,2016-09-23 02:35:00,0,8,2016-09-23 02:35:00,2016-09-23,2,35
1,2016-09-23 02:55:00,0,8,2016-09-23 02:55:00,2016-09-23,2,55
1,2016-09-23 03:15:00,0,10,2016-09-23 03:15:00,2016-09-23,3,15
1,2016-09-23 03:35:00,0,13,2016-09-23 03:35:00,2016-09-23,3,35
1,2016-09-23 03:55:00,0,6,2016-09-23 03:55:00,2016-09-23,3,55
1,2016-09-23 04:15:00,0,9,2016-09-23 04:15:00,2016-09-23,4,15
1,2016-09-23 04:35:00,0,16,2016-09-23 04:35:00,2016-09-23,4,35
1,2016-09-23 04:55:00,0,10,2016-09-23 04:55:00,2016-09-23,4,55
1,2016-09-23 05:15:00,0,5,2016-09-23 05:15:00,2016-09-23,5,15
1,2016-09-23 05:35:00,0,5,2016-09-23 05:35:00,2016-09-23,5,35
1,2016-09-23 05:55:00,0,8,2016-09-23 05:55:00,2016-09-23,5,55
1,2016-09-23 06:15:00,0,18,2016-09-23 06:15:00,2016-09-23,6,15
1,2016-09-23 06:35:00,0,28,2016-09-23 06:35:00,2016-09-23,6,35
1,2016-09-23 06:55:00,0,31,2016-09-23 06:55:00,2016-09-23,6,55
1,2016-09-23 07:15:00,0,38,2016-09-23 07:15:00,2016-09-23,7,15
1,2016-09-23 07:35:00,0,43,2016-09-23 07:35:00,2016-09-23,7,35
1,2016-09-23 07:55:00,0,45,2016-09-23 07:55:00,2016-09-23,7,55
1,2016-09-23 08:15:00,0,69,2016-09-23 08:15:00,2016-09-23,8,15
1,2016-09-23 08:35:00,0,53,2016-09-23 08:35:00,2016-09-23,8,35
1,2016-09-23 08:55:00,0,41,2016-09-23 08:55:00,2016-09-23,8,55
1,2016-09-23 09:15:00,0,48,2016-09-23 09:15:00,2016-09-23,9,15
1,2016-09-23 09:35:00,0,43,2016-09-23 09:35:00,2016-09-23,9,35
1,2016-09-23 09:55:00,0,62,2016-09-23 09:55:00,2016-09-23,9,55
1,2016-09-23 10:15:00,0,45,2016-09-23 10:15:00,2016-09-23,10,15
1,2016-09-23 10:35:00,0,56,2016-09-23 10:35:00,2016-09-23,10,35
1,2016-09-23 10:55:00,0,60,2016-09-23 10:55:00,2016-09-23,10,55
1,2016-09-23 11:15:00,0,48,2016-09-23 11:15:00,2016-09-23,11,15
1,2016-09-23 11:35:00,0,38,2016-09-23 11:35:00,2016-09-23,11,35
1,2016-09-23 11:55:00,0,55,2016-09-23 11:55:00,2016-09-23,11,55
