time_start,volume,direction,tollgate_id,time_window,weekday,weekend,date,hour,minute,holiday,am_pm,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation
2016-09-19 06:40:00,32,0,1,"[06:40:00,07:00:00)",1,0,2016-09-19,6,40,False,1,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 07:00:00,39,0,1,"[07:00:00,07:20:00)",1,0,2016-09-19,7,0,False,1,,,,,,,
2016-09-19 07:20:00,31,0,1,"[07:20:00,07:40:00)",1,0,2016-09-19,7,20,False,1,,,,,,,
2016-09-19 07:40:00,43,0,1,"[07:40:00,08:00:00)",1,0,2016-09-19,7,40,False,1,,,,,,,
2016-09-19 08:00:00,46,0,1,"[08:00:00,08:20:00)",1,0,2016-09-19,8,0,False,1,,,,,,,
2016-09-19 08:20:00,56,0,1,"[08:20:00,08:40:00)",1,0,2016-09-19,8,20,False,1,,,,,,,
2016-09-19 08:40:00,41,0,1,"[08:40:00,09:00:00)",1,0,2016-09-19,8,40,False,1,,,,,,,
2016-09-19 09:00:00,50,0,1,"[09:00:00,09:20:00)",1,0,2016-09-19,9,0,False,1,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 09:20:00,49,0,1,"[09:20:00,09:40:00)",1,0,2016-09-19,9,20,False,1,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 09:40:00,44,0,1,"[09:40:00,10:00:00)",1,0,2016-09-19,9,40,False,1,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 10:00:00,44,0,1,"[10:00:00,10:20:00)",1,0,2016-09-19,10,0,False,1,,,,,,,
2016-09-19 10:20:00,44,0,1,"[10:20:00,10:40:00)",1,0,2016-09-19,10,20,False,1,,,,,,,
2016-09-19 10:40:00,44,0,1,"[10:40:00,11:00:00)",1,0,2016-09-19,10,40,False,1,,,,,,,
2016-09-19 11:00:00,39,0,1,"[11:00:00,11:20:00)",1,0,2016-09-19,11,0,False,1,,,,,,,
2016-09-19 11:20:00,30,0,1,"[11:20:00,11:40:00)",1,0,2016-09-19,11,20,False,1,,,,,,,
2016-09-19 11:40:00,34,0,1,"[11:40:00,12:00:00)",1,0,2016-09-19,11,40,False,1,,,,,,,
2016-09-19 12:00:00,45,0,1,"[12:00:00,12:20:00)",1,0,2016-09-19,12,0,False,1,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 12:20:00,44,0,1,"[12:20:00,12:40:00)",1,0,2016-09-19,12,20,False,1,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 12:40:00,53,0,1,"[12:40:00,13:00:00)",1,0,2016-09-19,12,40,False,1,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 13:00:00,57,0,1,"[13:00:00,13:20:00)",1,0,2016-09-19,13,0,False,0,,,,,,,
2016-09-19 13:20:00,61,0,1,"[13:20:00,13:40:00)",1,0,2016-09-19,13,20,False,0,,,,,,,
2016-09-19 13:40:00,53,0,1,"[13:40:00,14:00:00)",1,0,2016-09-19,13,40,False,0,,,,,,,
2016-09-19 14:00:00,55,0,1,"[14:00:00,14:20:00)",1,0,2016-09-19,14,0,False,0,,,,,,,
2016-09-19 14:20:00,52,0,1,"[14:20:00,14:40:00)",1,0,2016-09-19,14,20,False,0,,,,,,,
2016-09-19 14:40:00,52,0,1,"[14:40:00,15:00:00)",1,0,2016-09-19,14,40,False,0,,,,,,,
2016-09-19 15:00:00,48,0,1,"[15:00:00,15:20:00)",1,0,2016-09-19,15,0,False,0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 15:20:00,57,0,1,"[15:20:00,15:40:00)",1,0,2016-09-19,15,20,False,0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 15:40:00,43,0,1,"[15:40:00,16:00:00)",1,0,2016-09-19,15,40,False,0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 16:00:00,42,0,1,"[16:00:00,16:20:00)",1,0,2016-09-19,16,0,False,0,,,,,,,
2016-09-19 16:20:00,46,0,1,"[16:20:00,16:40:00)",1,0,2016-09-19,16,20,False,0,,,,,,,
2016-09-19 16:40:00,55,0,1,"[16:40:00,17:00:00)",1,0,2016-09-19,16,40,False,0,,,,,,,
2016-09-19 17:00:00,36,0,1,"[17:00:00,17:20:00)",1,0,2016-09-19,17,0,False,0,,,,,,,
2016-09-19 17:20:00,34,0,1,"[17:20:00,17:40:00)",1,0,2016-09-19,17,20,False,0,,,,,,,
2016-09-19 17:40:00,24,0,1,"[17:40:00,18:00:00)",1,0,2016-09-19,17,40,False,0,,,,,,,
2016-09-19 18:00:00,29,0,1,"[18:00:00,18:20:00)",1,0,2016-09-19,18,0,False,0,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0
2016-09-19 18:20:00,27,0,1,"[18:20:00,18:40:00)",1,0,2016-09-19,18,20,False,0,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0
2016-09-19 18:40:00,18,0,1,"[18:40:00,19:00:00)",1,0,2016-09-19,18,40,False,0,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0
2016-09-19 19:00:00,13,0,1,"[19:00:00,19:20:00)",1,0,2016-09-19,19,0,False,0,,,,,,,
2016-09-19 19:20:00,22,0,1,"[19:20:00,19:40:00)",1,0,2016-09-19,19,20,False,0,,,,,,,
2016-09-19 19:40:00,27,0,1,"[19:40:00,20:00:00)",1,0,2016-09-19,19,40,False,0,,,,,,,
2016-09-19 20:00:00,17,0,1,"[20:00:00,20:20:00)",1,0,2016-09-19,20,0,False,0,,,,,,,
2016-09-19 20:20:00,16,0,1,"[20:20:00,20:40:00)",1,0,2016-09-19,20,20,False,0,,,,,,,
2016-09-19 20:40:00,17,0,1,"[20:40:00,21:00:00)",1,0,2016-09-19,20,40,False,0,,,,,,,
2016-09-19 21:00:00,17,0,1,"[21:00:00,21:20:00)",1,0,2016-09-19,21,0,False,0,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0
2016-09-19 21:20:00,22,0,1,"[21:20:00,21:40:00)",1,0,2016-09-19,21,20,False,0,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0
2016-09-19 21:40:00,5,0,1,"[21:40:00,22:00:00)",1,0,2016-09-19,21,40,False,0,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0
2016-09-19 22:00:00,4,0,1,"[22:00:00,22:20:00)",1,0,2016-09-19,22,0,False,0,,,,,,,
2016-09-19 22:20:00,9,0,1,"[22:20:00,22:40:00)",1,0,2016-09-19,22,20,False,0,,,,,,,
2016-09-19 22:40:00,3,0,1,"[22:40:00,23:00:00)",1,0,2016-09-19,22,40,False,0,,,,,,,
2016-09-19 23:00:00,1,0,1,"[23:00:00,23:20:00)",1,0,2016-09-19,23,0,False,0,,,,,,,
2016-09-19 23:20:00,7,0,1,"[23:20:00,23:40:00)",1,0,2016-09-19,23,20,False,0,,,,,,,
2016-09-19 23:40:00,6,0,1,"[23:40:00,00:00:00)",1,0,2016-09-19,23,40,False,0,,,,,,,
2016-09-20 00:00:00,14,0,1,"[00:00:00,00:20:00)",2,0,2016-09-20,0,0,False,1,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0
2016-09-20 00:20:00,13,0,1,"[00:20:00,00:40:00)",2,0,2016-09-20,0,20,False,1,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0
2016-09-20 00:40:00,7,0,1,"[00:40:00,01:00:00)",2,0,2016-09-20,0,40,False,1,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0
2016-09-20 01:00:00,6,0,1,"[01:00:00,01:20:00)",2,0,2016-09-20,1,0,False,1,,,,,,,
2016-09-20 01:20:00,5,0,1,"[01:20:00,01:40:00)",2,0,2016-09-20,1,20,False,1,,,,,,,
2016-09-20 01:40:00,5,0,1,"[01:40:00,02:00:00)",2,0,2016-09-20,1,40,False,1,,,,,,,
2016-09-20 02:00:00,6,0,1,"[02:00:00,02:20:00)",2,0,2016-09-20,2,0,False,1,,,,,,,
2016-09-20 02:20:00,9,0,1,"[02:20:00,02:40:00)",2,0,2016-09-20,2,20,False,1,,,,,,,
2016-09-20 02:40:00,7,0,1,"[02:40:00,03:00:00)",2,0,2016-09-20,2,40,False,1,,,,,,,
2016-09-20 03:00:00,10,0,1,"[03:00:00,03:20:00)",2,0,2016-09-20,3,0,False,1,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0
2016-09-20 03:20:00,8,0,1,"[03:20:00,03:40:00)",2,0,2016-09-20,3,20,False,1,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0
2016-09-20 03:40:00,5,0,1,"[03:40:00,04:00:00)",2,0,2016-09-20,3,40,False,1,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0
2016-09-20 04:00:00,11,0,1,"[04:00:00,04:20:00)",2,0,2016-09-20,4,0,False,1,,,,,,,
2016-09-20 04:20:00,8,0,1,"[04:20:00,04:40:00)",2,0,2016-09-20,4,20,False,1,,,,,,,
2016-09-20 04:40:00,15,0,1,"[04:40:00,05:00:00)",2,0,2016-09-20,4,40,False,1,,,,,,,
2016-09-20 05:00:00,9,0,1,"[05:00:00,05:20:00)",2,0,2016-09-20,5,0,False,1,,,,,,,
2016-09-20 05:20:00,4,0,1,"[05:20:00,05:40:00)",2,0,2016-09-20,5,20,False,1,,,,,,,
2016-09-20 05:40:00,10,0,1,"[05:40:00,06:00:00)",2,0,2016-09-20,5,40,False,1,,,,,,,
2016-09-20 06:00:00,13,0,1,"[06:00:00,06:20:00)",2,0,2016-09-20,6,0,False,1,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0
2016-09-20 06:20:00,20,0,1,"[06:20:00,06:40:00)",2,0,2016-09-20,6,20,False,1,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0
2016-09-20 06:40:00,29,0,1,"[06:40:00,07:00:00)",2,0,2016-09-20,6,40,False,1,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0
2016-09-20 07:00:00,38,0,1,"[07:00:00,07:20:00)",2,0,2016-09-20,7,0,False,1,,,,,,,
2016-09-20 07:20:00,30,0,1,"[07:20:00,07:40:00)",2,0,2016-09-20,7,20,False,1,,,,,,,
2016-09-20 07:40:00,31,0,1,"[07:40:00,08:00:00)",2,0,2016-09-20,7,40,False,1,,,,,,,
2016-09-20 08:00:00,53,0,1,"[08:00:00,08:20:00)",2,0,2016-09-20,8,0,False,1,,,,,,,
2016-09-20 08:20:00,50,0,1,"[08:20:00,08:40:00)",2,0,2016-09-20,8,20,False,1,,,,,,,
2016-09-20 08:40:00,45,0,1,"[08:40:00,09:00:00)",2,0,2016-09-20,8,40,False,1,,,,,,,
2016-09-20 09:00:00,51,0,1,"[09:00:00,09:20:00)",2,0,2016-09-20,9,0,False,1,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0
2016-09-20 09:20:00,68,0,1,"[09:20:00,09:40:00)",2,0,2016-09-20,9,20,False,1,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0
2016-09-20 09:40:00,59,0,1,"[09:40:00,10:00:00)",2,0,2016-09-20,9,40,False,1,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0
2016-09-20 10:00:00,56,0,1,"[10:00:00,10:20:00)",2,0,2016-09-20,10,0,False,1,,,,,,,
2016-09-20 10:20:00,60,0,1,"[10:20:00,10:40:00)",2,0,2016-09-20,10,20,False,1,,,,,,,
2016-09-20 10:40:00,63,0,1,"[10:40:00,11:00:00)",2,0,2016-09-20,10,40,False,1,,,,,,,
2016-09-20 11:00:00,57,0,1,"[11:00:00,11:20:00)",2,0,2016-09-20,11,0,False,1,,,,,,,
2016-09-20 11:20:00,64,0,1,"[11:20:00,11:40:00)",2,0,2016-09-20,11,20,False,1,,,,,,,
2016-09-20 11:40:00,50,0,1,"[11:40:00,12:00:00)",2,0,2016-09-20,11,40,False,1,,,,,,,
2016-09-20 12:00:00,53,0,1,"[12:00:00,12:20:00)",2,0,2016-09-20,12,0,False,1,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0
2016-09-20 12:20:00,62,0,1,"[12:20:00,12:40:00)",2,0,2016-09-20,12,20,False,1,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0
2016-09-20 12:40:00,75,0,1,"[12:40:00,13:00:00)",2,0,2016-09-20,12,40,False,1,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0
2016-09-20 13:00:00,98,0,1,"[13:00:00,13:20:00)",2,0,2016-09-20,13,0,False,0,,,,,,,
2016-09-20 13:20:00,82,0,1,"[13:20:00,13:40:00)",2,0,2016-09-20,13,20,False,0,,,,,,,
2016-09-20 13:40:00,84,0,1,"[13:40:00,14:00:00)",2,0,2016-09-20,13,40,False,0,,,,,,,
2016-09-20 14:00:00,81,0,1,"[14:00:00,14:20:00)",2,0,2016-09-20,14,0,False,0,,,,,,,
2016-09-20 14:20:00,90,0,1,"[14:20:00,14:40:00)",2,0,2016-09-20,14,20,False,0,,,,,,,
2016-09-20 14:40:00,67,0,1,"[14:40:00,15:00:00)",2,0,2016-09-20,14,40,False,0,,,,,,,
2016-09-20 15:00:00,71,0,1,"[15:00:00,15:20:00)",2,0,2016-09-20,15,0,False,0,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0
2016-09-20 15:20:00,64,0,1,"[15:20:00,15:40:00)",2,0,2016-09-20,15,20,False,0,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0
2016-09-20 15:40:00,73,0,1,"[15:40:00,16:00:00)",2,0,2016-09-20,15,40,False,0,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0
2016-09-20 16:00:00,48,0,1,"[16:00:00,16:20:00)",2,0,2016-09-20,16,0,False,0,,,,,,,
2016-09-20 16:20:00,57,0,1,"[16:20:00,16:40:00)",2,0,2016-09-20,16,20,False,0,,,,,,,
2016-09-20 16:40:00,48,0,1,"[16:40:00,17:00:00)",2,0,2016-09-20,16,40,False,0,,,,,,,
2016-09-20 17:00:00,38,0,1,"[17:00:00,17:20:00)",2,0,2016-09-20,17,0,False,0,,,,,,,
2016-09-20 17:20:00,42,0,1,"[17:20:00,17:40:00)",2,0,2016-09-20,17,20,False,0,,,,,,,
2016-09-20 17:40:00,38,0,1,"[17:40:00,18:00:00)",2,0,2016-09-20,17,40,False,0,,,,,,,
2016-09-20 18:00:00,26,0,1,"[18:00:00,18:20:00)",2,0,2016-09-20,18,0,False,0,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0
2016-09-20 18:20:00,29,0,1,"[18:20:00,18:40:00)",2,0,2016-09-20,18,20,False,0,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0
2016-09-20 18:40:00,20,0,1,"[18:40:00,19:00:00)",2,0,2016-09-20,18,40,False,0,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0
2016-09-20 19:00:00,17,0,1,"[19:00:00,19:20:00)",2,0,2016-09-20,19,0,False,0,,,,,,,
2016-09-20 19:20:00,29,0,1,"[19:20:00,19:40:00)",2,0,2016-09-20,19,20,False,0,,,,,,,
2016-09-20 19:40:00,21,0,1,"[19:40:00,20:00:00)",2,0,2016-09-20,19,40,False,0,,,,,,,
2016-09-20 20:00:00,12,0,1,"[20:00:00,20:20:00)",2,0,2016-09-20,20,0,False,0,,,,,,,
2016-09-20 20:20:00,16,0,1,"[20:20:00,20:40:00)",2,0,2016-09-20,20,20,False,0,,,,,,,
2016-09-20 20:40:00,16,0,1,"[20:40:00,21:00:00)",2,0,2016-09-20,20,40,False,0,,,,,,,
2016-09-20 21:00:00,17,0,1,"[21:00:00,21:20:00)",2,0,2016-09-20,21,0,False,0,1014.1,1019.1,330.0,1.0,18.6,80.0,0.0
2016-09-20 21:20:00,29,0,1,"[21:20:00,21:40:00)",2,0,2016-09-20,21,20,False,0,1014.1,1019.1,330.0,1.0,18.6,80.0,0.0
2016-09-20 21:40:00,37,0,1,"[21:40:00,22:00:00)",2,0,2016-09-20,21,40,False,0,1014.1,1019.1,330.0,1.0,18.6,80.0,0.0
2016-09-20 22:00:00,30,0,1,"[22:00:00,22:20:00)",2,0,2016-09-20,22,0,False,0,,,,,,,
2016-09-20 22:20:00,17,0,1,"[22:20:00,22:40:00)",2,0,2016-09-20,22,20,False,0,,,,,,,
2016-09-20 22:40:00,19,0,1,"[22:40:00,23:00:00)",2,0,2016-09-20,22,40,False,0,,,,,,,
2016-09-20 23:00:00,20,0,1,"[23:00:00,23:20:00)",2,0,2016-09-20,23,0,False,0,,,,,,,
2016-09-20 23:20:00,7,0,1,"[23:20:00,23:40:00)",2,0,2016-09-20,23,20,False,0,,,,,,,
2016-09-20 23:40:00,11,0,1,"[23:40:00,00:00:00)",2,0,2016-09-20,23,40,False,0,,,,,,,
2016-09-21 00:00:00,12,0,1,"[00:00:00,00:20:00)",3,0,2016-09-21,0,0,False,1,1015.5,1020.5,219.0,0.7,21.7,69.0,0.0
2016-09-21 00:20:00,6,0,1,"[00:20:00,00:40:00)",3,0,2016-09-21,0,20,False,1,1015.5,1020.5,219.0,0.7,21.7,69.0,0.0
2016-09-21 00:40:00,7,0,1,"[00:40:00,01:00:00)",3,0,2016-09-21,0,40,False,1,1015.5,1020.5,219.0,0.7,21.7,69.0,0.0
2016-09-21 01:00:00,7,0,1,"[01:00:00,01:20:00)",3,0,2016-09-21,1,0,False,1,,,,,,,
2016-09-21 01:20:00,4,0,1,"[01:20:00,01:40:00)",3,0,2016-09-21,1,20,False,1,,,,,,,
2016-09-21 01:40:00,6,0,1,"[01:40:00,02:00:00)",3,0,2016-09-21,1,40,False,1,,,,,,,
2016-09-21 02:00:00,6,0,1,"[02:00:00,02:20:00)",3,0,2016-09-21,2,0,False,1,,,,,,,
2016-09-21 02:20:00,10,0,1,"[02:20:00,02:40:00)",3,0,2016-09-21,2,20,False,1,,,,,,,
2016-09-21 02:40:00,6,0,1,"[02:40:00,03:00:00)",3,0,2016-09-21,2,40,False,1,,,,,,,
2016-09-21 03:00:00,5,0,1,"[03:00:00,03:20:00)",3,0,2016-09-21,3,0,False,1,1015.4,1020.4,17.0,2.4,25.2,59.0,0.0
2016-09-21 03:20:00,6,0,1,"[03:20:00,03:40:00)",3,0,2016-09-21,3,20,False,1,1015.4,1020.4,17.0,2.4,25.2,59.0,0.0
2016-09-21 03:40:00,10,0,1,"[03:40:00,04:00:00)",3,0,2016-09-21,3,40,False,1,1015.4,1020.4,17.0,2.4,25.2,59.0,0.0
2016-09-21 04:00:00,16,0,1,"[04:00:00,04:20:00)",3,0,2016-09-21,4,0,False,1,,,,,,,
2016-09-21 04:20:00,14,0,1,"[04:20:00,04:40:00)",3,0,2016-09-21,4,20,False,1,,,,,,,
2016-09-21 04:40:00,11,0,1,"[04:40:00,05:00:00)",3,0,2016-09-21,4,40,False,1,,,,,,,
2016-09-21 05:00:00,10,0,1,"[05:00:00,05:20:00)",3,0,2016-09-21,5,0,False,1,,,,,,,
2016-09-21 05:20:00,14,0,1,"[05:20:00,05:40:00)",3,0,2016-09-21,5,20,False,1,,,,,,,
2016-09-21 05:40:00,28,0,1,"[05:40:00,06:00:00)",3,0,2016-09-21,5,40,False,1,,,,,,,
2016-09-21 06:00:00,36,0,1,"[06:00:00,06:20:00)",3,0,2016-09-21,6,0,False,1,1013.1,1018.1,328.0,3.0,26.2,56.0,0.0
2016-09-21 06:20:00,41,0,1,"[06:20:00,06:40:00)",3,0,2016-09-21,6,20,False,1,1013.1,1018.1,328.0,3.0,26.2,56.0,0.0
2016-09-21 06:40:00,75,0,1,"[06:40:00,07:00:00)",3,0,2016-09-21,6,40,False,1,1013.1,1018.1,328.0,3.0,26.2,56.0,0.0
2016-09-21 07:00:00,78,0,1,"[07:00:00,07:20:00)",3,0,2016-09-21,7,0,False,1,,,,,,,
2016-09-21 07:20:00,84,0,1,"[07:20:00,07:40:00)",3,0,2016-09-21,7,20,False,1,,,,,,,
2016-09-21 07:40:00,95,0,1,"[07:40:00,08:00:00)",3,0,2016-09-21,7,40,False,1,,,,,,,
2016-09-21 08:00:00,122,0,1,"[08:00:00,08:20:00)",3,0,2016-09-21,8,0,False,1,,,,,,,
2016-09-21 08:20:00,126,0,1,"[08:20:00,08:40:00)",3,0,2016-09-21,8,20,False,1,,,,,,,
2016-09-21 08:40:00,77,0,1,"[08:40:00,09:00:00)",3,0,2016-09-21,8,40,False,1,,,,,,,
2016-09-21 09:00:00,49,0,1,"[09:00:00,09:20:00)",3,0,2016-09-21,9,0,False,1,1013.2,1018.2,348.0,1.5,24.9,67.0,0.0
2016-09-21 09:20:00,55,0,1,"[09:20:00,09:40:00)",3,0,2016-09-21,9,20,False,1,1013.2,1018.2,348.0,1.5,24.9,67.0,0.0
2016-09-21 09:40:00,53,0,1,"[09:40:00,10:00:00)",3,0,2016-09-21,9,40,False,1,1013.2,1018.2,348.0,1.5,24.9,67.0,0.0
2016-09-21 10:00:00,36,0,1,"[10:00:00,10:20:00)",3,0,2016-09-21,10,0,False,1,,,,,,,
2016-09-21 10:20:00,57,0,1,"[10:20:00,10:40:00)",3,0,2016-09-21,10,20,False,1,,,,,,,
2016-09-21 10:40:00,37,0,1,"[10:40:00,11:00:00)",3,0,2016-09-21,10,40,False,1,,,,,,,
2016-09-21 11:00:00,32,0,1,"[11:00:00,11:20:00)",3,0,2016-09-21,11,0,False,1,,,,,,,
2016-09-21 11:20:00,27,0,1,"[11:20:00,11:40:00)",3,0,2016-09-21,11,20,False,1,,,,,,,
2016-09-21 11:40:00,32,0,1,"[11:40:00,12:00:00)",3,0,2016-09-21,11,40,False,1,,,,,,,
2016-09-21 12:00:00,45,0,1,"[12:00:00,12:20:00)",3,0,2016-09-21,12,0,False,1,1014.1,1019.1,320.0,2.4,21.3,91.0,0.5
2016-09-21 12:20:00,42,0,1,"[12:20:00,12:40:00)",3,0,2016-09-21,12,20,False,1,1014.1,1019.1,320.0,2.4,21.3,91.0,0.5
2016-09-21 12:40:00,38,0,1,"[12:40:00,13:00:00)",3,0,2016-09-21,12,40,False,1,1014.1,1019.1,320.0,2.4,21.3,91.0,0.5
2016-09-21 13:00:00,44,0,1,"[13:00:00,13:20:00)",3,0,2016-09-21,13,0,False,0,,,,,,,
2016-09-21 13:20:00,41,0,1,"[13:20:00,13:40:00)",3,0,2016-09-21,13,20,False,0,,,,,,,
2016-09-21 13:40:00,51,0,1,"[13:40:00,14:00:00)",3,0,2016-09-21,13,40,False,0,,,,,,,
2016-09-21 14:00:00,53,0,1,"[14:00:00,14:20:00)",3,0,2016-09-21,14,0,False,0,,,,,,,
2016-09-21 14:20:00,43,0,1,"[14:20:00,14:40:00)",3,0,2016-09-21,14,20,False,0,,,,,,,
2016-09-21 14:40:00,54,0,1,"[14:40:00,15:00:00)",3,0,2016-09-21,14,40,False,0,,,,,,,
2016-09-21 15:00:00,48,0,1,"[15:00:00,15:20:00)",3,0,2016-09-21,15,0,False,0,1014.1,1019.1,310.0,1.0,20.8,93.0,0.0
2016-09-21 15:20:00,46,0,1,"[15:20:00,15:40:00)",3,0,2016-09-21,15,20,False,0,1014.1,1019.1,310.0,1.0,20.8,93.0,0.0
2016-09-21 15:40:00,49,0,1,"[15:40:00,16:00:00)",3,0,2016-09-21,15,40,False,0,1014.1,1019.1,310.0,1.0,20.8,93.0,0.0
2016-09-21 16:00:00,46,0,1,"[16:00:00,16:20:00)",3,0,2016-09-21,16,0,False,0,,,,,,,
2016-09-21 16:20:00,45,0,1,"[16:20:00,16:40:00)",3,0,2016-09-21,16,20,False,0,,,,,,,
2016-09-21 16:40:00,46,0,1,"[16:40:00,17:00:00)",3,0,2016-09-21,16,40,False,0,,,,,,,
2016-09-21 17:00:00,47,0,1,"[17:00:00,17:20:00)",3,0,2016-09-21,17,0,False,0,,,,,,,
2016-09-21 17:20:00,35,0,1,"[17:20:00,17:40:00)",3,0,2016-09-21,17,20,False,0,,,,,,,
2016-09-21 17:40:00,20,0,1,"[17:40:00,18:00:00)",3,0,2016-09-21,17,40,False,0,,,,,,,
2016-09-21 18:00:00,20,0,1,"[18:00:00,18:20:00)",3,0,2016-09-21,18,0,False,0,1013.1,1018.1,341.0,1.7,20.2,94.0,0.0
2016-09-21 18:20:00,20,0,1,"[18:20:00,18:40:00)",3,0,2016-09-21,18,20,False,0,1013.1,1018.1,341.0,1.7,20.2,94.0,0.0
2016-09-21 18:40:00,24,0,1,"[18:40:00,19:00:00)",3,0,2016-09-21,18,40,False,0,1013.1,1018.1,341.0,1.7,20.2,94.0,0.0
2016-09-21 19:00:00,19,0,1,"[19:00:00,19:20:00)",3,0,2016-09-21,19,0,False,0,,,,,,,
2016-09-21 19:20:00,19,0,1,"[19:20:00,19:40:00)",3,0,2016-09-21,19,20,False,0,,,,,,,
2016-09-21 19:40:00,25,0,1,"[19:40:00,20:00:00)",3,0,2016-09-21,19,40,False,0,,,,,,,
