time,tollgate_id,direction,time_window,date,hour,volume,weekday
2016-09-19 05:40:00,3,1,"[05:40:00,06:00:00)",2016-09-19,5,13,1
2016-09-19 06:00:00,1,0,"[06:00:00,06:20:00)",2016-09-19,6,8,1
2016-09-19 06:00:00,1,1,"[06:00:00,06:20:00)",2016-09-19,6,39,1
2016-09-19 06:00:00,2,0,"[06:00:00,06:20:00)",2016-09-19,6,30,1
2016-09-19 06:00:00,3,0,"[06:00:00,06:20:00)",2016-09-19,6,39,1
2016-09-19 06:00:00,3,1,"[06:00:00,06:20:00)",2016-09-19,6,30,1
2016-09-19 06:20:00,1,0,"[06:20:00,06:40:00)",2016-09-19,6,13,1
2016-09-19 06:20:00,1,1,"[06:20:00,06:40:00)",2016-09-19,6,57,1
2016-09-19 06:20:00,2,0,"[06:20:00,06:40:00)",2016-09-19,6,36,1
2016-09-19 06:20:00,3,0,"[06:20:00,06:40:00)",2016-09-19,6,58,1
2016-09-19 06:20:00,3,1,"[06:20:00,06:40:00)",2016-09-19,6,38,1
2016-09-19 06:40:00,1,0,"[06:40:00,07:00:00)",2016-09-19,6,32,1
2016-09-19 06:40:00,1,1,"[06:40:00,07:00:00)",2016-09-19,6,72,1
2016-09-19 06:40:00,2,0,"[06:40:00,07:00:00)",2016-09-19,6,37,1
2016-09-19 06:40:00,3,0,"[06:40:00,07:00:00)",2016-09-19,6,71,1
2016-09-19 06:40:00,3,1,"[06:40:00,07:00:00)",2016-09-19,6,65,1
2016-09-19 07:00:00,1,0,"[07:00:00,07:20:00)",2016-09-19,7,39,1
2016-09-19 07:00:00,1,1,"[07:00:00,07:20:00)",2016-09-19,7,70,1
2016-09-19 07:00:00,2,0,"[07:00:00,07:20:00)",2016-09-19,7,84,1
2016-09-19 07:00:00,3,0,"[07:00:00,07:20:00)",2016-09-19,7,127,1
2016-09-19 07:00:00,3,1,"[07:00:00,07:20:00)",2016-09-19,7,67,1
2016-09-19 07:20:00,1,0,"[07:20:00,07:40:00)",2016-09-19,7,31,1
2016-09-19 07:20:00,1,1,"[07:20:00,07:40:00)",2016-09-19,7,83,1
2016-09-19 07:20:00,2,0,"[07:20:00,07:40:00)",2016-09-19,7,80,1
2016-09-19 07:20:00,3,0,"[07:20:00,07:40:00)",2016-09-19,7,123,1
2016-09-19 07:20:00,3,1,"[07:20:00,07:40:00)",2016-09-19,7,71,1
2016-09-19 07:40:00,1,0,"[07:40:00,08:00:00)",2016-09-19,7,43,1
2016-09-19 07:40:00,1,1,"[07:40:00,08:00:00)",2016-09-19,7,118,1
2016-09-19 07:40:00,2,0,"[07:40:00,08:00:00)",2016-09-19,7,97,1
2016-09-19 07:40:00,3,0,"[07:40:00,08:00:00)",2016-09-19,7,153,1
2016-09-19 07:40:00,3,1,"[07:40:00,08:00:00)",2016-09-19,7,103,1
2016-09-19 08:00:00,1,0,"[08:00:00,08:20:00)",2016-09-19,8,46,1
2016-09-19 08:00:00,1,1,"[08:00:00,08:20:00)",2016-09-19,8,123,1
2016-09-19 08:00:00,2,0,"[08:00:00,08:20:00)",2016-09-19,8,129,1
2016-09-19 08:00:00,3,0,"[08:00:00,08:20:00)",2016-09-19,8,161,1
2016-09-19 08:00:00,3,1,"[08:00:00,08:20:00)",2016-09-19,8,118,1
2016-09-19 08:20:00,1,0,"[08:20:00,08:40:00)",2016-09-19,8,56,1
2016-09-19 08:20:00,1,1,"[08:20:00,08:40:00)",2016-09-19,8,119,1
2016-09-19 08:20:00,2,0,"[08:20:00,08:40:00)",2016-09-19,8,122,1
2016-09-19 08:20:00,3,0,"[08:20:00,08:40:00)",2016-09-19,8,167,1
2016-09-19 08:20:00,3,1,"[08:20:00,08:40:00)",2016-09-19,8,168,1
2016-09-19 08:40:00,1,0,"[08:40:00,09:00:00)",2016-09-19,8,41,1
2016-09-19 08:40:00,1,1,"[08:40:00,09:00:00)",2016-09-19,8,116,1
2016-09-19 08:40:00,2,0,"[08:40:00,09:00:00)",2016-09-19,8,98,1
2016-09-19 08:40:00,3,0,"[08:40:00,09:00:00)",2016-09-19,8,138,1
2016-09-19 08:40:00,3,1,"[08:40:00,09:00:00)",2016-09-19,8,161,1
2016-09-19 09:00:00,1,0,"[09:00:00,09:20:00)",2016-09-19,9,50,1
2016-09-19 09:00:00,1,1,"[09:00:00,09:20:00)",2016-09-19,9,120,1
2016-09-19 09:00:00,2,0,"[09:00:00,09:20:00)",2016-09-19,9,89,1
2016-09-19 09:00:00,3,0,"[09:00:00,09:20:00)",2016-09-19,9,174,1
2016-09-19 09:00:00,3,1,"[09:00:00,09:20:00)",2016-09-19,9,145,1
2016-09-19 09:20:00,1,0,"[09:20:00,09:40:00)",2016-09-19,9,49,1
2016-09-19 09:20:00,1,1,"[09:20:00,09:40:00)",2016-09-19,9,151,1
2016-09-19 09:20:00,2,0,"[09:20:00,09:40:00)",2016-09-19,9,78,1
2016-09-19 09:20:00,3,0,"[09:20:00,09:40:00)",2016-09-19,9,144,1
2016-09-19 09:20:00,3,1,"[09:20:00,09:40:00)",2016-09-19,9,125,1
2016-09-19 09:40:00,1,0,"[09:40:00,10:00:00)",2016-09-19,9,44,1
2016-09-19 09:40:00,1,1,"[09:40:00,10:00:00)",2016-09-19,9,131,1
2016-09-19 09:40:00,2,0,"[09:40:00,10:00:00)",2016-09-19,9,59,1
2016-09-19 09:40:00,3,0,"[09:40:00,10:00:00)",2016-09-19,9,148,1
2016-09-19 09:40:00,3,1,"[09:40:00,10:00:00)",2016-09-19,9,116,1
2016-09-19 10:00:00,1,0,"[10:00:00,10:20:00)",2016-09-19,10,44,1
2016-09-19 10:00:00,1,1,"[10:00:00,10:20:00)",2016-09-19,10,101,1
2016-09-19 10:00:00,2,0,"[10:00:00,10:20:00)",2016-09-19,10,71,1
2016-09-19 10:00:00,3,0,"[10:00:00,10:20:00)",2016-09-19,10,104,1
2016-09-19 10:00:00,3,1,"[10:00:00,10:20:00)",2016-09-19,10,117,1
2016-09-19 10:20:00,1,0,"[10:20:00,10:40:00)",2016-09-19,10,44,1
2016-09-19 10:20:00,1,1,"[10:20:00,10:40:00)",2016-09-19,10,105,1
2016-09-19 10:20:00,2,0,"[10:20:00,10:40:00)",2016-09-19,10,88,1
2016-09-19 10:20:00,3,0,"[10:20:00,10:40:00)",2016-09-19,10,111,1
2016-09-19 10:20:00,3,1,"[10:20:00,10:40:00)",2016-09-19,10,87,1
2016-09-19 10:40:00,1,0,"[10:40:00,11:00:00)",2016-09-19,10,44,1
2016-09-19 10:40:00,1,1,"[10:40:00,11:00:00)",2016-09-19,10,102,1
2016-09-19 10:40:00,2,0,"[10:40:00,11:00:00)",2016-09-19,10,65,1
2016-09-19 10:40:00,3,0,"[10:40:00,11:00:00)",2016-09-19,10,122,1
2016-09-19 10:40:00,3,1,"[10:40:00,11:00:00)",2016-09-19,10,85,1
2016-09-19 11:00:00,1,0,"[11:00:00,11:20:00)",2016-09-19,11,39,1
2016-09-19 11:00:00,1,1,"[11:00:00,11:20:00)",2016-09-19,11,86,1
2016-09-19 11:00:00,2,0,"[11:00:00,11:20:00)",2016-09-19,11,50,1
2016-09-19 11:00:00,3,0,"[11:00:00,11:20:00)",2016-09-19,11,111,1
2016-09-19 11:00:00,3,1,"[11:00:00,11:20:00)",2016-09-19,11,73,1
2016-09-19 11:20:00,1,0,"[11:20:00,11:40:00)",2016-09-19,11,30,1
2016-09-19 11:20:00,1,1,"[11:20:00,11:40:00)",2016-09-19,11,76,1
2016-09-19 11:20:00,2,0,"[11:20:00,11:40:00)",2016-09-19,11,61,1
2016-09-19 11:20:00,3,0,"[11:20:00,11:40:00)",2016-09-19,11,82,1
2016-09-19 11:20:00,3,1,"[11:20:00,11:40:00)",2016-09-19,11,72,1
2016-09-19 11:40:00,1,0,"[11:40:00,12:00:00)",2016-09-19,11,34,1
2016-09-19 11:40:00,1,1,"[11:40:00,12:00:00)",2016-09-19,11,100,1
2016-09-19 11:40:00,2,0,"[11:40:00,12:00:00)",2016-09-19,11,46,1
2016-09-19 11:40:00,3,0,"[11:40:00,12:00:00)",2016-09-19,11,91,1
2016-09-19 11:40:00,3,1,"[11:40:00,12:00:00)",2016-09-19,11,73,1
2016-09-19 12:00:00,1,0,"[12:00:00,12:20:00)",2016-09-19,12,45,1
2016-09-19 12:00:00,1,1,"[12:00:00,12:20:00)",2016-09-19,12,99,1
2016-09-19 12:00:00,2,0,"[12:00:00,12:20:00)",2016-09-19,12,87,1
2016-09-19 12:00:00,3,0,"[12:00:00,12:20:00)",2016-09-19,12,104,1
2016-09-19 12:00:00,3,1,"[12:00:00,12:20:00)",2016-09-19,12,94,1
2016-09-19 12:20:00,1,0,"[12:20:00,12:40:00)",2016-09-19,12,44,1
2016-09-19 12:20:00,1,1,"[12:20:00,12:40:00)",2016-09-19,12,70,1
2016-09-19 12:20:00,2,0,"[12:20:00,12:40:00)",2016-09-19,12,66,1
2016-09-19 12:20:00,3,0,"[12:20:00,12:40:00)",2016-09-19,12,91,1
2016-09-19 12:20:00,3,1,"[12:20:00,12:40:00)",2016-09-19,12,86,1
2016-09-19 12:40:00,1,0,"[12:40:00,13:00:00)",2016-09-19,12,53,1
2016-09-19 12:40:00,1,1,"[12:40:00,13:00:00)",2016-09-19,12,79,1
2016-09-19 12:40:00,2,0,"[12:40:00,13:00:00)",2016-09-19,12,69,1
2016-09-19 12:40:00,3,0,"[12:40:00,13:00:00)",2016-09-19,12,122,1
2016-09-19 12:40:00,3,1,"[12:40:00,13:00:00)",2016-09-19,12,94,1
2016-09-19 13:00:00,1,0,"[13:00:00,13:20:00)",2016-09-19,13,57,1
2016-09-19 13:00:00,1,1,"[13:00:00,13:20:00)",2016-09-19,13,100,1
2016-09-19 13:00:00,2,0,"[13:00:00,13:20:00)",2016-09-19,13,81,1
2016-09-19 13:00:00,3,0,"[13:00:00,13:20:00)",2016-09-19,13,117,1
2016-09-19 13:00:00,3,1,"[13:00:00,13:20:00)",2016-09-19,13,91,1
2016-09-19 13:20:00,1,0,"[13:20:00,13:40:00)",2016-09-19,13,61,1
2016-09-19 13:20:00,1,1,"[13:20:00,13:40:00)",2016-09-19,13,108,1
2016-09-19 13:20:00,2,0,"[13:20:00,13:40:00)",2016-09-19,13,95,1
2016-09-19 13:20:00,3,0,"[13:20:00,13:40:00)",2016-09-19,13,107,1
2016-09-19 13:20:00,3,1,"[13:20:00,13:40:00)",2016-09-19,13,110,1
2016-09-19 13:40:00,1,0,"[13:40:00,14:00:00)",2016-09-19,13,53,1
2016-09-19 13:40:00,1,1,"[13:40:00,14:00:00)",2016-09-19,13,106,1
2016-09-19 13:40:00,2,0,"[13:40:00,14:00:00)",2016-09-19,13,67,1
2016-09-19 13:40:00,3,0,"[13:40:00,14:00:00)",2016-09-19,13,131,1
2016-09-19 13:40:00,3,1,"[13:40:00,14:00:00)",2016-09-19,13,100,1
2016-09-19 14:00:00,1,0,"[14:00:00,14:20:00)",2016-09-19,14,55,1
2016-09-19 14:00:00,1,1,"[14:00:00,14:20:00)",2016-09-19,14,101,1
2016-09-19 14:00:00,2,0,"[14:00:00,14:20:00)",2016-09-19,14,66,1
2016-09-19 14:00:00,3,0,"[14:00:00,14:20:00)",2016-09-19,14,100,1
2016-09-19 14:00:00,3,1,"[14:00:00,14:20:00)",2016-09-19,14,95,1
2016-09-19 14:20:00,1,0,"[14:20:00,14:40:00)",2016-09-19,14,52,1
2016-09-19 14:20:00,1,1,"[14:20:00,14:40:00)",2016-09-19,14,100,1
2016-09-19 14:20:00,2,0,"[14:20:00,14:40:00)",2016-09-19,14,62,1
2016-09-19 14:20:00,3,0,"[14:20:00,14:40:00)",2016-09-19,14,84,1
2016-09-19 14:20:00,3,1,"[14:20:00,14:40:00)",2016-09-19,14,99,1
2016-09-19 14:40:00,1,0,"[14:40:00,15:00:00)",2016-09-19,14,52,1
2016-09-19 14:40:00,1,1,"[14:40:00,15:00:00)",2016-09-19,14,101,1
2016-09-19 14:40:00,2,0,"[14:40:00,15:00:00)",2016-09-19,14,79,1
2016-09-19 14:40:00,3,0,"[14:40:00,15:00:00)",2016-09-19,14,107,1
2016-09-19 14:40:00,3,1,"[14:40:00,15:00:00)",2016-09-19,14,93,1
2016-09-19 15:00:00,1,0,"[15:00:00,15:20:00)",2016-09-19,15,48,1
2016-09-19 15:00:00,1,1,"[15:00:00,15:20:00)",2016-09-19,15,77,1
2016-09-19 15:00:00,2,0,"[15:00:00,15:20:00)",2016-09-19,15,77,1
2016-09-19 15:00:00,3,0,"[15:00:00,15:20:00)",2016-09-19,15,117,1
2016-09-19 15:00:00,3,1,"[15:00:00,15:20:00)",2016-09-19,15,75,1
2016-09-19 15:20:00,1,0,"[15:20:00,15:40:00)",2016-09-19,15,57,1
2016-09-19 15:20:00,1,1,"[15:20:00,15:40:00)",2016-09-19,15,104,1
2016-09-19 15:20:00,2,0,"[15:20:00,15:40:00)",2016-09-19,15,67,1
2016-09-19 15:20:00,3,0,"[15:20:00,15:40:00)",2016-09-19,15,109,1
2016-09-19 15:20:00,3,1,"[15:20:00,15:40:00)",2016-09-19,15,95,1
2016-09-19 15:40:00,1,0,"[15:40:00,16:00:00)",2016-09-19,15,43,1
2016-09-19 15:40:00,1,1,"[15:40:00,16:00:00)",2016-09-19,15,92,1
2016-09-19 15:40:00,2,0,"[15:40:00,16:00:00)",2016-09-19,15,74,1
2016-09-19 15:40:00,3,0,"[15:40:00,16:00:00)",2016-09-19,15,115,1
2016-09-19 15:40:00,3,1,"[15:40:00,16:00:00)",2016-09-19,15,83,1
2016-09-19 16:00:00,1,0,"[16:00:00,16:20:00)",2016-09-19,16,42,1
2016-09-19 16:00:00,1,1,"[16:00:00,16:20:00)",2016-09-19,16,110,1
2016-09-19 16:00:00,2,0,"[16:00:00,16:20:00)",2016-09-19,16,76,1
2016-09-19 16:00:00,3,0,"[16:00:00,16:20:00)",2016-09-19,16,123,1
2016-09-19 16:00:00,3,1,"[16:00:00,16:20:00)",2016-09-19,16,101,1
2016-09-19 16:20:00,1,0,"[16:20:00,16:40:00)",2016-09-19,16,46,1
2016-09-19 16:20:00,1,1,"[16:20:00,16:40:00)",2016-09-19,16,122,1
2016-09-19 16:20:00,2,0,"[16:20:00,16:40:00)",2016-09-19,16,86,1
2016-09-19 16:20:00,3,0,"[16:20:00,16:40:00)",2016-09-19,16,111,1
2016-09-19 16:20:00,3,1,"[16:20:00,16:40:00)",2016-09-19,16,90,1
2016-09-19 16:40:00,1,0,"[16:40:00,17:00:00)",2016-09-19,16,55,1
2016-09-19 16:40:00,1,1,"[16:40:00,17:00:00)",2016-09-19,16,116,1
2016-09-19 16:40:00,2,0,"[16:40:00,17:00:00)",2016-09-19,16,99,1
2016-09-19 16:40:00,3,0,"[16:40:00,17:00:00)",2016-09-19,16,116,1
2016-09-19 16:40:00,3,1,"[16:40:00,17:00:00)",2016-09-19,16,115,1
2016-09-19 17:00:00,1,0,"[17:00:00,17:20:00)",2016-09-19,17,36,1
2016-09-19 17:00:00,1,1,"[17:00:00,17:20:00)",2016-09-19,17,96,1
2016-09-19 17:00:00,2,0,"[17:00:00,17:20:00)",2016-09-19,17,85,1
2016-09-19 17:00:00,3,0,"[17:00:00,17:20:00)",2016-09-19,17,110,1
2016-09-19 17:00:00,3,1,"[17:00:00,17:20:00)",2016-09-19,17,86,1
2016-09-19 17:20:00,1,0,"[17:20:00,17:40:00)",2016-09-19,17,34,1
2016-09-19 17:20:00,1,1,"[17:20:00,17:40:00)",2016-09-19,17,116,1
2016-09-19 17:20:00,2,0,"[17:20:00,17:40:00)",2016-09-19,17,72,1
2016-09-19 17:20:00,3,0,"[17:20:00,17:40:00)",2016-09-19,17,118,1
2016-09-19 17:20:00,3,1,"[17:20:00,17:40:00)",2016-09-19,17,85,1
2016-09-19 17:40:00,1,0,"[17:40:00,18:00:00)",2016-09-19,17,24,1
2016-09-19 17:40:00,1,1,"[17:40:00,18:00:00)",2016-09-19,17,112,1
2016-09-19 17:40:00,2,0,"[17:40:00,18:00:00)",2016-09-19,17,53,1
2016-09-19 17:40:00,3,0,"[17:40:00,18:00:00)",2016-09-19,17,95,1
2016-09-19 17:40:00,3,1,"[17:40:00,18:00:00)",2016-09-19,17,91,1
2016-09-19 18:00:00,1,0,"[18:00:00,18:20:00)",2016-09-19,18,29,1
2016-09-19 18:00:00,1,1,"[18:00:00,18:20:00)",2016-09-19,18,67,1
2016-09-19 18:00:00,2,0,"[18:00:00,18:20:00)",2016-09-19,18,55,1
2016-09-19 18:00:00,3,0,"[18:00:00,18:20:00)",2016-09-19,18,94,1
2016-09-19 18:00:00,3,1,"[18:00:00,18:20:00)",2016-09-19,18,73,1
2016-09-19 18:20:00,1,0,"[18:20:00,18:40:00)",2016-09-19,18,27,1
2016-09-19 18:20:00,1,1,"[18:20:00,18:40:00)",2016-09-19,18,94,1
2016-09-19 18:20:00,2,0,"[18:20:00,18:40:00)",2016-09-19,18,50,1
2016-09-19 18:20:00,3,0,"[18:20:00,18:40:00)",2016-09-19,18,56,1
2016-09-19 18:20:00,3,1,"[18:20:00,18:40:00)",2016-09-19,18,78,1
2016-09-19 18:40:00,1,0,"[18:40:00,19:00:00)",2016-09-19,18,18,1
2016-09-19 18:40:00,1,1,"[18:40:00,19:00:00)",2016-09-19,18,65,1
2016-09-19 18:40:00,2,0,"[18:40:00,19:00:00)",2016-09-19,18,49,1
2016-09-19 18:40:00,3,0,"[18:40:00,19:00:00)",2016-09-19,18,61,1
2016-09-19 18:40:00,3,1,"[18:40:00,19:00:00)",2016-09-19,18,77,1
2016-09-19 19:00:00,1,0,"[19:00:00,19:20:00)",2016-09-19,19,13,1
2016-09-19 19:00:00,1,1,"[19:00:00,19:20:00)",2016-09-19,19,62,1
2016-09-19 19:00:00,2,0,"[19:00:00,19:20:00)",2016-09-19,19,44,1
2016-09-19 19:00:00,3,0,"[19:00:00,19:20:00)",2016-09-19,19,51,1
2016-09-19 19:00:00,3,1,"[19:00:00,19:20:00)",2016-09-19,19,44,1
2016-09-19 19:20:00,1,0,"[19:20:00,19:40:00)",2016-09-19,19,22,1
2016-09-19 19:20:00,1,1,"[19:20:00,19:40:00)",2016-09-19,19,44,1
2016-09-19 19:20:00,2,0,"[19:20:00,19:40:00)",2016-09-19,19,49,1
2016-09-19 19:20:00,3,0,"[19:20:00,19:40:00)",2016-09-19,19,61,1
2016-09-19 19:20:00,3,1,"[19:20:00,19:40:00)",2016-09-19,19,45,1
2016-09-19 19:40:00,1,0,"[19:40:00,20:00:00)",2016-09-19,19,27,1
2016-09-19 19:40:00,1,1,"[19:40:00,20:00:00)",2016-09-19,19,41,1
2016-09-19 19:40:00,2,0,"[19:40:00,20:00:00)",2016-09-19,19,41,1
2016-09-19 19:40:00,3,0,"[19:40:00,20:00:00)",2016-09-19,19,50,1
2016-09-19 19:40:00,3,1,"[19:40:00,20:00:00)",2016-09-19,19,46,1
2016-09-19 20:00:00,1,0,"[20:00:00,20:20:00)",2016-09-19,20,17,1
2016-09-19 20:00:00,1,1,"[20:00:00,20:20:00)",2016-09-19,20,48,1
2016-09-19 20:00:00,2,0,"[20:00:00,20:20:00)",2016-09-19,20,56,1
2016-09-19 20:00:00,3,0,"[20:00:00,20:20:00)",2016-09-19,20,55,1
2016-09-19 20:00:00,3,1,"[20:00:00,20:20:00)",2016-09-19,20,32,1
2016-09-19 20:20:00,1,0,"[20:20:00,20:40:00)",2016-09-19,20,16,1
2016-09-19 20:20:00,1,1,"[20:20:00,20:40:00)",2016-09-19,20,34,1
2016-09-19 20:20:00,2,0,"[20:20:00,20:40:00)",2016-09-19,20,21,1
2016-09-19 20:20:00,3,0,"[20:20:00,20:40:00)",2016-09-19,20,29,1
2016-09-19 20:20:00,3,1,"[20:20:00,20:40:00)",2016-09-19,20,40,1
2016-09-19 20:40:00,1,0,"[20:40:00,21:00:00)",2016-09-19,20,17,1
2016-09-19 20:40:00,1,1,"[20:40:00,21:00:00)",2016-09-19,20,39,1
2016-09-19 20:40:00,2,0,"[20:40:00,21:00:00)",2016-09-19,20,35,1
2016-09-19 20:40:00,3,0,"[20:40:00,21:00:00)",2016-09-19,20,41,1
2016-09-19 20:40:00,3,1,"[20:40:00,21:00:00)",2016-09-19,20,42,1
2016-09-19 21:00:00,1,0,"[21:00:00,21:20:00)",2016-09-19,21,17,1
2016-09-19 21:00:00,1,1,"[21:00:00,21:20:00)",2016-09-19,21,24,1
2016-09-19 21:00:00,2,0,"[21:00:00,21:20:00)",2016-09-19,21,29,1
2016-09-19 21:00:00,3,0,"[21:00:00,21:20:00)",2016-09-19,21,32,1
2016-09-19 21:00:00,3,1,"[21:00:00,21:20:00)",2016-09-19,21,30,1
2016-09-19 21:20:00,1,0,"[21:20:00,21:40:00)",2016-09-19,21,22,1
2016-09-19 21:20:00,1,1,"[21:20:00,21:40:00)",2016-09-19,21,35,1
