time,tollgate_id,direction,time_window,date,hour,volume,weekday,volume_anterior,media_volume,desvio_padrao
2016-09-19 04:20:00,3,0,"[04:20:00,04:40:00)",2016-09-19,4,8,1,11.0,11.2,4.147288270665544
2016-09-19 04:20:00,3,1,"[04:20:00,04:40:00)",2016-09-19,4,7,1,4.0,6.2,1.0954451150103324
2016-09-19 04:40:00,1,0,"[04:40:00,05:00:00)",2016-09-19,4,12,1,13.0,12.0,3.605551275463989
2016-09-19 04:40:00,1,1,"[04:40:00,05:00:00)",2016-09-19,4,23,1,17.0,22.0,5.787918451395113
2016-09-19 04:40:00,3,0,"[04:40:00,05:00:00)",2016-09-19,4,10,1,8.0,13.2,3.492849839314596
2016-09-19 04:40:00,3,1,"[04:40:00,05:00:00)",2016-09-19,4,3,1,7.0,7.0,2.5495097567963922
2016-09-19 05:00:00,1,0,"[05:00:00,05:20:00)",2016-09-19,5,2,1,12.0,7.6,10.430723848324238
2016-09-19 05:00:00,1,1,"[05:00:00,05:20:00)",2016-09-19,5,28,1,23.0,25.0,4.183300132670378
2016-09-19 05:00:00,2,0,"[05:00:00,05:20:00)",2016-09-19,5,14,1,2.0,12.0,2.449489742783178
2016-09-19 05:00:00,3,0,"[05:00:00,05:20:00)",2016-09-19,5,9,1,10.0,11.6,2.408318915758459
2016-09-19 05:00:00,3,1,"[05:00:00,05:20:00)",2016-09-19,5,11,1,3.0,9.6,3.9115214431215892
2016-09-19 05:20:00,1,0,"[05:20:00,05:40:00)",2016-09-19,5,8,1,2.0,7.8,6.534523701081817
2016-09-19 05:20:00,1,1,"[05:20:00,05:40:00)",2016-09-19,5,24,1,28.0,28.4,10.597169433391164
2016-09-19 05:20:00,2,0,"[05:20:00,05:40:00)",2016-09-19,5,12,1,14.0,12.6,6.58027355054484
2016-09-19 05:20:00,3,0,"[05:20:00,05:40:00)",2016-09-19,5,14,1,9.0,14.0,1.5811388300841898
2016-09-19 05:20:00,3,1,"[05:20:00,05:40:00)",2016-09-19,5,7,1,11.0,9.4,4.159326868617084
2016-09-19 05:40:00,1,0,"[05:40:00,06:00:00)",2016-09-19,5,13,1,8.0,15.4,12.817956155331473
2016-09-19 05:40:00,1,1,"[05:40:00,06:00:00)",2016-09-19,5,34,1,24.0,32.8,12.517987058628876
2016-09-19 05:40:00,2,0,"[05:40:00,06:00:00)",2016-09-19,5,21,1,12.0,20.4,11.392980294900891
2016-09-19 05:40:00,3,0,"[05:40:00,06:00:00)",2016-09-19,5,27,1,14.0,26.0,5.244044240850758
2016-09-19 05:40:00,3,1,"[05:40:00,06:00:00)",2016-09-19,5,13,1,7.0,10.6,4.8270073544588685
2016-09-19 06:00:00,1,0,"[06:00:00,06:20:00)",2016-09-19,6,8,1,13.0,16.2,10.183319694480774
2016-09-19 06:00:00,1,1,"[06:00:00,06:20:00)",2016-09-19,6,39,1,34.0,32.6,11.260550608207398
2016-09-19 06:00:00,2,0,"[06:00:00,06:20:00)",2016-09-19,6,30,1,21.0,27.25,3.8622100754188224
2016-09-19 06:00:00,3,0,"[06:00:00,06:20:00)",2016-09-19,6,39,1,27.0,36.4,6.730527468185536
2016-09-19 06:00:00,3,1,"[06:00:00,06:20:00)",2016-09-19,6,30,1,13.0,21.2,10.639548862616309
2016-09-19 06:20:00,1,0,"[06:20:00,06:40:00)",2016-09-19,6,13,1,8.0,27.4,24.17229819442082
2016-09-19 06:20:00,1,1,"[06:20:00,06:40:00)",2016-09-19,6,57,1,39.0,52.6,20.839865642561133
2016-09-19 06:20:00,2,0,"[06:20:00,06:40:00)",2016-09-19,6,36,1,30.0,31.8,16.099689437998485
2016-09-19 06:20:00,3,0,"[06:20:00,06:40:00)",2016-09-19,6,58,1,39.0,60.6,3.646916505762094
2016-09-19 06:20:00,3,1,"[06:20:00,06:40:00)",2016-09-19,6,38,1,30.0,36.6,11.414902540100814
2016-09-19 06:40:00,1,0,"[06:40:00,07:00:00)",2016-09-19,6,32,1,13.0,36.6,23.22283359110167
2016-09-19 06:40:00,1,1,"[06:40:00,07:00:00)",2016-09-19,6,72,1,57.0,58.2,21.53369452741447
2016-09-19 06:40:00,2,0,"[06:40:00,07:00:00)",2016-09-19,6,37,1,36.0,42.6,26.14000765110829
2016-09-19 06:40:00,3,0,"[06:40:00,07:00:00)",2016-09-19,6,71,1,58.0,77.0,15.732132722552274
2016-09-19 06:40:00,3,1,"[06:40:00,07:00:00)",2016-09-19,6,65,1,38.0,48.0,19.685019685029527
2016-09-19 07:00:00,1,0,"[07:00:00,07:20:00)",2016-09-19,7,39,1,32.0,50.6,23.00652081476032
2016-09-19 07:00:00,1,1,"[07:00:00,07:20:00)",2016-09-19,7,70,1,72.0,70.8,33.31215994197915
2016-09-19 07:00:00,2,0,"[07:00:00,07:20:00)",2016-09-19,7,84,1,37.0,68.4,36.066605052319524
2016-09-19 07:00:00,3,0,"[07:00:00,07:20:00)",2016-09-19,7,127,1,71.0,126.0,31.464265445104548
2016-09-19 07:00:00,3,1,"[07:00:00,07:20:00)",2016-09-19,7,67,1,65.0,61.8,30.38420642373271
2016-09-19 07:20:00,1,0,"[07:20:00,07:40:00)",2016-09-19,7,31,1,39.0,52.8,32.321819255728784
2016-09-19 07:20:00,1,1,"[07:20:00,07:40:00)",2016-09-19,7,83,1,70.0,88.6,42.32965863316169
2016-09-19 07:20:00,2,0,"[07:20:00,07:40:00)",2016-09-19,7,80,1,84.0,87.0,50.438080851673966
2016-09-19 07:20:00,3,0,"[07:20:00,07:40:00)",2016-09-19,7,123,1,127.0,137.6,24.845522735495024
2016-09-19 07:20:00,3,1,"[07:20:00,07:40:00)",2016-09-19,7,71,1,67.0,73.2,36.62239751845856
2016-09-19 07:40:00,1,0,"[07:40:00,08:00:00)",2016-09-19,7,43,1,31.0,64.4,42.81705267764235
2016-09-19 07:40:00,1,1,"[07:40:00,08:00:00)",2016-09-19,7,118,1,83.0,104.4,53.01697841258025
2016-09-19 07:40:00,2,0,"[07:40:00,08:00:00)",2016-09-19,7,97,1,80.0,92.8,49.14468435141282
2016-09-19 07:40:00,3,0,"[07:40:00,08:00:00)",2016-09-19,7,153,1,123.0,145.0,23.108440016582687
2016-09-19 07:40:00,3,1,"[07:40:00,08:00:00)",2016-09-19,7,103,1,71.0,88.0,45.0832563153994
2016-09-19 08:00:00,1,0,"[08:00:00,08:20:00)",2016-09-19,8,46,1,43.0,76.2,63.07693714821607
2016-09-19 08:00:00,1,1,"[08:00:00,08:20:00)",2016-09-19,8,123,1,118.0,101.2,48.77704378086068
2016-09-19 08:00:00,2,0,"[08:00:00,08:20:00)",2016-09-19,8,129,1,97.0,102.6,53.1535511513577
2016-09-19 08:00:00,3,0,"[08:00:00,08:20:00)",2016-09-19,8,161,1,153.0,160.0,19.467922333931785
2016-09-19 08:00:00,3,1,"[08:00:00,08:20:00)",2016-09-19,8,118,1,103.0,103.6,50.082931224120664
2016-09-19 08:20:00,1,0,"[08:20:00,08:40:00)",2016-09-19,8,56,1,46.0,78.8,65.69018191480367
2016-09-19 08:20:00,1,1,"[08:20:00,08:40:00)",2016-09-19,8,119,1,123.0,97.0,45.91840589567543
2016-09-19 08:20:00,2,0,"[08:20:00,08:40:00)",2016-09-19,8,122,1,129.0,102.6,53.15825429789808
2016-09-19 08:20:00,3,0,"[08:20:00,08:40:00)",2016-09-19,8,167,1,161.0,161.4,18.32484652050325
2016-09-19 08:20:00,3,1,"[08:20:00,08:40:00)",2016-09-19,8,168,1,118.0,118.8,63.676526287164876
2016-09-19 08:40:00,1,0,"[08:40:00,09:00:00)",2016-09-19,8,41,1,56.0,80.6,69.32748372759536
2016-09-19 08:40:00,1,1,"[08:40:00,09:00:00)",2016-09-19,8,116,1,119.0,98.2,48.504638953403216
2016-09-19 08:40:00,2,0,"[08:40:00,09:00:00)",2016-09-19,8,98,1,122.0,90.2,47.88214698611581
2016-09-19 08:40:00,3,0,"[08:40:00,09:00:00)",2016-09-19,8,138,1,167.0,152.4,20.98332671432249
2016-09-19 08:40:00,3,1,"[08:40:00,09:00:00)",2016-09-19,8,161,1,168.0,123.8,58.59351499952875
2016-09-19 09:00:00,1,0,"[09:00:00,09:20:00)",2016-09-19,9,50,1,41.0,56.4,19.03417978269618
2016-09-19 09:00:00,1,1,"[09:00:00,09:20:00)",2016-09-19,9,120,1,116.0,109.0,56.2272176085568
2016-09-19 09:00:00,2,0,"[09:00:00,09:20:00)",2016-09-19,9,89,1,98.0,112.5,16.421530582338136
2016-09-19 09:00:00,3,0,"[09:00:00,09:20:00)",2016-09-19,9,174,1,138.0,157.8,28.252433523503775
2016-09-19 09:00:00,3,1,"[09:00:00,09:20:00)",2016-09-19,9,145,1,161.0,113.0,53.530365214521
2016-09-19 09:20:00,1,0,"[09:20:00,09:40:00)",2016-09-19,9,49,1,50.0,76.4,59.710133143378606
2016-09-19 09:20:00,1,1,"[09:20:00,09:40:00)",2016-09-19,9,151,1,120.0,108.2,52.39942747778834
2016-09-19 09:20:00,2,0,"[09:20:00,09:40:00)",2016-09-19,9,78,1,89.0,98.0,17.663521732655695
2016-09-19 09:20:00,3,0,"[09:20:00,09:40:00)",2016-09-19,9,144,1,174.0,150.0,4.301162633521313
2016-09-19 09:20:00,3,1,"[09:20:00,09:40:00)",2016-09-19,9,125,1,145.0,101.4,45.17521444332058
2016-09-19 09:40:00,1,0,"[09:40:00,10:00:00)",2016-09-19,9,44,1,49.0,74.4,60.90812753647907
2016-09-19 09:40:00,1,1,"[09:40:00,10:00:00)",2016-09-19,9,131,1,151.0,96.2,44.11008954876424
2016-09-19 09:40:00,2,0,"[09:40:00,10:00:00)",2016-09-19,9,59,1,78.0,80.25,14.863265679744362
2016-09-19 09:40:00,3,0,"[09:40:00,10:00:00)",2016-09-19,9,148,1,144.0,141.0,40.47838929601819
2016-09-19 09:40:00,3,1,"[09:40:00,10:00:00)",2016-09-19,9,116,1,125.0,87.6,40.16590594023742
2016-09-19 10:00:00,1,0,"[10:00:00,10:20:00)",2016-09-19,10,44,1,44.0,68.4,56.993859318351134
2016-09-19 10:00:00,1,1,"[10:00:00,10:20:00)",2016-09-19,10,101,1,131.0,80.8,39.385276436759966
2016-09-19 10:00:00,2,0,"[10:00:00,10:20:00)",2016-09-19,10,71,1,59.0,68.5,7.7674534651540315
2016-09-19 10:00:00,3,0,"[10:00:00,10:20:00)",2016-09-19,10,104,1,148.0,122.8,32.614413991362774
2016-09-19 10:00:00,3,1,"[10:00:00,10:20:00)",2016-09-19,10,117,1,116.0,74.4,37.85234470941001
2016-09-19 10:20:00,1,0,"[10:20:00,10:40:00)",2016-09-19,10,44,1,44.0,66.8,40.812988128780766
2016-09-19 10:20:00,1,1,"[10:20:00,10:40:00)",2016-09-19,10,105,1,101.0,82.4,38.94611662284187
2016-09-19 10:20:00,2,0,"[10:20:00,10:40:00)",2016-09-19,10,88,1,71.0,66.75,14.660036380127666
2016-09-19 10:20:00,3,0,"[10:20:00,10:40:00)",2016-09-19,10,111,1,104.0,119.0,23.054283766797006
2016-09-19 10:20:00,3,1,"[10:20:00,10:40:00)",2016-09-19,10,87,1,117.0,75.6,25.744902408049636
2016-09-19 10:40:00,1,0,"[10:40:00,11:00:00)",2016-09-19,10,44,1,44.0,55.4,35.67632268045573
2016-09-19 10:40:00,1,1,"[10:40:00,11:00:00)",2016-09-19,10,102,1,105.0,74.2,37.6988063471511
2016-09-19 10:40:00,2,0,"[10:40:00,11:00:00)",2016-09-19,10,65,1,88.0,64.25,8.5
2016-09-19 10:40:00,3,0,"[10:40:00,11:00:00)",2016-09-19,10,122,1,111.0,112.6,21.67487024182613
2016-09-19 10:40:00,3,1,"[10:40:00,11:00:00)",2016-09-19,10,85,1,87.0,75.8,29.861346252304166
2016-09-19 11:00:00,1,0,"[11:00:00,11:20:00)",2016-09-19,11,39,1,44.0,48.8,30.53195047814666
2016-09-19 11:00:00,1,1,"[11:00:00,11:20:00)",2016-09-19,11,86,1,102.0,62.8,30.776614498674153
2016-09-19 11:00:00,2,0,"[11:00:00,11:20:00)",2016-09-19,11,50,1,65.0,58.75,6.751543033509698
2016-09-19 11:00:00,3,0,"[11:00:00,11:20:00)",2016-09-19,11,111,1,122.0,105.2,5.495452665613635
2016-09-19 11:00:00,3,1,"[11:00:00,11:20:00)",2016-09-19,11,73,1,85.0,65.0,22.66053838724932
2016-09-19 11:20:00,1,0,"[11:20:00,11:40:00)",2016-09-19,11,30,1,39.0,63.8,70.16195550296472
2016-09-19 11:20:00,1,1,"[11:20:00,11:40:00)",2016-09-19,11,76,1,86.0,64.0,29.782545223670862
2016-09-19 11:20:00,2,0,"[11:20:00,11:40:00)",2016-09-19,11,61,1,50.0,44.8,21.707141681944215
2016-09-19 11:20:00,3,0,"[11:20:00,11:40:00)",2016-09-19,11,82,1,111.0,81.2,10.329569206893384
2016-09-19 11:20:00,3,1,"[11:20:00,11:40:00)",2016-09-19,11,72,1,73.0,66.4,23.35165946993918
2016-09-19 11:40:00,1,0,"[11:40:00,12:00:00)",2016-09-19,11,34,1,30.0,51.6,39.99124904275934
2016-09-19 11:40:00,1,1,"[11:40:00,12:00:00)",2016-09-19,11,100,1,76.0,72.6,36.280848942658444
2016-09-19 11:40:00,2,0,"[11:40:00,12:00:00)",2016-09-19,11,46,1,61.0,43.8,21.95905280288747
2016-09-19 11:40:00,3,0,"[11:40:00,12:00:00)",2016-09-19,11,91,1,82.0,86.8,18.619881847100967
2016-09-19 11:40:00,3,1,"[11:40:00,12:00:00)",2016-09-19,11,73,1,72.0,58.0,21.50581316760657
2016-09-19 12:00:00,1,0,"[12:00:00,12:20:00)",2016-09-19,12,45,1,34.0,59.8,41.360609279844994
2016-09-19 12:00:00,1,1,"[12:00:00,12:20:00)",2016-09-19,12,99,1,100.0,74.2,35.031414473298106
2016-09-19 12:00:00,2,0,"[12:00:00,12:20:00)",2016-09-19,12,87,1,46.0,57.6,30.899838187278586
2016-09-19 12:00:00,3,0,"[12:00:00,12:20:00)",2016-09-19,12,104,1,91.0,85.4,20.659138413786767
2016-09-19 12:00:00,3,1,"[12:00:00,12:20:00)",2016-09-19,12,94,1,73.0,73.0,29.5550334122633
2016-09-19 12:20:00,1,0,"[12:20:00,12:40:00)",2016-09-19,12,44,1,45.0,62.0,51.94708846509109
2016-09-19 12:20:00,1,1,"[12:20:00,12:40:00)",2016-09-19,12,70,1,99.0,67.8,33.70014836762592
2016-09-19 12:20:00,2,0,"[12:20:00,12:40:00)",2016-09-19,12,66,1,87.0,54.8,27.941009287425537
2016-09-19 12:20:00,3,0,"[12:20:00,12:40:00)",2016-09-19,12,91,1,104.0,93.4,14.75804865149861
2016-09-19 12:20:00,3,1,"[12:20:00,12:40:00)",2016-09-19,12,86,1,94.0,70.0,23.822258499143192
2016-09-19 12:40:00,1,0,"[12:40:00,13:00:00)",2016-09-19,12,53,1,44.0,69.2,53.91382012063326
2016-09-19 12:40:00,1,1,"[12:40:00,13:00:00)",2016-09-19,12,79,1,70.0,64.8,31.60221511223541
2016-09-19 12:40:00,2,0,"[12:40:00,13:00:00)",2016-09-19,12,69,1,66.0,56.6,28.36899716239543
2016-09-19 12:40:00,3,0,"[12:40:00,13:00:00)",2016-09-19,12,122,1,91.0,107.0,15.149257407543116
2016-09-19 12:40:00,3,1,"[12:40:00,13:00:00)",2016-09-19,12,94,1,86.0,80.0,29.89147035527025
2016-09-19 13:00:00,1,0,"[13:00:00,13:20:00)",2016-09-19,13,57,1,53.0,70.4,48.0499739854248
2016-09-19 13:00:00,1,1,"[13:00:00,13:20:00)",2016-09-19,13,100,1,79.0,77.0,32.28002478313795
2016-09-19 13:00:00,2,0,"[13:00:00,13:20:00)",2016-09-19,13,81,1,69.0,56.0,28.53068523537421
2016-09-19 13:00:00,3,0,"[13:00:00,13:20:00)",2016-09-19,13,117,1,122.0,105.6,8.264381404557755
2016-09-19 13:00:00,3,1,"[13:00:00,13:20:00)",2016-09-19,13,91,1,94.0,79.0,37.769034936042516
2016-09-19 13:20:00,1,0,"[13:20:00,13:40:00)",2016-09-19,13,61,1,57.0,76.4,57.756384928421554
2016-09-19 13:20:00,1,1,"[13:20:00,13:40:00)",2016-09-19,13,108,1,100.0,79.8,37.7783006499763
2016-09-19 13:20:00,2,0,"[13:20:00,13:40:00)",2016-09-19,13,95,1,81.0,57.2,30.417100453527784
2016-09-19 13:20:00,3,0,"[13:20:00,13:40:00)",2016-09-19,13,107,1,117.0,100.8,11.755849607748479
2016-09-19 13:20:00,3,1,"[13:20:00,13:40:00)",2016-09-19,13,110,1,91.0,82.0,33.91902121229326
2016-09-19 13:40:00,1,0,"[13:40:00,14:00:00)",2016-09-19,13,53,1,61.0,76.6,56.949978050917636
2016-09-19 13:40:00,1,1,"[13:40:00,14:00:00)",2016-09-19,13,106,1,108.0,81.8,36.83340874803743
2016-09-19 13:40:00,2,0,"[13:40:00,14:00:00)",2016-09-19,13,67,1,95.0,58.4,28.342547521350298
2016-09-19 13:40:00,3,0,"[13:40:00,14:00:00)",2016-09-19,13,131,1,107.0,114.6,20.35436071214225
2016-09-19 13:40:00,3,1,"[13:40:00,14:00:00)",2016-09-19,13,100,1,110.0,70.8,29.878085614710994
2016-09-19 14:00:00,1,0,"[14:00:00,14:20:00)",2016-09-19,14,55,1,53.0,71.2,62.99365047367869
2016-09-19 14:00:00,1,1,"[14:00:00,14:20:00)",2016-09-19,14,101,1,106.0,76.8,33.402095742632675
2016-09-19 14:00:00,2,0,"[14:00:00,14:20:00)",2016-09-19,14,66,1,67.0,54.6,28.138940989312303
2016-09-19 14:00:00,3,0,"[14:00:00,14:20:00)",2016-09-19,14,100,1,131.0,110.8,17.020575783445164
2016-09-19 14:00:00,3,1,"[14:00:00,14:20:00)",2016-09-19,14,95,1,100.0,83.0,31.945265689926575
2016-09-19 14:20:00,1,0,"[14:20:00,14:40:00)",2016-09-19,14,52,1,55.0,76.0,73.7360156233031
2016-09-19 14:20:00,1,1,"[14:20:00,14:40:00)",2016-09-19,14,100,1,101.0,82.8,35.13829819442029
2016-09-19 14:20:00,2,0,"[14:20:00,14:40:00)",2016-09-19,14,62,1,66.0,59.0,29.765752132274432
2016-09-19 14:20:00,3,0,"[14:20:00,14:40:00)",2016-09-19,14,84,1,100.0,112.4,23.807561823924768
2016-09-19 14:20:00,3,1,"[14:20:00,14:40:00)",2016-09-19,14,99,1,95.0,77.0,31.709619991415853
2016-09-19 14:40:00,1,0,"[14:40:00,15:00:00)",2016-09-19,14,52,1,52.0,78.8,54.55914222199612
2016-09-19 14:40:00,1,1,"[14:40:00,15:00:00)",2016-09-19,14,101,1,100.0,82.0,36.6742416417845
2016-09-19 14:40:00,2,0,"[14:40:00,15:00:00)",2016-09-19,14,79,1,62.0,58.8,27.151427218472328
2016-09-19 14:40:00,3,0,"[14:40:00,15:00:00)",2016-09-19,14,107,1,84.0,100.2,19.766132651583618
2016-09-19 14:40:00,3,1,"[14:40:00,15:00:00)",2016-09-19,14,93,1,99.0,76.2,28.367234620244535
2016-09-19 15:00:00,1,0,"[15:00:00,15:20:00)",2016-09-19,15,48,1,52.0,69.8,59.667411540974356
2016-09-19 15:00:00,1,1,"[15:00:00,15:20:00)",2016-09-19,15,77,1,101.0,76.2,30.784736477676727
2016-09-19 15:00:00,2,0,"[15:00:00,15:20:00)",2016-09-19,15,77,1,79.0,55.4,29.787581304966672
2016-09-19 15:00:00,3,0,"[15:00:00,15:20:00)",2016-09-19,15,117,1,107.0,110.0,9.38083151964686
2016-09-19 15:00:00,3,1,"[15:00:00,15:20:00)",2016-09-19,15,75,1,93.0,78.4,32.69250678672408
2016-09-19 15:20:00,1,0,"[15:20:00,15:40:00)",2016-09-19,15,57,1,48.0,74.4,60.081611163483295
2016-09-19 15:20:00,1,1,"[15:20:00,15:40:00)",2016-09-19,15,104,1,77.0,86.0,39.15992849840255
2016-09-19 15:20:00,2,0,"[15:20:00,15:40:00)",2016-09-19,15,67,1,77.0,59.8,29.71026758546614
2016-09-19 15:20:00,3,0,"[15:20:00,15:40:00)",2016-09-19,15,109,1,117.0,107.6,6.228964600958974
2016-09-19 15:20:00,3,1,"[15:20:00,15:40:00)",2016-09-19,15,95,1,75.0,83.0,30.894983411550815
2016-09-19 15:40:00,1,0,"[15:40:00,16:00:00)",2016-09-19,15,43,1,57.0,70.2,58.5123918499321
2016-09-19 15:40:00,1,1,"[15:40:00,16:00:00)",2016-09-19,15,92,1,104.0,73.6,36.977019890737544
2016-09-19 15:40:00,2,0,"[15:40:00,16:00:00)",2016-09-19,15,74,1,67.0,59.4,30.492622058458664
2016-09-19 15:40:00,3,0,"[15:40:00,16:00:00)",2016-09-19,15,115,1,109.0,106.6,11.013627921806693
2016-09-19 15:40:00,3,1,"[15:40:00,16:00:00)",2016-09-19,15,83,1,95.0,72.8,28.243583342061967
