time_start,volume,direction,tollgate_id,time_window,weekday,weekend,date,hour,minute,holiday
2016-09-19 15:10:00,42,0,1,"[15:10:00,15:30:00)",1,0,2016-09-19,15,10,False
2016-09-19 15:30:00,51,0,1,"[15:30:00,15:50:00)",1,0,2016-09-19,15,30,False
2016-09-19 15:50:00,44,0,1,"[15:50:00,16:10:00)",1,0,2016-09-19,15,50,False
2016-09-19 16:10:00,46,0,1,"[16:10:00,16:30:00)",1,0,2016-09-19,16,10,False
2016-09-19 16:30:00,41,0,1,"[16:30:00,16:50:00)",1,0,2016-09-19,16,30,False
2016-09-19 16:50:00,49,0,1,"[16:50:00,17:10:00)",1,0,2016-09-19,16,50,False
2016-09-19 17:10:00,37,0,1,"[17:10:00,17:30:00)",1,0,2016-09-19,17,10,False
2016-09-19 17:30:00,29,0,1,"[17:30:00,17:50:00)",1,0,2016-09-19,17,30,False
2016-09-19 17:50:00,27,0,1,"[17:50:00,18:10:00)",1,0,2016-09-19,17,50,False
2016-09-19 18:10:00,31,0,1,"[18:10:00,18:30:00)",1,0,2016-09-19,18,10,False
2016-09-19 18:30:00,23,0,1,"[18:30:00,18:50:00)",1,0,2016-09-19,18,30,False
2016-09-19 18:50:00,17,0,1,"[18:50:00,19:10:00)",1,0,2016-09-19,18,50,False
2016-09-19 19:10:00,13,0,1,"[19:10:00,19:30:00)",1,0,2016-09-19,19,10,False
2016-09-19 19:30:00,29,0,1,"[19:30:00,19:50:00)",1,0,2016-09-19,19,30,False
2016-09-19 19:50:00,19,0,1,"[19:50:00,20:10:00)",1,0,2016-09-19,19,50,False
2016-09-19 20:10:00,21,0,1,"[20:10:00,20:30:00)",1,0,2016-09-19,20,10,False
2016-09-19 20:30:00,11,0,1,"[20:30:00,20:50:00)",1,0,2016-09-19,20,30,False
2016-09-19 20:50:00,20,0,1,"[20:50:00,21:10:00)",1,0,2016-09-19,20,50,False
2016-09-19 21:10:00,16,0,1,"[21:10:00,21:30:00)",1,0,2016-09-19,21,10,False
2016-09-19 21:30:00,16,0,1,"[21:30:00,21:50:00)",1,0,2016-09-19,21,30,False
2016-09-19 21:50:00,4,0,1,"[21:50:00,22:10:00)",1,0,2016-09-19,21,50,False
2016-09-19 22:10:00,3,0,1,"[22:10:00,22:30:00)",1,0,2016-09-19,22,10,False
2016-09-19 22:30:00,10,0,1,"[22:30:00,22:50:00)",1,0,2016-09-19,22,30,False
2016-09-19 22:50:00,0,0,1,"[22:50:00,23:10:00)",1,0,2016-09-19,22,50,False
2016-09-19 23:10:00,2,0,1,"[23:10:00,23:30:00)",1,0,2016-09-19,23,10,False
2016-09-19 23:30:00,10,0,1,"[23:30:00,23:50:00)",1,0,2016-09-19,23,30,False
2016-09-19 23:50:00,11,0,1,"[23:50:00,00:00:00)",1,0,2016-09-19,23,50,False
2016-09-20 00:10:00,11,0,1,"[00:10:00,00:30:00)",2,0,2016-09-20,0,10,False
2016-09-20 00:30:00,10,0,1,"[00:30:00,00:50:00)",2,0,2016-09-20,0,30,False
2016-09-20 00:50:00,7,0,1,"[00:50:00,01:10:00)",2,0,2016-09-20,0,50,False
2016-09-20 01:10:00,6,0,1,"[01:10:00,01:30:00)",2,0,2016-09-20,1,10,False
2016-09-20 01:30:00,3,0,1,"[01:30:00,01:50:00)",2,0,2016-09-20,1,30,False
2016-09-20 01:50:00,7,0,1,"[01:50:00,02:10:00)",2,0,2016-09-20,1,50,False
2016-09-20 02:10:00,9,0,1,"[02:10:00,02:30:00)",2,0,2016-09-20,2,10,False
2016-09-20 02:30:00,7,0,1,"[02:30:00,02:50:00)",2,0,2016-09-20,2,30,False
2016-09-20 02:50:00,8,0,1,"[02:50:00,03:10:00)",2,0,2016-09-20,2,50,False
2016-09-20 03:10:00,8,0,1,"[03:10:00,03:30:00)",2,0,2016-09-20,3,10,False
2016-09-20 03:30:00,6,0,1,"[03:30:00,03:50:00)",2,0,2016-09-20,3,30,False
2016-09-20 03:50:00,10,0,1,"[03:50:00,04:10:00)",2,0,2016-09-20,3,50,False
2016-09-20 04:10:00,9,0,1,"[04:10:00,04:30:00)",2,0,2016-09-20,4,10,False
2016-09-20 04:30:00,8,0,1,"[04:30:00,04:50:00)",2,0,2016-09-20,4,30,False
2016-09-20 04:50:00,18,0,1,"[04:50:00,05:10:00)",2,0,2016-09-20,4,50,False
2016-09-20 05:10:00,4,0,1,"[05:10:00,05:30:00)",2,0,2016-09-20,5,10,False
2016-09-20 05:30:00,7,0,1,"[05:30:00,05:50:00)",2,0,2016-09-20,5,30,False
2016-09-20 05:50:00,11,0,1,"[05:50:00,06:10:00)",2,0,2016-09-20,5,50,False
2016-09-20 06:10:00,17,0,1,"[06:10:00,06:30:00)",2,0,2016-09-20,6,10,False
2016-09-20 06:30:00,18,0,1,"[06:30:00,06:50:00)",2,0,2016-09-20,6,30,False
2016-09-20 06:50:00,36,0,1,"[06:50:00,07:10:00)",2,0,2016-09-20,6,50,False
2016-09-20 07:10:00,35,0,1,"[07:10:00,07:30:00)",2,0,2016-09-20,7,10,False
2016-09-20 07:30:00,32,0,1,"[07:30:00,07:50:00)",2,0,2016-09-20,7,30,False
2016-09-20 07:50:00,48,0,1,"[07:50:00,08:10:00)",2,0,2016-09-20,7,50,False
2016-09-20 08:10:00,43,0,1,"[08:10:00,08:30:00)",2,0,2016-09-20,8,10,False
2016-09-20 08:30:00,50,0,1,"[08:30:00,08:50:00)",2,0,2016-09-20,8,30,False
2016-09-20 08:50:00,56,0,1,"[08:50:00,09:10:00)",2,0,2016-09-20,8,50,False
2016-09-20 09:10:00,55,0,1,"[09:10:00,09:30:00)",2,0,2016-09-20,9,10,False
2016-09-20 09:30:00,68,0,1,"[09:30:00,09:50:00)",2,0,2016-09-20,9,30,False
2016-09-20 09:50:00,52,0,1,"[09:50:00,10:10:00)",2,0,2016-09-20,9,50,False
2016-09-20 10:10:00,67,0,1,"[10:10:00,10:30:00)",2,0,2016-09-20,10,10,False
2016-09-20 10:30:00,44,0,1,"[10:30:00,10:50:00)",2,0,2016-09-20,10,30,False
2016-09-20 10:50:00,72,0,1,"[10:50:00,11:10:00)",2,0,2016-09-20,10,50,False
2016-09-20 11:10:00,56,0,1,"[11:10:00,11:30:00)",2,0,2016-09-20,11,10,False
2016-09-20 11:30:00,55,0,1,"[11:30:00,11:50:00)",2,0,2016-09-20,11,30,False
2016-09-20 11:50:00,49,0,1,"[11:50:00,12:10:00)",2,0,2016-09-20,11,50,False
2016-09-20 12:10:00,58,0,1,"[12:10:00,12:30:00)",2,0,2016-09-20,12,10,False
2016-09-20 12:30:00,70,0,1,"[12:30:00,12:50:00)",2,0,2016-09-20,12,30,False
2016-09-20 12:50:00,88,0,1,"[12:50:00,13:10:00)",2,0,2016-09-20,12,50,False
2016-09-20 13:10:00,95,0,1,"[13:10:00,13:30:00)",2,0,2016-09-20,13,10,False
2016-09-20 13:30:00,78,0,1,"[13:30:00,13:50:00)",2,0,2016-09-20,13,30,False
2016-09-20 13:50:00,79,0,1,"[13:50:00,14:10:00)",2,0,2016-09-20,13,50,False
2016-09-20 14:10:00,87,0,1,"[14:10:00,14:30:00)",2,0,2016-09-20,14,10,False
2016-09-20 14:30:00,82,0,1,"[14:30:00,14:50:00)",2,0,2016-09-20,14,30,False
2016-09-20 14:50:00,65,0,1,"[14:50:00,15:10:00)",2,0,2016-09-20,14,50,False
2016-09-20 15:10:00,72,0,1,"[15:10:00,15:30:00)",2,0,2016-09-20,15,10,False
2016-09-20 15:30:00,66,0,1,"[15:30:00,15:50:00)",2,0,2016-09-20,15,30,False
2016-09-20 15:50:00,70,0,1,"[15:50:00,16:10:00)",2,0,2016-09-20,15,50,False
2016-09-20 16:10:00,45,0,1,"[16:10:00,16:30:00)",2,0,2016-09-20,16,10,False
2016-09-20 16:30:00,52,0,1,"[16:30:00,16:50:00)",2,0,2016-09-20,16,30,False
2016-09-20 16:50:00,41,0,1,"[16:50:00,17:10:00)",2,0,2016-09-20,16,50,False
2016-09-20 17:10:00,38,0,1,"[17:10:00,17:30:00)",2,0,2016-09-20,17,10,False
2016-09-20 17:30:00,45,0,1,"[17:30:00,17:50:00)",2,0,2016-09-20,17,30,False
2016-09-20 17:50:00,34,0,1,"[17:50:00,18:10:00)",2,0,2016-09-20,17,50,False
2016-09-20 18:10:00,28,0,1,"[18:10:00,18:30:00)",2,0,2016-09-20,18,10,False
2016-09-20 18:30:00,22,0,1,"[18:30:00,18:50:00)",2,0,2016-09-20,18,30,False
2016-09-20 18:50:00,20,0,1,"[18:50:00,19:10:00)",2,0,2016-09-20,18,50,False
2016-09-20 19:10:00,22,0,1,"[19:10:00,19:30:00)",2,0,2016-09-20,19,10,False
2016-09-20 19:30:00,21,0,1,"[19:30:00,19:50:00)",2,0,2016-09-20,19,30,False
2016-09-20 19:50:00,16,0,1,"[19:50:00,20:10:00)",2,0,2016-09-20,19,50,False
2016-09-20 20:10:00,16,0,1,"[20:10:00,20:30:00)",2,0,2016-09-20,20,10,False
2016-09-20 20:30:00,19,0,1,"[20:30:00,20:50:00)",2,0,2016-09-20,20,30,False
2016-09-20 20:50:00,17,0,1,"[20:50:00,21:10:00)",2,0,2016-09-20,20,50,False
2016-09-20 21:10:00,20,0,1,"[21:10:00,21:30:00)",2,0,2016-09-20,21,10,False
2016-09-20 21:30:00,32,0,1,"[21:30:00,21:50:00)",2,0,2016-09-20,21,30,False
2016-09-20 21:50:00,38,0,1,"[21:50:00,22:10:00)",2,0,2016-09-20,21,50,False
2016-09-20 22:10:00,22,0,1,"[22:10:00,22:30:00)",2,0,2016-09-20,22,10,False
2016-09-20 22:30:00,16,0,1,"[22:30:00,22:50:00)",2,0,2016-09-20,22,30,False
2016-09-20 22:50:00,23,0,1,"[22:50:00,23:10:00)",2,0,2016-09-20,22,50,False
2016-09-20 23:10:00,13,0,1,"[23:10:00,23:30:00)",2,0,2016-09-20,23,10,False
2016-09-20 23:30:00,3,0,1,"[23:30:00,23:50:00)",2,0,2016-09-20,23,30,False
2016-09-20 23:50:00,17,0,1,"[23:50:00,00:00:00)",2,0,2016-09-20,23,50,False
2016-09-21 00:10:00,7,0,1,"[00:10:00,00:30:00)",3,0,2016-09-21,0,10,False
2016-09-21 00:30:00,8,0,1,"[00:30:00,00:50:00)",3,0,2016-09-21,0,30,False
2016-09-21 00:50:00,6,0,1,"[00:50:00,01:10:00)",3,0,2016-09-21,0,50,False
2016-09-21 01:10:00,5,0,1,"[01:10:00,01:30:00)",3,0,2016-09-21,1,10,False
2016-09-21 01:30:00,5,0,1,"[01:30:00,01:50:00)",3,0,2016-09-21,1,30,False
2016-09-21 01:50:00,6,0,1,"[01:50:00,02:10:00)",3,0,2016-09-21,1,50,False
2016-09-21 02:10:00,8,0,1,"[02:10:00,02:30:00)",3,0,2016-09-21,2,10,False
2016-09-21 02:30:00,8,0,1,"[02:30:00,02:50:00)",3,0,2016-09-21,2,30,False
2016-09-21 02:50:00,5,0,1,"[02:50:00,03:10:00)",3,0,2016-09-21,2,50,False
2016-09-21 03:10:00,7,0,1,"[03:10:00,03:30:00)",3,0,2016-09-21,3,10,False
2016-09-21 03:30:00,6,0,1,"[03:30:00,03:50:00)",3,0,2016-09-21,3,30,False
2016-09-21 03:50:00,15,0,1,"[03:50:00,04:10:00)",3,0,2016-09-21,3,50,False
2016-09-21 04:10:00,12,0,1,"[04:10:00,04:30:00)",3,0,2016-09-21,4,10,False
2016-09-21 04:30:00,14,0,1,"[04:30:00,04:50:00)",3,0,2016-09-21,4,30,False
2016-09-21 04:50:00,12,0,1,"[04:50:00,05:10:00)",3,0,2016-09-21,4,50,False
2016-09-21 05:10:00,10,0,1,"[05:10:00,05:30:00)",3,0,2016-09-21,5,10,False
2016-09-21 05:30:00,24,0,1,"[05:30:00,05:50:00)",3,0,2016-09-21,5,30,False
2016-09-21 05:50:00,31,0,1,"[05:50:00,06:10:00)",3,0,2016-09-21,5,50,False
2016-09-21 06:10:00,37,0,1,"[06:10:00,06:30:00)",3,0,2016-09-21,6,10,False
2016-09-21 06:30:00,60,0,1,"[06:30:00,06:50:00)",3,0,2016-09-21,6,30,False
2016-09-21 06:50:00,61,0,1,"[06:50:00,07:10:00)",3,0,2016-09-21,6,50,False
2016-09-21 07:10:00,91,0,1,"[07:10:00,07:30:00)",3,0,2016-09-21,7,10,False
2016-09-21 07:30:00,92,0,1,"[07:30:00,07:50:00)",3,0,2016-09-21,7,30,False
2016-09-21 07:50:00,112,0,1,"[07:50:00,08:10:00)",3,0,2016-09-21,7,50,False
2016-09-21 08:10:00,117,0,1,"[08:10:00,08:30:00)",3,0,2016-09-21,8,10,False
2016-09-21 08:30:00,117,0,1,"[08:30:00,08:50:00)",3,0,2016-09-21,8,30,False
2016-09-21 08:50:00,56,0,1,"[08:50:00,09:10:00)",3,0,2016-09-21,8,50,False
2016-09-21 09:10:00,52,0,1,"[09:10:00,09:30:00)",3,0,2016-09-21,9,10,False
2016-09-21 09:30:00,58,0,1,"[09:30:00,09:50:00)",3,0,2016-09-21,9,30,False
2016-09-21 09:50:00,43,0,1,"[09:50:00,10:10:00)",3,0,2016-09-21,9,50,False
2016-09-21 10:10:00,30,0,1,"[10:10:00,10:30:00)",3,0,2016-09-21,10,10,False
2016-09-21 10:30:00,64,0,1,"[10:30:00,10:50:00)",3,0,2016-09-21,10,30,False
2016-09-21 10:50:00,29,0,1,"[10:50:00,11:10:00)",3,0,2016-09-21,10,50,False
2016-09-21 11:10:00,30,0,1,"[11:10:00,11:30:00)",3,0,2016-09-21,11,10,False
2016-09-21 11:30:00,26,0,1,"[11:30:00,11:50:00)",3,0,2016-09-21,11,30,False
2016-09-21 11:50:00,42,0,1,"[11:50:00,12:10:00)",3,0,2016-09-21,11,50,False
2016-09-21 12:10:00,39,0,1,"[12:10:00,12:30:00)",3,0,2016-09-21,12,10,False
2016-09-21 12:30:00,41,0,1,"[12:30:00,12:50:00)",3,0,2016-09-21,12,30,False
2016-09-21 12:50:00,42,0,1,"[12:50:00,13:10:00)",3,0,2016-09-21,12,50,False
2016-09-21 13:10:00,47,0,1,"[13:10:00,13:30:00)",3,0,2016-09-21,13,10,False
2016-09-21 13:30:00,45,0,1,"[13:30:00,13:50:00)",3,0,2016-09-21,13,30,False
2016-09-21 13:50:00,54,0,1,"[13:50:00,14:10:00)",3,0,2016-09-21,13,50,False
2016-09-21 14:10:00,49,0,1,"[14:10:00,14:30:00)",3,0,2016-09-21,14,10,False
2016-09-21 14:30:00,43,0,1,"[14:30:00,14:50:00)",3,0,2016-09-21,14,30,False
2016-09-21 14:50:00,56,0,1,"[14:50:00,15:10:00)",3,0,2016-09-21,14,50,False
2016-09-21 15:10:00,50,0,1,"[15:10:00,15:30:00)",3,0,2016-09-21,15,10,False
2016-09-21 15:30:00,39,0,1,"[15:30:00,15:50:00)",3,0,2016-09-21,15,30,False
2016-09-21 15:50:00,47,0,1,"[15:50:00,16:10:00)",3,0,2016-09-21,15,50,False
2016-09-21 16:10:00,47,0,1,"[16:10:00,16:30:00)",3,0,2016-09-21,16,10,False
2016-09-21 16:30:00,45,0,1,"[16:30:00,16:50:00)",3,0,2016-09-21,16,30,False
2016-09-21 16:50:00,47,0,1,"[16:50:00,17:10:00)",3,0,2016-09-21,16,50,False
2016-09-21 17:10:00,41,0,1,"[17:10:00,17:30:00)",3,0,2016-09-21,17,10,False
2016-09-21 17:30:00,27,0,1,"[17:30:00,17:50:00)",3,0,2016-09-21,17,30,False
2016-09-21 17:50:00,17,0,1,"[17:50:00,18:10:00)",3,0,2016-09-21,17,50,False
2016-09-21 18:10:00,26,0,1,"[18:10:00,18:30:00)",3,0,2016-09-21,18,10,False
2016-09-21 18:30:00,20,0,1,"[18:30:00,18:50:00)",3,0,2016-09-21,18,30,False
2016-09-21 18:50:00,19,0,1,"[18:50:00,19:10:00)",3,0,2016-09-21,18,50,False
2016-09-21 19:10:00,19,0,1,"[19:10:00,19:30:00)",3,0,2016-09-21,19,10,False
2016-09-21 19:30:00,23,0,1,"[19:30:00,19:50:00)",3,0,2016-09-21,19,30,False
2016-09-21 19:50:00,25,0,1,"[19:50:00,20:10:00)",3,0,2016-09-21,19,50,False
2016-09-21 20:10:00,13,0,1,"[20:10:00,20:30:00)",3,0,2016-09-21,20,10,False
2016-09-21 20:30:00,26,0,1,"[20:30:00,20:50:00)",3,0,2016-09-21,20,30,False
2016-09-21 20:50:00,21,0,1,"[20:50:00,21:10:00)",3,0,2016-09-21,20,50,False
2016-09-21 21:10:00,13,0,1,"[21:10:00,21:30:00)",3,0,2016-09-21,21,10,False
2016-09-21 21:30:00,18,0,1,"[21:30:00,21:50:00)",3,0,2016-09-21,21,30,False
2016-09-21 21:50:00,9,0,1,"[21:50:00,22:10:00)",3,0,2016-09-21,21,50,False
2016-09-21 22:10:00,11,0,1,"[22:10:00,22:30:00)",3,0,2016-09-21,22,10,False
2016-09-21 22:30:00,9,0,1,"[22:30:00,22:50:00)",3,0,2016-09-21,22,30,False
2016-09-21 22:50:00,8,0,1,"[22:50:00,23:10:00)",3,0,2016-09-21,22,50,False
2016-09-21 23:10:00,19,0,1,"[23:10:00,23:30:00)",3,0,2016-09-21,23,10,False
2016-09-21 23:30:00,14,0,1,"[23:30:00,23:50:00)",3,0,2016-09-21,23,30,False
2016-09-21 23:50:00,16,0,1,"[23:50:00,00:00:00)",3,0,2016-09-21,23,50,False
2016-09-22 00:10:00,12,0,1,"[00:10:00,00:30:00)",4,0,2016-09-22,0,10,False
2016-09-22 00:30:00,10,0,1,"[00:30:00,00:50:00)",4,0,2016-09-22,0,30,False
2016-09-22 00:50:00,10,0,1,"[00:50:00,01:10:00)",4,0,2016-09-22,0,50,False
2016-09-22 01:10:00,9,0,1,"[01:10:00,01:30:00)",4,0,2016-09-22,1,10,False
2016-09-22 01:30:00,10,0,1,"[01:30:00,01:50:00)",4,0,2016-09-22,1,30,False
2016-09-22 01:50:00,7,0,1,"[01:50:00,02:10:00)",4,0,2016-09-22,1,50,False
2016-09-22 02:10:00,9,0,1,"[02:10:00,02:30:00)",4,0,2016-09-22,2,10,False
2016-09-22 02:30:00,7,0,1,"[02:30:00,02:50:00)",4,0,2016-09-22,2,30,False
2016-09-22 02:50:00,7,0,1,"[02:50:00,03:10:00)",4,0,2016-09-22,2,50,False
2016-09-22 03:10:00,9,0,1,"[03:10:00,03:30:00)",4,0,2016-09-22,3,10,False
2016-09-22 03:30:00,8,0,1,"[03:30:00,03:50:00)",4,0,2016-09-22,3,30,False
2016-09-22 03:50:00,3,0,1,"[03:50:00,04:10:00)",4,0,2016-09-22,3,50,False
2016-09-22 04:10:00,9,0,1,"[04:10:00,04:30:00)",4,0,2016-09-22,4,10,False
2016-09-22 04:30:00,9,0,1,"[04:30:00,04:50:00)",4,0,2016-09-22,4,30,False
2016-09-22 04:50:00,9,0,1,"[04:50:00,05:10:00)",4,0,2016-09-22,4,50,False
2016-09-22 05:10:00,3,0,1,"[05:10:00,05:30:00)",4,0,2016-09-22,5,10,False
2016-09-22 05:30:00,2,0,1,"[05:30:00,05:50:00)",4,0,2016-09-22,5,30,False
2016-09-22 05:50:00,3,0,1,"[05:50:00,06:10:00)",4,0,2016-09-22,5,50,False
2016-09-22 06:10:00,8,0,1,"[06:10:00,06:30:00)",4,0,2016-09-22,6,10,False
2016-09-22 06:30:00,26,0,1,"[06:30:00,06:50:00)",4,0,2016-09-22,6,30,False
2016-09-22 06:50:00,31,0,1,"[06:50:00,07:10:00)",4,0,2016-09-22,6,50,False
2016-09-22 07:10:00,32,0,1,"[07:10:00,07:30:00)",4,0,2016-09-22,7,10,False
2016-09-22 07:30:00,43,0,1,"[07:30:00,07:50:00)",4,0,2016-09-22,7,30,False
2016-09-22 07:50:00,39,0,1,"[07:50:00,08:10:00)",4,0,2016-09-22,7,50,False
2016-09-22 08:10:00,54,0,1,"[08:10:00,08:30:00)",4,0,2016-09-22,8,10,False
2016-09-22 08:30:00,54,0,1,"[08:30:00,08:50:00)",4,0,2016-09-22,8,30,False
2016-09-22 08:50:00,43,0,1,"[08:50:00,09:10:00)",4,0,2016-09-22,8,50,False
2016-09-22 09:10:00,49,0,1,"[09:10:00,09:30:00)",4,0,2016-09-22,9,10,False
2016-09-22 09:30:00,49,0,1,"[09:30:00,09:50:00)",4,0,2016-09-22,9,30,False
2016-09-22 09:50:00,63,0,1,"[09:50:00,10:10:00)",4,0,2016-09-22,9,50,False
2016-09-22 10:10:00,48,0,1,"[10:10:00,10:30:00)",4,0,2016-09-22,10,10,False
2016-09-22 10:30:00,46,0,1,"[10:30:00,10:50:00)",4,0,2016-09-22,10,30,False
2016-09-22 10:50:00,32,0,1,"[10:50:00,11:10:00)",4,0,2016-09-22,10,50,False
2016-09-22 11:10:00,33,0,1,"[11:10:00,11:30:00)",4,0,2016-09-22,11,10,False
2016-09-22 11:30:00,39,0,1,"[11:30:00,11:50:00)",4,0,2016-09-22,11,30,False
2016-09-22 11:50:00,43,0,1,"[11:50:00,12:10:00)",4,0,2016-09-22,11,50,False
2016-09-22 12:10:00,36,0,1,"[12:10:00,12:30:00)",4,0,2016-09-22,12,10,False
2016-09-22 12:30:00,43,0,1,"[12:30:00,12:50:00)",4,0,2016-09-22,12,30,False
2016-09-22 12:50:00,42,0,1,"[12:50:00,13:10:00)",4,0,2016-09-22,12,50,False
2016-09-22 13:10:00,57,0,1,"[13:10:00,13:30:00)",4,0,2016-09-22,13,10,False
2016-09-22 13:30:00,58,0,1,"[13:30:00,13:50:00)",4,0,2016-09-22,13,30,False
2016-09-22 13:50:00,46,0,1,"[13:50:00,14:10:00)",4,0,2016-09-22,13,50,False
2016-09-22 14:10:00,57,0,1,"[14:10:00,14:30:00)",4,0,2016-09-22,14,10,False
2016-09-22 14:30:00,25,0,1,"[14:30:00,14:50:00)",4,0,2016-09-22,14,30,False
2016-09-22 14:50:00,54,0,1,"[14:50:00,15:10:00)",4,0,2016-09-22,14,50,False
2016-09-22 15:10:00,54,0,1,"[15:10:00,15:30:00)",4,0,2016-09-22,15,10,False
2016-09-22 15:30:00,57,0,1,"[15:30:00,15:50:00)",4,0,2016-09-22,15,30,False
2016-09-22 15:50:00,59,0,1,"[15:50:00,16:10:00)",4,0,2016-09-22,15,50,False
2016-09-22 16:10:00,47,0,1,"[16:10:00,16:30:00)",4,0,2016-09-22,16,10,False
2016-09-22 16:30:00,45,0,1,"[16:30:00,16:50:00)",4,0,2016-09-22,16,30,False
2016-09-22 16:50:00,43,0,1,"[16:50:00,17:10:00)",4,0,2016-09-22,16,50,False
2016-09-22 17:10:00,27,0,1,"[17:10:00,17:30:00)",4,0,2016-09-22,17,10,False
2016-09-22 17:30:00,35,0,1,"[17:30:00,17:50:00)",4,0,2016-09-22,17,30,False
2016-09-22 17:50:00,34,0,1,"[17:50:00,18:10:00)",4,0,2016-09-22,17,50,False
2016-09-22 18:10:00,17,0,1,"[18:10:00,18:30:00)",4,0,2016-09-22,18,10,False
2016-09-22 18:30:00,27,0,1,"[18:30:00,18:50:00)",4,0,2016-09-22,18,30,False
