time_start,volume,direction,tollgate_id,time_window
2016-09-19 11:55:00,38,0,1,"[11:55:00,12:15:00)"
2016-09-19 12:15:00,48,0,1,"[12:15:00,12:35:00)"
2016-09-19 12:35:00,47,0,1,"[12:35:00,12:55:00)"
2016-09-19 12:55:00,58,0,1,"[12:55:00,13:15:00)"
2016-09-19 13:15:00,62,0,1,"[13:15:00,13:35:00)"
2016-09-19 13:35:00,55,0,1,"[13:35:00,13:55:00)"
2016-09-19 13:55:00,59,0,1,"[13:55:00,14:15:00)"
2016-09-19 14:15:00,52,0,1,"[14:15:00,14:35:00)"
2016-09-19 14:35:00,51,0,1,"[14:35:00,14:55:00)"
2016-09-19 14:55:00,51,0,1,"[14:55:00,15:15:00)"
2016-09-19 15:15:00,51,0,1,"[15:15:00,15:35:00)"
2016-09-19 15:35:00,44,0,1,"[15:35:00,15:55:00)"
2016-09-19 15:55:00,41,0,1,"[15:55:00,16:15:00)"
2016-09-19 16:15:00,49,0,1,"[16:15:00,16:35:00)"
2016-09-19 16:35:00,49,0,1,"[16:35:00,16:55:00)"
2016-09-19 16:55:00,43,0,1,"[16:55:00,17:15:00)"
2016-09-19 17:15:00,32,0,1,"[17:15:00,17:35:00)"
2016-09-19 17:35:00,31,0,1,"[17:35:00,17:55:00)"
2016-09-19 17:55:00,26,0,1,"[17:55:00,18:15:00)"
2016-09-19 18:15:00,29,0,1,"[18:15:00,18:35:00)"
2016-09-19 18:35:00,21,0,1,"[18:35:00,18:55:00)"
2016-09-19 18:55:00,16,0,1,"[18:55:00,19:15:00)"
2016-09-19 19:15:00,13,0,1,"[19:15:00,19:35:00)"
2016-09-19 19:35:00,33,0,1,"[19:35:00,19:55:00)"
2016-09-19 19:55:00,19,0,1,"[19:55:00,20:15:00)"
2016-09-19 20:15:00,15,0,1,"[20:15:00,20:35:00)"
2016-09-19 20:35:00,16,0,1,"[20:35:00,20:55:00)"
2016-09-19 20:55:00,18,0,1,"[20:55:00,21:15:00)"
2016-09-19 21:15:00,17,0,1,"[21:15:00,21:35:00)"
2016-09-19 21:35:00,12,0,1,"[21:35:00,21:55:00)"
2016-09-19 21:55:00,4,0,1,"[21:55:00,22:15:00)"
2016-09-19 22:15:00,7,0,1,"[22:15:00,22:35:00)"
2016-09-19 22:35:00,5,0,1,"[22:35:00,22:55:00)"
2016-09-19 22:55:00,0,0,1,"[22:55:00,23:15:00)"
2016-09-19 23:15:00,6,0,1,"[23:15:00,23:35:00)"
2016-09-19 23:35:00,7,0,1,"[23:35:00,23:55:00)"
2016-09-19 23:55:00,12,0,1,"[23:55:00,00:00:00)"
2016-09-20 00:15:00,12,0,1,"[00:15:00,00:35:00)"
2016-09-20 00:35:00,9,0,1,"[00:35:00,00:55:00)"
2016-09-20 00:55:00,6,0,1,"[00:55:00,01:15:00)"
2016-09-20 01:15:00,6,0,1,"[01:15:00,01:35:00)"
2016-09-20 01:35:00,2,0,1,"[01:35:00,01:55:00)"
2016-09-20 01:55:00,7,0,1,"[01:55:00,02:15:00)"
2016-09-20 02:15:00,10,0,1,"[02:15:00,02:35:00)"
2016-09-20 02:35:00,8,0,1,"[02:35:00,02:55:00)"
2016-09-20 02:55:00,8,0,1,"[02:55:00,03:15:00)"
2016-09-20 03:15:00,7,0,1,"[03:15:00,03:35:00)"
2016-09-20 03:35:00,6,0,1,"[03:35:00,03:55:00)"
2016-09-20 03:55:00,13,0,1,"[03:55:00,04:15:00)"
2016-09-20 04:15:00,6,0,1,"[04:15:00,04:35:00)"
2016-09-20 04:35:00,11,0,1,"[04:35:00,04:55:00)"
2016-09-20 04:55:00,15,0,1,"[04:55:00,05:15:00)"
2016-09-20 05:15:00,3,0,1,"[05:15:00,05:35:00)"
2016-09-20 05:35:00,11,0,1,"[05:35:00,05:55:00)"
2016-09-20 05:55:00,9,0,1,"[05:55:00,06:15:00)"
2016-09-20 06:15:00,22,0,1,"[06:15:00,06:35:00)"
2016-09-20 06:35:00,25,0,1,"[06:35:00,06:55:00)"
2016-09-20 06:55:00,32,0,1,"[06:55:00,07:15:00)"
2016-09-20 07:15:00,34,0,1,"[07:15:00,07:35:00)"
2016-09-20 07:35:00,34,0,1,"[07:35:00,07:55:00)"
2016-09-20 07:55:00,48,0,1,"[07:55:00,08:15:00)"
2016-09-20 08:15:00,50,0,1,"[08:15:00,08:35:00)"
2016-09-20 08:35:00,48,0,1,"[08:35:00,08:55:00)"
2016-09-20 08:55:00,52,0,1,"[08:55:00,09:15:00)"
2016-09-20 09:15:00,57,0,1,"[09:15:00,09:35:00)"
2016-09-20 09:35:00,65,0,1,"[09:35:00,09:55:00)"
2016-09-20 09:55:00,54,0,1,"[09:55:00,10:15:00)"
2016-09-20 10:15:00,63,0,1,"[10:15:00,10:35:00)"
2016-09-20 10:35:00,55,0,1,"[10:35:00,10:55:00)"
2016-09-20 10:55:00,61,0,1,"[10:55:00,11:15:00)"
2016-09-20 11:15:00,68,0,1,"[11:15:00,11:35:00)"
2016-09-20 11:35:00,47,0,1,"[11:35:00,11:55:00)"
2016-09-20 11:55:00,52,0,1,"[11:55:00,12:15:00)"
2016-09-20 12:15:00,58,0,1,"[12:15:00,12:35:00)"
2016-09-20 12:35:00,75,0,1,"[12:35:00,12:55:00)"
2016-09-20 12:55:00,92,0,1,"[12:55:00,13:15:00)"
2016-09-20 13:15:00,87,0,1,"[13:15:00,13:35:00)"
2016-09-20 13:35:00,87,0,1,"[13:35:00,13:55:00)"
2016-09-20 13:55:00,76,0,1,"[13:55:00,14:15:00)"
2016-09-20 14:15:00,85,0,1,"[14:15:00,14:35:00)"
2016-09-20 14:35:00,78,0,1,"[14:35:00,14:55:00)"
2016-09-20 14:55:00,68,0,1,"[14:55:00,15:15:00)"
2016-09-20 15:15:00,65,0,1,"[15:15:00,15:35:00)"
2016-09-20 15:35:00,77,0,1,"[15:35:00,15:55:00)"
2016-09-20 15:55:00,52,0,1,"[15:55:00,16:15:00)"
2016-09-20 16:15:00,49,0,1,"[16:15:00,16:35:00)"
2016-09-20 16:35:00,54,0,1,"[16:35:00,16:55:00)"
2016-09-20 16:55:00,42,0,1,"[16:55:00,17:15:00)"
2016-09-20 17:15:00,36,0,1,"[17:15:00,17:35:00)"
2016-09-20 17:35:00,46,0,1,"[17:35:00,17:55:00)"
2016-09-20 17:55:00,29,0,1,"[17:55:00,18:15:00)"
2016-09-20 18:15:00,28,0,1,"[18:15:00,18:35:00)"
2016-09-20 18:35:00,20,0,1,"[18:35:00,18:55:00)"
2016-09-20 18:55:00,16,0,1,"[18:55:00,19:15:00)"
2016-09-20 19:15:00,28,0,1,"[19:15:00,19:35:00)"
2016-09-20 19:35:00,21,0,1,"[19:35:00,19:55:00)"
2016-09-20 19:55:00,12,0,1,"[19:55:00,20:15:00)"
2016-09-20 20:15:00,16,0,1,"[20:15:00,20:35:00)"
2016-09-20 20:35:00,19,0,1,"[20:35:00,20:55:00)"
2016-09-20 20:55:00,16,0,1,"[20:55:00,21:15:00)"
2016-09-20 21:15:00,28,0,1,"[21:15:00,21:35:00)"
2016-09-20 21:35:00,33,0,1,"[21:35:00,21:55:00)"
2016-09-20 21:55:00,31,0,1,"[21:55:00,22:15:00)"
2016-09-20 22:15:00,21,0,1,"[22:15:00,22:35:00)"
2016-09-20 22:35:00,17,0,1,"[22:35:00,22:55:00)"
2016-09-20 22:55:00,23,0,1,"[22:55:00,23:15:00)"
2016-09-20 23:15:00,10,0,1,"[23:15:00,23:35:00)"
2016-09-20 23:35:00,8,0,1,"[23:35:00,23:55:00)"
2016-09-20 23:55:00,13,0,1,"[23:55:00,00:00:00)"
2016-09-21 00:15:00,5,0,1,"[00:15:00,00:35:00)"
2016-09-21 00:35:00,10,0,1,"[00:35:00,00:55:00)"
2016-09-21 00:55:00,6,0,1,"[00:55:00,01:15:00)"
2016-09-21 01:15:00,3,0,1,"[01:15:00,01:35:00)"
2016-09-21 01:35:00,7,0,1,"[01:35:00,01:55:00)"
2016-09-21 01:55:00,6,0,1,"[01:55:00,02:15:00)"
2016-09-21 02:15:00,7,0,1,"[02:15:00,02:35:00)"
2016-09-21 02:35:00,10,0,1,"[02:35:00,02:55:00)"
2016-09-21 02:55:00,3,0,1,"[02:55:00,03:15:00)"
2016-09-21 03:15:00,7,0,1,"[03:15:00,03:35:00)"
2016-09-21 03:35:00,10,0,1,"[03:35:00,03:55:00)"
2016-09-21 03:55:00,15,0,1,"[03:55:00,04:15:00)"
2016-09-21 04:15:00,11,0,1,"[04:15:00,04:35:00)"
2016-09-21 04:35:00,13,0,1,"[04:35:00,04:55:00)"
2016-09-21 04:55:00,11,0,1,"[04:55:00,05:15:00)"
2016-09-21 05:15:00,13,0,1,"[05:15:00,05:35:00)"
2016-09-21 05:35:00,22,0,1,"[05:35:00,05:55:00)"
2016-09-21 05:55:00,39,0,1,"[05:55:00,06:15:00)"
2016-09-21 06:15:00,37,0,1,"[06:15:00,06:35:00)"
2016-09-21 06:35:00,67,0,1,"[06:35:00,06:55:00)"
2016-09-21 06:55:00,64,0,1,"[06:55:00,07:15:00)"
2016-09-21 07:15:00,96,0,1,"[07:15:00,07:35:00)"
2016-09-21 07:35:00,89,0,1,"[07:35:00,07:55:00)"
2016-09-21 07:55:00,114,0,1,"[07:55:00,08:15:00)"
2016-09-21 08:15:00,123,0,1,"[08:15:00,08:35:00)"
2016-09-21 08:35:00,100,0,1,"[08:35:00,08:55:00)"
2016-09-21 08:55:00,51,0,1,"[08:55:00,09:15:00)"
2016-09-21 09:15:00,56,0,1,"[09:15:00,09:35:00)"
2016-09-21 09:35:00,55,0,1,"[09:35:00,09:55:00)"
2016-09-21 09:55:00,40,0,1,"[09:55:00,10:15:00)"
2016-09-21 10:15:00,40,0,1,"[10:15:00,10:35:00)"
2016-09-21 10:35:00,53,0,1,"[10:35:00,10:55:00)"
2016-09-21 10:55:00,34,0,1,"[10:55:00,11:15:00)"
2016-09-21 11:15:00,24,0,1,"[11:15:00,11:35:00)"
2016-09-21 11:35:00,31,0,1,"[11:35:00,11:55:00)"
2016-09-21 11:55:00,41,0,1,"[11:55:00,12:15:00)"
2016-09-21 12:15:00,41,0,1,"[12:15:00,12:35:00)"
2016-09-21 12:35:00,42,0,1,"[12:35:00,12:55:00)"
2016-09-21 12:55:00,44,0,1,"[12:55:00,13:15:00)"
2016-09-21 13:15:00,40,0,1,"[13:15:00,13:35:00)"
2016-09-21 13:35:00,49,0,1,"[13:35:00,13:55:00)"
2016-09-21 13:55:00,55,0,1,"[13:55:00,14:15:00)"
2016-09-21 14:15:00,43,0,1,"[14:15:00,14:35:00)"
2016-09-21 14:35:00,51,0,1,"[14:35:00,14:55:00)"
2016-09-21 14:55:00,54,0,1,"[14:55:00,15:15:00)"
2016-09-21 15:15:00,45,0,1,"[15:15:00,15:35:00)"
2016-09-21 15:35:00,43,0,1,"[15:35:00,15:55:00)"
2016-09-21 15:55:00,45,0,1,"[15:55:00,16:15:00)"
2016-09-21 16:15:00,47,0,1,"[16:15:00,16:35:00)"
2016-09-21 16:35:00,46,0,1,"[16:35:00,16:55:00)"
2016-09-21 16:55:00,47,0,1,"[16:55:00,17:15:00)"
2016-09-21 17:15:00,43,0,1,"[17:15:00,17:35:00)"
2016-09-21 17:35:00,20,0,1,"[17:35:00,17:55:00)"
2016-09-21 17:55:00,21,0,1,"[17:55:00,18:15:00)"
2016-09-21 18:15:00,22,0,1,"[18:15:00,18:35:00)"
2016-09-21 18:35:00,21,0,1,"[18:35:00,18:55:00)"
2016-09-21 18:55:00,17,0,1,"[18:55:00,19:15:00)"
2016-09-21 19:15:00,18,0,1,"[19:15:00,19:35:00)"
2016-09-21 19:35:00,27,0,1,"[19:35:00,19:55:00)"
2016-09-21 19:55:00,25,0,1,"[19:55:00,20:15:00)"
2016-09-21 20:15:00,12,0,1,"[20:15:00,20:35:00)"
2016-09-21 20:35:00,27,0,1,"[20:35:00,20:55:00)"
2016-09-21 20:55:00,15,0,1,"[20:55:00,21:15:00)"
2016-09-21 21:15:00,14,0,1,"[21:15:00,21:35:00)"
2016-09-21 21:35:00,19,0,1,"[21:35:00,21:55:00)"
2016-09-21 21:55:00,9,0,1,"[21:55:00,22:15:00)"
2016-09-21 22:15:00,11,0,1,"[22:15:00,22:35:00)"
2016-09-21 22:35:00,7,0,1,"[22:35:00,22:55:00)"
2016-09-21 22:55:00,9,0,1,"[22:55:00,23:15:00)"
2016-09-21 23:15:00,20,0,1,"[23:15:00,23:35:00)"
2016-09-21 23:35:00,15,0,1,"[23:35:00,23:55:00)"
2016-09-21 23:55:00,16,0,1,"[23:55:00,00:00:00)"
2016-09-22 00:15:00,9,0,1,"[00:15:00,00:35:00)"
2016-09-22 00:35:00,12,0,1,"[00:35:00,00:55:00)"
2016-09-22 00:55:00,10,0,1,"[00:55:00,01:15:00)"
2016-09-22 01:15:00,9,0,1,"[01:15:00,01:35:00)"
2016-09-22 01:35:00,12,0,1,"[01:35:00,01:55:00)"
2016-09-22 01:55:00,4,0,1,"[01:55:00,02:15:00)"
2016-09-22 02:15:00,8,0,1,"[02:15:00,02:35:00)"
2016-09-22 02:35:00,7,0,1,"[02:35:00,02:55:00)"
2016-09-22 02:55:00,8,0,1,"[02:55:00,03:15:00)"
2016-09-22 03:15:00,10,0,1,"[03:15:00,03:35:00)"
2016-09-22 03:35:00,6,0,1,"[03:35:00,03:55:00)"
2016-09-22 03:55:00,2,0,1,"[03:55:00,04:15:00)"
2016-09-22 04:15:00,11,0,1,"[04:15:00,04:35:00)"
2016-09-22 04:35:00,13,0,1,"[04:35:00,04:55:00)"
2016-09-22 04:55:00,4,0,1,"[04:55:00,05:15:00)"
2016-09-22 05:15:00,2,0,1,"[05:15:00,05:35:00)"
2016-09-22 05:35:00,4,0,1,"[05:35:00,05:55:00)"
2016-09-22 05:55:00,1,0,1,"[05:55:00,06:15:00)"
2016-09-22 06:15:00,13,0,1,"[06:15:00,06:35:00)"
2016-09-22 06:35:00,27,0,1,"[06:35:00,06:55:00)"
2016-09-22 06:55:00,31,0,1,"[06:55:00,07:15:00)"
2016-09-22 07:15:00,37,0,1,"[07:15:00,07:35:00)"
2016-09-22 07:35:00,39,0,1,"[07:35:00,07:55:00)"
2016-09-22 07:55:00,44,0,1,"[07:55:00,08:15:00)"
2016-09-22 08:15:00,59,0,1,"[08:15:00,08:35:00)"
2016-09-22 08:35:00,51,0,1,"[08:35:00,08:55:00)"
2016-09-22 08:55:00,44,0,1,"[08:55:00,09:15:00)"
2016-09-22 09:15:00,49,0,1,"[09:15:00,09:35:00)"
2016-09-22 09:35:00,56,0,1,"[09:35:00,09:55:00)"
2016-09-22 09:55:00,59,0,1,"[09:55:00,10:15:00)"
2016-09-22 10:15:00,42,0,1,"[10:15:00,10:35:00)"
2016-09-22 10:35:00,47,0,1,"[10:35:00,10:55:00)"
2016-09-22 10:55:00,27,0,1,"[10:55:00,11:15:00)"
2016-09-22 11:15:00,38,0,1,"[11:15:00,11:35:00)"
2016-09-22 11:35:00,42,0,1,"[11:35:00,11:55:00)"
2016-09-22 11:55:00,33,0,1,"[11:55:00,12:15:00)"
2016-09-22 12:15:00,45,0,1,"[12:15:00,12:35:00)"
2016-09-22 12:35:00,38,0,1,"[12:35:00,12:55:00)"
2016-09-22 12:55:00,47,0,1,"[12:55:00,13:15:00)"
2016-09-22 13:15:00,58,0,1,"[13:15:00,13:35:00)"
2016-09-22 13:35:00,54,0,1,"[13:35:00,13:55:00)"
2016-09-22 13:55:00,47,0,1,"[13:55:00,14:15:00)"
2016-09-22 14:15:00,50,0,1,"[14:15:00,14:35:00)"
2016-09-22 14:35:00,31,0,1,"[14:35:00,14:55:00)"
2016-09-22 14:55:00,54,0,1,"[14:55:00,15:15:00)"
2016-09-22 15:15:00,48,0,1,"[15:15:00,15:35:00)"
2016-09-22 15:35:00,61,0,1,"[15:35:00,15:55:00)"
2016-09-22 15:55:00,62,0,1,"[15:55:00,16:15:00)"
2016-09-22 16:15:00,49,0,1,"[16:15:00,16:35:00)"
2016-09-22 16:35:00,42,0,1,"[16:35:00,16:55:00)"
2016-09-22 16:55:00,36,0,1,"[16:55:00,17:15:00)"
2016-09-22 17:15:00,33,0,1,"[17:15:00,17:35:00)"
2016-09-22 17:35:00,36,0,1,"[17:35:00,17:55:00)"
2016-09-22 17:55:00,26,0,1,"[17:55:00,18:15:00)"
2016-09-22 18:15:00,17,0,1,"[18:15:00,18:35:00)"
2016-09-22 18:35:00,27,0,1,"[18:35:00,18:55:00)"
2016-09-22 18:55:00,31,0,1,"[18:55:00,19:15:00)"
2016-09-22 19:15:00,20,0,1,"[19:15:00,19:35:00)"
2016-09-22 19:35:00,32,0,1,"[19:35:00,19:55:00)"
2016-09-22 19:55:00,26,0,1,"[19:55:00,20:15:00)"
2016-09-22 20:15:00,15,0,1,"[20:15:00,20:35:00)"
2016-09-22 20:35:00,15,0,1,"[20:35:00,20:55:00)"
2016-09-22 20:55:00,20,0,1,"[20:55:00,21:15:00)"
2016-09-22 21:15:00,20,0,1,"[21:15:00,21:35:00)"
2016-09-22 21:35:00,17,0,1,"[21:35:00,21:55:00)"
2016-09-22 21:55:00,13,0,1,"[21:55:00,22:15:00)"
2016-09-22 22:15:00,4,0,1,"[22:15:00,22:35:00)"
2016-09-22 22:35:00,9,0,1,"[22:35:00,22:55:00)"
2016-09-22 22:55:00,4,0,1,"[22:55:00,23:15:00)"
2016-09-22 23:15:00,6,0,1,"[23:15:00,23:35:00)"
2016-09-22 23:35:00,5,0,1,"[23:35:00,23:55:00)"
2016-09-22 23:55:00,8,0,1,"[23:55:00,00:00:00)"
2016-09-23 00:15:00,11,0,1,"[00:15:00,00:35:00)"
2016-09-23 00:35:00,10,0,1,"[00:35:00,00:55:00)"
2016-09-23 00:55:00,5,0,1,"[00:55:00,01:15:00)"
2016-09-23 01:15:00,9,0,1,"[01:15:00,01:35:00)"
2016-09-23 01:35:00,5,0,1,"[01:35:00,01:55:00)"
2016-09-23 01:55:00,5,0,1,"[01:55:00,02:15:00)"
2016-09-23 02:15:00,5,0,1,"[02:15:00,02:35:00)"
2016-09-23 02:35:00,8,0,1,"[02:35:00,02:55:00)"
2016-09-23 02:55:00,8,0,1,"[02:55:00,03:15:00)"
2016-09-23 03:15:00,10,0,1,"[03:15:00,03:35:00)"
2016-09-23 03:35:00,13,0,1,"[03:35:00,03:55:00)"
2016-09-23 03:55:00,6,0,1,"[03:55:00,04:15:00)"
2016-09-23 04:15:00,9,0,1,"[04:15:00,04:35:00)"
2016-09-23 04:35:00,16,0,1,"[04:35:00,04:55:00)"
2016-09-23 04:55:00,10,0,1,"[04:55:00,05:15:00)"
2016-09-23 05:15:00,5,0,1,"[05:15:00,05:35:00)"
2016-09-23 05:35:00,5,0,1,"[05:35:00,05:55:00)"
2016-09-23 05:55:00,8,0,1,"[05:55:00,06:15:00)"
2016-09-23 06:15:00,18,0,1,"[06:15:00,06:35:00)"
2016-09-23 06:35:00,28,0,1,"[06:35:00,06:55:00)"
2016-09-23 06:55:00,31,0,1,"[06:55:00,07:15:00)"
2016-09-23 07:15:00,38,0,1,"[07:15:00,07:35:00)"
2016-09-23 07:35:00,43,0,1,"[07:35:00,07:55:00)"
2016-09-23 07:55:00,45,0,1,"[07:55:00,08:15:00)"
2016-09-23 08:15:00,69,0,1,"[08:15:00,08:35:00)"
2016-09-23 08:35:00,53,0,1,"[08:35:00,08:55:00)"
2016-09-23 08:55:00,41,0,1,"[08:55:00,09:15:00)"
2016-09-23 09:15:00,48,0,1,"[09:15:00,09:35:00)"
2016-09-23 09:35:00,43,0,1,"[09:35:00,09:55:00)"
2016-09-23 09:55:00,62,0,1,"[09:55:00,10:15:00)"
2016-09-23 10:15:00,45,0,1,"[10:15:00,10:35:00)"
2016-09-23 10:35:00,56,0,1,"[10:35:00,10:55:00)"
2016-09-23 10:55:00,60,0,1,"[10:55:00,11:15:00)"
2016-09-23 11:15:00,48,0,1,"[11:15:00,11:35:00)"
2016-09-23 11:35:00,38,0,1,"[11:35:00,11:55:00)"
2016-09-23 11:55:00,55,0,1,"[11:55:00,12:15:00)"
2016-09-23 12:15:00,58,0,1,"[12:15:00,12:35:00)"
2016-09-23 12:35:00,54,0,1,"[12:35:00,12:55:00)"
2016-09-23 12:55:00,56,0,1,"[12:55:00,13:15:00)"
2016-09-23 13:15:00,71,0,1,"[13:15:00,13:35:00)"
2016-09-23 13:35:00,44,0,1,"[13:35:00,13:55:00)"
2016-09-23 13:55:00,60,0,1,"[13:55:00,14:15:00)"
2016-09-23 14:15:00,53,0,1,"[14:15:00,14:35:00)"
2016-09-23 14:35:00,53,0,1,"[14:35:00,14:55:00)"
2016-09-23 14:55:00,56,0,1,"[14:55:00,15:15:00)"
2016-09-23 15:15:00,56,0,1,"[15:15:00,15:35:00)"
2016-09-23 15:35:00,72,0,1,"[15:35:00,15:55:00)"
2016-09-23 15:55:00,82,0,1,"[15:55:00,16:15:00)"
2016-09-23 16:15:00,81,0,1,"[16:15:00,16:35:00)"
2016-09-23 16:35:00,57,0,1,"[16:35:00,16:55:00)"
2016-09-23 16:55:00,44,0,1,"[16:55:00,17:15:00)"
2016-09-23 17:15:00,35,0,1,"[17:15:00,17:35:00)"
2016-09-23 17:35:00,46,0,1,"[17:35:00,17:55:00)"
2016-09-23 17:55:00,47,0,1,"[17:55:00,18:15:00)"
2016-09-23 18:15:00,40,0,1,"[18:15:00,18:35:00)"
2016-09-23 18:35:00,36,0,1,"[18:35:00,18:55:00)"
2016-09-23 18:55:00,26,0,1,"[18:55:00,19:15:00)"
2016-09-23 19:15:00,29,0,1,"[19:15:00,19:35:00)"
2016-09-23 19:35:00,27,0,1,"[19:35:00,19:55:00)"
2016-09-23 19:55:00,32,0,1,"[19:55:00,20:15:00)"
2016-09-23 20:15:00,21,0,1,"[20:15:00,20:35:00)"
2016-09-23 20:35:00,24,0,1,"[20:35:00,20:55:00)"
2016-09-23 20:55:00,23,0,1,"[20:55:00,21:15:00)"
2016-09-23 21:15:00,21,0,1,"[21:15:00,21:35:00)"
2016-09-23 21:35:00,26,0,1,"[21:35:00,21:55:00)"
2016-09-23 21:55:00,20,0,1,"[21:55:00,22:15:00)"
2016-09-23 22:15:00,12,0,1,"[22:15:00,22:35:00)"
2016-09-23 22:35:00,10,0,1,"[22:35:00,22:55:00)"
2016-09-23 22:55:00,7,0,1,"[22:55:00,23:15:00)"
2016-09-23 23:15:00,1,0,1,"[23:15:00,23:35:00)"
2016-09-23 23:35:00,4,0,1,"[23:35:00,23:55:00)"
2016-09-23 23:55:00,9,0,1,"[23:55:00,00:00:00)"
2016-09-24 00:15:00,12,0,1,"[00:15:00,00:35:00)"
2016-09-24 00:35:00,8,0,1,"[00:35:00,00:55:00)"
2016-09-24 00:55:00,10,0,1,"[00:55:00,01:15:00)"
2016-09-24 01:15:00,7,0,1,"[01:15:00,01:35:00)"
2016-09-24 01:35:00,10,0,1,"[01:35:00,01:55:00)"
2016-09-24 01:55:00,9,0,1,"[01:55:00,02:15:00)"
2016-09-24 02:15:00,7,0,1,"[02:15:00,02:35:00)"
2016-09-24 02:35:00,7,0,1,"[02:35:00,02:55:00)"
2016-09-24 02:55:00,12,0,1,"[02:55:00,03:15:00)"
2016-09-24 03:15:00,9,0,1,"[03:15:00,03:35:00)"
2016-09-24 03:35:00,11,0,1,"[03:35:00,03:55:00)"
2016-09-24 03:55:00,8,0,1,"[03:55:00,04:15:00)"
2016-09-24 04:15:00,10,0,1,"[04:15:00,04:35:00)"
2016-09-24 04:35:00,18,0,1,"[04:35:00,04:55:00)"
2016-09-24 04:55:00,9,0,1,"[04:55:00,05:15:00)"
2016-09-24 05:15:00,5,0,1,"[05:15:00,05:35:00)"
2016-09-24 05:35:00,6,0,1,"[05:35:00,05:55:00)"
2016-09-24 05:55:00,11,0,1,"[05:55:00,06:15:00)"
2016-09-24 06:15:00,17,0,1,"[06:15:00,06:35:00)"
2016-09-24 06:35:00,19,0,1,"[06:35:00,06:55:00)"
2016-09-24 06:55:00,23,0,1,"[06:55:00,07:15:00)"
2016-09-24 07:15:00,36,0,1,"[07:15:00,07:35:00)"
2016-09-24 07:35:00,31,0,1,"[07:35:00,07:55:00)"
2016-09-24 07:55:00,45,0,1,"[07:55:00,08:15:00)"
2016-09-24 08:15:00,58,0,1,"[08:15:00,08:35:00)"
2016-09-24 08:35:00,75,0,1,"[08:35:00,08:55:00)"
2016-09-24 08:55:00,59,0,1,"[08:55:00,09:15:00)"
2016-09-24 09:15:00,52,0,1,"[09:15:00,09:35:00)"
2016-09-24 09:35:00,66,0,1,"[09:35:00,09:55:00)"
2016-09-24 09:55:00,68,0,1,"[09:55:00,10:15:00)"
2016-09-24 10:15:00,66,0,1,"[10:15:00,10:35:00)"
2016-09-24 10:35:00,59,0,1,"[10:35:00,10:55:00)"
2016-09-24 10:55:00,47,0,1,"[10:55:00,11:15:00)"
2016-09-24 11:15:00,55,0,1,"[11:15:00,11:35:00)"
2016-09-24 11:35:00,54,0,1,"[11:35:00,11:55:00)"
2016-09-24 11:55:00,48,0,1,"[11:55:00,12:15:00)"
2016-09-24 12:15:00,31,0,1,"[12:15:00,12:35:00)"
2016-09-24 12:35:00,57,0,1,"[12:35:00,12:55:00)"
