,time,tollgate_id,direction,time_window,volume,day,hour,minute,week,weekend,am_pm,volume_anterior,volume_anterior_2,avg_vol_dia_semana,desvio_padrao,media_volume_hora_dia,desvio_padrao_hora_dia,min_volume_hora_dia,max_volume_hora_dia,mediana_volume_hora_dia,date,min_volume_weekday,max_volume_weekday,mediana_volume_weekday,media_volume_weekday,desvio_padrao_weekday
60,2016-09-19 04:40:00,3,0,"[04:40:00,05:00:00)",10,19,4,40,0,0,1,8.0,11.0,13.0,3.1622776601683795,10.166666666666666,2.786873995477131,7,15,10.0,2016-09-19,10,17,13.5,13.5,4.949747468305833
61,2016-09-19 04:40:00,3,1,"[04:40:00,05:00:00)",3,19,4,40,0,0,1,7.0,4.0,7.166666666666668,2.3166067138525404,4.833333333333333,1.4719601443879746,3,7,4.5,2016-09-19,3,9,6.0,6.0,4.242640687119285
62,2016-09-19 05:00:00,1,0,"[05:00:00,05:20:00)",2,19,5,0,0,0,1,12.0,13.0,7.166666666666668,9.389710680668848,5.833333333333333,4.622409184253019,1,13,5.5,2016-09-19,2,6,4.0,4.0,2.8284271247461903
63,2016-09-19 05:00:00,1,1,"[05:00:00,05:20:00)",28,19,5,0,0,0,1,23.0,17.0,25.0,3.741657386773941,30.666666666666668,4.676180777800048,24,36,31.0,2016-09-19,21,28,24.5,24.5,4.949747468305833
64,2016-09-19 05:00:00,2,0,"[05:00:00,05:20:00)",14,19,5,0,0,0,1,2.0,1.0,13.2,3.4205262752974135,16.666666666666668,3.3266599866332403,12,21,17.0,2016-09-19,11,14,12.5,12.5,2.1213203435596424
65,2016-09-19 05:00:00,3,0,"[05:00:00,05:20:00)",9,19,5,0,0,0,1,10.0,8.0,11.833333333333336,2.2286019533929045,17.5,7.422937423958254,9,27,16.5,2016-09-19,9,9,9.0,9.0,0.0
66,2016-09-19 05:00:00,3,1,"[05:00:00,05:20:00)",11,19,5,0,0,0,1,3.0,7.0,9.333333333333334,3.559026084010437,10.5,1.9748417658131499,7,13,11.0,2016-09-19,11,12,11.5,11.5,0.7071067811865476
67,2016-09-19 05:20:00,1,0,"[05:20:00,05:40:00)",8,19,5,20,0,0,1,2.0,12.0,7.166666666666668,6.0470378423379065,5.833333333333333,4.622409184253019,1,13,5.5,2016-09-19,4,8,6.0,6.0,2.8284271247461903
68,2016-09-19 05:20:00,1,1,"[05:20:00,05:40:00)",24,19,5,20,0,0,1,28.0,23.0,29.16666666666667,9.662642840686324,30.666666666666668,4.676180777800048,24,36,31.0,2016-09-19,24,37,30.5,30.5,9.192388155425117
69,2016-09-19 05:20:00,2,0,"[05:20:00,05:40:00)",12,19,5,20,0,0,1,14.0,2.0,14.333333333333336,7.25718035235908,16.666666666666668,3.3266599866332403,12,21,17.0,2016-09-19,12,13,12.5,12.5,0.7071067811865476
70,2016-09-19 05:20:00,3,0,"[05:20:00,05:40:00)",14,19,5,20,0,0,1,9.0,10.0,14.333333333333336,1.6329931618554518,17.5,7.422937423958254,9,27,16.5,2016-09-19,14,16,15.0,15.0,1.4142135623730951
71,2016-09-19 05:20:00,3,1,"[05:20:00,05:40:00)",7,19,5,20,0,0,1,11.0,3.0,8.666666666666666,4.1311822359545785,10.5,1.9748417658131499,7,13,11.0,2016-09-19,7,9,8.0,8.0,1.4142135623730951
72,2016-09-19 05:40:00,1,0,"[05:40:00,06:00:00)",13,19,5,40,0,0,1,8.0,2.0,13.833333333333336,12.089940722214758,5.833333333333333,4.622409184253019,1,13,5.5,2016-09-19,10,13,11.5,11.5,2.1213203435596424
73,2016-09-19 05:40:00,1,1,"[05:40:00,06:00:00)",34,19,5,40,0,0,1,24.0,28.0,34.166666666666664,11.68617416722285,30.666666666666668,4.676180777800048,24,36,31.0,2016-09-19,34,42,38.0,38.0,5.656854249492381
74,2016-09-19 05:40:00,2,0,"[05:40:00,06:00:00)",21,19,5,40,0,0,1,12.0,14.0,22.0,10.917875251164944,16.666666666666668,3.3266599866332403,12,21,17.0,2016-09-19,21,27,24.0,24.0,4.242640687119285
75,2016-09-19 05:40:00,3,0,"[05:40:00,06:00:00)",27,19,5,40,0,0,1,14.0,9.0,25.16666666666667,5.115336417740934,17.5,7.422937423958254,9,27,16.5,2016-09-19,26,27,26.5,26.5,0.7071067811865476
76,2016-09-19 05:40:00,3,1,"[05:40:00,06:00:00)",13,19,5,40,0,0,1,7.0,11.0,10.333333333333334,4.366539438350084,10.5,1.9748417658131499,7,13,11.0,2016-09-19,13,14,13.5,13.5,0.7071067811865476
77,2016-09-19 06:00:00,1,0,"[06:00:00,06:20:00)",8,19,6,0,0,0,1,13.0,8.0,16.5,9.137833441248533,16.333333333333332,8.310635755865292,8,32,14.5,2016-09-19,8,13,10.5,10.5,3.5355339059327378
78,2016-09-19 06:00:00,1,1,"[06:00:00,06:20:00)",39,19,6,0,0,0,1,34.0,24.0,32.333333333333336,10.092901796146966,50.166666666666664,15.432649372893387,28,72,52.5,2016-09-19,31,39,35.0,35.0,5.656854249492381
79,2016-09-19 06:00:00,2,0,"[06:00:00,06:20:00)",30,19,6,0,0,0,1,21.0,12.0,27.2,3.3466401061363023,36.833333333333336,8.183316361150087,26,47,36.5,2016-09-19,25,30,27.5,27.5,3.5355339059327378
80,2016-09-19 06:00:00,3,0,"[06:00:00,06:20:00)",39,19,6,0,0,0,1,27.0,14.0,37.16666666666666,6.306081720582652,54.0,19.390719429665317,24,75,57.5,2016-09-19,39,42,40.5,40.5,2.1213203435596424
81,2016-09-19 06:00:00,3,1,"[06:00:00,06:20:00)",30,19,6,0,0,0,1,13.0,7.0,21.5,9.544631999192005,37.166666666666664,15.791347841988241,21,65,34.0,2016-09-19,22,30,26.0,26.0,5.656854249492381
82,2016-09-19 06:20:00,1,0,"[06:20:00,06:40:00)",13,19,6,20,0,0,1,8.0,13.0,26.33333333333333,21.777664398797832,16.333333333333332,8.310635755865292,8,32,14.5,2016-09-19,13,23,18.0,18.0,7.0710678118654755
83,2016-09-19 06:20:00,1,1,"[06:20:00,06:40:00)",57,19,6,20,0,0,1,39.0,34.0,53.33333333333334,18.726095873584185,50.166666666666664,15.432649372893387,28,72,52.5,2016-09-19,57,61,59.0,59.0,2.8284271247461903
84,2016-09-19 06:20:00,2,0,"[06:20:00,06:40:00)",36,19,6,20,0,0,1,30.0,21.0,33.0,14.696938456699069,36.833333333333336,8.183316361150087,26,47,36.5,2016-09-19,36,40,38.0,38.0,2.8284271247461903
85,2016-09-19 06:20:00,3,0,"[06:20:00,06:40:00)",58,19,6,20,0,0,1,39.0,27.0,59.33333333333334,4.501851470969102,54.0,19.390719429665317,24,75,57.5,2016-09-19,58,67,62.5,62.5,6.363961030678928
86,2016-09-19 06:20:00,3,1,"[06:20:00,06:40:00)",38,19,6,20,0,0,1,30.0,13.0,37.333333333333336,10.366613075960087,37.166666666666664,15.791347841988241,21,65,34.0,2016-09-19,38,49,43.5,43.5,7.7781745930520225
87,2016-09-19 06:40:00,1,0,"[06:40:00,07:00:00)",32,19,6,40,0,0,1,13.0,8.0,34.5,21.39859808492136,16.333333333333332,8.310635755865292,8,32,14.5,2016-09-19,32,39,35.5,35.5,4.949747468305833
88,2016-09-19 06:40:00,1,1,"[06:40:00,07:00:00)",72,19,6,40,0,0,1,57.0,39.0,58.33333333333334,19.26309078696009,50.166666666666664,15.432649372893387,28,72,52.5,2016-09-19,66,72,69.0,69.0,4.242640687119285
89,2016-09-19 06:40:00,2,0,"[06:40:00,07:00:00)",37,19,6,40,0,0,1,36.0,30.0,44.16666666666666,23.69317763970605,36.833333333333336,8.183316361150087,26,47,36.5,2016-09-19,37,73,55.0,55.0,25.45584412271571
90,2016-09-19 06:40:00,3,0,"[06:40:00,07:00:00)",71,19,6,40,0,0,1,58.0,39.0,81.66666666666667,18.129166187849528,54.0,19.390719429665317,24,75,57.5,2016-09-19,71,92,81.5,81.5,14.849242404917497
91,2016-09-19 06:40:00,3,1,"[06:40:00,07:00:00)",65,19,6,40,0,0,1,38.0,30.0,50.0,18.275666882497067,37.166666666666664,15.791347841988241,21,65,34.0,2016-09-19,65,66,65.5,65.5,0.7071067811865476
92,2016-09-19 07:00:00,1,0,"[07:00:00,07:20:00)",39,19,7,0,0,0,1,32.0,13.0,48.0,21.54065922853801,35.666666666666664,7.840068026915752,22,43,38.5,2016-09-19,39,44,41.5,41.5,3.5355339059327378
93,2016-09-19 07:00:00,1,1,"[07:00:00,07:20:00)",70,19,7,0,0,0,1,72.0,57.0,71.66666666666667,29.87083304273028,89.83333333333333,19.97414996105383,67,118,90.5,2016-09-19,70,91,80.5,80.5,14.849242404917497
94,2016-09-19 07:00:00,2,0,"[07:00:00,07:20:00)",84,19,7,0,0,0,1,37.0,36.0,74.33333333333333,35.3817278643464,90.33333333333333,7.737355275975551,80,99,91.0,2016-09-19,84,88,86.0,86.0,2.8284271247461903
95,2016-09-19 07:00:00,3,0,"[07:00:00,07:20:00)",127,19,7,0,0,0,1,71.0,58.0,130.0,29.79932885150268,135.16666666666666,14.70260747849396,119,153,132.0,2016-09-19,127,159,143.0,143.0,22.627416997969522
96,2016-09-19 07:00:00,3,1,"[07:00:00,07:20:00)",67,19,7,0,0,0,1,65.0,38.0,64.0,27.70559510279467,76.83333333333333,21.507363080272455,53,104,69.0,2016-09-19,67,83,75.0,75.0,11.313708498984761
97,2016-09-19 07:20:00,1,0,"[07:20:00,07:40:00)",31,19,7,20,0,0,1,39.0,32.0,49.66666666666666,29.91097903223274,35.666666666666664,7.840068026915752,22,43,38.5,2016-09-19,31,39,35.0,35.0,5.656854249492381
98,2016-09-19 07:20:00,1,1,"[07:20:00,07:40:00)",83,19,7,20,0,0,1,70.0,72.0,93.16666666666669,39.478686232784725,89.83333333333333,19.97414996105383,67,118,90.5,2016-09-19,83,120,101.5,101.5,26.16295090390226
99,2016-09-19 07:20:00,2,0,"[07:20:00,07:40:00)",80,19,7,20,0,0,1,84.0,37.0,91.0,46.16492174801122,90.33333333333333,7.737355275975551,80,99,91.0,2016-09-19,80,114,97.0,97.0,24.041630560342615
100,2016-09-19 07:20:00,3,0,"[07:20:00,07:40:00)",123,19,7,20,0,0,1,127.0,71.0,139.33333333333334,22.624470527874607,135.16666666666666,14.70260747849396,119,153,132.0,2016-09-19,123,162,142.5,142.5,27.577164466275352
101,2016-09-19 07:20:00,3,1,"[07:20:00,07:40:00)",71,19,7,20,0,0,1,67.0,65.0,77.83333333333333,34.66650640988599,76.83333333333333,21.507363080272455,53,104,69.0,2016-09-19,71,87,79.0,79.0,11.313708498984761
102,2016-09-19 07:40:00,1,0,"[07:40:00,08:00:00)",43,19,7,40,0,0,1,31.0,39.0,60.83333333333334,39.280614387591584,35.666666666666664,7.840068026915752,22,43,38.5,2016-09-19,43,46,44.5,44.5,2.1213203435596424
103,2016-09-19 07:40:00,1,1,"[07:40:00,08:00:00)",118,19,7,40,0,0,1,83.0,70.0,108.0,48.23276894394515,89.83333333333333,19.97414996105383,67,118,90.5,2016-09-19,116,118,117.0,117.0,1.4142135623730951
104,2016-09-19 07:40:00,2,0,"[07:40:00,08:00:00)",97,19,7,40,0,0,1,80.0,84.0,97.83333333333331,45.6526742553672,90.33333333333333,7.737355275975551,80,99,91.0,2016-09-19,97,126,111.5,111.5,20.506096654409877
105,2016-09-19 07:40:00,3,0,"[07:40:00,08:00:00)",153,19,7,40,0,0,1,123.0,127.0,149.33333333333334,23.235031023578745,135.16666666666666,14.70260747849396,119,153,132.0,2016-09-19,151,153,152.0,152.0,1.4142135623730951
106,2016-09-19 07:40:00,3,1,"[07:40:00,08:00:00)",103,19,7,40,0,0,1,71.0,67.0,89.83333333333331,40.57297951428593,76.83333333333333,21.507363080272455,53,104,69.0,2016-09-19,103,137,120.0,120.0,24.041630560342615
107,2016-09-19 08:00:00,1,0,"[08:00:00,08:20:00)",46,19,8,0,0,0,1,43.0,31.0,71.66666666666667,57.500144927353595,48.5,4.969909455915671,41,56,49.0,2016-09-19,46,49,47.5,47.5,2.1213203435596424
108,2016-09-19 08:00:00,1,1,"[08:00:00,08:20:00)",123,19,8,0,0,0,1,118.0,83.0,107.16666666666669,46.010506046626645,116.0,5.21536192416212,109,123,117.0,2016-09-19,123,125,124.0,124.0,1.4142135623730951
109,2016-09-19 08:00:00,2,0,"[08:00:00,08:20:00)",129,19,8,0,0,0,1,97.0,80.0,105.83333333333331,48.197164508575256,119.66666666666667,11.97775716345371,98,129,124.5,2016-09-19,117,129,123.0,123.0,8.48528137423857
110,2016-09-19 08:00:00,3,0,"[08:00:00,08:20:00)",161,19,8,0,0,0,1,153.0,123.0,160.66666666666666,17.489044189625307,147.0,15.504837954651448,127,167,145.0,2016-09-19,161,180,170.5,170.5,13.435028842544403
111,2016-09-19 08:00:00,3,1,"[08:00:00,08:20:00)",118,19,8,0,0,0,1,103.0,71.0,115.33333333333331,53.22280213091629,134.5,23.989581071790315,115,168,124.0,2016-09-19,118,138,128.0,128.0,14.142135623730951
