time,tollgate_id,direction,time_window,volume,day,hour,minute,week,weekend,am_pm
2016-10-26 06:20:00,1,0,"[06:20:00,06:40:00)",9,26,6,20,2,0,1
2016-10-26 06:20:00,1,1,"[06:20:00,06:40:00)",51,26,6,20,2,0,1
2016-10-26 06:20:00,2,0,"[06:20:00,06:40:00)",27,26,6,20,2,0,1
2016-10-26 06:20:00,3,0,"[06:20:00,06:40:00)",50,26,6,20,2,0,1
2016-10-26 06:20:00,3,1,"[06:20:00,06:40:00)",36,26,6,20,2,0,1
2016-10-26 06:40:00,1,0,"[06:40:00,07:00:00)",25,26,6,40,2,0,1
2016-10-26 06:40:00,1,1,"[06:40:00,07:00:00)",57,26,6,40,2,0,1
2016-10-26 06:40:00,2,0,"[06:40:00,07:00:00)",39,26,6,40,2,0,1
2016-10-26 06:40:00,3,0,"[06:40:00,07:00:00)",74,26,6,40,2,0,1
2016-10-26 06:40:00,3,1,"[06:40:00,07:00:00)",41,26,6,40,2,0,1
2016-10-26 07:00:00,1,0,"[07:00:00,07:20:00)",31,26,7,0,2,0,1
2016-10-26 07:00:00,1,1,"[07:00:00,07:20:00)",69,26,7,0,2,0,1
2016-10-26 07:00:00,2,0,"[07:00:00,07:20:00)",74,26,7,0,2,0,1
2016-10-26 07:00:00,3,0,"[07:00:00,07:20:00)",129,26,7,0,2,0,1
2016-10-26 07:00:00,3,1,"[07:00:00,07:20:00)",50,26,7,0,2,0,1
2016-10-26 07:20:00,1,0,"[07:20:00,07:40:00)",32,26,7,20,2,0,1
2016-10-26 07:20:00,1,1,"[07:20:00,07:40:00)",96,26,7,20,2,0,1
2016-10-26 07:20:00,2,0,"[07:20:00,07:40:00)",88,26,7,20,2,0,1
2016-10-26 07:20:00,3,0,"[07:20:00,07:40:00)",121,26,7,20,2,0,1
2016-10-26 07:20:00,3,1,"[07:20:00,07:40:00)",82,26,7,20,2,0,1
2016-10-26 07:40:00,1,0,"[07:40:00,08:00:00)",45,26,7,40,2,0,1
2016-10-26 07:40:00,1,1,"[07:40:00,08:00:00)",110,26,7,40,2,0,1
2016-10-26 07:40:00,2,0,"[07:40:00,08:00:00)",99,26,7,40,2,0,1
2016-10-26 07:40:00,3,0,"[07:40:00,08:00:00)",144,26,7,40,2,0,1
2016-10-26 07:40:00,3,1,"[07:40:00,08:00:00)",86,26,7,40,2,0,1
2016-10-26 15:00:00,1,0,"[15:00:00,15:20:00)",38,26,15,0,2,0,0
2016-10-26 15:00:00,1,1,"[15:00:00,15:20:00)",96,26,15,0,2,0,0
2016-10-26 15:00:00,2,0,"[15:00:00,15:20:00)",72,26,15,0,2,0,0
2016-10-26 15:00:00,3,0,"[15:00:00,15:20:00)",120,26,15,0,2,0,0
2016-10-26 15:00:00,3,1,"[15:00:00,15:20:00)",81,26,15,0,2,0,0
2016-10-26 15:20:00,1,0,"[15:20:00,15:40:00)",36,26,15,20,2,0,0
2016-10-26 15:20:00,1,1,"[15:20:00,15:40:00)",99,26,15,20,2,0,0
2016-10-26 15:20:00,2,0,"[15:20:00,15:40:00)",59,26,15,20,2,0,0
2016-10-26 15:20:00,3,0,"[15:20:00,15:40:00)",107,26,15,20,2,0,0
2016-10-26 15:20:00,3,1,"[15:20:00,15:40:00)",80,26,15,20,2,0,0
2016-10-26 15:40:00,1,0,"[15:40:00,16:00:00)",44,26,15,40,2,0,0
2016-10-26 15:40:00,1,1,"[15:40:00,16:00:00)",101,26,15,40,2,0,0
2016-10-26 15:40:00,2,0,"[15:40:00,16:00:00)",74,26,15,40,2,0,0
2016-10-26 15:40:00,3,0,"[15:40:00,16:00:00)",114,26,15,40,2,0,0
2016-10-26 15:40:00,3,1,"[15:40:00,16:00:00)",79,26,15,40,2,0,0
2016-10-26 16:00:00,1,0,"[16:00:00,16:20:00)",49,26,16,0,2,0,0
2016-10-26 16:00:00,1,1,"[16:00:00,16:20:00)",110,26,16,0,2,0,0
2016-10-26 16:00:00,2,0,"[16:00:00,16:20:00)",68,26,16,0,2,0,0
2016-10-26 16:00:00,3,0,"[16:00:00,16:20:00)",131,26,16,0,2,0,0
2016-10-26 16:00:00,3,1,"[16:00:00,16:20:00)",83,26,16,0,2,0,0
2016-10-26 16:20:00,1,0,"[16:20:00,16:40:00)",45,26,16,20,2,0,0
2016-10-26 16:20:00,1,1,"[16:20:00,16:40:00)",113,26,16,20,2,0,0
2016-10-26 16:20:00,2,0,"[16:20:00,16:40:00)",80,26,16,20,2,0,0
2016-10-26 16:20:00,3,0,"[16:20:00,16:40:00)",132,26,16,20,2,0,0
2016-10-26 16:20:00,3,1,"[16:20:00,16:40:00)",93,26,16,20,2,0,0
2016-10-26 16:40:00,1,0,"[16:40:00,17:00:00)",46,26,16,40,2,0,0
2016-10-26 16:40:00,1,1,"[16:40:00,17:00:00)",109,26,16,40,2,0,0
2016-10-26 16:40:00,2,0,"[16:40:00,17:00:00)",90,26,16,40,2,0,0
2016-10-26 16:40:00,3,0,"[16:40:00,17:00:00)",127,26,16,40,2,0,0
2016-10-26 16:40:00,3,1,"[16:40:00,17:00:00)",122,26,16,40,2,0,0
2016-10-27 06:00:00,1,0,"[06:00:00,06:20:00)",14,27,6,0,3,0,1
2016-10-27 06:00:00,1,1,"[06:00:00,06:20:00)",37,27,6,0,3,0,1
2016-10-27 06:00:00,2,0,"[06:00:00,06:20:00)",20,27,6,0,3,0,1
2016-10-27 06:00:00,3,0,"[06:00:00,06:20:00)",24,27,6,0,3,0,1
2016-10-27 06:00:00,3,1,"[06:00:00,06:20:00)",24,27,6,0,3,0,1
2016-10-27 06:20:00,1,0,"[06:20:00,06:40:00)",14,27,6,20,3,0,1
2016-10-27 06:20:00,1,1,"[06:20:00,06:40:00)",46,27,6,20,3,0,1
2016-10-27 06:20:00,2,0,"[06:20:00,06:40:00)",36,27,6,20,3,0,1
2016-10-27 06:20:00,3,0,"[06:20:00,06:40:00)",40,27,6,20,3,0,1
2016-10-27 06:20:00,3,1,"[06:20:00,06:40:00)",25,27,6,20,3,0,1
2016-10-27 06:40:00,1,0,"[06:40:00,07:00:00)",23,27,6,40,3,0,1
2016-10-27 06:40:00,1,1,"[06:40:00,07:00:00)",51,27,6,40,3,0,1
2016-10-27 06:40:00,2,0,"[06:40:00,07:00:00)",50,27,6,40,3,0,1
2016-10-27 06:40:00,3,0,"[06:40:00,07:00:00)",63,27,6,40,3,0,1
2016-10-27 06:40:00,3,1,"[06:40:00,07:00:00)",49,27,6,40,3,0,1
2016-10-27 07:00:00,1,0,"[07:00:00,07:20:00)",20,27,7,0,3,0,1
2016-10-27 07:00:00,1,1,"[07:00:00,07:20:00)",62,27,7,0,3,0,1
2016-10-27 07:00:00,2,0,"[07:00:00,07:20:00)",70,27,7,0,3,0,1
2016-10-27 07:00:00,3,0,"[07:00:00,07:20:00)",120,27,7,0,3,0,1
2016-10-27 07:00:00,3,1,"[07:00:00,07:20:00)",52,27,7,0,3,0,1
2016-10-27 07:20:00,1,0,"[07:20:00,07:40:00)",36,27,7,20,3,0,1
2016-10-27 07:20:00,1,1,"[07:20:00,07:40:00)",94,27,7,20,3,0,1
2016-10-27 07:20:00,2,0,"[07:20:00,07:40:00)",81,27,7,20,3,0,1
2016-10-27 07:20:00,3,0,"[07:20:00,07:40:00)",112,27,7,20,3,0,1
2016-10-27 07:20:00,3,1,"[07:20:00,07:40:00)",90,27,7,20,3,0,1
2016-10-27 07:40:00,1,0,"[07:40:00,08:00:00)",42,27,7,40,3,0,1
2016-10-27 07:40:00,1,1,"[07:40:00,08:00:00)",104,27,7,40,3,0,1
2016-10-27 07:40:00,2,0,"[07:40:00,08:00:00)",114,27,7,40,3,0,1
2016-10-27 07:40:00,3,0,"[07:40:00,08:00:00)",134,27,7,40,3,0,1
2016-10-27 07:40:00,3,1,"[07:40:00,08:00:00)",86,27,7,40,3,0,1
2016-10-27 15:00:00,1,0,"[15:00:00,15:20:00)",40,27,15,0,3,0,0
2016-10-27 15:00:00,1,1,"[15:00:00,15:20:00)",87,27,15,0,3,0,0
2016-10-27 15:00:00,2,0,"[15:00:00,15:20:00)",58,27,15,0,3,0,0
2016-10-27 15:00:00,3,0,"[15:00:00,15:20:00)",110,27,15,0,3,0,0
2016-10-27 15:00:00,3,1,"[15:00:00,15:20:00)",100,27,15,0,3,0,0
2016-10-27 15:20:00,1,0,"[15:20:00,15:40:00)",37,27,15,20,3,0,0
2016-10-27 15:20:00,1,1,"[15:20:00,15:40:00)",101,27,15,20,3,0,0
2016-10-27 15:20:00,2,0,"[15:20:00,15:40:00)",54,27,15,20,3,0,0
2016-10-27 15:20:00,3,0,"[15:20:00,15:40:00)",93,27,15,20,3,0,0
2016-10-27 15:20:00,3,1,"[15:20:00,15:40:00)",89,27,15,20,3,0,0
2016-10-27 15:40:00,1,0,"[15:40:00,16:00:00)",45,27,15,40,3,0,0
2016-10-27 15:40:00,1,1,"[15:40:00,16:00:00)",101,27,15,40,3,0,0
2016-10-27 15:40:00,2,0,"[15:40:00,16:00:00)",79,27,15,40,3,0,0
2016-10-27 15:40:00,3,0,"[15:40:00,16:00:00)",105,27,15,40,3,0,0
2016-10-27 15:40:00,3,1,"[15:40:00,16:00:00)",80,27,15,40,3,0,0
2016-10-27 16:00:00,1,0,"[16:00:00,16:20:00)",49,27,16,0,3,0,0
2016-10-27 16:00:00,1,1,"[16:00:00,16:20:00)",96,27,16,0,3,0,0
2016-10-27 16:00:00,2,0,"[16:00:00,16:20:00)",57,27,16,0,3,0,0
2016-10-27 16:00:00,3,0,"[16:00:00,16:20:00)",113,27,16,0,3,0,0
2016-10-27 16:00:00,3,1,"[16:00:00,16:20:00)",107,27,16,0,3,0,0
2016-10-27 16:20:00,1,0,"[16:20:00,16:40:00)",41,27,16,20,3,0,0
2016-10-27 16:20:00,1,1,"[16:20:00,16:40:00)",93,27,16,20,3,0,0
2016-10-27 16:20:00,2,0,"[16:20:00,16:40:00)",73,27,16,20,3,0,0
2016-10-27 16:20:00,3,0,"[16:20:00,16:40:00)",126,27,16,20,3,0,0
2016-10-27 16:20:00,3,1,"[16:20:00,16:40:00)",108,27,16,20,3,0,0
2016-10-27 16:40:00,1,0,"[16:40:00,17:00:00)",45,27,16,40,3,0,0
2016-10-27 16:40:00,1,1,"[16:40:00,17:00:00)",109,27,16,40,3,0,0
2016-10-27 16:40:00,2,0,"[16:40:00,17:00:00)",83,27,16,40,3,0,0
2016-10-27 16:40:00,3,0,"[16:40:00,17:00:00)",125,27,16,40,3,0,0
2016-10-27 16:40:00,3,1,"[16:40:00,17:00:00)",117,27,16,40,3,0,0
2016-10-28 06:00:00,1,0,"[06:00:00,06:20:00)",8,28,6,0,4,0,1
2016-10-28 06:00:00,1,1,"[06:00:00,06:20:00)",35,28,6,0,4,0,1
2016-10-28 06:00:00,2,0,"[06:00:00,06:20:00)",19,28,6,0,4,0,1
2016-10-28 06:00:00,3,0,"[06:00:00,06:20:00)",25,28,6,0,4,0,1
2016-10-28 06:00:00,3,1,"[06:00:00,06:20:00)",19,28,6,0,4,0,1
2016-10-28 06:20:00,1,0,"[06:20:00,06:40:00)",21,28,6,20,4,0,1
2016-10-28 06:20:00,1,1,"[06:20:00,06:40:00)",57,28,6,20,4,0,1
2016-10-28 06:20:00,2,0,"[06:20:00,06:40:00)",23,28,6,20,4,0,1
2016-10-28 06:20:00,3,0,"[06:20:00,06:40:00)",52,28,6,20,4,0,1
2016-10-28 06:20:00,3,1,"[06:20:00,06:40:00)",19,28,6,20,4,0,1
2016-10-28 06:40:00,1,0,"[06:40:00,07:00:00)",14,28,6,40,4,0,1
2016-10-28 06:40:00,1,1,"[06:40:00,07:00:00)",65,28,6,40,4,0,1
2016-10-28 06:40:00,2,0,"[06:40:00,07:00:00)",53,28,6,40,4,0,1
2016-10-28 06:40:00,3,0,"[06:40:00,07:00:00)",70,28,6,40,4,0,1
2016-10-28 06:40:00,3,1,"[06:40:00,07:00:00)",51,28,6,40,4,0,1
2016-10-28 07:00:00,1,0,"[07:00:00,07:20:00)",28,28,7,0,4,0,1
2016-10-28 07:00:00,1,1,"[07:00:00,07:20:00)",86,28,7,0,4,0,1
2016-10-28 07:00:00,2,0,"[07:00:00,07:20:00)",66,28,7,0,4,0,1
2016-10-28 07:00:00,3,0,"[07:00:00,07:20:00)",120,28,7,0,4,0,1
2016-10-28 07:00:00,3,1,"[07:00:00,07:20:00)",52,28,7,0,4,0,1
2016-10-28 07:20:00,1,0,"[07:20:00,07:40:00)",37,28,7,20,4,0,1
2016-10-28 07:20:00,1,1,"[07:20:00,07:40:00)",100,28,7,20,4,0,1
2016-10-28 07:20:00,2,0,"[07:20:00,07:40:00)",99,28,7,20,4,0,1
2016-10-28 07:20:00,3,0,"[07:20:00,07:40:00)",104,28,7,20,4,0,1
2016-10-28 07:20:00,3,1,"[07:20:00,07:40:00)",57,28,7,20,4,0,1
2016-10-28 07:40:00,1,0,"[07:40:00,08:00:00)",46,28,7,40,4,0,1
2016-10-28 07:40:00,1,1,"[07:40:00,08:00:00)",113,28,7,40,4,0,1
2016-10-28 07:40:00,2,0,"[07:40:00,08:00:00)",97,28,7,40,4,0,1
2016-10-28 07:40:00,3,0,"[07:40:00,08:00:00)",151,28,7,40,4,0,1
2016-10-28 07:40:00,3,1,"[07:40:00,08:00:00)",77,28,7,40,4,0,1
2016-10-28 15:00:00,1,0,"[15:00:00,15:20:00)",62,28,15,0,4,0,0
2016-10-28 15:00:00,1,1,"[15:00:00,15:20:00)",102,28,15,0,4,0,0
2016-10-28 15:00:00,2,0,"[15:00:00,15:20:00)",87,28,15,0,4,0,0
2016-10-28 15:00:00,3,0,"[15:00:00,15:20:00)",145,28,15,0,4,0,0
2016-10-28 15:00:00,3,1,"[15:00:00,15:20:00)",130,28,15,0,4,0,0
2016-10-28 15:20:00,1,0,"[15:20:00,15:40:00)",48,28,15,20,4,0,0
2016-10-28 15:20:00,1,1,"[15:20:00,15:40:00)",122,28,15,20,4,0,0
2016-10-28 15:20:00,2,0,"[15:20:00,15:40:00)",96,28,15,20,4,0,0
2016-10-28 15:20:00,3,0,"[15:20:00,15:40:00)",147,28,15,20,4,0,0
2016-10-28 15:20:00,3,1,"[15:20:00,15:40:00)",123,28,15,20,4,0,0
2016-10-28 15:40:00,1,0,"[15:40:00,16:00:00)",57,28,15,40,4,0,0
2016-10-28 15:40:00,1,1,"[15:40:00,16:00:00)",113,28,15,40,4,0,0
2016-10-28 15:40:00,2,0,"[15:40:00,16:00:00)",104,28,15,40,4,0,0
2016-10-28 15:40:00,3,0,"[15:40:00,16:00:00)",178,28,15,40,4,0,0
2016-10-28 15:40:00,3,1,"[15:40:00,16:00:00)",106,28,15,40,4,0,0
2016-10-28 16:00:00,1,0,"[16:00:00,16:20:00)",78,28,16,0,4,0,0
2016-10-28 16:00:00,1,1,"[16:00:00,16:20:00)",134,28,16,0,4,0,0
2016-10-28 16:00:00,2,0,"[16:00:00,16:20:00)",85,28,16,0,4,0,0
2016-10-28 16:00:00,3,0,"[16:00:00,16:20:00)",154,28,16,0,4,0,0
2016-10-28 16:00:00,3,1,"[16:00:00,16:20:00)",97,28,16,0,4,0,0
2016-10-28 16:20:00,1,0,"[16:20:00,16:40:00)",67,28,16,20,4,0,0
2016-10-28 16:20:00,1,1,"[16:20:00,16:40:00)",109,28,16,20,4,0,0
2016-10-28 16:20:00,2,0,"[16:20:00,16:40:00)",93,28,16,20,4,0,0
2016-10-28 16:20:00,3,0,"[16:20:00,16:40:00)",159,28,16,20,4,0,0
2016-10-28 16:20:00,3,1,"[16:20:00,16:40:00)",107,28,16,20,4,0,0
2016-10-28 16:40:00,1,0,"[16:40:00,17:00:00)",58,28,16,40,4,0,0
2016-10-28 16:40:00,1,1,"[16:40:00,17:00:00)",115,28,16,40,4,0,0
2016-10-28 16:40:00,2,0,"[16:40:00,17:00:00)",110,28,16,40,4,0,0
2016-10-28 16:40:00,3,0,"[16:40:00,17:00:00)",143,28,16,40,4,0,0
2016-10-28 16:40:00,3,1,"[16:40:00,17:00:00)",95,28,16,40,4,0,0
2016-10-29 06:00:00,1,0,"[06:00:00,06:20:00)",11,29,6,0,5,1,1
2016-10-29 06:00:00,1,1,"[06:00:00,06:20:00)",32,29,6,0,5,1,1
2016-10-29 06:00:00,2,0,"[06:00:00,06:20:00)",23,29,6,0,5,1,1
2016-10-29 06:00:00,3,0,"[06:00:00,06:20:00)",27,29,6,0,5,1,1
2016-10-29 06:00:00,3,1,"[06:00:00,06:20:00)",13,29,6,0,5,1,1
2016-10-29 06:20:00,1,0,"[06:20:00,06:40:00)",17,29,6,20,5,1,1
2016-10-29 06:20:00,1,1,"[06:20:00,06:40:00)",39,29,6,20,5,1,1
2016-10-29 06:20:00,2,0,"[06:20:00,06:40:00)",42,29,6,20,5,1,1
2016-10-29 06:20:00,3,0,"[06:20:00,06:40:00)",38,29,6,20,5,1,1
2016-10-29 06:20:00,3,1,"[06:20:00,06:40:00)",28,29,6,20,5,1,1
2016-10-29 06:40:00,1,0,"[06:40:00,07:00:00)",19,29,6,40,5,1,1
2016-10-29 06:40:00,1,1,"[06:40:00,07:00:00)",58,29,6,40,5,1,1
2016-10-29 06:40:00,2,0,"[06:40:00,07:00:00)",40,29,6,40,5,1,1
2016-10-29 06:40:00,3,0,"[06:40:00,07:00:00)",59,29,6,40,5,1,1
2016-10-29 06:40:00,3,1,"[06:40:00,07:00:00)",32,29,6,40,5,1,1
2016-10-29 07:00:00,1,0,"[07:00:00,07:20:00)",27,29,7,0,5,1,1
2016-10-29 07:00:00,1,1,"[07:00:00,07:20:00)",57,29,7,0,5,1,1
2016-10-29 07:00:00,2,0,"[07:00:00,07:20:00)",34,29,7,0,5,1,1
2016-10-29 07:00:00,3,0,"[07:00:00,07:20:00)",65,29,7,0,5,1,1
2016-10-29 07:00:00,3,1,"[07:00:00,07:20:00)",54,29,7,0,5,1,1
2016-10-29 07:20:00,1,0,"[07:20:00,07:40:00)",37,29,7,20,5,1,1
2016-10-29 07:20:00,1,1,"[07:20:00,07:40:00)",78,29,7,20,5,1,1
2016-10-29 07:20:00,2,0,"[07:20:00,07:40:00)",53,29,7,20,5,1,1
2016-10-29 07:20:00,3,0,"[07:20:00,07:40:00)",78,29,7,20,5,1,1
2016-10-29 07:20:00,3,1,"[07:20:00,07:40:00)",64,29,7,20,5,1,1
2016-10-29 07:40:00,1,0,"[07:40:00,08:00:00)",24,29,7,40,5,1,1
2016-10-29 07:40:00,1,1,"[07:40:00,08:00:00)",89,29,7,40,5,1,1
2016-10-29 07:40:00,2,0,"[07:40:00,08:00:00)",61,29,7,40,5,1,1
2016-10-29 07:40:00,3,0,"[07:40:00,08:00:00)",92,29,7,40,5,1,1
2016-10-29 07:40:00,3,1,"[07:40:00,08:00:00)",65,29,7,40,5,1,1
2016-10-29 15:00:00,1,0,"[15:00:00,15:20:00)",60,29,15,0,5,1,0
2016-10-29 15:00:00,1,1,"[15:00:00,15:20:00)",98,29,15,0,5,1,0
2016-10-29 15:00:00,2,0,"[15:00:00,15:20:00)",91,29,15,0,5,1,0
2016-10-29 15:00:00,3,0,"[15:00:00,15:20:00)",131,29,15,0,5,1,0
2016-10-29 15:00:00,3,1,"[15:00:00,15:20:00)",84,29,15,0,5,1,0
2016-10-29 15:20:00,1,0,"[15:20:00,15:40:00)",48,29,15,20,5,1,0
2016-10-29 15:20:00,1,1,"[15:20:00,15:40:00)",70,29,15,20,5,1,0
2016-10-29 15:20:00,2,0,"[15:20:00,15:40:00)",77,29,15,20,5,1,0
2016-10-29 15:20:00,3,0,"[15:20:00,15:40:00)",121,29,15,20,5,1,0
2016-10-29 15:20:00,3,1,"[15:20:00,15:40:00)",76,29,15,20,5,1,0
2016-10-29 15:40:00,1,0,"[15:40:00,16:00:00)",52,29,15,40,5,1,0
2016-10-29 15:40:00,1,1,"[15:40:00,16:00:00)",84,29,15,40,5,1,0
2016-10-29 15:40:00,2,0,"[15:40:00,16:00:00)",84,29,15,40,5,1,0
2016-10-29 15:40:00,3,0,"[15:40:00,16:00:00)",115,29,15,40,5,1,0
2016-10-29 15:40:00,3,1,"[15:40:00,16:00:00)",100,29,15,40,5,1,0
2016-10-29 16:00:00,1,0,"[16:00:00,16:20:00)",48,29,16,0,5,1,0
2016-10-29 16:00:00,1,1,"[16:00:00,16:20:00)",102,29,16,0,5,1,0
2016-10-29 16:00:00,2,0,"[16:00:00,16:20:00)",77,29,16,0,5,1,0
2016-10-29 16:00:00,3,0,"[16:00:00,16:20:00)",126,29,16,0,5,1,0
2016-10-29 16:00:00,3,1,"[16:00:00,16:20:00)",101,29,16,0,5,1,0
2016-10-29 16:20:00,1,0,"[16:20:00,16:40:00)",62,29,16,20,5,1,0
2016-10-29 16:20:00,1,1,"[16:20:00,16:40:00)",91,29,16,20,5,1,0
2016-10-29 16:20:00,2,0,"[16:20:00,16:40:00)",79,29,16,20,5,1,0
2016-10-29 16:20:00,3,0,"[16:20:00,16:40:00)",133,29,16,20,5,1,0
2016-10-29 16:20:00,3,1,"[16:20:00,16:40:00)",92,29,16,20,5,1,0
2016-10-29 16:40:00,1,0,"[16:40:00,17:00:00)",48,29,16,40,5,1,0
2016-10-29 16:40:00,1,1,"[16:40:00,17:00:00)",111,29,16,40,5,1,0
2016-10-29 16:40:00,2,0,"[16:40:00,17:00:00)",83,29,16,40,5,1,0
2016-10-29 16:40:00,3,0,"[16:40:00,17:00:00)",94,29,16,40,5,1,0
2016-10-29 16:40:00,3,1,"[16:40:00,17:00:00)",78,29,16,40,5,1,0
2016-10-30 06:00:00,1,0,"[06:00:00,06:20:00)",18,30,6,0,6,1,1
2016-10-30 06:00:00,1,1,"[06:00:00,06:20:00)",42,30,6,0,6,1,1
