,time,tollgate_id,direction,time_window,volume,day,hour,minute,week,weekend,am_pm,volume_anterior,volume_anterior_2,avg_vol_dia_semana,desvio_padrao,media_volume_hora_dia,desvio_padrao_hora_dia,min_volume_hora_dia,max_volume_hora_dia,mediana_volume_hora_dia,date,min_volume_weekday,max_volume_weekday,mediana_volume_weekday,media_volume_weekday,desvio_padrao_weekday
20,2016-09-19 01:20:00,3,0,"[01:20:00,01:40:00)",17,19,1,20,0,0,1,17.0,16.0,19.33333333333333,4.589843860815601,18.0,4.2895221179054435,11,23,17.5,2016-09-19,17,17,17,17,17.0
21,2016-09-19 01:20:00,3,1,"[01:20:00,01:40:00)",5,19,1,20,0,0,1,4.0,93.0,6.166666666666668,3.8686776379877745,5.5,2.0736441353327724,4,9,4.5,2016-09-19,5,5,5,5,5.0
22,2016-09-19 01:40:00,1,0,"[01:40:00,02:00:00)",10,19,1,40,0,0,1,14.0,10.0,7.833333333333332,1.834847859269718,10.0,3.1622776601683795,6,14,10.0,2016-09-19,10,10,10,10,10.0
23,2016-09-19 01:40:00,1,1,"[01:40:00,02:00:00)",7,19,1,40,0,0,1,14.0,4.0,6.333333333333332,3.0767948691238205,7.666666666666667,4.033195589934446,4,14,6.5,2016-09-19,7,7,7,7,7.0
24,2016-09-19 01:40:00,2,0,"[01:40:00,02:00:00)",2,19,1,40,0,0,1,1.0,2.0,1.5,0.7071067811865476,1.5,0.7071067811865476,1,2,1.5,2016-09-19,2,2,2,2,2.0
25,2016-09-19 01:40:00,3,0,"[01:40:00,02:00:00)",11,19,1,40,0,0,1,17.0,17.0,13.166666666666664,2.9268868558020253,18.0,4.2895221179054435,11,23,17.5,2016-09-19,11,11,11,11,11.0
26,2016-09-19 01:40:00,3,1,"[01:40:00,02:00:00)",4,19,1,40,0,0,1,5.0,4.0,4.833333333333333,2.857738033247041,5.5,2.0736441353327724,4,9,4.5,2016-09-19,4,4,4,4,4.0
27,2016-09-19 02:00:00,1,0,"[02:00:00,02:20:00)",7,19,2,0,0,0,1,10.0,14.0,6.333333333333332,1.6329931618554518,7.833333333333333,1.7224014243685084,6,10,7.0,2016-09-19,7,7,7,7,7.0
28,2016-09-19 02:00:00,1,1,"[02:00:00,02:20:00)",7,19,2,0,0,0,1,7.0,14.0,5.833333333333332,1.4719601443879744,9.166666666666666,2.316606713852541,7,13,9.0,2016-09-19,7,7,7,7,7.0
29,2016-09-19 02:00:00,3,0,"[02:00:00,02:20:00)",11,19,2,0,0,0,1,11.0,17.0,10.666666666666666,1.5055453054181618,14.166666666666666,3.125166662222459,11,18,13.0,2016-09-19,11,11,11,11,11.0
30,2016-09-19 02:00:00,3,1,"[02:00:00,02:20:00)",5,19,2,0,0,0,1,4.0,5.0,5.0,2.449489742783178,6.2,3.8340579025361627,4,13,5.0,2016-09-19,5,5,5,5,5.0
31,2016-09-19 02:20:00,1,0,"[02:20:00,02:40:00)",10,19,2,20,0,0,1,7.0,10.0,7.0,2.7568097504180438,7.833333333333333,1.7224014243685084,6,10,7.0,2016-09-19,10,10,10,10,10.0
32,2016-09-19 02:20:00,1,1,"[02:20:00,02:40:00)",7,19,2,20,0,0,1,7.0,7.0,6.333333333333332,1.9663841605003496,9.166666666666666,2.316606713852541,7,13,9.0,2016-09-19,7,7,7,7,7.0
33,2016-09-19 02:20:00,3,0,"[02:20:00,02:40:00)",14,19,2,20,0,0,1,11.0,11.0,12.333333333333336,1.6329931618554518,14.166666666666666,3.125166662222459,11,18,13.0,2016-09-19,14,14,14,14,14.0
34,2016-09-19 02:20:00,3,1,"[02:20:00,02:40:00)",4,19,2,20,0,0,1,5.0,4.0,3.8333333333333335,0.7527726527090809,6.2,3.8340579025361627,4,13,5.0,2016-09-19,4,4,4,4,4.0
35,2016-09-19 02:40:00,1,0,"[02:40:00,03:00:00)",6,19,2,40,0,0,1,10.0,7.0,7.333333333333332,2.7325202042558927,7.833333333333333,1.7224014243685084,6,10,7.0,2016-09-19,6,6,6,6,6.0
36,2016-09-19 02:40:00,1,1,"[02:40:00,03:00:00)",10,19,2,40,0,0,1,7.0,7.0,6.5,3.0822070014844885,9.166666666666666,2.316606713852541,7,13,9.0,2016-09-19,10,10,10,10,10.0
37,2016-09-19 02:40:00,3,0,"[02:40:00,03:00:00)",18,19,2,40,0,0,1,14.0,11.0,15.833333333333336,3.710345895825168,14.166666666666666,3.125166662222459,11,18,13.0,2016-09-19,18,18,18,18,18.0
38,2016-09-19 03:00:00,1,0,"[03:00:00,03:20:00)",9,19,3,0,0,0,1,6.0,10.0,6.833333333333332,2.0412414523193148,6.333333333333333,2.3380903889000244,4,9,6.0,2016-09-19,9,9,9,9,9.0
39,2016-09-19 03:00:00,1,1,"[03:00:00,03:20:00)",10,19,3,0,0,0,1,10.0,7.0,7.5,2.8809720581775866,13.666666666666666,4.273952113286562,8,20,14.0,2016-09-19,10,10,10,10,10.0
40,2016-09-19 03:00:00,3,0,"[03:00:00,03:20:00)",10,19,3,0,0,0,1,18.0,14.0,14.666666666666664,3.32665998663324,10.5,1.8708286933869707,9,14,10.0,2016-09-19,10,10,10,10,10.0
41,2016-09-19 03:00:00,3,1,"[03:00:00,03:20:00)",5,19,3,0,0,0,1,4.0,5.0,5.0,1.6733200530681511,4.666666666666667,3.141125063837266,1,10,4.0,2016-09-19,5,5,5,5,5.0
42,2016-09-19 03:20:00,1,0,"[03:20:00,03:40:00)",4,19,3,20,0,0,1,9.0,6.0,7.166666666666668,3.1251666622224588,6.333333333333333,2.3380903889000244,4,9,6.0,2016-09-19,4,4,4,4,4.0
43,2016-09-19 03:20:00,1,1,"[03:20:00,03:40:00)",14,19,3,20,0,0,1,10.0,10.0,10.666666666666666,3.5023801430836534,13.666666666666666,4.273952113286562,8,20,14.0,2016-09-19,14,14,14,14,14.0
44,2016-09-19 03:20:00,3,0,"[03:20:00,03:40:00)",10,19,3,20,0,0,1,10.0,18.0,11.833333333333336,2.639444385977221,10.5,1.8708286933869707,9,14,10.0,2016-09-19,10,10,10,10,10.0
45,2016-09-19 03:20:00,3,1,"[03:20:00,03:40:00)",3,19,3,20,0,0,1,5.0,4.0,4.6,3.286335345030997,4.666666666666667,3.141125063837266,1,10,4.0,2016-09-19,3,3,3,3,3.0
46,2016-09-19 03:40:00,1,0,"[03:40:00,04:00:00)",9,19,3,40,0,0,1,4.0,9.0,8.333333333333334,2.6583202716502514,6.333333333333333,2.3380903889000244,4,9,6.0,2016-09-19,9,9,9,9,9.0
47,2016-09-19 03:40:00,1,1,"[03:40:00,04:00:00)",20,19,3,40,0,0,1,14.0,10.0,17.833333333333332,3.8686776379877745,13.666666666666666,4.273952113286562,8,20,14.0,2016-09-19,20,20,20,20,20.0
48,2016-09-19 03:40:00,3,0,"[03:40:00,04:00:00)",9,19,3,40,0,0,1,10.0,10.0,10.0,3.898717737923585,10.5,1.8708286933869707,9,14,10.0,2016-09-19,9,9,9,9,9.0
49,2016-09-19 03:40:00,3,1,"[03:40:00,04:00:00)",10,19,3,40,0,0,1,3.0,5.0,5.333333333333333,2.943920288775949,4.666666666666667,3.141125063837266,1,10,4.0,2016-09-19,10,10,10,10,10.0
50,2016-09-19 04:00:00,1,0,"[04:00:00,04:20:00)",10,19,4,0,0,0,1,9.0,4.0,10.333333333333334,5.08592829940284,10.5,3.5071355833500366,6,15,11.0,2016-09-19,10,10,10,10,10.0
51,2016-09-19 04:00:00,1,1,"[04:00:00,04:20:00)",18,19,4,0,0,0,1,20.0,14.0,13.833333333333336,3.3115957885386114,17.333333333333332,3.983298465677241,12,23,17.5,2016-09-19,18,18,18,18,18.0
52,2016-09-19 04:00:00,3,0,"[04:00:00,04:20:00)",11,19,4,0,0,0,1,9.0,10.0,14.166666666666664,3.763863263545405,10.166666666666666,2.786873995477131,7,15,10.0,2016-09-19,11,11,11,11,11.0
53,2016-09-19 04:00:00,3,1,"[04:00:00,04:20:00)",4,19,4,0,0,0,1,10.0,3.0,4.666666666666667,1.5055453054181618,4.833333333333333,1.4719601443879746,3,7,4.5,2016-09-19,4,4,4,4,4.0
54,2016-09-19 04:20:00,1,0,"[04:20:00,04:40:00)",13,19,4,20,0,0,1,10.0,9.0,13.5,1.3784048752090219,10.5,3.5071355833500366,6,15,11.0,2016-09-19,13,13,13,13,13.0
55,2016-09-19 04:20:00,1,1,"[04:20:00,04:40:00)",17,19,4,20,0,0,1,18.0,20.0,18.0,4.33589667773576,17.333333333333332,3.983298465677241,12,23,17.5,2016-09-19,17,17,17,17,17.0
56,2016-09-19 04:20:00,3,0,"[04:20:00,04:40:00)",8,19,4,20,0,0,1,11.0,9.0,11.333333333333336,3.7237973450050514,10.166666666666666,2.786873995477131,7,15,10.0,2016-09-19,8,8,8,8,8.0
57,2016-09-19 04:20:00,3,1,"[04:20:00,04:40:00)",7,19,4,20,0,0,1,4.0,10.0,6.833333333333332,1.8348478592697175,4.833333333333333,1.4719601443879746,3,7,4.5,2016-09-19,7,7,7,7,7.0
58,2016-09-19 04:40:00,1,0,"[04:40:00,05:00:00)",12,19,4,40,0,0,1,13.0,10.0,12.333333333333336,3.32665998663324,10.5,3.5071355833500366,6,15,11.0,2016-09-19,12,12,12,12,12.0
59,2016-09-19 04:40:00,1,1,"[04:40:00,05:00:00)",23,19,4,40,0,0,1,17.0,18.0,22.0,5.176871642217914,17.333333333333332,3.983298465677241,12,23,17.5,2016-09-19,23,23,23,23,23.0
60,2016-09-19 04:40:00,3,0,"[04:40:00,05:00:00)",10,19,4,40,0,0,1,8.0,11.0,13.0,3.1622776601683795,10.166666666666666,2.786873995477131,7,15,10.0,2016-09-19,10,10,10,10,10.0
61,2016-09-19 04:40:00,3,1,"[04:40:00,05:00:00)",3,19,4,40,0,0,1,7.0,4.0,7.166666666666668,2.3166067138525404,4.833333333333333,1.4719601443879746,3,7,4.5,2016-09-19,3,3,3,3,3.0
62,2016-09-19 05:00:00,1,0,"[05:00:00,05:20:00)",2,19,5,0,0,0,1,12.0,13.0,7.166666666666668,9.389710680668848,5.833333333333333,4.622409184253019,1,13,5.5,2016-09-19,2,2,2,2,2.0
63,2016-09-19 05:00:00,1,1,"[05:00:00,05:20:00)",28,19,5,0,0,0,1,23.0,17.0,25.0,3.741657386773941,30.666666666666668,4.676180777800048,24,36,31.0,2016-09-19,28,28,28,28,28.0
64,2016-09-19 05:00:00,2,0,"[05:00:00,05:20:00)",14,19,5,0,0,0,1,2.0,1.0,13.2,3.4205262752974135,16.666666666666668,3.3266599866332403,12,21,17.0,2016-09-19,14,14,14,14,14.0
65,2016-09-19 05:00:00,3,0,"[05:00:00,05:20:00)",9,19,5,0,0,0,1,10.0,8.0,11.833333333333336,2.2286019533929045,17.5,7.422937423958254,9,27,16.5,2016-09-19,9,9,9,9,9.0
66,2016-09-19 05:00:00,3,1,"[05:00:00,05:20:00)",11,19,5,0,0,0,1,3.0,7.0,9.333333333333334,3.559026084010437,10.5,1.9748417658131499,7,13,11.0,2016-09-19,11,11,11,11,11.0
67,2016-09-19 05:20:00,1,0,"[05:20:00,05:40:00)",8,19,5,20,0,0,1,2.0,12.0,7.166666666666668,6.0470378423379065,5.833333333333333,4.622409184253019,1,13,5.5,2016-09-19,8,8,8,8,8.0
68,2016-09-19 05:20:00,1,1,"[05:20:00,05:40:00)",24,19,5,20,0,0,1,28.0,23.0,29.16666666666667,9.662642840686324,30.666666666666668,4.676180777800048,24,36,31.0,2016-09-19,24,24,24,24,24.0
69,2016-09-19 05:20:00,2,0,"[05:20:00,05:40:00)",12,19,5,20,0,0,1,14.0,2.0,14.333333333333336,7.25718035235908,16.666666666666668,3.3266599866332403,12,21,17.0,2016-09-19,12,12,12,12,12.0
70,2016-09-19 05:20:00,3,0,"[05:20:00,05:40:00)",14,19,5,20,0,0,1,9.0,10.0,14.333333333333336,1.6329931618554518,17.5,7.422937423958254,9,27,16.5,2016-09-19,14,14,14,14,14.0
71,2016-09-19 05:20:00,3,1,"[05:20:00,05:40:00)",7,19,5,20,0,0,1,11.0,3.0,8.666666666666666,4.1311822359545785,10.5,1.9748417658131499,7,13,11.0,2016-09-19,7,7,7,7,7.0
72,2016-09-19 05:40:00,1,0,"[05:40:00,06:00:00)",13,19,5,40,0,0,1,8.0,2.0,13.833333333333336,12.089940722214758,5.833333333333333,4.622409184253019,1,13,5.5,2016-09-19,13,13,13,13,13.0
73,2016-09-19 05:40:00,1,1,"[05:40:00,06:00:00)",34,19,5,40,0,0,1,24.0,28.0,34.166666666666664,11.68617416722285,30.666666666666668,4.676180777800048,24,36,31.0,2016-09-19,34,34,34,34,34.0
74,2016-09-19 05:40:00,2,0,"[05:40:00,06:00:00)",21,19,5,40,0,0,1,12.0,14.0,22.0,10.917875251164944,16.666666666666668,3.3266599866332403,12,21,17.0,2016-09-19,21,21,21,21,21.0
75,2016-09-19 05:40:00,3,0,"[05:40:00,06:00:00)",27,19,5,40,0,0,1,14.0,9.0,25.16666666666667,5.115336417740934,17.5,7.422937423958254,9,27,16.5,2016-09-19,27,27,27,27,27.0
76,2016-09-19 05:40:00,3,1,"[05:40:00,06:00:00)",13,19,5,40,0,0,1,7.0,11.0,10.333333333333334,4.366539438350084,10.5,1.9748417658131499,7,13,11.0,2016-09-19,13,13,13,13,13.0
77,2016-09-19 06:00:00,1,0,"[06:00:00,06:20:00)",8,19,6,0,0,0,1,13.0,8.0,16.5,9.137833441248533,16.333333333333332,8.310635755865292,8,32,14.5,2016-09-19,8,8,8,8,8.0
78,2016-09-19 06:00:00,1,1,"[06:00:00,06:20:00)",39,19,6,0,0,0,1,34.0,24.0,32.333333333333336,10.092901796146966,50.166666666666664,15.432649372893387,28,72,52.5,2016-09-19,39,39,39,39,39.0
79,2016-09-19 06:00:00,2,0,"[06:00:00,06:20:00)",30,19,6,0,0,0,1,21.0,12.0,27.2,3.3466401061363023,36.833333333333336,8.183316361150087,26,47,36.5,2016-09-19,30,30,30,30,30.0
80,2016-09-19 06:00:00,3,0,"[06:00:00,06:20:00)",39,19,6,0,0,0,1,27.0,14.0,37.16666666666666,6.306081720582652,54.0,19.390719429665317,24,75,57.5,2016-09-19,39,39,39,39,39.0
81,2016-09-19 06:00:00,3,1,"[06:00:00,06:20:00)",30,19,6,0,0,0,1,13.0,7.0,21.5,9.544631999192005,37.166666666666664,15.791347841988241,21,65,34.0,2016-09-19,30,30,30,30,30.0
82,2016-09-19 06:20:00,1,0,"[06:20:00,06:40:00)",13,19,6,20,0,0,1,8.0,13.0,26.33333333333333,21.777664398797832,16.333333333333332,8.310635755865292,8,32,14.5,2016-09-19,13,13,13,13,13.0
83,2016-09-19 06:20:00,1,1,"[06:20:00,06:40:00)",57,19,6,20,0,0,1,39.0,34.0,53.33333333333334,18.726095873584185,50.166666666666664,15.432649372893387,28,72,52.5,2016-09-19,57,57,57,57,57.0
84,2016-09-19 06:20:00,2,0,"[06:20:00,06:40:00)",36,19,6,20,0,0,1,30.0,21.0,33.0,14.696938456699069,36.833333333333336,8.183316361150087,26,47,36.5,2016-09-19,36,36,36,36,36.0
85,2016-09-19 06:20:00,3,0,"[06:20:00,06:40:00)",58,19,6,20,0,0,1,39.0,27.0,59.33333333333334,4.501851470969102,54.0,19.390719429665317,24,75,57.5,2016-09-19,58,58,58,58,58.0
86,2016-09-19 06:20:00,3,1,"[06:20:00,06:40:00)",38,19,6,20,0,0,1,30.0,13.0,37.333333333333336,10.366613075960087,37.166666666666664,15.791347841988241,21,65,34.0,2016-09-19,38,38,38,38,38.0
87,2016-09-19 06:40:00,1,0,"[06:40:00,07:00:00)",32,19,6,40,0,0,1,13.0,8.0,34.5,21.39859808492136,16.333333333333332,8.310635755865292,8,32,14.5,2016-09-19,32,32,32,32,32.0
88,2016-09-19 06:40:00,1,1,"[06:40:00,07:00:00)",72,19,6,40,0,0,1,57.0,39.0,58.33333333333334,19.26309078696009,50.166666666666664,15.432649372893387,28,72,52.5,2016-09-19,72,72,72,72,72.0
89,2016-09-19 06:40:00,2,0,"[06:40:00,07:00:00)",37,19,6,40,0,0,1,36.0,30.0,44.16666666666666,23.69317763970605,36.833333333333336,8.183316361150087,26,47,36.5,2016-09-19,37,37,37,37,37.0
90,2016-09-19 06:40:00,3,0,"[06:40:00,07:00:00)",71,19,6,40,0,0,1,58.0,39.0,81.66666666666667,18.129166187849528,54.0,19.390719429665317,24,75,57.5,2016-09-19,71,71,71,71,71.0
91,2016-09-19 06:40:00,3,1,"[06:40:00,07:00:00)",65,19,6,40,0,0,1,38.0,30.0,50.0,18.275666882497067,37.166666666666664,15.791347841988241,21,65,34.0,2016-09-19,65,65,65,65,65.0
92,2016-09-19 07:00:00,1,0,"[07:00:00,07:20:00)",39,19,7,0,0,0,1,32.0,13.0,48.0,21.54065922853801,35.666666666666664,7.840068026915752,22,43,38.5,2016-09-19,39,39,39,39,39.0
93,2016-09-19 07:00:00,1,1,"[07:00:00,07:20:00)",70,19,7,0,0,0,1,72.0,57.0,71.66666666666667,29.87083304273028,89.83333333333333,19.97414996105383,67,118,90.5,2016-09-19,70,70,70,70,70.0
94,2016-09-19 07:00:00,2,0,"[07:00:00,07:20:00)",84,19,7,0,0,0,1,37.0,36.0,74.33333333333333,35.3817278643464,90.33333333333333,7.737355275975551,80,99,91.0,2016-09-19,84,84,84,84,84.0
95,2016-09-19 07:00:00,3,0,"[07:00:00,07:20:00)",127,19,7,0,0,0,1,71.0,58.0,130.0,29.79932885150268,135.16666666666666,14.70260747849396,119,153,132.0,2016-09-19,127,127,127,127,127.0
96,2016-09-19 07:00:00,3,1,"[07:00:00,07:20:00)",67,19,7,0,0,0,1,65.0,38.0,64.0,27.70559510279467,76.83333333333333,21.507363080272455,53,104,69.0,2016-09-19,67,67,67,67,67.0
97,2016-09-19 07:20:00,1,0,"[07:20:00,07:40:00)",31,19,7,20,0,0,1,39.0,32.0,49.66666666666666,29.91097903223274,35.666666666666664,7.840068026915752,22,43,38.5,2016-09-19,31,31,31,31,31.0
98,2016-09-19 07:20:00,1,1,"[07:20:00,07:40:00)",83,19,7,20,0,0,1,70.0,72.0,93.16666666666669,39.478686232784725,89.83333333333333,19.97414996105383,67,118,90.5,2016-09-19,83,83,83,83,83.0
99,2016-09-19 07:20:00,2,0,"[07:20:00,07:40:00)",80,19,7,20,0,0,1,84.0,37.0,91.0,46.16492174801122,90.33333333333333,7.737355275975551,80,99,91.0,2016-09-19,80,80,80,80,80.0
100,2016-09-19 07:20:00,3,0,"[07:20:00,07:40:00)",123,19,7,20,0,0,1,127.0,71.0,139.33333333333334,22.624470527874607,135.16666666666666,14.70260747849396,119,153,132.0,2016-09-19,123,123,123,123,123.0
101,2016-09-19 07:20:00,3,1,"[07:20:00,07:40:00)",71,19,7,20,0,0,1,67.0,65.0,77.83333333333333,34.66650640988599,76.83333333333333,21.507363080272455,53,104,69.0,2016-09-19,71,71,71,71,71.0
102,2016-09-19 07:40:00,1,0,"[07:40:00,08:00:00)",43,19,7,40,0,0,1,31.0,39.0,60.83333333333334,39.280614387591584,35.666666666666664,7.840068026915752,22,43,38.5,2016-09-19,43,43,43,43,43.0
103,2016-09-19 07:40:00,1,1,"[07:40:00,08:00:00)",118,19,7,40,0,0,1,83.0,70.0,108.0,48.23276894394515,89.83333333333333,19.97414996105383,67,118,90.5,2016-09-19,118,118,118,118,118.0
104,2016-09-19 07:40:00,2,0,"[07:40:00,08:00:00)",97,19,7,40,0,0,1,80.0,84.0,97.83333333333331,45.6526742553672,90.33333333333333,7.737355275975551,80,99,91.0,2016-09-19,97,97,97,97,97.0
105,2016-09-19 07:40:00,3,0,"[07:40:00,08:00:00)",153,19,7,40,0,0,1,123.0,127.0,149.33333333333334,23.235031023578745,135.16666666666666,14.70260747849396,119,153,132.0,2016-09-19,153,153,153,153,153.0
106,2016-09-19 07:40:00,3,1,"[07:40:00,08:00:00)",103,19,7,40,0,0,1,71.0,67.0,89.83333333333331,40.57297951428593,76.83333333333333,21.507363080272455,53,104,69.0,2016-09-19,103,103,103,103,103.0
107,2016-09-19 08:00:00,1,0,"[08:00:00,08:20:00)",46,19,8,0,0,0,1,43.0,31.0,71.66666666666667,57.500144927353595,48.5,4.969909455915671,41,56,49.0,2016-09-19,46,46,46,46,46.0
108,2016-09-19 08:00:00,1,1,"[08:00:00,08:20:00)",123,19,8,0,0,0,1,118.0,83.0,107.16666666666669,46.010506046626645,116.0,5.21536192416212,109,123,117.0,2016-09-19,123,123,123,123,123.0
109,2016-09-19 08:00:00,2,0,"[08:00:00,08:20:00)",129,19,8,0,0,0,1,97.0,80.0,105.83333333333331,48.197164508575256,119.66666666666667,11.97775716345371,98,129,124.5,2016-09-19,129,129,129,129,129.0
110,2016-09-19 08:00:00,3,0,"[08:00:00,08:20:00)",161,19,8,0,0,0,1,153.0,123.0,160.66666666666666,17.489044189625307,147.0,15.504837954651448,127,167,145.0,2016-09-19,161,161,161,161,161.0
111,2016-09-19 08:00:00,3,1,"[08:00:00,08:20:00)",118,19,8,0,0,0,1,103.0,71.0,115.33333333333331,53.22280213091629,134.5,23.989581071790315,115,168,124.0,2016-09-19,118,118,118,118,118.0
112,2016-09-19 08:20:00,1,0,"[08:20:00,08:40:00)",56,19,8,20,0,0,1,46.0,43.0,73.5,60.1722527416084,48.5,4.969909455915671,41,56,49.0,2016-09-19,56,56,56,56,56.0
113,2016-09-19 08:20:00,1,1,"[08:20:00,08:40:00)",119,19,8,20,0,0,1,123.0,118.0,106.0,46.6133028222631,116.0,5.21536192416212,109,123,117.0,2016-09-19,119,119,119,119,119.0
114,2016-09-19 08:20:00,2,0,"[08:20:00,08:40:00)",122,19,8,20,0,0,1,129.0,97.0,105.83333333333331,48.201313951661795,119.66666666666667,11.97775716345371,98,129,124.5,2016-09-19,122,122,122,122,122.0
115,2016-09-19 08:20:00,3,0,"[08:20:00,08:40:00)",167,19,8,20,0,0,1,161.0,153.0,164.33333333333334,17.895995827745008,147.0,15.504837954651448,127,167,145.0,2016-09-19,167,167,167,167,167.0
116,2016-09-19 08:20:00,3,1,"[08:20:00,08:40:00)",168,19,8,20,0,0,1,118.0,103.0,119.33333333333331,56.96899741672365,134.5,23.989581071790315,115,168,124.0,2016-09-19,168,168,168,168,168.0
117,2016-09-19 08:40:00,1,0,"[08:40:00,09:00:00)",41,19,8,40,0,0,1,56.0,46.0,75.5,63.25424886914712,48.5,4.969909455915671,41,56,49.0,2016-09-19,41,41,41,41,41.0
118,2016-09-19 08:40:00,1,1,"[08:40:00,09:00:00)",116,19,8,40,0,0,1,119.0,123.0,104.33333333333331,45.911509087228524,116.0,5.21536192416212,109,123,117.0,2016-09-19,116,116,116,116,116.0
119,2016-09-19 08:40:00,2,0,"[08:40:00,09:00:00)",98,19,8,40,0,0,1,122.0,129.0,93.16666666666669,43.43922958187296,119.66666666666667,11.97775716345371,98,129,124.5,2016-09-19,98,98,98,98,98.0
