time,tollgate_id,direction,time_window,volume,day,hour,minute,week,weekend,am_pm
2016-09-19 05:20:00,3,1,"[05:20:00,05:40:00)",7,19,5,20,0,0,1
2016-09-19 05:40:00,1,0,"[05:40:00,06:00:00)",13,19,5,40,0,0,1
2016-09-19 05:40:00,1,1,"[05:40:00,06:00:00)",34,19,5,40,0,0,1
2016-09-19 05:40:00,2,0,"[05:40:00,06:00:00)",21,19,5,40,0,0,1
2016-09-19 05:40:00,3,0,"[05:40:00,06:00:00)",27,19,5,40,0,0,1
2016-09-19 05:40:00,3,1,"[05:40:00,06:00:00)",13,19,5,40,0,0,1
2016-09-19 06:00:00,1,0,"[06:00:00,06:20:00)",8,19,6,0,0,0,1
2016-09-19 06:00:00,1,1,"[06:00:00,06:20:00)",39,19,6,0,0,0,1
2016-09-19 06:00:00,2,0,"[06:00:00,06:20:00)",30,19,6,0,0,0,1
2016-09-19 06:00:00,3,0,"[06:00:00,06:20:00)",39,19,6,0,0,0,1
2016-09-19 06:00:00,3,1,"[06:00:00,06:20:00)",30,19,6,0,0,0,1
2016-09-19 06:20:00,1,0,"[06:20:00,06:40:00)",13,19,6,20,0,0,1
2016-09-19 06:20:00,1,1,"[06:20:00,06:40:00)",57,19,6,20,0,0,1
2016-09-19 06:20:00,2,0,"[06:20:00,06:40:00)",36,19,6,20,0,0,1
2016-09-19 06:20:00,3,0,"[06:20:00,06:40:00)",58,19,6,20,0,0,1
2016-09-19 06:20:00,3,1,"[06:20:00,06:40:00)",38,19,6,20,0,0,1
2016-09-19 06:40:00,1,0,"[06:40:00,07:00:00)",32,19,6,40,0,0,1
2016-09-19 06:40:00,1,1,"[06:40:00,07:00:00)",72,19,6,40,0,0,1
2016-09-19 06:40:00,2,0,"[06:40:00,07:00:00)",37,19,6,40,0,0,1
2016-09-19 06:40:00,3,0,"[06:40:00,07:00:00)",71,19,6,40,0,0,1
2016-09-19 06:40:00,3,1,"[06:40:00,07:00:00)",65,19,6,40,0,0,1
2016-09-19 07:00:00,1,0,"[07:00:00,07:20:00)",39,19,7,0,0,0,1
2016-09-19 07:00:00,1,1,"[07:00:00,07:20:00)",70,19,7,0,0,0,1
2016-09-19 07:00:00,2,0,"[07:00:00,07:20:00)",84,19,7,0,0,0,1
2016-09-19 07:00:00,3,0,"[07:00:00,07:20:00)",127,19,7,0,0,0,1
2016-09-19 07:00:00,3,1,"[07:00:00,07:20:00)",67,19,7,0,0,0,1
2016-09-19 07:20:00,1,0,"[07:20:00,07:40:00)",31,19,7,20,0,0,1
2016-09-19 07:20:00,1,1,"[07:20:00,07:40:00)",83,19,7,20,0,0,1
2016-09-19 07:20:00,2,0,"[07:20:00,07:40:00)",80,19,7,20,0,0,1
2016-09-19 07:20:00,3,0,"[07:20:00,07:40:00)",123,19,7,20,0,0,1
2016-09-19 07:20:00,3,1,"[07:20:00,07:40:00)",71,19,7,20,0,0,1
2016-09-19 07:40:00,1,0,"[07:40:00,08:00:00)",43,19,7,40,0,0,1
2016-09-19 07:40:00,1,1,"[07:40:00,08:00:00)",118,19,7,40,0,0,1
2016-09-19 07:40:00,2,0,"[07:40:00,08:00:00)",97,19,7,40,0,0,1
2016-09-19 07:40:00,3,0,"[07:40:00,08:00:00)",153,19,7,40,0,0,1
2016-09-19 07:40:00,3,1,"[07:40:00,08:00:00)",103,19,7,40,0,0,1
2016-09-19 08:00:00,1,0,"[08:00:00,08:20:00)",46,19,8,0,0,0,1
2016-09-19 08:00:00,1,1,"[08:00:00,08:20:00)",123,19,8,0,0,0,1
2016-09-19 08:00:00,2,0,"[08:00:00,08:20:00)",129,19,8,0,0,0,1
2016-09-19 08:00:00,3,0,"[08:00:00,08:20:00)",161,19,8,0,0,0,1
2016-09-19 08:00:00,3,1,"[08:00:00,08:20:00)",118,19,8,0,0,0,1
2016-09-19 08:20:00,1,0,"[08:20:00,08:40:00)",56,19,8,20,0,0,1
2016-09-19 08:20:00,1,1,"[08:20:00,08:40:00)",119,19,8,20,0,0,1
2016-09-19 08:20:00,2,0,"[08:20:00,08:40:00)",122,19,8,20,0,0,1
2016-09-19 08:20:00,3,0,"[08:20:00,08:40:00)",167,19,8,20,0,0,1
2016-09-19 08:20:00,3,1,"[08:20:00,08:40:00)",168,19,8,20,0,0,1
2016-09-19 08:40:00,1,0,"[08:40:00,09:00:00)",41,19,8,40,0,0,1
2016-09-19 08:40:00,1,1,"[08:40:00,09:00:00)",116,19,8,40,0,0,1
2016-09-19 08:40:00,2,0,"[08:40:00,09:00:00)",98,19,8,40,0,0,1
2016-09-19 08:40:00,3,0,"[08:40:00,09:00:00)",138,19,8,40,0,0,1
2016-09-19 08:40:00,3,1,"[08:40:00,09:00:00)",161,19,8,40,0,0,1
2016-09-19 09:00:00,1,0,"[09:00:00,09:20:00)",50,19,9,0,0,0,1
2016-09-19 09:00:00,1,1,"[09:00:00,09:20:00)",120,19,9,0,0,0,1
2016-09-19 09:00:00,2,0,"[09:00:00,09:20:00)",89,19,9,0,0,0,1
2016-09-19 09:00:00,3,0,"[09:00:00,09:20:00)",174,19,9,0,0,0,1
2016-09-19 09:00:00,3,1,"[09:00:00,09:20:00)",145,19,9,0,0,0,1
2016-09-19 09:20:00,1,0,"[09:20:00,09:40:00)",49,19,9,20,0,0,1
2016-09-19 09:20:00,1,1,"[09:20:00,09:40:00)",151,19,9,20,0,0,1
2016-09-19 09:20:00,2,0,"[09:20:00,09:40:00)",78,19,9,20,0,0,1
2016-09-19 09:20:00,3,0,"[09:20:00,09:40:00)",144,19,9,20,0,0,1
2016-09-19 09:20:00,3,1,"[09:20:00,09:40:00)",125,19,9,20,0,0,1
2016-09-19 09:40:00,1,0,"[09:40:00,10:00:00)",44,19,9,40,0,0,1
2016-09-19 09:40:00,1,1,"[09:40:00,10:00:00)",131,19,9,40,0,0,1
2016-09-19 09:40:00,2,0,"[09:40:00,10:00:00)",59,19,9,40,0,0,1
2016-09-19 09:40:00,3,0,"[09:40:00,10:00:00)",148,19,9,40,0,0,1
2016-09-19 09:40:00,3,1,"[09:40:00,10:00:00)",116,19,9,40,0,0,1
2016-09-19 10:00:00,1,0,"[10:00:00,10:20:00)",44,19,10,0,0,0,1
2016-09-19 10:00:00,1,1,"[10:00:00,10:20:00)",101,19,10,0,0,0,1
2016-09-19 10:00:00,2,0,"[10:00:00,10:20:00)",71,19,10,0,0,0,1
2016-09-19 10:00:00,3,0,"[10:00:00,10:20:00)",104,19,10,0,0,0,1
2016-09-19 10:00:00,3,1,"[10:00:00,10:20:00)",117,19,10,0,0,0,1
2016-09-19 10:20:00,1,0,"[10:20:00,10:40:00)",44,19,10,20,0,0,1
2016-09-19 10:20:00,1,1,"[10:20:00,10:40:00)",105,19,10,20,0,0,1
2016-09-19 10:20:00,2,0,"[10:20:00,10:40:00)",88,19,10,20,0,0,1
2016-09-19 10:20:00,3,0,"[10:20:00,10:40:00)",111,19,10,20,0,0,1
2016-09-19 10:20:00,3,1,"[10:20:00,10:40:00)",87,19,10,20,0,0,1
2016-09-19 10:40:00,1,0,"[10:40:00,11:00:00)",44,19,10,40,0,0,1
2016-09-19 10:40:00,1,1,"[10:40:00,11:00:00)",102,19,10,40,0,0,1
2016-09-19 10:40:00,2,0,"[10:40:00,11:00:00)",65,19,10,40,0,0,1
2016-09-19 10:40:00,3,0,"[10:40:00,11:00:00)",122,19,10,40,0,0,1
2016-09-19 10:40:00,3,1,"[10:40:00,11:00:00)",85,19,10,40,0,0,1
2016-09-19 11:00:00,1,0,"[11:00:00,11:20:00)",39,19,11,0,0,0,1
2016-09-19 11:00:00,1,1,"[11:00:00,11:20:00)",86,19,11,0,0,0,1
2016-09-19 11:00:00,2,0,"[11:00:00,11:20:00)",50,19,11,0,0,0,1
2016-09-19 11:00:00,3,0,"[11:00:00,11:20:00)",111,19,11,0,0,0,1
2016-09-19 11:00:00,3,1,"[11:00:00,11:20:00)",73,19,11,0,0,0,1
2016-09-19 11:20:00,1,0,"[11:20:00,11:40:00)",30,19,11,20,0,0,1
2016-09-19 11:20:00,1,1,"[11:20:00,11:40:00)",76,19,11,20,0,0,1
2016-09-19 11:20:00,2,0,"[11:20:00,11:40:00)",61,19,11,20,0,0,1
2016-09-19 11:20:00,3,0,"[11:20:00,11:40:00)",82,19,11,20,0,0,1
2016-09-19 11:20:00,3,1,"[11:20:00,11:40:00)",72,19,11,20,0,0,1
2016-09-19 11:40:00,1,0,"[11:40:00,12:00:00)",34,19,11,40,0,0,1
2016-09-19 11:40:00,1,1,"[11:40:00,12:00:00)",100,19,11,40,0,0,1
2016-09-19 11:40:00,2,0,"[11:40:00,12:00:00)",46,19,11,40,0,0,1
2016-09-19 11:40:00,3,0,"[11:40:00,12:00:00)",91,19,11,40,0,0,1
2016-09-19 11:40:00,3,1,"[11:40:00,12:00:00)",73,19,11,40,0,0,1
2016-09-19 12:00:00,1,0,"[12:00:00,12:20:00)",45,19,12,0,0,0,1
2016-09-19 12:00:00,1,1,"[12:00:00,12:20:00)",99,19,12,0,0,0,1
2016-09-19 12:00:00,2,0,"[12:00:00,12:20:00)",87,19,12,0,0,0,1
2016-09-19 12:00:00,3,0,"[12:00:00,12:20:00)",104,19,12,0,0,0,1
2016-09-19 12:00:00,3,1,"[12:00:00,12:20:00)",94,19,12,0,0,0,1
2016-09-19 12:20:00,1,0,"[12:20:00,12:40:00)",44,19,12,20,0,0,1
2016-09-19 12:20:00,1,1,"[12:20:00,12:40:00)",70,19,12,20,0,0,1
2016-09-19 12:20:00,2,0,"[12:20:00,12:40:00)",66,19,12,20,0,0,1
2016-09-19 12:20:00,3,0,"[12:20:00,12:40:00)",91,19,12,20,0,0,1
2016-09-19 12:20:00,3,1,"[12:20:00,12:40:00)",86,19,12,20,0,0,1
2016-09-19 12:40:00,1,0,"[12:40:00,13:00:00)",53,19,12,40,0,0,1
2016-09-19 12:40:00,1,1,"[12:40:00,13:00:00)",79,19,12,40,0,0,1
2016-09-19 12:40:00,2,0,"[12:40:00,13:00:00)",69,19,12,40,0,0,1
2016-09-19 12:40:00,3,0,"[12:40:00,13:00:00)",122,19,12,40,0,0,1
2016-09-19 12:40:00,3,1,"[12:40:00,13:00:00)",94,19,12,40,0,0,1
2016-09-19 13:00:00,1,0,"[13:00:00,13:20:00)",57,19,13,0,0,0,0
2016-09-19 13:00:00,1,1,"[13:00:00,13:20:00)",100,19,13,0,0,0,0
2016-09-19 13:00:00,2,0,"[13:00:00,13:20:00)",81,19,13,0,0,0,0
2016-09-19 13:00:00,3,0,"[13:00:00,13:20:00)",117,19,13,0,0,0,0
2016-09-19 13:00:00,3,1,"[13:00:00,13:20:00)",91,19,13,0,0,0,0
2016-09-19 13:20:00,1,0,"[13:20:00,13:40:00)",61,19,13,20,0,0,0
2016-09-19 13:20:00,1,1,"[13:20:00,13:40:00)",108,19,13,20,0,0,0
2016-09-19 13:20:00,2,0,"[13:20:00,13:40:00)",95,19,13,20,0,0,0
2016-09-19 13:20:00,3,0,"[13:20:00,13:40:00)",107,19,13,20,0,0,0
2016-09-19 13:20:00,3,1,"[13:20:00,13:40:00)",110,19,13,20,0,0,0
2016-09-19 13:40:00,1,0,"[13:40:00,14:00:00)",53,19,13,40,0,0,0
2016-09-19 13:40:00,1,1,"[13:40:00,14:00:00)",106,19,13,40,0,0,0
2016-09-19 13:40:00,2,0,"[13:40:00,14:00:00)",67,19,13,40,0,0,0
2016-09-19 13:40:00,3,0,"[13:40:00,14:00:00)",131,19,13,40,0,0,0
2016-09-19 13:40:00,3,1,"[13:40:00,14:00:00)",100,19,13,40,0,0,0
2016-09-19 14:00:00,1,0,"[14:00:00,14:20:00)",55,19,14,0,0,0,0
2016-09-19 14:00:00,1,1,"[14:00:00,14:20:00)",101,19,14,0,0,0,0
2016-09-19 14:00:00,2,0,"[14:00:00,14:20:00)",66,19,14,0,0,0,0
2016-09-19 14:00:00,3,0,"[14:00:00,14:20:00)",100,19,14,0,0,0,0
2016-09-19 14:00:00,3,1,"[14:00:00,14:20:00)",95,19,14,0,0,0,0
2016-09-19 14:20:00,1,0,"[14:20:00,14:40:00)",52,19,14,20,0,0,0
2016-09-19 14:20:00,1,1,"[14:20:00,14:40:00)",100,19,14,20,0,0,0
2016-09-19 14:20:00,2,0,"[14:20:00,14:40:00)",62,19,14,20,0,0,0
2016-09-19 14:20:00,3,0,"[14:20:00,14:40:00)",84,19,14,20,0,0,0
2016-09-19 14:20:00,3,1,"[14:20:00,14:40:00)",99,19,14,20,0,0,0
2016-09-19 14:40:00,1,0,"[14:40:00,15:00:00)",52,19,14,40,0,0,0
2016-09-19 14:40:00,1,1,"[14:40:00,15:00:00)",101,19,14,40,0,0,0
2016-09-19 14:40:00,2,0,"[14:40:00,15:00:00)",79,19,14,40,0,0,0
2016-09-19 14:40:00,3,0,"[14:40:00,15:00:00)",107,19,14,40,0,0,0
2016-09-19 14:40:00,3,1,"[14:40:00,15:00:00)",93,19,14,40,0,0,0
2016-09-19 15:00:00,1,0,"[15:00:00,15:20:00)",48,19,15,0,0,0,0
2016-09-19 15:00:00,1,1,"[15:00:00,15:20:00)",77,19,15,0,0,0,0
2016-09-19 15:00:00,2,0,"[15:00:00,15:20:00)",77,19,15,0,0,0,0
2016-09-19 15:00:00,3,0,"[15:00:00,15:20:00)",117,19,15,0,0,0,0
2016-09-19 15:00:00,3,1,"[15:00:00,15:20:00)",75,19,15,0,0,0,0
2016-09-19 15:20:00,1,0,"[15:20:00,15:40:00)",57,19,15,20,0,0,0
2016-09-19 15:20:00,1,1,"[15:20:00,15:40:00)",104,19,15,20,0,0,0
2016-09-19 15:20:00,2,0,"[15:20:00,15:40:00)",67,19,15,20,0,0,0
2016-09-19 15:20:00,3,0,"[15:20:00,15:40:00)",109,19,15,20,0,0,0
2016-09-19 15:20:00,3,1,"[15:20:00,15:40:00)",95,19,15,20,0,0,0
2016-09-19 15:40:00,1,0,"[15:40:00,16:00:00)",43,19,15,40,0,0,0
2016-09-19 15:40:00,1,1,"[15:40:00,16:00:00)",92,19,15,40,0,0,0
2016-09-19 15:40:00,2,0,"[15:40:00,16:00:00)",74,19,15,40,0,0,0
2016-09-19 15:40:00,3,0,"[15:40:00,16:00:00)",115,19,15,40,0,0,0
2016-09-19 15:40:00,3,1,"[15:40:00,16:00:00)",83,19,15,40,0,0,0
2016-09-19 16:00:00,1,0,"[16:00:00,16:20:00)",42,19,16,0,0,0,0
2016-09-19 16:00:00,1,1,"[16:00:00,16:20:00)",110,19,16,0,0,0,0
2016-09-19 16:00:00,2,0,"[16:00:00,16:20:00)",76,19,16,0,0,0,0
2016-09-19 16:00:00,3,0,"[16:00:00,16:20:00)",123,19,16,0,0,0,0
2016-09-19 16:00:00,3,1,"[16:00:00,16:20:00)",101,19,16,0,0,0,0
2016-09-19 16:20:00,1,0,"[16:20:00,16:40:00)",46,19,16,20,0,0,0
2016-09-19 16:20:00,1,1,"[16:20:00,16:40:00)",122,19,16,20,0,0,0
2016-09-19 16:20:00,2,0,"[16:20:00,16:40:00)",86,19,16,20,0,0,0
2016-09-19 16:20:00,3,0,"[16:20:00,16:40:00)",111,19,16,20,0,0,0
2016-09-19 16:20:00,3,1,"[16:20:00,16:40:00)",90,19,16,20,0,0,0
2016-09-19 16:40:00,1,0,"[16:40:00,17:00:00)",55,19,16,40,0,0,0
2016-09-19 16:40:00,1,1,"[16:40:00,17:00:00)",116,19,16,40,0,0,0
2016-09-19 16:40:00,2,0,"[16:40:00,17:00:00)",99,19,16,40,0,0,0
2016-09-19 16:40:00,3,0,"[16:40:00,17:00:00)",116,19,16,40,0,0,0
2016-09-19 16:40:00,3,1,"[16:40:00,17:00:00)",115,19,16,40,0,0,0
2016-09-19 17:00:00,1,0,"[17:00:00,17:20:00)",36,19,17,0,0,0,0
2016-09-19 17:00:00,1,1,"[17:00:00,17:20:00)",96,19,17,0,0,0,0
2016-09-19 17:00:00,2,0,"[17:00:00,17:20:00)",85,19,17,0,0,0,0
2016-09-19 17:00:00,3,0,"[17:00:00,17:20:00)",110,19,17,0,0,0,0
2016-09-19 17:00:00,3,1,"[17:00:00,17:20:00)",86,19,17,0,0,0,0
2016-09-19 17:20:00,1,0,"[17:20:00,17:40:00)",34,19,17,20,0,0,0
2016-09-19 17:20:00,1,1,"[17:20:00,17:40:00)",116,19,17,20,0,0,0
2016-09-19 17:20:00,2,0,"[17:20:00,17:40:00)",72,19,17,20,0,0,0
2016-09-19 17:20:00,3,0,"[17:20:00,17:40:00)",118,19,17,20,0,0,0
2016-09-19 17:20:00,3,1,"[17:20:00,17:40:00)",85,19,17,20,0,0,0
2016-09-19 17:40:00,1,0,"[17:40:00,18:00:00)",24,19,17,40,0,0,0
2016-09-19 17:40:00,1,1,"[17:40:00,18:00:00)",112,19,17,40,0,0,0
2016-09-19 17:40:00,2,0,"[17:40:00,18:00:00)",53,19,17,40,0,0,0
2016-09-19 17:40:00,3,0,"[17:40:00,18:00:00)",95,19,17,40,0,0,0
2016-09-19 17:40:00,3,1,"[17:40:00,18:00:00)",91,19,17,40,0,0,0
2016-09-19 18:00:00,1,0,"[18:00:00,18:20:00)",29,19,18,0,0,0,0
2016-09-19 18:00:00,1,1,"[18:00:00,18:20:00)",67,19,18,0,0,0,0
2016-09-19 18:00:00,2,0,"[18:00:00,18:20:00)",55,19,18,0,0,0,0
2016-09-19 18:00:00,3,0,"[18:00:00,18:20:00)",94,19,18,0,0,0,0
2016-09-19 18:00:00,3,1,"[18:00:00,18:20:00)",73,19,18,0,0,0,0
2016-09-19 18:20:00,1,0,"[18:20:00,18:40:00)",27,19,18,20,0,0,0
2016-09-19 18:20:00,1,1,"[18:20:00,18:40:00)",94,19,18,20,0,0,0
2016-09-19 18:20:00,2,0,"[18:20:00,18:40:00)",50,19,18,20,0,0,0
2016-09-19 18:20:00,3,0,"[18:20:00,18:40:00)",56,19,18,20,0,0,0
2016-09-19 18:20:00,3,1,"[18:20:00,18:40:00)",78,19,18,20,0,0,0
2016-09-19 18:40:00,1,0,"[18:40:00,19:00:00)",18,19,18,40,0,0,0
2016-09-19 18:40:00,1,1,"[18:40:00,19:00:00)",65,19,18,40,0,0,0
2016-09-19 18:40:00,2,0,"[18:40:00,19:00:00)",49,19,18,40,0,0,0
2016-09-19 18:40:00,3,0,"[18:40:00,19:00:00)",61,19,18,40,0,0,0
2016-09-19 18:40:00,3,1,"[18:40:00,19:00:00)",77,19,18,40,0,0,0
2016-09-19 19:00:00,1,0,"[19:00:00,19:20:00)",13,19,19,0,0,0,0
2016-09-19 19:00:00,1,1,"[19:00:00,19:20:00)",62,19,19,0,0,0,0
2016-09-19 19:00:00,2,0,"[19:00:00,19:20:00)",44,19,19,0,0,0,0
2016-09-19 19:00:00,3,0,"[19:00:00,19:20:00)",51,19,19,0,0,0,0
2016-09-19 19:00:00,3,1,"[19:00:00,19:20:00)",44,19,19,0,0,0,0
2016-09-19 19:20:00,1,0,"[19:20:00,19:40:00)",22,19,19,20,0,0,0
2016-09-19 19:20:00,1,1,"[19:20:00,19:40:00)",44,19,19,20,0,0,0
2016-09-19 19:20:00,2,0,"[19:20:00,19:40:00)",49,19,19,20,0,0,0
2016-09-19 19:20:00,3,0,"[19:20:00,19:40:00)",61,19,19,20,0,0,0
2016-09-19 19:20:00,3,1,"[19:20:00,19:40:00)",45,19,19,20,0,0,0
2016-09-19 19:40:00,1,0,"[19:40:00,20:00:00)",27,19,19,40,0,0,0
2016-09-19 19:40:00,1,1,"[19:40:00,20:00:00)",41,19,19,40,0,0,0
2016-09-19 19:40:00,2,0,"[19:40:00,20:00:00)",41,19,19,40,0,0,0
2016-09-19 19:40:00,3,0,"[19:40:00,20:00:00)",50,19,19,40,0,0,0
2016-09-19 19:40:00,3,1,"[19:40:00,20:00:00)",46,19,19,40,0,0,0
2016-09-19 20:00:00,1,0,"[20:00:00,20:20:00)",17,19,20,0,0,0,0
2016-09-19 20:00:00,1,1,"[20:00:00,20:20:00)",48,19,20,0,0,0,0
2016-09-19 20:00:00,2,0,"[20:00:00,20:20:00)",56,19,20,0,0,0,0
2016-09-19 20:00:00,3,0,"[20:00:00,20:20:00)",55,19,20,0,0,0,0
2016-09-19 20:00:00,3,1,"[20:00:00,20:20:00)",32,19,20,0,0,0,0
2016-09-19 20:20:00,1,0,"[20:20:00,20:40:00)",16,19,20,20,0,0,0
2016-09-19 20:20:00,1,1,"[20:20:00,20:40:00)",34,19,20,20,0,0,0
2016-09-19 20:20:00,2,0,"[20:20:00,20:40:00)",21,19,20,20,0,0,0
2016-09-19 20:20:00,3,0,"[20:20:00,20:40:00)",29,19,20,20,0,0,0
2016-09-19 20:20:00,3,1,"[20:20:00,20:40:00)",40,19,20,20,0,0,0
2016-09-19 20:40:00,1,0,"[20:40:00,21:00:00)",17,19,20,40,0,0,0
2016-09-19 20:40:00,1,1,"[20:40:00,21:00:00)",39,19,20,40,0,0,0
2016-09-19 20:40:00,2,0,"[20:40:00,21:00:00)",35,19,20,40,0,0,0
2016-09-19 20:40:00,3,0,"[20:40:00,21:00:00)",41,19,20,40,0,0,0
2016-09-19 20:40:00,3,1,"[20:40:00,21:00:00)",42,19,20,40,0,0,0
