time,tollgate_id,direction,time_window,volume,day,hour,minute,week,weekend,am_pm,volume_anterior,volume_anterior_2,avg_vol_dia_semana,desvio_padrao,media_volume_hora_dia,desvio_padrao_hora_dia,min_volume_hora_dia,max_volume_hora_dia,mediana_volume_hora_dia,date,min_volume_weekday,max_volume_weekday,mediana_volume_weekday,media_volume_weekday,desvio_padrao_weekday,min_volume_dia_am_pm,max_volume_dia_am_pm,mediana_volume_dia_am_pm,media_volume_dia_am_pm,desvio_padrao_am_pm
2016-09-19 02:40:00,1,0,"[02:40:00,03:00:00)",6,19,2,40,0,0,1,10.0,7.0,7.333333333333332,2.7325202042558927,7.833333333333333,1.7224014243685084,6,10,7.0,2016-09-19,6,6,6.0,6.0,6.0,2,56,14.0,25.487179487179485,17.523686130401245
2016-09-19 02:40:00,1,1,"[02:40:00,03:00:00)",10,19,2,40,0,0,1,7.0,7.0,6.5,3.0822070014844885,9.166666666666666,2.316606713852541,7,13,9.0,2016-09-19,10,10,10.0,10.0,10.0,4,151,70.0,63.61538461538461,45.257661983025166
2016-09-19 02:40:00,3,0,"[02:40:00,03:00:00)",18,19,2,40,0,0,1,14.0,11.0,15.833333333333336,3.710345895825168,14.166666666666666,3.125166662222459,11,18,13.0,2016-09-19,18,18,18.0,18.0,18.0,8,174,58.0,68.87179487179488,57.62864745903343
2016-09-19 03:00:00,1,0,"[03:00:00,03:20:00)",9,19,3,0,0,0,1,6.0,10.0,6.833333333333332,2.0412414523193148,6.333333333333333,2.3380903889000244,4,9,6.0,2016-09-19,9,9,9.0,9.0,9.0,2,56,14.0,25.487179487179485,17.523686130401245
2016-09-19 03:00:00,1,1,"[03:00:00,03:20:00)",10,19,3,0,0,0,1,10.0,7.0,7.5,2.8809720581775866,13.666666666666666,4.273952113286562,8,20,14.0,2016-09-19,10,10,10.0,10.0,10.0,4,151,70.0,63.61538461538461,45.257661983025166
2016-09-19 03:00:00,3,0,"[03:00:00,03:20:00)",10,19,3,0,0,0,1,18.0,14.0,14.666666666666664,3.32665998663324,10.5,1.8708286933869707,9,14,10.0,2016-09-19,10,10,10.0,10.0,10.0,8,174,58.0,68.87179487179488,57.62864745903343
2016-09-19 03:00:00,3,1,"[03:00:00,03:20:00)",5,19,3,0,0,0,1,4.0,5.0,5.0,1.6733200530681511,4.666666666666667,3.141125063837266,1,10,4.0,2016-09-19,5,5,5.0,5.0,5.0,3,181,71.5,64.71052631578948,53.979301782808164
2016-09-19 03:20:00,1,0,"[03:20:00,03:40:00)",4,19,3,20,0,0,1,9.0,6.0,7.166666666666668,3.1251666622224588,6.333333333333333,2.3380903889000244,4,9,6.0,2016-09-19,4,4,4.0,4.0,4.0,2,56,14.0,25.487179487179485,17.523686130401245
2016-09-19 03:20:00,1,1,"[03:20:00,03:40:00)",14,19,3,20,0,0,1,10.0,10.0,10.666666666666666,3.5023801430836534,13.666666666666666,4.273952113286562,8,20,14.0,2016-09-19,14,14,14.0,14.0,14.0,4,151,70.0,63.61538461538461,45.257661983025166
2016-09-19 03:20:00,3,0,"[03:20:00,03:40:00)",10,19,3,20,0,0,1,10.0,18.0,11.833333333333336,2.639444385977221,10.5,1.8708286933869707,9,14,10.0,2016-09-19,10,10,10.0,10.0,10.0,8,174,58.0,68.87179487179488,57.62864745903343
2016-09-19 03:20:00,3,1,"[03:20:00,03:40:00)",3,19,3,20,0,0,1,5.0,4.0,4.6,3.286335345030997,4.666666666666667,3.141125063837266,1,10,4.0,2016-09-19,3,3,3.0,3.0,3.0,3,181,71.5,64.71052631578948,53.979301782808164
2016-09-19 03:40:00,1,0,"[03:40:00,04:00:00)",9,19,3,40,0,0,1,4.0,9.0,8.333333333333334,2.6583202716502514,6.333333333333333,2.3380903889000244,4,9,6.0,2016-09-19,9,9,9.0,9.0,9.0,2,56,14.0,25.487179487179485,17.523686130401245
2016-09-19 03:40:00,1,1,"[03:40:00,04:00:00)",20,19,3,40,0,0,1,14.0,10.0,17.833333333333332,3.8686776379877745,13.666666666666666,4.273952113286562,8,20,14.0,2016-09-19,20,20,20.0,20.0,20.0,4,151,70.0,63.61538461538461,45.257661983025166
2016-09-19 03:40:00,3,0,"[03:40:00,04:00:00)",9,19,3,40,0,0,1,10.0,10.0,10.0,3.898717737923585,10.5,1.8708286933869707,9,14,10.0,2016-09-19,9,9,9.0,9.0,9.0,8,174,58.0,68.87179487179488,57.62864745903343
2016-09-19 03:40:00,3,1,"[03:40:00,04:00:00)",10,19,3,40,0,0,1,3.0,5.0,5.333333333333333,2.943920288775949,4.666666666666667,3.141125063837266,1,10,4.0,2016-09-19,10,10,10.0,10.0,10.0,3,181,71.5,64.71052631578948,53.979301782808164
2016-09-19 04:00:00,1,0,"[04:00:00,04:20:00)",10,19,4,0,0,0,1,9.0,4.0,10.333333333333334,5.08592829940284,10.5,3.5071355833500366,6,15,11.0,2016-09-19,10,10,10.0,10.0,10.0,2,56,14.0,25.487179487179485,17.523686130401245
2016-09-19 04:00:00,1,1,"[04:00:00,04:20:00)",18,19,4,0,0,0,1,20.0,14.0,13.833333333333336,3.3115957885386114,17.333333333333332,3.983298465677241,12,23,17.5,2016-09-19,18,18,18.0,18.0,18.0,4,151,70.0,63.61538461538461,45.257661983025166
2016-09-19 04:00:00,3,0,"[04:00:00,04:20:00)",11,19,4,0,0,0,1,9.0,10.0,14.166666666666664,3.763863263545405,10.166666666666666,2.786873995477131,7,15,10.0,2016-09-19,11,11,11.0,11.0,11.0,8,174,58.0,68.87179487179488,57.62864745903343
2016-09-19 04:00:00,3,1,"[04:00:00,04:20:00)",4,19,4,0,0,0,1,10.0,3.0,4.666666666666667,1.5055453054181618,4.833333333333333,1.4719601443879746,3,7,4.5,2016-09-19,4,4,4.0,4.0,4.0,3,181,71.5,64.71052631578948,53.979301782808164
2016-09-19 04:20:00,1,0,"[04:20:00,04:40:00)",13,19,4,20,0,0,1,10.0,9.0,13.5,1.3784048752090219,10.5,3.5071355833500366,6,15,11.0,2016-09-19,13,13,13.0,13.0,13.0,2,56,14.0,25.487179487179485,17.523686130401245
2016-09-19 04:20:00,1,1,"[04:20:00,04:40:00)",17,19,4,20,0,0,1,18.0,20.0,18.0,4.33589667773576,17.333333333333332,3.983298465677241,12,23,17.5,2016-09-19,17,17,17.0,17.0,17.0,4,151,70.0,63.61538461538461,45.257661983025166
2016-09-19 04:20:00,3,0,"[04:20:00,04:40:00)",8,19,4,20,0,0,1,11.0,9.0,11.333333333333336,3.7237973450050514,10.166666666666666,2.786873995477131,7,15,10.0,2016-09-19,8,8,8.0,8.0,8.0,8,174,58.0,68.87179487179488,57.62864745903343
2016-09-19 04:20:00,3,1,"[04:20:00,04:40:00)",7,19,4,20,0,0,1,4.0,10.0,6.833333333333332,1.8348478592697175,4.833333333333333,1.4719601443879746,3,7,4.5,2016-09-19,7,7,7.0,7.0,7.0,3,181,71.5,64.71052631578948,53.979301782808164
2016-09-19 04:40:00,1,0,"[04:40:00,05:00:00)",12,19,4,40,0,0,1,13.0,10.0,12.333333333333336,3.32665998663324,10.5,3.5071355833500366,6,15,11.0,2016-09-19,12,12,12.0,12.0,12.0,2,56,14.0,25.487179487179485,17.523686130401245
2016-09-19 04:40:00,1,1,"[04:40:00,05:00:00)",23,19,4,40,0,0,1,17.0,18.0,22.0,5.176871642217914,17.333333333333332,3.983298465677241,12,23,17.5,2016-09-19,23,23,23.0,23.0,23.0,4,151,70.0,63.61538461538461,45.257661983025166
2016-09-19 04:40:00,3,0,"[04:40:00,05:00:00)",10,19,4,40,0,0,1,8.0,11.0,13.0,3.1622776601683795,10.166666666666666,2.786873995477131,7,15,10.0,2016-09-19,10,10,10.0,10.0,10.0,8,174,58.0,68.87179487179488,57.62864745903343
2016-09-19 04:40:00,3,1,"[04:40:00,05:00:00)",3,19,4,40,0,0,1,7.0,4.0,7.166666666666668,2.3166067138525404,4.833333333333333,1.4719601443879746,3,7,4.5,2016-09-19,3,3,3.0,3.0,3.0,3,181,71.5,64.71052631578948,53.979301782808164
2016-09-19 05:00:00,1,0,"[05:00:00,05:20:00)",2,19,5,0,0,0,1,12.0,13.0,7.166666666666668,9.389710680668848,5.833333333333333,4.622409184253019,1,13,5.5,2016-09-19,2,2,2.0,2.0,2.0,2,56,14.0,25.487179487179485,17.523686130401245
2016-09-19 05:00:00,1,1,"[05:00:00,05:20:00)",28,19,5,0,0,0,1,23.0,17.0,25.0,3.741657386773941,30.666666666666668,4.676180777800048,24,36,31.0,2016-09-19,28,28,28.0,28.0,28.0,4,151,70.0,63.61538461538461,45.257661983025166
2016-09-19 05:00:00,2,0,"[05:00:00,05:20:00)",14,19,5,0,0,0,1,2.0,1.0,13.2,3.4205262752974135,16.666666666666668,3.3266599866332403,12,21,17.0,2016-09-19,14,14,14.0,14.0,14.0,1,129,65.0,59.03703703703704,35.58245510235503
2016-09-19 05:00:00,3,0,"[05:00:00,05:20:00)",9,19,5,0,0,0,1,10.0,8.0,11.833333333333336,2.2286019533929045,17.5,7.422937423958254,9,27,16.5,2016-09-19,9,9,9.0,9.0,9.0,8,174,58.0,68.87179487179488,57.62864745903343
2016-09-19 05:00:00,3,1,"[05:00:00,05:20:00)",11,19,5,0,0,0,1,3.0,7.0,9.333333333333334,3.559026084010437,10.5,1.9748417658131499,7,13,11.0,2016-09-19,11,11,11.0,11.0,11.0,3,181,71.5,64.71052631578948,53.979301782808164
2016-09-19 05:20:00,1,0,"[05:20:00,05:40:00)",8,19,5,20,0,0,1,2.0,12.0,7.166666666666668,6.0470378423379065,5.833333333333333,4.622409184253019,1,13,5.5,2016-09-19,8,8,8.0,8.0,8.0,2,56,14.0,25.487179487179485,17.523686130401245
2016-09-19 05:20:00,1,1,"[05:20:00,05:40:00)",24,19,5,20,0,0,1,28.0,23.0,29.16666666666667,9.662642840686324,30.666666666666668,4.676180777800048,24,36,31.0,2016-09-19,24,24,24.0,24.0,24.0,4,151,70.0,63.61538461538461,45.257661983025166
2016-09-19 05:20:00,2,0,"[05:20:00,05:40:00)",12,19,5,20,0,0,1,14.0,2.0,14.333333333333336,7.25718035235908,16.666666666666668,3.3266599866332403,12,21,17.0,2016-09-19,12,12,12.0,12.0,12.0,1,129,65.0,59.03703703703704,35.58245510235503
2016-09-19 05:20:00,3,0,"[05:20:00,05:40:00)",14,19,5,20,0,0,1,9.0,10.0,14.333333333333336,1.6329931618554518,17.5,7.422937423958254,9,27,16.5,2016-09-19,14,14,14.0,14.0,14.0,8,174,58.0,68.87179487179488,57.62864745903343
2016-09-19 05:20:00,3,1,"[05:20:00,05:40:00)",7,19,5,20,0,0,1,11.0,3.0,8.666666666666666,4.1311822359545785,10.5,1.9748417658131499,7,13,11.0,2016-09-19,7,7,7.0,7.0,7.0,3,181,71.5,64.71052631578948,53.979301782808164
2016-09-19 05:40:00,1,0,"[05:40:00,06:00:00)",13,19,5,40,0,0,1,8.0,2.0,13.833333333333336,12.089940722214758,5.833333333333333,4.622409184253019,1,13,5.5,2016-09-19,13,13,13.0,13.0,13.0,2,56,14.0,25.487179487179485,17.523686130401245
2016-09-19 05:40:00,1,1,"[05:40:00,06:00:00)",34,19,5,40,0,0,1,24.0,28.0,34.166666666666664,11.68617416722285,30.666666666666668,4.676180777800048,24,36,31.0,2016-09-19,34,34,34.0,34.0,34.0,4,151,70.0,63.61538461538461,45.257661983025166
2016-09-19 05:40:00,2,0,"[05:40:00,06:00:00)",21,19,5,40,0,0,1,12.0,14.0,22.0,10.917875251164944,16.666666666666668,3.3266599866332403,12,21,17.0,2016-09-19,21,21,21.0,21.0,21.0,1,129,65.0,59.03703703703704,35.58245510235503
2016-09-19 05:40:00,3,0,"[05:40:00,06:00:00)",27,19,5,40,0,0,1,14.0,9.0,25.16666666666667,5.115336417740934,17.5,7.422937423958254,9,27,16.5,2016-09-19,27,27,27.0,27.0,27.0,8,174,58.0,68.87179487179488,57.62864745903343
2016-09-19 05:40:00,3,1,"[05:40:00,06:00:00)",13,19,5,40,0,0,1,7.0,11.0,10.333333333333334,4.366539438350084,10.5,1.9748417658131499,7,13,11.0,2016-09-19,13,13,13.0,13.0,13.0,3,181,71.5,64.71052631578948,53.979301782808164
2016-09-19 06:00:00,1,0,"[06:00:00,06:20:00)",8,19,6,0,0,0,1,13.0,8.0,16.5,9.137833441248533,16.333333333333332,8.310635755865292,8,32,14.5,2016-09-19,8,8,8.0,8.0,8.0,2,56,14.0,25.487179487179485,17.523686130401245
2016-09-19 06:00:00,1,1,"[06:00:00,06:20:00)",39,19,6,0,0,0,1,34.0,24.0,32.333333333333336,10.092901796146966,50.166666666666664,15.432649372893387,28,72,52.5,2016-09-19,39,39,39.0,39.0,39.0,4,151,70.0,63.61538461538461,45.257661983025166
2016-09-19 06:00:00,2,0,"[06:00:00,06:20:00)",30,19,6,0,0,0,1,21.0,12.0,27.2,3.3466401061363023,36.833333333333336,8.183316361150087,26,47,36.5,2016-09-19,30,30,30.0,30.0,30.0,1,129,65.0,59.03703703703704,35.58245510235503
2016-09-19 06:00:00,3,0,"[06:00:00,06:20:00)",39,19,6,0,0,0,1,27.0,14.0,37.16666666666666,6.306081720582652,54.0,19.390719429665317,24,75,57.5,2016-09-19,39,39,39.0,39.0,39.0,8,174,58.0,68.87179487179488,57.62864745903343
2016-09-19 06:00:00,3,1,"[06:00:00,06:20:00)",30,19,6,0,0,0,1,13.0,7.0,21.5,9.544631999192005,37.166666666666664,15.791347841988241,21,65,34.0,2016-09-19,30,30,30.0,30.0,30.0,3,181,71.5,64.71052631578948,53.979301782808164
2016-09-19 06:20:00,1,0,"[06:20:00,06:40:00)",13,19,6,20,0,0,1,8.0,13.0,26.33333333333333,21.777664398797832,16.333333333333332,8.310635755865292,8,32,14.5,2016-09-19,13,13,13.0,13.0,13.0,2,56,14.0,25.487179487179485,17.523686130401245
2016-09-19 06:20:00,1,1,"[06:20:00,06:40:00)",57,19,6,20,0,0,1,39.0,34.0,53.33333333333334,18.726095873584185,50.166666666666664,15.432649372893387,28,72,52.5,2016-09-19,57,57,57.0,57.0,57.0,4,151,70.0,63.61538461538461,45.257661983025166
2016-09-19 06:20:00,2,0,"[06:20:00,06:40:00)",36,19,6,20,0,0,1,30.0,21.0,33.0,14.696938456699069,36.833333333333336,8.183316361150087,26,47,36.5,2016-09-19,36,36,36.0,36.0,36.0,1,129,65.0,59.03703703703704,35.58245510235503
2016-09-19 06:20:00,3,0,"[06:20:00,06:40:00)",58,19,6,20,0,0,1,39.0,27.0,59.33333333333334,4.501851470969102,54.0,19.390719429665317,24,75,57.5,2016-09-19,58,58,58.0,58.0,58.0,8,174,58.0,68.87179487179488,57.62864745903343
2016-09-19 06:20:00,3,1,"[06:20:00,06:40:00)",38,19,6,20,0,0,1,30.0,13.0,37.333333333333336,10.366613075960087,37.166666666666664,15.791347841988241,21,65,34.0,2016-09-19,38,38,38.0,38.0,38.0,3,181,71.5,64.71052631578948,53.979301782808164
2016-09-19 06:40:00,1,0,"[06:40:00,07:00:00)",32,19,6,40,0,0,1,13.0,8.0,34.5,21.39859808492136,16.333333333333332,8.310635755865292,8,32,14.5,2016-09-19,32,32,32.0,32.0,32.0,2,56,14.0,25.487179487179485,17.523686130401245
2016-09-19 06:40:00,1,1,"[06:40:00,07:00:00)",72,19,6,40,0,0,1,57.0,39.0,58.33333333333334,19.26309078696009,50.166666666666664,15.432649372893387,28,72,52.5,2016-09-19,72,72,72.0,72.0,72.0,4,151,70.0,63.61538461538461,45.257661983025166
2016-09-19 06:40:00,2,0,"[06:40:00,07:00:00)",37,19,6,40,0,0,1,36.0,30.0,44.16666666666666,23.69317763970605,36.833333333333336,8.183316361150087,26,47,36.5,2016-09-19,37,37,37.0,37.0,37.0,1,129,65.0,59.03703703703704,35.58245510235503
2016-09-19 06:40:00,3,0,"[06:40:00,07:00:00)",71,19,6,40,0,0,1,58.0,39.0,81.66666666666667,18.129166187849528,54.0,19.390719429665317,24,75,57.5,2016-09-19,71,71,71.0,71.0,71.0,8,174,58.0,68.87179487179488,57.62864745903343
2016-09-19 06:40:00,3,1,"[06:40:00,07:00:00)",65,19,6,40,0,0,1,38.0,30.0,50.0,18.275666882497067,37.166666666666664,15.791347841988241,21,65,34.0,2016-09-19,65,65,65.0,65.0,65.0,3,181,71.5,64.71052631578948,53.979301782808164
2016-09-19 07:00:00,1,0,"[07:00:00,07:20:00)",39,19,7,0,0,0,1,32.0,13.0,48.0,21.54065922853801,35.666666666666664,7.840068026915752,22,43,38.5,2016-09-19,39,39,39.0,39.0,39.0,2,56,14.0,25.487179487179485,17.523686130401245
2016-09-19 07:00:00,1,1,"[07:00:00,07:20:00)",70,19,7,0,0,0,1,72.0,57.0,71.66666666666667,29.87083304273028,89.83333333333333,19.97414996105383,67,118,90.5,2016-09-19,70,70,70.0,70.0,70.0,4,151,70.0,63.61538461538461,45.257661983025166
2016-09-19 07:00:00,2,0,"[07:00:00,07:20:00)",84,19,7,0,0,0,1,37.0,36.0,74.33333333333333,35.3817278643464,90.33333333333333,7.737355275975551,80,99,91.0,2016-09-19,84,84,84.0,84.0,84.0,1,129,65.0,59.03703703703704,35.58245510235503
2016-09-19 07:00:00,3,0,"[07:00:00,07:20:00)",127,19,7,0,0,0,1,71.0,58.0,130.0,29.79932885150268,135.16666666666666,14.70260747849396,119,153,132.0,2016-09-19,127,127,127.0,127.0,127.0,8,174,58.0,68.87179487179488,57.62864745903343
2016-09-19 07:00:00,3,1,"[07:00:00,07:20:00)",67,19,7,0,0,0,1,65.0,38.0,64.0,27.70559510279467,76.83333333333333,21.507363080272455,53,104,69.0,2016-09-19,67,67,67.0,67.0,67.0,3,181,71.5,64.71052631578948,53.979301782808164
